30/03/2022 10:14:46, File Created!
30/03/2022 11:35:05:928, 4, repeating_exercise
30/03/2022 11:35:06:199, 5, repeating_exercise
30/03/2022 11:35:06:472, 6, repeating_exercise
30/03/2022 11:35:06:742, 4, repeating_exercise
30/03/2022 11:35:07:012, 4, repeating_exercise
30/03/2022 11:35:07:282, 3, repeating_exercise
30/03/2022 11:35:07:556, 6, repeating_exercise
30/03/2022 11:35:07:823, 3, repeating_exercise
30/03/2022 11:35:08:092, 2, repeating_exercise
30/03/2022 11:35:08:363, 2, repeating_exercise
30/03/2022 11:35:08:700, 69, repeating_exercise
30/03/2022 11:35:08:906, 3, repeating_exercise
30/03/2022 11:35:09:179, 4, repeating_exercise
30/03/2022 11:35:09:451, 5, repeating_exercise
30/03/2022 11:35:09:734, 15, repeating_exercise
30/03/2022 11:35:09:997, 3, repeating_exercise
30/03/2022 11:35:10:267, 2, repeating_exercise
30/03/2022 11:35:10:539, 4, repeating_exercise
30/03/2022 11:35:10:812, 5, repeating_exercise
30/03/2022 11:35:11:089, 9, repeating_exercise
30/03/2022 11:35:11:359, 5, repeating_exercise
30/03/2022 11:35:11:901, 2, idle
30/03/2022 11:35:12:172, 2, idle
30/03/2022 11:35:12:444, 2, idle
30/03/2022 11:35:12:712, 0, idle
30/03/2022 11:35:12:987, 4, idle
30/03/2022 11:35:13:258, 3, idle
30/03/2022 11:35:13:530, 3, idle
30/03/2022 11:35:13:801, 3, idle
30/03/2022 11:35:14:070, 2, idle
30/03/2022 11:35:14:340, 2, idle
30/03/2022 11:35:14:612, 3, idle
30/03/2022 11:35:14:883, 3, idle
30/03/2022 11:35:15:153, 3, idle
30/03/2022 11:35:15:423, 2, idle
30/03/2022 11:35:15:694, 2, idle
30/03/2022 11:35:15:964, 2, idle
30/03/2022 11:35:16:232, 0, idle
30/03/2022 11:35:16:505, 2, idle
30/03/2022 11:35:16:778, 5, idle
30/03/2022 11:35:17:048, 2, idle
30/03/2022 11:35:17:318, 1, idle
30/03/2022 11:35:17:590, 2, idle
30/03/2022 11:35:17:860, 1, idle
30/03/2022 11:35:18:138, 7, idle
30/03/2022 11:35:18:404, 2, idle
30/03/2022 11:35:18:679, 5, idle
30/03/2022 11:35:18:951, 4, idle
30/03/2022 11:35:19:219, 2, idle
30/03/2022 11:35:19:488, 1, idle
30/03/2022 11:35:19:762, 5, idle
30/03/2022 11:35:20:028, 0, idle
30/03/2022 11:35:20:298, 0, idle
30/03/2022 11:35:20:571, 2, idle
30/03/2022 11:35:20:845, 3, idle
30/03/2022 11:35:21:114, 2, idle
30/03/2022 11:35:21:384, 2, idle
30/03/2022 11:35:21:658, 5, idle
30/03/2022 11:35:21:930, 5, idle
30/03/2022 11:35:22:197, 2, idle
30/03/2022 11:35:22:471, 4, idle
30/03/2022 11:35:22:740, 2, idle
30/03/2022 11:35:23:009, 1, idle
30/03/2022 11:35:23:280, 1, idle
30/03/2022 11:35:23:552, 3, idle
30/03/2022 11:35:23:820, 1, idle
30/03/2022 11:35:24:092, 2, idle
30/03/2022 11:35:24:363, 3, idle
30/03/2022 11:35:24:637, 3, idle
30/03/2022 11:35:24:906, 2, idle
30/03/2022 11:35:25:177, 2, idle
30/03/2022 11:35:25:449, 4, idle
30/03/2022 11:35:25:722, 4, idle
30/03/2022 11:35:25:989, 0, idle
30/03/2022 11:35:26:262, 3, idle
30/03/2022 11:35:26:534, 3, idle
30/03/2022 11:35:26:804, 3, idle
30/03/2022 11:35:27:074, 1, idle
30/03/2022 11:35:27:345, 1, idle
30/03/2022 11:35:27:616, 2, idle
30/03/2022 11:35:27:888, 2, idle
30/03/2022 11:35:28:209, 53, idle
30/03/2022 11:35:28:429, 2, idle
30/03/2022 11:35:28:703, 5, idle
30/03/2022 11:35:28:972, 1, idle
30/03/2022 11:35:29:246, 4, idle
30/03/2022 11:35:29:517, 4, idle
30/03/2022 11:35:29:787, 4, idle
30/03/2022 11:35:29:829, 46, repeating_exercise
30/03/2022 11:35:30:327, 3, repeating_exercise
30/03/2022 11:35:30:601, 7, repeating_exercise
30/03/2022 11:35:30:869, 4, repeating_exercise
30/03/2022 11:35:31:417, 7, repeating_exercise
30/03/2022 11:35:31:698, 16, repeating_exercise
30/03/2022 11:35:31:960, 6, repeating_exercise
30/03/2022 11:35:32:231, 5, repeating_exercise
30/03/2022 11:35:32:512, 16, repeating_exercise
30/03/2022 11:35:32:794, 15, repeating_exercise
30/03/2022 11:35:33:056, 7, repeating_exercise
30/03/2022 11:35:33:326, 6, repeating_exercise
30/03/2022 11:35:33:604, 10, repeating_exercise
30/03/2022 11:35:33:875, 5, repeating_exercise
30/03/2022 11:35:34:191, 51, repeating_exercise
30/03/2022 11:35:34:431, 20, repeating_exercise
30/03/2022 11:35:34:686, 4, repeating_exercise
30/03/2022 11:35:34:956, 4, repeating_exercise
30/03/2022 11:35:35:225, 3, repeating_exercise
30/03/2022 11:35:35:520, 26, repeating_exercise
30/03/2022 11:35:35:770, 5, repeating_exercise
30/03/2022 11:35:36:040, 5, repeating_exercise
30/03/2022 11:35:36:310, 5, repeating_exercise
30/03/2022 11:35:36:580, 5, repeating_exercise
30/03/2022 11:35:36:915, 67, repeating_exercise
30/03/2022 11:35:37:123, 5, repeating_exercise
30/03/2022 11:35:37:394, 5, repeating_exercise
30/03/2022 11:35:37:663, 4, repeating_exercise
30/03/2022 11:35:37:938, 8, repeating_exercise
30/03/2022 11:35:38:274, 73, repeating_exercise
30/03/2022 11:35:38:495, 23, repeating_exercise
30/03/2022 11:35:38:753, 2, repeating_exercise
30/03/2022 11:35:39:025, 3, repeating_exercise
30/03/2022 11:35:39:296, 4, repeating_exercise
30/03/2022 11:35:39:611, 48, repeating_exercise
30/03/2022 11:35:39:839, 6, repeating_exercise
30/03/2022 11:35:40:111, 7, repeating_exercise
30/03/2022 11:35:40:379, 5, repeating_exercise
30/03/2022 11:35:40:651, 5, repeating_exercise
30/03/2022 11:35:40:963, 46, repeating_exercise
30/03/2022 11:35:41:193, 6, repeating_exercise
30/03/2022 11:35:41:466, 6, repeating_exercise
30/03/2022 11:35:41:773, 41, repeating_exercise
30/03/2022 11:35:42:069, 67, repeating_exercise
30/03/2022 11:35:42:344, 63, repeating_exercise
30/03/2022 11:35:42:561, 9, repeating_exercise
30/03/2022 11:35:42:825, 2, repeating_exercise
30/03/2022 11:35:43:099, 5, repeating_exercise
30/03/2022 11:35:43:371, 7, repeating_exercise
30/03/2022 11:35:43:690, 55, repeating_exercise
30/03/2022 11:35:43:910, 4, repeating_exercise
30/03/2022 11:35:44:183, 7, repeating_exercise
30/03/2022 11:35:44:452, 4, repeating_exercise
30/03/2022 11:35:44:777, 59, repeating_exercise
30/03/2022 11:35:45:004, 15, repeating_exercise
30/03/2022 11:35:45:265, 6, repeating_exercise
30/03/2022 11:35:45:540, 9, repeating_exercise
30/03/2022 11:35:45:811, 9, repeating_exercise
30/03/2022 11:35:46:079, 6, repeating_exercise
30/03/2022 11:35:46:352, 9, repeating_exercise
30/03/2022 11:35:46:659, 45, repeating_exercise
30/03/2022 11:35:46:890, 4, repeating_exercise
30/03/2022 11:35:47:222, 64, repeating_exercise
30/03/2022 11:35:47:439, 9, repeating_exercise
30/03/2022 11:35:47:710, 7, repeating_exercise
30/03/2022 11:35:47:982, 4, repeating_exercise
30/03/2022 11:35:48:259, 11, repeating_exercise
30/03/2022 11:35:48:534, 10, repeating_exercise
30/03/2022 11:35:48:807, 10, repeating_exercise
30/03/2022 11:35:49:131, 60, repeating_exercise
30/03/2022 11:35:49:379, 38, repeating_exercise
30/03/2022 11:35:49:621, 8, repeating_exercise
30/03/2022 11:35:49:942, 58, repeating_exercise
30/03/2022 11:35:50:163, 8, repeating_exercise
30/03/2022 11:35:50:435, 8, repeating_exercise
30/03/2022 11:35:50:703, 3, repeating_exercise
30/03/2022 11:35:50:985, 14, idle
30/03/2022 11:35:51:250, 7, idle
30/03/2022 11:35:51:533, 19, idle
30/03/2022 11:35:51:805, 19, idle
30/03/2022 11:35:52:062, 5, idle
30/03/2022 11:35:52:334, 7, idle
30/03/2022 11:35:52:600, 2, idle
30/03/2022 11:35:52:875, 5, idle
30/03/2022 11:35:53:146, 6, idle
30/03/2022 11:35:53:421, 8, idle
30/03/2022 11:35:53:690, 6, idle
30/03/2022 11:37:03:794, 3, idle
30/03/2022 11:37:04:069, 5, idle
30/03/2022 11:37:04:340, 5, idle
30/03/2022 11:37:04:607, 2, idle
30/03/2022 11:37:04:879, 4, idle
30/03/2022 11:37:05:149, 4, idle
30/03/2022 11:37:05:419, 1, idle
30/03/2022 11:37:05:691, 3, idle
30/03/2022 11:37:05:961, 3, idle
30/03/2022 11:37:06:230, 1, idle
30/03/2022 11:37:06:504, 4, idle
30/03/2022 11:37:06:774, 4, idle
30/03/2022 11:37:07:046, 3, creating_exercise
30/03/2022 11:37:07:316, 2, creating_exercise
30/03/2022 11:37:07:593, 6, creating_exercise
30/03/2022 11:37:07:861, 4, creating_exercise
30/03/2022 11:37:08:133, 6, creating_exercise
30/03/2022 11:37:08:402, 5, creating_exercise
30/03/2022 11:37:08:674, 6, creating_exercise
30/03/2022 11:37:08:940, 2, creating_exercise
30/03/2022 11:37:09:216, 5, creating_exercise
30/03/2022 11:37:09:486, 5, creating_exercise
30/03/2022 11:37:09:752, 1, creating_exercise
30/03/2022 11:37:10:025, 4, idle
30/03/2022 11:37:10:296, 4, idle
30/03/2022 11:37:10:564, 2, idle
30/03/2022 11:37:10:836, 4, idle
30/03/2022 11:37:11:106, 4, creating_exercise
30/03/2022 11:37:11:376, 3, creating_exercise
30/03/2022 11:37:11:649, 5, creating_exercise
30/03/2022 11:37:11:919, 4, creating_exercise
30/03/2022 11:37:12:191, 6, creating_exercise
30/03/2022 11:37:12:460, 2, creating_exercise
30/03/2022 11:37:12:732, 4, creating_exercise
30/03/2022 11:37:13:005, 4, creating_exercise
30/03/2022 11:37:13:274, 3, creating_exercise
30/03/2022 11:37:13:548, 5, creating_exercise
30/03/2022 11:37:13:816, 3, creating_exercise
30/03/2022 11:37:14:086, 3, idle
30/03/2022 11:37:14:362, 6, idle
30/03/2022 11:37:14:628, 2, idle
30/03/2022 11:37:14:907, 11, idle
30/03/2022 11:37:15:178, 11, idle
30/03/2022 11:37:15:444, 4, idle
30/03/2022 11:37:15:715, 5, idle
30/03/2022 11:37:15:991, 6, idle
30/03/2022 11:37:16:260, 2, idle
30/03/2022 11:37:16:535, 7, idle
30/03/2022 11:37:16:809, 7, idle
30/03/2022 11:37:17:080, 5, idle
30/03/2022 11:37:17:354, 6, idle
30/03/2022 11:37:17:626, 5, idle
30/03/2022 11:37:17:895, 3, idle
30/03/2022 11:37:18:175, 8, idle
30/03/2022 11:37:18:444, 5, idle
30/03/2022 11:37:18:722, 7, idle
30/03/2022 11:37:18:999, 11, idle
30/03/2022 11:37:19:270, 7, idle
30/03/2022 11:37:19:542, 4, idle
30/03/2022 11:37:19:835, 26, idle
30/03/2022 11:37:20:106, 9, idle
30/03/2022 11:37:20:393, 19, idle
30/03/2022 11:37:20:668, 7, idle
30/03/2022 11:37:20:949, 10, idle
30/03/2022 11:37:21:222, 11, idle
30/03/2022 11:37:21:486, 4, idle
30/03/2022 11:37:21:758, 5, idle
30/03/2022 11:37:22:037, 12, idle
30/03/2022 11:37:22:307, 4, idle
30/03/2022 11:37:22:578, 5, idle
30/03/2022 11:37:22:859, 4, idle
30/03/2022 11:37:23:131, 3, idle
30/03/2022 11:37:23:401, 2, idle
30/03/2022 11:37:23:673, 3, idle
30/03/2022 11:37:23:944, 4, idle
30/03/2022 11:37:24:216, 4, idle
30/03/2022 11:37:24:680, 196, idle
30/03/2022 11:37:24:759, 5, idle
30/03/2022 11:37:25:041, 17, idle
30/03/2022 11:37:25:300, 5, idle
30/03/2022 11:37:25:577, 11, idle
30/03/2022 11:37:25:845, 9, repeating_exercise
30/03/2022 11:37:26:116, 5, repeating_exercise
30/03/2022 11:37:26:388, 5, repeating_exercise
30/03/2022 11:37:26:659, 5, repeating_exercise
30/03/2022 11:37:26:937, 13, repeating_exercise
30/03/2022 11:37:27:210, 6, repeating_exercise
30/03/2022 11:37:27:583, 109, repeating_exercise
30/03/2022 11:37:27:754, 7, repeating_exercise
30/03/2022 11:37:28:026, 7, repeating_exercise
30/03/2022 11:37:28:295, 6, repeating_exercise
30/03/2022 11:37:28:562, 3, repeating_exercise
30/03/2022 11:37:28:838, 6, repeating_exercise
30/03/2022 11:37:29:110, 8, repeating_exercise
30/03/2022 11:37:29:375, 3, repeating_exercise
30/03/2022 11:37:29:648, 5, repeating_exercise
30/03/2022 11:37:29:921, 6, repeating_exercise
30/03/2022 11:37:30:464, 7, repeating_exercise
30/03/2022 11:37:30:738, 10, repeating_exercise
30/03/2022 11:37:31:014, 14, repeating_exercise
30/03/2022 11:37:31:277, 5, repeating_exercise
30/03/2022 11:37:31:546, 3, repeating_exercise
30/03/2022 11:37:31:819, 4, repeating_exercise
30/03/2022 11:37:32:098, 12, repeating_exercise
30/03/2022 11:37:32:369, 10, repeating_exercise
30/03/2022 11:37:32:635, 5, repeating_exercise
30/03/2022 11:37:32:909, 7, repeating_exercise
30/03/2022 11:37:33:180, 7, repeating_exercise
30/03/2022 11:37:33:452, 9, repeating_exercise
30/03/2022 11:37:33:722, 7, repeating_exercise
30/03/2022 11:37:33:990, 5, repeating_exercise
30/03/2022 11:37:34:355, 100, repeating_exercise
30/03/2022 11:37:34:746, 220, idle
30/03/2022 11:37:34:812, 14, idle
30/03/2022 11:37:35:113, 32, idle
30/03/2022 11:37:35:400, 18, idle
30/03/2022 11:37:35:664, 9, idle
30/03/2022 11:37:35:935, 7, idle
30/03/2022 11:37:36:371, 124, idle
30/03/2022 11:37:36:591, 25, idle
30/03/2022 11:37:36:867, 9, idle
30/03/2022 11:37:37:137, 6, idle
30/03/2022 11:37:37:404, 3, idle
30/03/2022 11:37:37:683, 9, idle
30/03/2022 11:37:37:960, 14, idle
30/03/2022 11:37:38:219, 3, idle
30/03/2022 11:37:38:510, 23, idle
30/03/2022 11:37:38:771, 8, idle
30/03/2022 11:37:39:039, 5, idle
30/03/2022 11:37:39:318, 12, idle
30/03/2022 11:37:39:585, 6, idle
30/03/2022 11:37:39:858, 8, idle
30/03/2022 11:37:40:129, 9, idle
30/03/2022 11:37:40:454, 24, idle
30/03/2022 11:37:40:721, 2, idle
30/03/2022 11:37:40:996, 7, idle
30/03/2022 11:37:41:265, 6, idle
30/03/2022 11:37:41:535, 4, idle
30/03/2022 11:37:41:805, 3, idle
30/03/2022 11:37:42:075, 3, idle
30/03/2022 11:37:42:348, 5, idle
30/03/2022 11:37:42:617, 4, idle
30/03/2022 11:37:42:886, 3, idle
30/03/2022 11:37:43:157, 2, idle
30/03/2022 11:37:43:467, 42, idle
30/03/2022 11:37:43:702, 7, idle
30/03/2022 11:37:43:971, 5, idle
30/03/2022 11:37:44:238, 2, idle
30/03/2022 11:37:44:513, 6, idle
30/03/2022 11:37:44:782, 4, idle
30/03/2022 11:37:45:052, 3, idle
30/03/2022 11:37:45:325, 5, idle
30/03/2022 11:37:45:596, 6, idle
30/03/2022 11:37:45:864, 2, idle
30/03/2022 11:37:46:136, 4, idle
30/03/2022 11:37:46:407, 4, idle
30/03/2022 11:37:46:677, 3, idle
30/03/2022 11:37:46:948, 4, idle
30/03/2022 11:37:47:218, 3, idle
30/03/2022 11:37:47:491, 5, idle
30/03/2022 11:37:47:759, 2, idle
30/03/2022 11:37:48:033, 5, idle
30/03/2022 11:37:48:303, 4, idle
30/03/2022 11:37:48:576, 6, idle
30/03/2022 11:37:48:846, 5, idle
30/03/2022 11:37:49:115, 3, idle
30/03/2022 11:37:49:387, 5, idle
30/03/2022 11:37:49:658, 5, idle
30/03/2022 11:37:49:929, 5, idle
30/03/2022 11:37:50:197, 3, idle
30/03/2022 11:37:50:471, 5, idle
30/03/2022 11:37:50:740, 3, idle
30/03/2022 11:37:51:012, 5, idle
30/03/2022 11:37:51:294, 15, idle
30/03/2022 11:37:51:556, 5, idle
30/03/2022 11:37:51:844, 22, idle
30/03/2022 11:37:52:097, 3, idle
30/03/2022 11:37:52:370, 5, idle
30/03/2022 11:37:52:640, 5, idle
30/03/2022 11:37:52:909, 4, idle
30/03/2022 11:37:53:181, 4, idle
30/03/2022 11:37:53:452, 4, idle
30/03/2022 11:37:53:992, 2, repeating_exercise
30/03/2022 11:37:54:309, 48, repeating_exercise
30/03/2022 11:37:54:537, 6, repeating_exercise
30/03/2022 11:37:54:857, 55, repeating_exercise
30/03/2022 11:37:55:135, 62, repeating_exercise
30/03/2022 11:37:55:350, 7, repeating_exercise
30/03/2022 11:37:55:623, 7, repeating_exercise
30/03/2022 11:37:55:894, 7, repeating_exercise
30/03/2022 11:37:56:163, 5, repeating_exercise
30/03/2022 11:37:56:432, 3, repeating_exercise
30/03/2022 11:37:56:703, 4, repeating_exercise
30/03/2022 11:37:56:973, 4, repeating_exercise
30/03/2022 11:37:57:250, 9, repeating_exercise
30/03/2022 11:37:57:518, 3, repeating_exercise
30/03/2022 11:37:57:849, 64, repeating_exercise
30/03/2022 11:37:58:059, 2, repeating_exercise
30/03/2022 11:37:58:330, 2, repeating_exercise
30/03/2022 11:37:58:657, 59, repeating_exercise
30/03/2022 11:37:58:872, 3, repeating_exercise
30/03/2022 11:37:59:192, 53, repeating_exercise
30/03/2022 11:37:59:413, 4, repeating_exercise
30/03/2022 11:37:59:683, 3, repeating_exercise
30/03/2022 11:37:59:952, 2, repeating_exercise
30/03/2022 11:38:00:225, 3, repeating_exercise
30/03/2022 11:38:00:522, 29, repeating_exercise
30/03/2022 11:38:00:770, 6, repeating_exercise
30/03/2022 11:38:01:038, 2, repeating_exercise
30/03/2022 11:38:01:313, 6, repeating_exercise
30/03/2022 11:38:01:580, 2, repeating_exercise
30/03/2022 11:38:01:902, 52, repeating_exercise
30/03/2022 11:38:02:125, 4, repeating_exercise
30/03/2022 11:38:02:395, 4, repeating_exercise
30/03/2022 11:38:02:667, 4, repeating_exercise
30/03/2022 11:38:02:938, 4, repeating_exercise
30/03/2022 11:38:03:207, 3, repeating_exercise
30/03/2022 11:38:03:479, 4, repeating_exercise
30/03/2022 11:38:03:754, 8, repeating_exercise
30/03/2022 11:38:04:027, 8, repeating_exercise
30/03/2022 11:38:04:295, 2, repeating_exercise
30/03/2022 11:38:04:621, 57, repeating_exercise
30/03/2022 11:38:04:840, 5, repeating_exercise
30/03/2022 11:38:05:112, 5, repeating_exercise
30/03/2022 11:38:05:386, 7, repeating_exercise
30/03/2022 11:38:05:653, 4, repeating_exercise
30/03/2022 11:38:05:965, 46, repeating_exercise
30/03/2022 11:38:06:193, 3, repeating_exercise
30/03/2022 11:38:06:465, 5, repeating_exercise
30/03/2022 11:38:06:738, 7, repeating_exercise
30/03/2022 11:38:07:049, 47, repeating_exercise
30/03/2022 11:38:07:279, 6, repeating_exercise
30/03/2022 11:38:07:549, 4, repeating_exercise
30/03/2022 11:38:07:822, 6, repeating_exercise
30/03/2022 11:38:08:088, 2, repeating_exercise
30/03/2022 11:38:08:361, 4, repeating_exercise
30/03/2022 11:38:08:632, 4, repeating_exercise
30/03/2022 11:38:08:903, 3, repeating_exercise
30/03/2022 11:38:09:174, 5, repeating_exercise
30/03/2022 11:38:09:497, 56, repeating_exercise
30/03/2022 11:38:09:759, 47, repeating_exercise
30/03/2022 11:38:09:991, 8, repeating_exercise
30/03/2022 11:38:10:256, 3, repeating_exercise
30/03/2022 11:38:10:528, 3, repeating_exercise
30/03/2022 11:38:10:800, 4, repeating_exercise
30/03/2022 11:38:11:071, 4, repeating_exercise
30/03/2022 11:38:11:341, 3, repeating_exercise
30/03/2022 11:38:11:612, 4, repeating_exercise
30/03/2022 11:38:11:882, 4, repeating_exercise
30/03/2022 11:38:12:155, 7, repeating_exercise
30/03/2022 11:38:12:423, 4, repeating_exercise
30/03/2022 11:38:12:692, 3, repeating_exercise
30/03/2022 11:38:12:964, 3, repeating_exercise
30/03/2022 11:38:13:238, 7, repeating_exercise
30/03/2022 11:38:13:504, 2, repeating_exercise
30/03/2022 11:38:13:784, 11, repeating_exercise
30/03/2022 11:38:14:060, 17, repeating_exercise
30/03/2022 11:38:14:317, 3, repeating_exercise
30/03/2022 11:38:14:614, 29, idle
30/03/2022 11:38:14:860, 3, idle
30/03/2022 11:38:15:134, 7, idle
30/03/2022 11:38:15:404, 4, idle
30/03/2022 11:38:15:674, 2, idle
30/03/2022 11:38:15:948, 4, idle
30/03/2022 11:49:16:446, 4, idle
30/03/2022 11:49:16:715, 1, idle
30/03/2022 11:49:17:000, 11, idle
30/03/2022 11:49:17:280, 14, idle
30/03/2022 11:49:17:590, 19, idle
30/03/2022 11:49:17:855, 4, idle
30/03/2022 11:49:18:133, 9, idle
30/03/2022 11:49:18:572, 169, idle
30/03/2022 11:49:18:748, 43, idle
30/03/2022 11:49:19:028, 15, idle
30/03/2022 11:49:19:289, 5, idle
30/03/2022 11:49:19:557, 3, idle
30/03/2022 11:49:19:830, 5, idle
30/03/2022 11:49:20:100, 5, idle
30/03/2022 11:49:20:373, 7, idle
30/03/2022 11:49:20:641, 4, idle
30/03/2022 11:49:20:931, 23, idle
30/03/2022 11:49:21:196, 7, idle
30/03/2022 11:49:21:467, 8, creating_exercise
30/03/2022 11:49:21:736, 6, creating_exercise
30/03/2022 11:49:22:014, 13, creating_exercise
30/03/2022 11:49:22:276, 4, creating_exercise
30/03/2022 11:49:22:548, 4, creating_exercise
30/03/2022 11:49:22:824, 10, creating_exercise
30/03/2022 11:49:23:090, 5, creating_exercise
30/03/2022 11:49:23:363, 3, creating_exercise
30/03/2022 11:49:23:637, 7, creating_exercise
30/03/2022 11:49:23:906, 2, creating_exercise
30/03/2022 11:49:24:181, 6, creating_exercise
30/03/2022 11:49:24:453, 6, creating_exercise
30/03/2022 11:49:24:721, 4, creating_exercise
30/03/2022 11:49:24:990, 3, idle
30/03/2022 11:49:25:260, 2, idle
30/03/2022 11:49:25:535, 6, idle
30/03/2022 11:49:25:802, 2, idle
30/03/2022 11:49:26:078, 8, idle
30/03/2022 11:49:26:345, 4, idle
30/03/2022 11:49:26:615, 3, idle
30/03/2022 11:49:26:887, 4, idle
30/03/2022 11:49:27:157, 3, idle
30/03/2022 11:49:27:431, 6, idle
30/03/2022 11:49:27:699, 4, idle
30/03/2022 11:49:28:238, 2, idle
30/03/2022 11:49:28:510, 3, idle
30/03/2022 11:49:28:781, 3, idle
30/03/2022 11:49:29:052, 4, creating_exercise
30/03/2022 11:49:29:325, 4, creating_exercise
30/03/2022 11:49:29:595, 2, creating_exercise
30/03/2022 11:49:29:867, 4, creating_exercise
30/03/2022 11:49:30:137, 3, creating_exercise
30/03/2022 11:49:30:406, 2, creating_exercise
30/03/2022 11:49:30:679, 4, creating_exercise
30/03/2022 11:49:30:952, 6, creating_exercise
30/03/2022 11:49:31:218, 2, creating_exercise
30/03/2022 11:49:31:492, 5, creating_exercise
30/03/2022 11:49:31:763, 6, creating_exercise
30/03/2022 11:49:32:031, 3, creating_exercise
30/03/2022 11:49:32:303, 3, creating_exercise
30/03/2022 11:49:32:572, 2, creating_exercise
30/03/2022 11:49:32:846, 5, creating_exercise
30/03/2022 11:49:33:114, 2, creating_exercise
30/03/2022 11:49:33:387, 3, creating_exercise
30/03/2022 11:49:33:660, 6, creating_exercise
30/03/2022 11:49:33:930, 5, creating_exercise
30/03/2022 11:49:34:200, 4, creating_exercise
30/03/2022 11:49:34:468, 2, creating_exercise
30/03/2022 11:49:34:741, 4, creating_exercise
30/03/2022 11:49:35:013, 5, creating_exercise
30/03/2022 11:49:35:284, 6, creating_exercise
30/03/2022 11:49:35:553, 4, creating_exercise
30/03/2022 11:49:35:827, 5, creating_exercise
30/03/2022 11:49:36:097, 3, creating_exercise
30/03/2022 11:49:36:371, 6, creating_exercise
30/03/2022 11:49:36:638, 3, creating_exercise
30/03/2022 11:49:36:910, 4, creating_exercise
30/03/2022 11:49:37:180, 4, creating_exercise
30/03/2022 11:49:37:450, 4, creating_exercise
30/03/2022 11:49:37:723, 6, creating_exercise
30/03/2022 11:49:37:989, 2, creating_exercise
30/03/2022 11:49:38:262, 4, creating_exercise
30/03/2022 11:49:38:530, 2, creating_exercise
30/03/2022 11:49:38:800, 2, creating_exercise
30/03/2022 11:49:39:073, 2, creating_exercise
30/03/2022 11:49:39:346, 3, creating_exercise
30/03/2022 11:49:39:617, 4, creating_exercise
30/03/2022 11:49:39:888, 4, creating_exercise
30/03/2022 11:49:40:161, 6, creating_exercise
30/03/2022 11:49:40:428, 2, creating_exercise
30/03/2022 11:49:40:699, 3, creating_exercise
30/03/2022 11:49:40:970, 4, creating_exercise
30/03/2022 11:49:41:242, 5, creating_exercise
30/03/2022 11:49:41:509, 2, creating_exercise
30/03/2022 11:49:41:783, 5, creating_exercise
30/03/2022 11:49:42:050, 2, creating_exercise
30/03/2022 11:49:42:322, 3, creating_exercise
30/03/2022 11:49:42:593, 4, creating_exercise
30/03/2022 11:49:42:865, 4, creating_exercise
30/03/2022 11:49:43:135, 3, creating_exercise
30/03/2022 11:49:43:406, 3, creating_exercise
30/03/2022 11:49:43:682, 9, creating_exercise
30/03/2022 11:49:43:953, 6, creating_exercise
30/03/2022 11:49:44:224, 6, creating_exercise
30/03/2022 11:49:44:495, 6, creating_exercise
30/03/2022 11:49:44:764, 5, creating_exercise
30/03/2022 11:49:45:033, 3, creating_exercise
30/03/2022 11:49:45:305, 4, creating_exercise
30/03/2022 11:49:45:574, 3, creating_exercise
30/03/2022 11:49:45:845, 4, creating_exercise
30/03/2022 11:49:46:115, 3, creating_exercise
30/03/2022 11:49:46:388, 5, creating_exercise
30/03/2022 11:49:46:656, 2, creating_exercise
30/03/2022 11:49:46:933, 7, creating_exercise
30/03/2022 11:49:47:200, 4, creating_exercise
30/03/2022 11:49:47:473, 7, creating_exercise
30/03/2022 11:49:47:740, 3, creating_exercise
30/03/2022 11:49:48:011, 3, creating_exercise
30/03/2022 11:49:48:283, 4, creating_exercise
30/03/2022 11:49:48:556, 4, creating_exercise
30/03/2022 11:49:48:825, 3, creating_exercise
30/03/2022 11:49:49:100, 7, creating_exercise
30/03/2022 11:49:49:367, 4, creating_exercise
30/03/2022 11:49:49:636, 2, creating_exercise
30/03/2022 11:49:49:914, 10, creating_exercise
30/03/2022 11:49:50:188, 5, creating_exercise
30/03/2022 11:49:50:460, 7, creating_exercise
30/03/2022 11:49:50:728, 4, creating_exercise
30/03/2022 11:49:51:000, 6, creating_exercise
30/03/2022 11:49:51:271, 3, creating_exercise
30/03/2022 11:49:51:540, 2, creating_exercise
30/03/2022 11:49:51:813, 5, creating_exercise
30/03/2022 11:49:52:083, 4, creating_exercise
30/03/2022 11:49:52:354, 2, creating_exercise
30/03/2022 11:49:52:624, 2, idle
30/03/2022 11:49:52:896, 3, idle
30/03/2022 11:49:53:170, 5, idle
30/03/2022 11:49:53:437, 2, idle
30/03/2022 11:49:53:711, 5, creating_exercise
30/03/2022 11:49:53:979, 3, creating_exercise
30/03/2022 11:49:54:251, 4, creating_exercise
30/03/2022 11:49:55:021, 233, creating_exercise
30/03/2022 11:49:55:332, 3, creating_exercise
30/03/2022 11:49:55:522, 193, creating_exercise
30/03/2022 11:49:55:871, 1, creating_exercise
30/03/2022 11:49:56:022, 152, creating_exercise
30/03/2022 11:49:56:414, 3, creating_exercise
30/03/2022 11:49:56:523, 112, creating_exercise
30/03/2022 11:49:56:954, 1, creating_exercise
30/03/2022 11:50:12:978, 13, idle
30/03/2022 11:50:13:248, 10, idle
30/03/2022 11:50:13:512, 2, idle
30/03/2022 11:50:13:786, 5, idle
30/03/2022 11:50:14:054, 2, idle
