06/04/2022 14:47:27: File Created!
06/04/2022 14:47:27:644, robot_pos_w_timestamp, 1649252758364, 612.9, 280.95, 203.73, 2.36, -0.03, 3.07, tool_force, 0.17, 0.08, -0.09, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.02, joints_pos, 34.95, 59.07, -20.04, -66.97, 24.91, 54.8, 55.29, tool_torque, 0.269, -0.271, 0.349, tool_momentum, 0.271, -0.269, 0.349, robot_mode, normal, 
06/04/2022 14:47:37:171, robot_pos_w_timestamp, 1649252768002, 489.87, 241.56, 238.06, 2.31, -0.03, 3.05, tool_force, -1.45, -1.22, 0.49, actual_rep, 1, curr_step, 63, track_size, 99, robot_vel, 45.24, joints_pos, 40.03, 41.3, -19.75, -95.68, 24.22, 42.63, 55.79, tool_torque, -0.287, 0.368, -0.128, tool_momentum, -0.288, 0.369, -0.128, robot_mode, normal, 
06/04/2022 14:47:37:371, robot_pos_w_timestamp, 1649252768159, 495.21, 247.48, 237.09, 2.3, -0.03, 3.05, tool_force, -1.52, -1.37, 0.63, actual_rep, 1, curr_step, 66, track_size, 99, robot_vel, 48.09, joints_pos, 40.29, 42.18, -19.81, -94.21, 23.75, 43.24, 57.17, tool_torque, -0.449, 0.458, -0.153, tool_momentum, -0.449, 0.452, -0.149, robot_mode, normal, 
06/04/2022 14:47:37:483, robot_pos_w_timestamp, 1649252768313, 501.26, 253.29, 236.63, 2.29, -0.02, 3.06, tool_force, -1.64, -1.02, 0.6, actual_rep, 1, curr_step, 68, track_size, 99, robot_vel, 54.36, joints_pos, 40.46, 43.11, -19.86, -92.55, 23.31, 44.03, 58.43, tool_torque, -0.347, 0.444, -0.146, tool_momentum, -0.361, 0.442, -0.147, robot_mode, normal, 
06/04/2022 14:47:37:702, robot_pos_w_timestamp, 1649252768462, 506.98, 257.74, 236.63, 2.28, -0.02, 3.06, tool_force, -1.31, -1.14, 0.74, actual_rep, 1, curr_step, 71, track_size, 99, robot_vel, 49.54, joints_pos, 40.49, 43.84, -19.88, -91.16, 23.11, 44.7, 59.36, tool_torque, -0.373, 0.413, -0.134, tool_momentum, -0.373, 0.411, -0.13, robot_mode, normal, 
06/04/2022 14:47:37:785, robot_pos_w_timestamp, 1649252768614, 510.29, 259.39, 236.62, 2.28, -0.02, 3.07, tool_force, -1.51, -0.88, 1.32, actual_rep, 1, curr_step, 74, track_size, 99, robot_vel, 18.34, joints_pos, 40.49, 44.36, -19.99, -90.17, 22.6, 45.68, 60.03, tool_torque, -0.306, 0.421, -0.128, tool_momentum, -0.302, 0.425, -0.128, robot_mode, normal, 
06/04/2022 14:47:37:959, robot_pos_w_timestamp, 1649252768763, 511.46, 259.86, 236.78, 2.28, -0.02, 3.07, tool_force, -0.46, -1.19, 0.33, actual_rep, 1, curr_step, 77, track_size, 99, robot_vel, 8.85, joints_pos, 40.46, 44.44, -19.98, -89.99, 22.6, 45.72, 60.11, tool_torque, -0.203, 0.077, -0.011, tool_momentum, -0.203, 0.075, -0.011, robot_mode, normal, 
06/04/2022 14:47:38:111, robot_pos_w_timestamp, 1649252768916, 512.02, 260.03, 236.62, 2.28, -0.02, 3.07, tool_force, -0.39, -0.74, 0.59, actual_rep, 1, curr_step, 79, track_size, 99, robot_vel, 2.79, joints_pos, 40.44, 44.54, -19.99, -89.84, 22.58, 45.83, 60.13, tool_torque, -0.137, 0.09, -0.021, tool_momentum, -0.139, 0.088, -0.02, robot_mode, normal, 
06/04/2022 14:47:38:279, robot_pos_w_timestamp, 1649252769066, 512.39, 260.43, 237.2, 2.28, -0.01, 3.07, tool_force, -0.12, 0.09, 0.05, actual_rep, 1, curr_step, 82, track_size, 99, robot_vel, 11.71, joints_pos, 40.65, 44.45, -20.05, -89.92, 21.96, 45.32, 60.7, tool_torque, 0.213, 0.255, 0.049, tool_momentum, 0.253, 0.258, 0.051, robot_mode, normal, 
06/04/2022 14:47:38:385, robot_pos_w_timestamp, 1649252769218, 511.85, 260.13, 237.12, 2.28, -0.01, 3.06, tool_force, -0.36, -0.04, 0.37, actual_rep, 1, curr_step, 84, track_size, 99, robot_vel, 1.7, joints_pos, 40.57, 44.39, -20.01, -90.04, 22.29, 45.31, 60.41, tool_torque, 0.185, -0.14, 0.278, tool_momentum, 0.183, -0.134, 0.278, robot_mode, normal, 
06/04/2022 14:47:38:538, robot_pos_w_timestamp, 1649252769369, 512.43, 260.48, 236.82, 2.28, -0.01, 3.07, tool_force, -0.78, -0.28, 0.7, actual_rep, 1, curr_step, 86, track_size, 99, robot_vel, 9.9, joints_pos, 40.62, 44.56, -20.04, -89.76, 21.87, 45.66, 60.77, tool_torque, -0.116, 0.106, -0.019, tool_momentum, -0.122, 0.099, -0.019, robot_mode, normal, 
06/04/2022 14:47:38:690, robot_pos_w_timestamp, 1649252769519, 512.26, 260.58, 236.92, 2.28, -0.02, 3.07, tool_force, 0.83, -0.67, -0.19, actual_rep, 1, curr_step, 89, track_size, 99, robot_vel, 3.25, joints_pos, 40.47, 44.56, -20.01, -89.74, 22.59, 45.92, 60.27, tool_torque, 0.112, -0.513, 0.37, tool_momentum, 0.112, -0.509, 0.371, robot_mode, normal, 
06/04/2022 14:47:38:840, robot_pos_w_timestamp, 1649252769674, 512.41, 260.45, 236.78, 2.28, -0.02, 3.07, tool_force, -0.11, -0.31, 0.28, actual_rep, 1, curr_step, 91, track_size, 99, robot_vel, 4.1, joints_pos, 40.52, 44.58, -20.05, -89.74, 22.41, 45.81, 60.34, tool_torque, 0.112, -0.036, 0.188, tool_momentum, 0.117, -0.033, 0.188, robot_mode, normal, 
06/04/2022 14:47:38:989, robot_pos_w_timestamp, 1649252769821, 512.28, 260.59, 236.83, 2.28, -0.01, 3.07, tool_force, -0.45, -0.04, 0.58, actual_rep, 1, curr_step, 94, track_size, 99, robot_vel, 5.6, joints_pos, 40.68, 44.57, -20.1, -89.77, 21.91, 45.67, 60.75, tool_torque, 0.058, 0.211, -0.025, tool_momentum, 0.055, 0.215, -0.025, robot_mode, normal, 
06/04/2022 14:47:39:135, robot_pos_w_timestamp, 1649252769972, 512.35, 260.47, 236.82, 2.28, -0.01, 3.07, tool_force, -0.41, -0.22, 0.23, actual_rep, 1, curr_step, 96, track_size, 99, robot_vel, 2.2, joints_pos, 40.64, 44.57, -20.08, -89.77, 21.93, 45.67, 60.74, tool_torque, 0.157, -0.013, 0.127, tool_momentum, 0.162, -0.016, 0.127, robot_mode, normal, 
06/04/2022 14:47:39:287, robot_pos_w_timestamp, 1649252770122, 512.36, 260.45, 236.83, 2.28, -0.01, 3.07, tool_force, -0.32, -0.08, 0.31, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.41, joints_pos, 40.64, 44.57, -20.08, -89.77, 21.93, 45.67, 60.74, tool_torque, 0.174, -0.013, 0.123, tool_momentum, 0.174, -0.018, 0.123, robot_mode, normal, 
06/04/2022 14:47:39:484, robot_pos_w_timestamp, 1649252770282, 512.36, 260.45, 236.83, 2.28, -0.01, 3.07, tool_force, -0.36, -0.19, 0.21, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.06, joints_pos, 40.64, 44.56, -20.08, -89.77, 21.93, 45.67, 60.74, tool_torque, 0.159, 0.019, 0.111, tool_momentum, 0.159, 0.018, 0.111, robot_mode, normal, 
06/04/2022 14:47:39:589, robot_pos_w_timestamp, 1649252770425, 512.36, 260.45, 236.83, 2.28, -0.01, 3.07, tool_force, -0.36, -0.14, 0.25, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.03, joints_pos, 40.64, 44.56, -20.08, -89.77, 21.93, 45.67, 60.74, tool_torque, 0.162, 0.017, 0.11, tool_momentum, 0.163, 0.018, 0.109, robot_mode, normal, 
06/04/2022 14:47:39:839, robot_pos_w_timestamp, 1649252770592, 512.35, 260.45, 236.83, 2.28, -0.01, 3.07, tool_force, -0.42, -0.11, 0.28, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 40.64, 44.56, -20.08, -89.77, 21.93, 45.67, 60.74, tool_torque, 0.161, 0.032, 0.107, tool_momentum, 0.16, 0.033, 0.107, robot_mode, normal, 
06/04/2022 14:47:39:906, robot_pos_w_timestamp, 1649252770726, 512.04, 260.63, 236.84, 2.28, -0.02, 3.07, tool_force, 0.19, -0.22, 0.57, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 7.78, joints_pos, 40.57, 44.56, -20.02, -89.76, 22.24, 45.86, 60.55, tool_torque, 0.149, -0.331, 0.262, tool_momentum, 0.147, -0.327, 0.262, robot_mode, normal, 
06/04/2022 14:47:40:092, robot_pos_w_timestamp, 1649252770877, 512.27, 260.43, 236.8, 2.28, -0.02, 3.07, tool_force, 1.15, -0.21, 0.24, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 3.64, joints_pos, 40.47, 44.57, -20.01, -89.74, 22.56, 45.92, 60.24, tool_torque, 0.173, -0.52, 0.356, tool_momentum, 0.126, -0.208, 0.268, robot_mode, normal, 
06/04/2022 14:47:40:239, robot_pos_w_timestamp, 1649252771032, 512.33, 260.37, 236.84, 2.28, -0.01, 3.07, tool_force, -1.26, -0.44, 0.23, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 1.18, joints_pos, 40.67, 44.57, -20.12, -89.77, 21.91, 45.69, 60.76, tool_torque, 0.039, 0.332, -0.046, tool_momentum, 0.048, 0.319, -0.045, robot_mode, normal, 
06/04/2022 14:47:40:355, robot_pos_w_timestamp, 1649252771189, 512.52, 260.4, 237.21, 2.28, -0.01, 3.07, tool_force, -0.59, 0.09, 0.44, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 8.05, joints_pos, 40.66, 44.51, -20.11, -89.82, 21.99, 45.48, 60.7, tool_torque, 0.273, 0.042, 0.148, tool_momentum, 0.278, 0.036, 0.151, robot_mode, normal, 
06/04/2022 14:47:40:545, robot_pos_w_timestamp, 1649252771336, 511.8, 260.07, 237.16, 2.28, -0.01, 3.06, tool_force, -0.2, -0.04, -0.02, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 8.64, joints_pos, 40.62, 44.37, -20.06, -90.09, 22.22, 45.21, 60.47, tool_torque, 0.199, -0.191, 0.278, tool_momentum, 0.19, -0.188, 0.278, robot_mode, normal, 
06/04/2022 14:47:40:650, robot_pos_w_timestamp, 1649252771491, 511.96, 260.29, 236.86, 2.28, -0.01, 3.07, tool_force, 0.08, -0.43, 0.54, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 6.57, joints_pos, 40.61, 44.54, -20.06, -89.81, 22.05, 45.8, 60.69, tool_torque, -0.0030, -0.253, 0.129, tool_momentum, -0.0010, -0.264, 0.129, robot_mode, normal, 
06/04/2022 14:47:40:852, robot_pos_w_timestamp, 1649252771646, 512.25, 260.3, 236.87, 2.28, -0.02, 3.07, tool_force, -0.29, -0.04, -0.02, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 5.33, joints_pos, 40.48, 44.52, -20.01, -89.84, 22.61, 45.69, 60.2, tool_torque, 0.344, -0.362, 0.387, tool_momentum, 0.356, -0.373, 0.387, robot_mode, normal, 
06/04/2022 14:47:40:962, robot_pos_w_timestamp, 1649252771797, 510.8, 260.37, 236.91, 2.28, -0.02, 3.06, tool_force, -0.35, 0.27, 0.19, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 15.34, joints_pos, 40.51, 44.33, -19.95, -90.19, 22.89, 45.38, 60.02, tool_torque, 0.349, -0.197, 0.371, tool_momentum, 0.345, -0.192, 0.371, robot_mode, normal, 
06/04/2022 14:47:41:154, robot_pos_w_timestamp, 1649252771946, 507.35, 258.83, 236.25, 2.28, -0.02, 3.06, tool_force, -0.38, 1.33, 1.84, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.99, joints_pos, 40.67, 43.98, -19.98, -91.01, 22.89, 44.83, 59.89, tool_torque, 0.547, -0.086, 0.374, tool_momentum, 0.542, -0.087, 0.375, robot_mode, normal, 
06/04/2022 14:47:41:293, robot_pos_w_timestamp, 1649252772098, 503.22, 255.58, 236.23, 2.29, -0.02, 3.06, tool_force, -0.57, 0.14, 0.09, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 46.3, joints_pos, 40.69, 43.28, -20.0, -92.34, 22.92, 44.26, 59.03, tool_torque, 0.47, -0.053, 0.357, tool_momentum, 0.473, -0.058, 0.36, robot_mode, normal, 
06/04/2022 14:47:41:462, robot_pos_w_timestamp, 1649252772249, 497.87, 251.22, 237.23, 2.29, -0.02, 3.06, tool_force, 0.0, 0.14, -0.54, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.23, joints_pos, 40.64, 42.62, -19.98, -93.4, 23.14, 43.79, 58.31, tool_torque, 0.495, -0.231, 0.407, tool_momentum, 0.536, -0.262, 0.414, robot_mode, normal, 
06/04/2022 14:47:41:567, robot_pos_w_timestamp, 1649252772401, 493.02, 245.23, 237.6, 2.3, -0.03, 3.05, tool_force, 0.46, 0.7, -0.04, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 56.92, joints_pos, 40.38, 41.81, -19.99, -94.88, 23.85, 43.07, 56.66, tool_torque, 0.614, -0.421, 0.468, tool_momentum, 0.616, -0.427, 0.468, robot_mode, normal, 
06/04/2022 14:47:41:762, robot_pos_w_timestamp, 1649252772551, 488.35, 239.64, 238.21, 2.31, -0.03, 3.05, tool_force, 0.43, 1.41, 0.2, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 47.52, joints_pos, 40.25, 41.1, -20.08, -96.14, 24.07, 42.57, 55.69, tool_torque, 0.67, -0.375, 0.435, tool_momentum, 0.65, -0.374, 0.435, robot_mode, normal, 
06/04/2022 14:47:41:868, robot_pos_w_timestamp, 1649252772704, 484.34, 234.13, 238.34, 2.32, -0.04, 3.06, tool_force, 1.05, 0.57, 0.6, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.31, joints_pos, 39.95, 40.61, -20.12, -97.05, 24.45, 42.83, 54.37, tool_torque, 0.34, -0.593, 0.425, tool_momentum, 0.329, -0.593, 0.425, robot_mode, normal, 
06/04/2022 14:47:42:073, robot_pos_w_timestamp, 1649252772853, 481.37, 228.4, 238.0, 2.32, -0.04, 3.06, tool_force, 0.84, 0.38, -0.08, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.04, joints_pos, 39.61, 40.16, -20.14, -97.96, 24.61, 42.63, 53.35, tool_torque, 0.558, -0.421, 0.414, tool_momentum, 0.551, -0.417, 0.413, robot_mode, normal, 
06/04/2022 14:47:42:178, robot_pos_w_timestamp, 1649252773005, 478.3, 222.52, 237.81, 2.33, -0.04, 3.06, tool_force, 0.42, 0.37, 0.05, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.43, joints_pos, 39.26, 39.72, -20.18, -98.85, 24.78, 42.44, 52.14, tool_torque, 0.447, -0.37, 0.392, tool_momentum, 0.445, -0.389, 0.397, robot_mode, normal, 
06/04/2022 14:47:42:347, robot_pos_w_timestamp, 1649252773156, 476.29, 216.71, 236.96, 2.33, -0.05, 3.07, tool_force, 0.07, 0.78, 0.69, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.99, joints_pos, 38.79, 39.48, -20.19, -99.47, 25.0, 42.61, 51.05, tool_torque, 0.425, -0.388, 0.378, tool_momentum, 0.424, -0.377, 0.378, robot_mode, normal, 
06/04/2022 14:47:42:488, robot_pos_w_timestamp, 1649252773322, 474.21, 210.22, 236.32, 2.34, -0.05, 3.07, tool_force, -0.12, 0.56, 0.3, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.37, joints_pos, 38.3, 39.15, -20.21, -100.25, 25.15, 42.36, 49.72, tool_torque, 0.547, -0.235, 0.369, tool_momentum, 0.562, -0.249, 0.371, robot_mode, normal, 
06/04/2022 14:47:42:621, robot_pos_w_timestamp, 1649252773460, 473.18, 205.02, 235.64, 2.35, -0.05, 3.08, tool_force, 0.32, 0.67, 0.49, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 35.28, joints_pos, 37.81, 39.02, -20.22, -100.63, 25.34, 42.61, 48.88, tool_torque, 0.353, -0.404, 0.36, tool_momentum, 0.337, -0.392, 0.358, robot_mode, normal, 
06/04/2022 14:47:42:786, robot_pos_w_timestamp, 1649252773611, 472.86, 199.31, 234.78, 2.35, -0.06, 3.08, tool_force, -0.23, 0.65, 0.33, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.23, joints_pos, 37.24, 38.94, -20.22, -100.97, 25.45, 42.73, 47.71, tool_torque, 0.383, -0.384, 0.367, tool_momentum, 0.388, -0.38, 0.367, robot_mode, normal, 
06/04/2022 14:47:42:980, robot_pos_w_timestamp, 1649252773760, 473.05, 193.48, 234.23, 2.36, -0.06, 3.08, tool_force, 0.07, 0.81, 0.34, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.91, joints_pos, 36.67, 38.84, -20.24, -101.3, 25.53, 42.67, 46.84, tool_torque, 0.495, -0.328, 0.366, tool_momentum, 0.491, -0.317, 0.366, robot_mode, normal, 
06/04/2022 14:47:43:085, robot_pos_w_timestamp, 1649252773912, 473.71, 187.69, 233.68, 2.36, -0.06, 3.08, tool_force, -0.72, 0.68, 0.25, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.75, joints_pos, 36.05, 38.78, -20.26, -101.54, 25.62, 42.64, 45.6, tool_torque, 0.445, -0.139, 0.319, tool_momentum, 0.445, -0.138, 0.319, robot_mode, normal, 
06/04/2022 14:47:43:248, robot_pos_w_timestamp, 1649252774063, 474.92, 181.89, 233.19, 2.37, -0.06, 3.08, tool_force, -0.12, 0.93, 0.4, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.31, joints_pos, 35.42, 38.76, -20.28, -101.67, 25.7, 42.64, 44.77, tool_torque, 0.509, -0.219, 0.334, tool_momentum, 0.481, -0.193, 0.325, robot_mode, normal, 
06/04/2022 14:47:43:399, robot_pos_w_timestamp, 1649252774228, 476.63, 175.51, 232.76, 2.37, -0.06, 3.08, tool_force, -0.1, 0.65, 0.05, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.39, joints_pos, 34.7, 38.77, -20.31, -101.77, 25.79, 42.63, 43.87, tool_torque, 0.501, -0.225, 0.351, tool_momentum, 0.497, -0.223, 0.351, robot_mode, normal, 
06/04/2022 14:47:43:547, robot_pos_w_timestamp, 1649252774378, 478.42, 169.76, 232.2, 2.37, -0.06, 3.08, tool_force, -0.21, 0.59, -0.02, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.5, joints_pos, 34.04, 38.83, -20.33, -101.79, 25.86, 42.63, 43.09, tool_torque, 0.451, -0.16, 0.341, tool_momentum, 0.459, -0.169, 0.341, robot_mode, normal, 
06/04/2022 14:47:43:704, robot_pos_w_timestamp, 1649252774537, 480.44, 163.51, 231.47, 2.37, -0.06, 3.08, tool_force, -0.14, 0.26, 0.07, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.6, joints_pos, 33.3, 38.92, -20.34, -101.79, 25.9, 42.64, 42.31, tool_torque, 0.362, -0.223, 0.314, tool_momentum, 0.367, -0.225, 0.314, robot_mode, normal, 
06/04/2022 14:47:43:886, robot_pos_w_timestamp, 1649252774679, 482.42, 158.08, 230.79, 2.37, -0.06, 3.09, tool_force, -0.2, -0.22, 0.61, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.82, joints_pos, 32.73, 39.09, -20.43, -101.63, 25.68, 42.92, 41.85, tool_torque, 0.169, -0.269, 0.329, tool_momentum, 0.176, -0.277, 0.329, robot_mode, normal, 
06/04/2022 14:47:44:004, robot_pos_w_timestamp, 1649252774830, 484.9, 152.33, 230.06, 2.37, -0.06, 3.09, tool_force, 0.3, -0.3, 0.39, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.05, joints_pos, 32.05, 39.26, -20.46, -101.47, 25.65, 43.05, 41.21, tool_torque, 0.132, -0.3, 0.299, tool_momentum, 0.131, -0.299, 0.299, robot_mode, normal, 
06/04/2022 14:47:44:144, robot_pos_w_timestamp, 1649252774981, 487.95, 146.54, 229.4, 2.37, -0.06, 3.09, tool_force, 0.14, -0.48, 0.11, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.68, joints_pos, 31.29, 39.48, -20.46, -101.2, 25.64, 43.21, 40.36, tool_torque, 0.151, -0.324, 0.323, tool_momentum, 0.152, -0.334, 0.325, robot_mode, normal, 
06/04/2022 14:47:44:335, robot_pos_w_timestamp, 1649252775131, 491.37, 140.71, 228.73, 2.38, -0.06, 3.09, tool_force, -0.01, -0.66, 0.13, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.71, joints_pos, 30.52, 39.78, -20.47, -100.79, 25.49, 43.6, 39.54, tool_torque, 0.1, -0.321, 0.313, tool_momentum, 0.116, -0.333, 0.313, robot_mode, normal, 
06/04/2022 14:47:44:647, robot_pos_w_timestamp, 1649252775437, 500.61, 129.06, 227.84, 2.38, -0.07, 3.1, tool_force, 0.8, -0.48, 0.03, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 49.04, joints_pos, 28.79, 40.59, -20.43, -99.42, 25.36, 44.79, 38.26, tool_torque, 0.24, -0.462, 0.306, tool_momentum, 0.219, -0.455, 0.304, robot_mode, normal, 
06/04/2022 14:47:44:759, robot_pos_w_timestamp, 1649252775587, 506.05, 123.23, 227.17, 2.37, -0.06, 3.1, tool_force, -0.01, -0.35, 0.5, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 52.03, joints_pos, 28.05, 41.02, -20.47, -98.75, 25.22, 44.91, 38.08, tool_torque, 0.076, -0.288, 0.255, tool_momentum, 0.077, -0.29, 0.257, robot_mode, normal, 
06/04/2022 14:47:44:954, robot_pos_w_timestamp, 1649252775738, 511.82, 117.47, 226.61, 2.37, -0.05, 3.1, tool_force, -0.64, -0.5, -0.09, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 57.09, joints_pos, 27.35, 41.47, -20.53, -98.01, 24.81, 44.88, 37.91, tool_torque, 0.115, -0.092, 0.187, tool_momentum, 0.119, -0.098, 0.187, robot_mode, normal, 
06/04/2022 14:47:45:059, robot_pos_w_timestamp, 1649252775893, 517.23, 112.01, 224.92, 2.36, -0.05, 3.1, tool_force, -0.65, -0.39, 0.58, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 52.89, joints_pos, 26.6, 42.04, -20.53, -97.27, 24.81, 44.96, 37.86, tool_torque, 0.112, -0.176, 0.158, tool_momentum, 0.1, -0.173, 0.159, robot_mode, normal, 
06/04/2022 14:47:45:290, robot_pos_w_timestamp, 1649252776054, 523.09, 107.2, 222.07, 2.36, -0.04, 3.1, tool_force, -0.56, -0.82, 0.11, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 51.24, joints_pos, 25.9, 42.77, -20.49, -96.44, 24.67, 44.88, 37.77, tool_torque, 0.141, -0.099, 0.172, tool_momentum, 0.152, -0.096, 0.171, robot_mode, normal, 
06/04/2022 14:47:45:379, robot_pos_w_timestamp, 1649252776214, 529.29, 104.33, 219.66, 2.35, -0.04, 3.11, tool_force, -0.8, -0.87, 0.64, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.83, joints_pos, 25.47, 43.58, -20.49, -95.37, 24.2, 45.04, 38.04, tool_torque, -0.022, -0.117, 0.033, tool_momentum, -0.025, -0.139, 0.033, robot_mode, normal, 
06/04/2022 14:47:45:571, robot_pos_w_timestamp, 1649252776362, 534.99, 102.87, 217.72, 2.35, -0.03, 3.11, tool_force, 0.09, -0.56, 0.6, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.89, joints_pos, 25.16, 44.29, -20.49, -94.38, 23.97, 45.13, 38.2, tool_torque, 0.019, -0.283, 0.046, tool_momentum, 0.0090, -0.274, 0.046, robot_mode, normal, 
06/04/2022 14:47:45:685, robot_pos_w_timestamp, 1649252776527, 541.38, 101.36, 215.61, 2.35, -0.03, 3.11, tool_force, -0.03, -0.89, 0.36, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.65, joints_pos, 24.83, 45.08, -20.51, -93.25, 23.77, 45.31, 38.33, tool_torque, -0.087, -0.198, 0.012, tool_momentum, -0.092, -0.198, 0.011, robot_mode, normal, 
06/04/2022 14:47:45:986, robot_pos_w_timestamp, 1649252776819, 552.42, 101.29, 212.29, 2.35, -0.01, 3.11, tool_force, -0.26, -1.03, 0.34, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 35.0, joints_pos, 24.48, 46.46, -20.45, -91.2, 23.19, 45.56, 39.0, tool_torque, -0.042, -0.233, 0.0050, tool_momentum, -0.017, -0.24, 0.0080, robot_mode, normal, 
06/04/2022 14:47:46:150, robot_pos_w_timestamp, 1649252776969, 558.29, 102.85, 210.61, 2.35, -0.01, 3.12, tool_force, 0.19, -0.75, 0.39, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.23, joints_pos, 24.44, 47.26, -20.46, -89.93, 22.81, 46.12, 39.56, tool_torque, -0.033, -0.329, 0.0050, tool_momentum, -0.05, -0.318, 0.0010, robot_mode, normal, 
06/04/2022 14:47:46:308, robot_pos_w_timestamp, 1649252777125, 564.18, 105.63, 209.03, 2.35, -0.02, 3.12, tool_force, -0.42, -1.18, 0.47, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.66, joints_pos, 24.36, 48.16, -20.38, -88.42, 22.83, 47.01, 39.94, tool_torque, -0.021, -0.263, 0.014, tool_momentum, -0.015, -0.259, 0.012, robot_mode, normal, 
06/04/2022 14:47:46:456, robot_pos_w_timestamp, 1649252777271, 569.89, 108.86, 207.77, 2.35, -0.02, 3.12, tool_force, -0.62, -0.82, 0.68, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.61, joints_pos, 24.33, 48.87, -20.3, -87.2, 22.89, 47.58, 40.27, tool_torque, -0.0050, -0.223, -0.0040, tool_momentum, -0.025, -0.217, -0.0050, robot_mode, normal, 
06/04/2022 14:47:46:602, robot_pos_w_timestamp, 1649252777423, 575.72, 112.9, 206.69, 2.35, -0.02, 3.12, tool_force, -0.77, -0.9, 0.31, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 46.98, joints_pos, 24.37, 49.64, -20.21, -85.81, 22.9, 48.24, 40.73, tool_torque, -0.119, -0.165, -0.038, tool_momentum, -0.128, -0.161, -0.038, robot_mode, normal, 
06/04/2022 14:47:46:732, robot_pos_w_timestamp, 1649252777572, 581.52, 117.32, 205.96, 2.35, -0.02, 3.13, tool_force, -1.15, -1.19, 0.94, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 49.83, joints_pos, 24.53, 50.47, -20.22, -84.27, 22.49, 49.18, 41.6, tool_torque, -0.223, 0.0, -0.045, tool_momentum, -0.218, 0.0030, -0.047, robot_mode, normal, 
06/04/2022 14:47:46:892, robot_pos_w_timestamp, 1649252777725, 587.31, 122.33, 205.39, 2.35, -0.01, 3.13, tool_force, -1.6, -1.18, 0.65, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 46.41, joints_pos, 24.77, 51.21, -20.2, -82.85, 22.07, 49.66, 42.51, tool_torque, -0.273, 0.084, -0.055, tool_momentum, -0.262, 0.088, -0.056, robot_mode, normal, 
