06/04/2022 11:49:58: File Created!
06/04/2022 11:49:58:951, robot_pos_w_timestamp, 1649242108877, 577.13, 306.72, 232.29, 2.34, 0.02, 3.07, tool_force, -0.93, 0.05, 0.38, actual_rep, 1, curr_step, 1, track_size, 78, robot_vel, 0.0, joints_pos, 37.32, 53.09, -15.94, -72.72, 16.43, 51.97, 64.06, tool_torque, -0.027, 0.056, 0.085, tool_momentum, -0.025, 0.054, 0.085, robot_mode, normal, 
06/04/2022 11:50:53:441, robot_pos_w_timestamp, 1649242162955, 576.41, 209.9, 223.36, 2.39, 0.11, -3.12, tool_force, -0.74, 0.99, 0.46, actual_rep, 3, curr_step, 15, track_size, 78, robot_vel, 7.36, joints_pos, 34.94, 50.93, -21.48, -80.52, 13.69, 50.06, 55.84, tool_torque, 0.186, 0.19, -0.059, tool_momentum, 0.186, 0.188, -0.059, robot_mode, rotation_overlay, 
06/04/2022 11:50:53:551, robot_pos_w_timestamp, 1649242163107, 576.08, 208.5, 223.65, 2.3, 0.11, -3.12, tool_force, -0.81, 0.27, 0.59, actual_rep, 3, curr_step, 16, track_size, 78, robot_vel, 9.8, joints_pos, 35.02, 50.9, -21.75, -80.61, 13.84, 50.23, 60.99, tool_torque, -0.064, 0.193, -0.094, tool_momentum, -0.06, 0.182, -0.094, robot_mode, rotation_overlay, 
06/04/2022 11:50:53:729, robot_pos_w_timestamp, 1649242163259, 575.9, 207.25, 223.97, 2.21, 0.11, -3.13, tool_force, -0.32, 0.53, 0.72, actual_rep, 3, curr_step, 16, track_size, 78, robot_vel, 9.04, joints_pos, 35.07, 50.89, -21.95, -80.65, 13.85, 50.43, 65.91, tool_torque, -0.039, 0.148, -0.12, tool_momentum, -0.041, 0.17, -0.122, robot_mode, rotation_overlay, 
06/04/2022 11:50:53:849, robot_pos_w_timestamp, 1649242163413, 575.63, 205.93, 224.44, 2.15, 0.11, -3.13, tool_force, 0.1, 0.83, 0.6, actual_rep, 3, curr_step, 16, track_size, 78, robot_vel, 9.19, joints_pos, 35.05, 50.79, -22.03, -80.8, 13.83, 50.41, 69.09, tool_torque, 0.107, 0.033, -0.066, tool_momentum, 0.11, 0.033, -0.066, robot_mode, rotation_overlay, 
06/04/2022 11:50:54:009, robot_pos_w_timestamp, 1649242163562, 575.35, 204.6, 224.79, 2.12, 0.11, -3.14, tool_force, 0.54, 0.78, 0.25, actual_rep, 3, curr_step, 16, track_size, 78, robot_vel, 8.63, joints_pos, 34.99, 50.63, -22.02, -81.06, 13.69, 50.08, 70.35, tool_torque, 0.244, -0.086, -0.0020, tool_momentum, 0.244, -0.083, -0.0020, robot_mode, rotation_overlay, 
06/04/2022 11:50:54:160, robot_pos_w_timestamp, 1649242163697, 574.92, 204.34, 224.81, 2.12, 0.11, -3.14, tool_force, 1.08, 1.08, 0.15, actual_rep, 3, curr_step, 16, track_size, 78, robot_vel, 5.17, joints_pos, 34.93, 50.54, -21.91, -81.19, 13.62, 49.96, 70.41, tool_torque, 0.308, -0.294, 0.134, tool_momentum, 0.286, -0.266, 0.135, robot_mode, rotation_overlay, 
06/04/2022 11:50:54:355, robot_pos_w_timestamp, 1649242163849, 574.81, 203.44, 224.24, 2.15, 0.11, -3.13, tool_force, 1.51, 0.92, 0.48, actual_rep, 3, curr_step, 16, track_size, 78, robot_vel, 6.07, joints_pos, 34.9, 50.61, -21.93, -81.18, 13.43, 50.11, 69.12, tool_torque, 0.214, -0.595, 0.553, tool_momentum, 0.207, -0.599, 0.553, robot_mode, rotation_overlay, 
06/04/2022 11:50:54:459, robot_pos_w_timestamp, 1649242163998, 574.6, 202.34, 224.56, 2.2, 0.11, -3.13, tool_force, 1.64, 0.54, -0.15, actual_rep, 3, curr_step, 16, track_size, 78, robot_vel, 8.28, joints_pos, 34.81, 50.53, -21.91, -81.27, 13.34, 50.15, 65.76, tool_torque, 0.277, -0.657, 0.578, tool_momentum, 0.281, -0.655, 0.578, robot_mode, rotation_overlay, 
06/04/2022 11:50:54:659, robot_pos_w_timestamp, 1649242164149, 574.21, 201.06, 225.02, 2.29, 0.11, -3.12, tool_force, 1.41, 1.6, -0.43, actual_rep, 3, curr_step, 16, track_size, 78, robot_vel, 10.69, joints_pos, 34.65, 50.31, -21.75, -81.56, 13.22, 49.81, 60.5, tool_torque, 0.624, -0.636, 0.615, tool_momentum, 0.629, -0.612, 0.61, robot_mode, rotation_overlay, 
06/04/2022 11:50:54:767, robot_pos_w_timestamp, 1649242164301, 573.81, 199.67, 225.42, 2.39, 0.11, -3.11, tool_force, 1.2, 1.46, -0.23, actual_rep, 3, curr_step, 17, track_size, 78, robot_vel, 10.38, joints_pos, 34.45, 50.07, -21.56, -81.88, 13.1, 49.39, 55.11, tool_torque, 0.667, -0.608, 0.622, tool_momentum, 0.648, -0.602, 0.62, robot_mode, rotation_overlay, 
06/04/2022 11:50:54:964, robot_pos_w_timestamp, 1649242164452, 573.37, 198.38, 225.82, 2.44, 0.11, -3.11, tool_force, 0.97, 1.56, -0.16, actual_rep, 3, curr_step, 17, track_size, 78, robot_vel, 9.16, joints_pos, 34.38, 49.93, -21.54, -82.07, 13.01, 49.29, 51.78, tool_torque, 0.648, -0.485, 0.562, tool_momentum, 0.648, -0.481, 0.562, robot_mode, rotation_overlay, 
06/04/2022 11:50:55:073, robot_pos_w_timestamp, 1649242164604, 572.93, 197.05, 226.09, 2.47, 0.11, -3.1, tool_force, 0.94, 1.37, 0.35, actual_rep, 3, curr_step, 17, track_size, 78, robot_vel, 9.46, joints_pos, 34.37, 49.87, -21.63, -82.19, 12.92, 49.39, 50.44, tool_torque, 0.391, -0.458, 0.475, tool_momentum, 0.381, -0.457, 0.474, robot_mode, rotation_overlay, 
06/04/2022 11:50:55:261, robot_pos_w_timestamp, 1649242164736, 572.79, 196.79, 226.07, 2.47, 0.11, -3.1, tool_force, 0.86, 1.14, -0.42, actual_rep, 3, curr_step, 17, track_size, 78, robot_vel, 4.03, joints_pos, 34.37, 49.87, -21.64, -82.21, 12.91, 49.41, 50.35, tool_torque, 0.25, -0.369, 0.34, tool_momentum, 0.242, -0.36, 0.337, robot_mode, rotation_overlay, 
06/04/2022 11:50:55:371, robot_pos_w_timestamp, 1649242164889, 572.71, 195.68, 225.53, 2.45, 0.11, -3.11, tool_force, 0.76, 1.04, -0.01, actual_rep, 3, curr_step, 17, track_size, 78, robot_vel, 11.68, joints_pos, 34.37, 49.85, -21.8, -82.39, 13.28, 49.14, 51.41, tool_torque, 0.35, -0.181, 0.031, tool_momentum, 0.352, -0.174, 0.029, robot_mode, rotation_overlay, 
06/04/2022 11:50:55:522, robot_pos_w_timestamp, 1649242165039, 572.13, 194.46, 225.9, 2.39, 0.11, -3.11, tool_force, -0.91, 1.11, 0.62, actual_rep, 3, curr_step, 17, track_size, 78, robot_vel, 6.26, joints_pos, 34.45, 49.75, -22.03, -82.6, 13.51, 49.09, 54.32, tool_torque, 0.186, 0.255, -0.06, tool_momentum, 0.188, 0.249, -0.06, robot_mode, rotation_overlay, 
06/04/2022 11:50:55:671, robot_pos_w_timestamp, 1649242165187, 571.59, 193.2, 226.33, 2.31, 0.11, -3.12, tool_force, -0.71, 0.29, 0.54, actual_rep, 3, curr_step, 18, track_size, 78, robot_vel, 8.99, joints_pos, 34.51, 49.71, -22.26, -82.69, 13.66, 49.37, 59.31, tool_torque, -0.111, 0.196, -0.095, tool_momentum, -0.113, 0.197, -0.095, robot_mode, rotation_overlay, 
06/04/2022 11:50:55:828, robot_pos_w_timestamp, 1649242165346, 571.01, 192.01, 226.64, 2.21, 0.11, -3.12, tool_force, -0.46, 0.61, 0.74, actual_rep, 3, curr_step, 18, track_size, 78, robot_vel, 8.82, joints_pos, 34.55, 49.68, -22.41, -82.75, 13.66, 49.64, 64.63, tool_torque, -0.065, 0.185, -0.105, tool_momentum, -0.057, 0.185, -0.105, robot_mode, rotation_overlay, 
06/04/2022 11:50:55:979, robot_pos_w_timestamp, 1649242165496, 570.41, 190.81, 227.09, 2.15, 0.11, -3.13, tool_force, 0.06, 0.7, 0.63, actual_rep, 3, curr_step, 18, track_size, 78, robot_vel, 8.96, joints_pos, 34.52, 49.56, -22.46, -82.92, 13.63, 49.67, 67.84, tool_torque, 0.06, -0.0050, -0.049, tool_momentum, 0.068, -0.0080, -0.048, robot_mode, rotation_overlay, 
06/04/2022 11:50:56:168, robot_pos_w_timestamp, 1649242165650, 569.85, 189.68, 227.54, 2.12, 0.12, -3.14, tool_force, 0.69, 0.74, -0.01, actual_rep, 3, curr_step, 18, track_size, 78, robot_vel, 7.72, joints_pos, 34.47, 49.37, -22.43, -83.2, 13.52, 49.37, 69.16, tool_torque, 0.253, -0.185, 0.054, tool_momentum, 0.271, -0.187, 0.056, robot_mode, rotation_overlay, 
06/04/2022 11:50:56:284, robot_pos_w_timestamp, 1649242165780, 569.37, 189.28, 227.58, 2.12, 0.12, -3.14, tool_force, 0.91, 0.8, -0.64, actual_rep, 3, curr_step, 18, track_size, 78, robot_vel, 3.53, joints_pos, 34.43, 49.27, -22.36, -83.36, 13.46, 49.22, 69.22, tool_torque, 0.28, -0.325, 0.145, tool_momentum, 0.285, -0.322, 0.146, robot_mode, normal, 
06/04/2022 11:50:56:437, robot_pos_w_timestamp, 1649242165932, 568.76, 188.12, 227.26, 2.14, 0.12, -3.13, tool_force, 1.47, 0.64, -0.01, actual_rep, 3, curr_step, 18, track_size, 78, robot_vel, 8.3, joints_pos, 34.41, 49.26, -22.41, -83.46, 13.35, 49.37, 67.95, tool_torque, 0.178, -0.544, 0.551, tool_momentum, 0.183, -0.552, 0.551, robot_mode, normal, 
06/04/2022 11:50:56:587, robot_pos_w_timestamp, 1649242166085, 567.76, 186.74, 227.89, 2.2, 0.12, -3.12, tool_force, 1.54, 1.29, -0.3, actual_rep, 3, curr_step, 18, track_size, 78, robot_vel, 11.32, joints_pos, 34.31, 49.03, -22.34, -83.77, 13.27, 49.23, 64.65, tool_torque, 0.462, -0.645, 0.59, tool_momentum, 0.486, -0.632, 0.588, robot_mode, normal, 
06/04/2022 11:50:56:740, robot_pos_w_timestamp, 1649242166235, 565.76, 183.64, 229.01, 2.26, 0.11, -3.12, tool_force, 1.26, 1.4, 0.05, actual_rep, 3, curr_step, 19, track_size, 78, robot_vel, 34.14, joints_pos, 34.12, 48.58, -22.28, -84.4, 13.25, 49.05, 60.83, tool_torque, 0.513, -0.596, 0.589, tool_momentum, 0.502, -0.591, 0.588, robot_mode, normal, 
06/04/2022 11:50:56:897, robot_pos_w_timestamp, 1649242166384, 562.46, 179.51, 230.7, 2.29, 0.11, -3.11, tool_force, 1.03, 0.86, -0.65, actual_rep, 3, curr_step, 20, track_size, 78, robot_vel, 32.92, joints_pos, 33.95, 47.97, -22.27, -85.27, 13.18, 48.95, 58.76, tool_torque, 0.438, -0.57, 0.576, tool_momentum, 0.431, -0.567, 0.575, robot_mode, normal, 
06/04/2022 11:50:57:087, robot_pos_w_timestamp, 1649242166535, 557.11, 174.07, 233.23, 2.29, 0.1, -3.1, tool_force, 1.86, 1.82, -0.32, actual_rep, 3, curr_step, 21, track_size, 78, robot_vel, 60.59, joints_pos, 33.8, 47.12, -22.35, -86.45, 13.18, 49.07, 58.17, tool_torque, 0.491, -0.688, 0.553, tool_momentum, 0.502, -0.682, 0.553, robot_mode, normal, 
06/04/2022 11:50:57:198, robot_pos_w_timestamp, 1649242166685, 551.22, 169.79, 235.96, 2.29, 0.1, -3.1, tool_force, 1.29, 1.43, -0.12, actual_rep, 3, curr_step, 22, track_size, 78, robot_vel, 50.22, joints_pos, 33.7, 46.17, -22.33, -87.74, 13.18, 49.0, 57.8, tool_torque, 0.466, -0.566, 0.549, tool_momentum, 0.467, -0.56, 0.549, robot_mode, normal, 
06/04/2022 11:50:57:391, robot_pos_w_timestamp, 1649242166837, 545.39, 166.45, 238.97, 2.29, 0.09, -3.1, tool_force, 1.53, 1.34, 0.48, actual_rep, 3, curr_step, 23, track_size, 78, robot_vel, 48.4, joints_pos, 33.66, 45.23, -22.3, -88.92, 13.13, 49.05, 57.54, tool_torque, 0.484, -0.685, 0.576, tool_momentum, 0.48, -0.679, 0.576, robot_mode, normal, 
06/04/2022 11:50:57:493, robot_pos_w_timestamp, 1649242166985, 539.71, 163.94, 242.07, 2.29, 0.08, -3.1, tool_force, 1.1, 1.23, -0.46, actual_rep, 3, curr_step, 24, track_size, 78, robot_vel, 46.93, joints_pos, 33.65, 44.29, -22.24, -90.06, 13.13, 49.04, 57.33, tool_torque, 0.423, -0.634, 0.559, tool_momentum, 0.423, -0.632, 0.559, robot_mode, normal, 
06/04/2022 11:50:57:694, robot_pos_w_timestamp, 1649242167136, 533.96, 162.13, 245.59, 2.29, 0.08, -3.1, tool_force, 0.76, 1.39, -0.07, actual_rep, 3, curr_step, 24, track_size, 78, robot_vel, 45.32, joints_pos, 33.67, 43.3, -22.13, -91.16, 13.11, 49.03, 57.21, tool_torque, 0.451, -0.471, 0.511, tool_momentum, 0.45, -0.468, 0.51, robot_mode, normal, 
06/04/2022 11:50:57:803, robot_pos_w_timestamp, 1649242167285, 528.27, 160.81, 249.88, 2.29, 0.07, -3.1, tool_force, 0.63, 1.12, 0.14, actual_rep, 3, curr_step, 25, track_size, 78, robot_vel, 51.66, joints_pos, 33.7, 42.22, -21.97, -92.28, 13.01, 49.06, 57.16, tool_torque, 0.292, -0.356, 0.408, tool_momentum, 0.282, -0.337, 0.406, robot_mode, normal, 
06/04/2022 11:50:57:997, robot_pos_w_timestamp, 1649242167436, 522.72, 160.27, 255.2, 2.29, 0.07, -3.1, tool_force, 0.29, 1.7, 0.22, actual_rep, 3, curr_step, 26, track_size, 78, robot_vel, 50.07, joints_pos, 33.75, 41.06, -21.78, -93.26, 12.89, 49.06, 57.16, tool_torque, 0.382, -0.316, 0.402, tool_momentum, 0.372, -0.321, 0.402, robot_mode, normal, 
06/04/2022 11:50:58:163, robot_pos_w_timestamp, 1649242167578, 518.36, 159.7, 258.48, 2.29, 0.06, -3.1, tool_force, -1.73, 2.74, 1.32, actual_rep, 3, curr_step, 27, track_size, 78, robot_vel, 10.59, joints_pos, 33.76, 40.24, -21.58, -94.07, 12.7, 48.86, 57.24, tool_torque, 0.492, -0.022, 0.247, tool_momentum, 0.44, -0.06, 0.247, robot_mode, sine_overlay, 
06/04/2022 11:50:58:299, robot_pos_w_timestamp, 1649242167717, 519.01, 160.48, 257.83, 2.29, 0.06, -3.11, tool_force, 1.28, 0.19, -0.72, actual_rep, 3, curr_step, 27, track_size, 78, robot_vel, 16.58, joints_pos, 33.78, 40.34, -21.52, -93.96, 12.73, 48.74, 57.25, tool_torque, 0.321, -0.339, 0.26, tool_momentum, 0.337, -0.249, 0.252, robot_mode, sine_overlay, 
06/04/2022 11:50:58:405, robot_pos_w_timestamp, 1649242167866, 518.96, 164.04, 262.59, 2.29, 0.06, -3.11, tool_force, -1.91, 1.21, 1.44, actual_rep, 3, curr_step, 27, track_size, 78, robot_vel, 45.75, joints_pos, 33.96, 39.92, -21.43, -93.74, 12.86, 49.25, 57.3, tool_torque, 0.107, 0.085, 0.107, tool_momentum, 0.109, 0.072, 0.107, robot_mode, sine_overlay, 
06/04/2022 11:50:58:548, robot_pos_w_timestamp, 1649242168017, 518.21, 163.58, 262.19, 2.29, 0.06, -3.11, tool_force, -0.18, -0.02, 0.29, actual_rep, 3, curr_step, 28, track_size, 78, robot_vel, 11.47, joints_pos, 33.97, 39.9, -21.42, -93.86, 12.72, 49.27, 57.36, tool_torque, -0.011, -0.164, 0.136, tool_momentum, -0.015, -0.177, 0.136, robot_mode, sine_overlay, 
06/04/2022 11:50:58:702, robot_pos_w_timestamp, 1649242168166, 513.47, 162.94, 267.42, 2.3, 0.06, -3.11, tool_force, -0.75, 1.68, 0.77, actual_rep, 3, curr_step, 29, track_size, 78, robot_vel, 54.58, joints_pos, 34.09, 38.82, -21.39, -94.73, 12.63, 49.43, 57.16, tool_torque, 0.276, -0.0020, 0.315, tool_momentum, 0.282, 0.011, 0.315, robot_mode, sine_overlay, 
06/04/2022 11:50:58:848, robot_pos_w_timestamp, 1649242168317, 507.04, 160.37, 269.73, 2.3, 0.06, -3.12, tool_force, -1.15, 2.28, 1.49, actual_rep, 3, curr_step, 29, track_size, 78, robot_vel, 50.11, joints_pos, 34.12, 37.71, -21.23, -96.2, 12.39, 48.5, 57.03, tool_torque, 0.492, -0.03, 0.425, tool_momentum, 0.483, -0.037, 0.425, robot_mode, sine_overlay, 
06/04/2022 11:50:59:006, robot_pos_w_timestamp, 1649242168467, 506.08, 163.88, 277.27, 2.31, 0.06, -3.13, tool_force, -0.07, -0.62, 0.01, actual_rep, 3, curr_step, 30, track_size, 78, robot_vel, 57.22, joints_pos, 34.25, 36.77, -20.92, -96.17, 12.3, 48.77, 57.14, tool_torque, -0.058, -0.127, 0.225, tool_momentum, -0.038, -0.125, 0.224, robot_mode, sine_overlay, 
06/04/2022 11:50:59:148, robot_pos_w_timestamp, 1649242168618, 508.13, 170.78, 282.98, 2.31, 0.05, -3.14, tool_force, -1.72, 0.07, 0.95, actual_rep, 3, curr_step, 30, track_size, 78, robot_vel, 66.11, joints_pos, 34.49, 36.58, -20.61, -95.37, 12.19, 49.45, 57.55, tool_torque, -0.156, 0.251, -0.015, tool_momentum, -0.164, 0.257, -0.015, robot_mode, sine_overlay, 
06/04/2022 11:50:59:302, robot_pos_w_timestamp, 1649242168767, 509.17, 173.04, 284.51, 2.31, 0.05, -3.13, tool_force, -0.36, -0.11, 0.51, actual_rep, 3, curr_step, 30, track_size, 78, robot_vel, 7.29, joints_pos, 34.66, 36.67, -20.64, -94.98, 12.03, 49.92, 57.79, tool_torque, -0.167, 0.098, -0.0030, tool_momentum, -0.189, 0.118, -0.0050, robot_mode, sine_overlay, 
06/04/2022 11:50:59:453, robot_pos_w_timestamp, 1649242168918, 507.12, 170.03, 283.01, 2.31, 0.05, -3.13, tool_force, 0.03, 1.38, 0.17, actual_rep, 3, curr_step, 31, track_size, 78, robot_vel, 24.24, joints_pos, 34.63, 36.56, -20.82, -95.5, 12.02, 49.8, 57.64, tool_torque, 0.284, -0.074, 0.261, tool_momentum, 0.288, -0.08, 0.263, robot_mode, sine_overlay, 
06/04/2022 11:50:59:605, robot_pos_w_timestamp, 1649242169067, 502.42, 169.26, 287.69, 2.31, 0.05, -3.14, tool_force, -0.47, 0.96, -0.42, actual_rep, 3, curr_step, 31, track_size, 78, robot_vel, 52.7, joints_pos, 34.73, 35.47, -20.73, -96.42, 12.04, 49.57, 57.38, tool_torque, 0.308, -0.053, 0.376, tool_momentum, 0.294, -0.044, 0.376, robot_mode, sine_overlay, 
06/04/2022 11:50:59:754, robot_pos_w_timestamp, 1649242169220, 498.84, 171.73, 294.49, 2.32, 0.05, 3.13, tool_force, -1.14, 0.69, 0.48, actual_rep, 3, curr_step, 32, track_size, 78, robot_vel, 47.21, joints_pos, 35.01, 34.35, -20.54, -96.95, 11.91, 49.42, 57.5, tool_torque, 0.225, 0.14, 0.181, tool_momentum, 0.219, 0.143, 0.181, robot_mode, sine_overlay, 
06/04/2022 11:50:59:906, robot_pos_w_timestamp, 1649242169368, 498.75, 176.64, 299.27, 2.32, 0.05, 3.13, tool_force, -1.67, -0.28, 0.14, actual_rep, 3, curr_step, 33, track_size, 78, robot_vel, 46.59, joints_pos, 35.3, 34.02, -20.37, -96.59, 11.83, 49.92, 57.85, tool_torque, -0.178, 0.188, -0.0040, tool_momentum, -0.184, 0.18, -0.0040, robot_mode, sine_overlay, 
06/04/2022 11:51:00:063, robot_pos_w_timestamp, 1649242169506, 498.95, 176.82, 298.33, 2.32, 0.05, 3.13, tool_force, -0.29, -0.7, -0.22, actual_rep, 3, curr_step, 33, track_size, 78, robot_vel, 10.64, joints_pos, 35.36, 34.15, -20.41, -96.56, 11.78, 49.85, 57.94, tool_torque, -0.093, 0.104, 0.026, tool_momentum, -0.091, 0.108, 0.025, robot_mode, sine_overlay, 
06/04/2022 11:51:00:208, robot_pos_w_timestamp, 1649242169651, 498.95, 178.42, 300.05, 2.32, 0.05, 3.13, tool_force, -2.75, 1.62, 2.32, actual_rep, 3, curr_step, 33, track_size, 78, robot_vel, 41.38, joints_pos, 35.45, 33.99, -20.37, -96.45, 11.92, 50.03, 57.94, tool_torque, 0.061, 0.436, -0.031, tool_momentum, 0.045, 0.435, -0.032, robot_mode, normal, 
06/04/2022 11:51:00:358, robot_pos_w_timestamp, 1649242169801, 497.45, 180.81, 305.97, 2.32, 0.04, 3.12, tool_force, -1.9, -0.28, 0.97, actual_rep, 3, curr_step, 34, track_size, 78, robot_vel, 39.04, joints_pos, 35.7, 33.32, -20.33, -96.46, 11.87, 50.42, 58.25, tool_torque, -0.199, 0.252, -0.028, tool_momentum, -0.224, 0.234, -0.026, robot_mode, normal, 
06/04/2022 11:51:00:506, robot_pos_w_timestamp, 1649242169952, 495.54, 184.92, 311.79, 2.32, 0.04, 3.12, tool_force, -1.47, 0.11, 1.09, actual_rep, 3, curr_step, 35, track_size, 78, robot_vel, 43.21, joints_pos, 36.09, 32.65, -20.23, -96.44, 11.85, 50.84, 58.73, tool_torque, -0.106, 0.197, -0.014, tool_momentum, -0.113, 0.209, -0.014, robot_mode, normal, 
06/04/2022 11:51:00:721, robot_pos_w_timestamp, 1649242170104, 493.33, 190.1, 317.65, 2.32, 0.04, 3.11, tool_force, -1.66, -0.19, 0.92, actual_rep, 3, curr_step, 36, track_size, 78, robot_vel, 52.4, joints_pos, 36.53, 31.99, -20.08, -96.42, 11.86, 51.14, 59.33, tool_torque, -0.14, 0.201, -0.018, tool_momentum, -0.145, 0.201, -0.018, robot_mode, normal, 
06/04/2022 11:51:00:823, robot_pos_w_timestamp, 1649242170257, 491.13, 196.12, 323.11, 2.32, 0.04, 3.1, tool_force, -1.16, -0.47, 0.53, actual_rep, 3, curr_step, 37, track_size, 78, robot_vel, 54.04, joints_pos, 37.03, 31.37, -19.88, -96.38, 11.92, 51.25, 59.88, tool_torque, -0.073, 0.073, -0.0050, tool_momentum, -0.077, 0.075, -0.0050, robot_mode, normal, 
06/04/2022 11:51:01:021, robot_pos_w_timestamp, 1649242170408, 489.49, 201.98, 327.63, 2.32, 0.04, 3.09, tool_force, -1.2, -0.45, 0.2, actual_rep, 3, curr_step, 38, track_size, 78, robot_vel, 47.35, joints_pos, 37.52, 30.88, -19.69, -96.32, 11.94, 51.14, 60.28, tool_torque, 0.042, 0.147, -0.0030, tool_momentum, 0.037, 0.155, -0.0040, robot_mode, normal, 
06/04/2022 11:51:01:122, robot_pos_w_timestamp, 1649242170558, 488.56, 207.7, 331.07, 2.33, 0.04, 3.07, tool_force, -1.48, 0.3, 0.77, actual_rep, 3, curr_step, 40, track_size, 78, robot_vel, 48.0, joints_pos, 37.93, 30.55, -19.49, -96.19, 11.97, 50.92, 60.49, tool_torque, 0.133, 0.253, -0.014, tool_momentum, 0.136, 0.26, -0.015, robot_mode, normal, 
06/04/2022 11:51:01:311, robot_pos_w_timestamp, 1649242170707, 487.86, 213.44, 333.63, 2.33, 0.04, 3.07, tool_force, -0.99, 0.03, 0.56, actual_rep, 3, curr_step, 43, track_size, 78, robot_vel, 38.78, joints_pos, 38.33, 30.39, -19.28, -95.96, 12.03, 50.85, 60.87, tool_torque, 0.11, 0.121, -0.011, tool_momentum, 0.093, 0.132, -0.014, robot_mode, normal, 
06/04/2022 11:51:01:425, robot_pos_w_timestamp, 1649242170858, 487.08, 219.28, 335.19, 2.33, 0.03, 3.06, tool_force, -1.6, -0.77, 0.44, actual_rep, 3, curr_step, 46, track_size, 78, robot_vel, 40.59, joints_pos, 38.74, 30.39, -19.1, -95.65, 12.09, 50.95, 61.61, tool_torque, -0.123, 0.169, -0.034, tool_momentum, -0.119, 0.166, -0.034, robot_mode, normal, 
06/04/2022 11:51:01:588, robot_pos_w_timestamp, 1649242171007, 486.9, 225.04, 336.14, 2.33, 0.03, 3.06, tool_force, -1.07, -0.91, 0.33, actual_rep, 3, curr_step, 49, track_size, 78, robot_vel, 39.22, joints_pos, 39.19, 30.57, -19.02, -95.19, 12.09, 51.23, 62.32, tool_torque, -0.154, 0.086, -0.018, tool_momentum, -0.141, 0.091, -0.018, robot_mode, normal, 
06/04/2022 11:51:01:728, robot_pos_w_timestamp, 1649242171158, 487.48, 227.3, 337.28, 2.33, 0.03, 3.06, tool_force, -0.93, 0.08, 0.96, actual_rep, 3, curr_step, 51, track_size, 78, robot_vel, 11.82, joints_pos, 39.49, 30.68, -19.21, -94.85, 12.08, 51.55, 62.64, tool_torque, -0.157, 0.3, -0.035, tool_momentum, -0.168, 0.313, -0.035, robot_mode, normal, 
06/04/2022 11:51:01:930, robot_pos_w_timestamp, 1649242171307, 486.99, 227.11, 337.91, 2.33, 0.03, 3.06, tool_force, -0.57, -0.28, -0.35, actual_rep, 3, curr_step, 54, track_size, 78, robot_vel, 5.62, joints_pos, 39.49, 30.56, -19.2, -94.94, 12.14, 51.53, 62.61, tool_torque, 0.0080, 0.073, 0.101, tool_momentum, 0.024, 0.075, 0.101, robot_mode, normal, 
06/04/2022 11:51:02:031, robot_pos_w_timestamp, 1649242171458, 486.84, 227.08, 337.49, 2.33, 0.03, 3.06, tool_force, -0.32, 0.13, 0.02, actual_rep, 3, curr_step, 56, track_size, 78, robot_vel, 3.25, joints_pos, 39.48, 30.57, -19.18, -94.99, 12.13, 51.47, 62.6, tool_torque, 0.113, 0.037, 0.102, tool_momentum, 0.114, 0.039, 0.102, robot_mode, normal, 
06/04/2022 11:51:02:230, robot_pos_w_timestamp, 1649242171607, 486.88, 227.05, 337.47, 2.33, 0.03, 3.06, tool_force, -0.51, 0.05, -0.07, actual_rep, 3, curr_step, 59, track_size, 78, robot_vel, 1.03, joints_pos, 39.48, 30.57, -19.18, -94.99, 12.13, 51.46, 62.62, tool_torque, 0.096, 0.068, 0.085, tool_momentum, 0.096, 0.07, 0.085, robot_mode, normal, 
06/04/2022 11:51:02:330, robot_pos_w_timestamp, 1649242171761, 486.89, 227.05, 337.48, 2.33, 0.03, 3.06, tool_force, -0.59, 0.03, 0.05, actual_rep, 3, curr_step, 61, track_size, 78, robot_vel, 0.04, joints_pos, 39.48, 30.58, -19.18, -94.99, 12.13, 51.46, 62.62, tool_torque, 0.062, 0.087, 0.063, tool_momentum, 0.063, 0.086, 0.063, robot_mode, normal, 
06/04/2022 11:51:02:536, robot_pos_w_timestamp, 1649242171911, 486.9, 227.06, 337.47, 2.33, 0.03, 3.06, tool_force, -0.64, 0.0, 0.0, actual_rep, 3, curr_step, 64, track_size, 78, robot_vel, 0.02, joints_pos, 39.48, 30.58, -19.18, -94.99, 12.13, 51.46, 62.62, tool_torque, 0.063, 0.097, 0.063, tool_momentum, 0.065, 0.096, 0.063, robot_mode, normal, 
06/04/2022 11:51:02:635, robot_pos_w_timestamp, 1649242172061, 486.9, 227.06, 337.47, 2.33, 0.03, 3.06, tool_force, -0.67, 0.09, 0.14, actual_rep, 3, curr_step, 67, track_size, 78, robot_vel, 0.14, joints_pos, 39.48, 30.58, -19.18, -94.98, 12.13, 51.46, 62.62, tool_torque, 0.073, 0.096, 0.064, tool_momentum, 0.073, 0.097, 0.064, robot_mode, normal, 
06/04/2022 11:51:02:839, robot_pos_w_timestamp, 1649242172209, 486.92, 227.07, 337.47, 2.33, 0.03, 3.06, tool_force, -0.7, -0.03, 0.11, actual_rep, 3, curr_step, 70, track_size, 78, robot_vel, 0.15, joints_pos, 39.48, 30.58, -19.18, -94.98, 12.13, 51.46, 62.62, tool_torque, 0.034, 0.099, 0.058, tool_momentum, 0.035, 0.098, 0.058, robot_mode, normal, 
