29/04/2022 15:39:18: File Created!
29/04/2022 15:39:18:809, robot_pos_w_timestamp, 1651243056316, 612.45, 280.65, 202.84, 2.36, -0.03, 3.07, tool_force, -1.05, 0.86, 7.17, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 2.29, joints_pos, 22.17, 57.48, 3.4, -67.12, 0.28, 52.2, 68.61, tool_torque, 0.088, 0.287, 0.087, robot_mode, normal, 
29/04/2022 15:39:29:508, robot_pos_w_timestamp, 1651243066871, 512.23, 260.19, 234.42, 2.28, -0.01, 3.07, tool_force, -1.83, -0.38, 19.68, actual_rep, 1, curr_step, 82, track_size, 99, robot_vel, 4.76, joints_pos, 24.07, 43.07, 3.56, -89.91, -1.26, 43.11, 76.86, tool_torque, 0.839, 0.843, -0.084, robot_mode, normal, 
29/04/2022 15:39:29:656, robot_pos_w_timestamp, 1651243067019, 511.91, 259.87, 234.28, 2.28, -0.01, 3.07, tool_force, -1.62, -0.35, 20.86, actual_rep, 1, curr_step, 85, track_size, 99, robot_vel, 5.05, joints_pos, 23.96, 43.06, 3.63, -89.96, -1.02, 43.15, 76.66, tool_torque, 0.723, 0.255, 0.25, robot_mode, normal, 
29/04/2022 15:39:29:806, robot_pos_w_timestamp, 1651243067167, 512.29, 260.31, 233.84, 2.28, -0.01, 3.07, tool_force, -1.53, -0.67, 21.11, actual_rep, 1, curr_step, 87, track_size, 99, robot_vel, 5.66, joints_pos, 24.0, 43.2, 3.64, -89.77, -1.19, 43.39, 76.85, tool_torque, 0.582, 0.404, 0.05, robot_mode, normal, 
29/04/2022 15:39:29:956, robot_pos_w_timestamp, 1651243067315, 512.27, 260.2, 233.9, 2.28, -0.02, 3.07, tool_force, -0.51, -0.94, 20.58, actual_rep, 1, curr_step, 90, track_size, 99, robot_vel, 2.08, joints_pos, 23.83, 43.22, 3.71, -89.72, -0.54, 43.55, 76.28, tool_torque, 0.681, -0.076, 0.357, robot_mode, normal, 
29/04/2022 15:39:30:151, robot_pos_w_timestamp, 1651243067465, 512.38, 260.14, 233.82, 2.28, -0.01, 3.07, tool_force, -2.0, -0.26, 21.01, actual_rep, 1, curr_step, 93, track_size, 99, robot_vel, 3.67, joints_pos, 24.06, 43.21, 3.56, -89.75, -1.25, 43.45, 76.86, tool_torque, 0.808, 0.789, -0.085, robot_mode, normal, 
29/04/2022 15:39:30:264, robot_pos_w_timestamp, 1651243067614, 512.3, 260.22, 233.87, 2.28, -0.01, 3.07, tool_force, -1.73, -0.42, 20.93, actual_rep, 1, curr_step, 95, track_size, 99, robot_vel, 2.19, joints_pos, 24.07, 43.2, 3.57, -89.76, -1.26, 43.45, 76.89, tool_torque, 0.863, 0.56, 0.014, robot_mode, normal, 
29/04/2022 15:39:30:409, robot_pos_w_timestamp, 1651243067759, 512.41, 260.19, 233.94, 2.28, -0.01, 3.07, tool_force, -2.01, -0.25, 20.5, actual_rep, 1, curr_step, 97, track_size, 99, robot_vel, 1.35, joints_pos, 24.04, 43.2, 3.59, -89.74, -1.26, 43.45, 76.87, tool_torque, 0.854, 0.375, 0.11, robot_mode, normal, 
29/04/2022 15:39:30:558, robot_pos_w_timestamp, 1651243067910, 512.45, 260.11, 233.89, 2.28, -0.01, 3.07, tool_force, -2.48, 0.04, 20.87, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.89, joints_pos, 24.03, 43.2, 3.58, -89.74, -1.26, 43.45, 76.87, tool_torque, 0.875, 0.371, 0.139, robot_mode, normal, 
29/04/2022 15:39:30:713, robot_pos_w_timestamp, 1651243068057, 512.47, 260.14, 233.9, 2.28, -0.01, 3.07, tool_force, -2.06, -0.36, 20.54, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.41, joints_pos, 24.04, 43.2, 3.59, -89.74, -1.26, 43.45, 76.87, tool_torque, 0.801, 0.405, 0.122, robot_mode, normal, 
29/04/2022 15:39:30:863, robot_pos_w_timestamp, 1651243068206, 512.44, 260.18, 233.9, 2.28, -0.01, 3.07, tool_force, -1.9, -0.46, 20.48, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.11, joints_pos, 24.04, 43.21, 3.59, -89.74, -1.26, 43.45, 76.87, tool_torque, 0.797, 0.371, 0.115, robot_mode, normal, 
29/04/2022 15:39:31:014, robot_pos_w_timestamp, 1651243068356, 512.46, 260.15, 233.92, 2.28, -0.01, 3.07, tool_force, -2.05, -0.36, 20.39, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.37, joints_pos, 24.04, 43.2, 3.59, -89.74, -1.26, 43.45, 76.87, tool_torque, 0.786, 0.372, 0.124, robot_mode, normal, 
29/04/2022 15:39:31:170, robot_pos_w_timestamp, 1651243068504, 512.33, 260.18, 233.99, 2.28, -0.02, 3.07, tool_force, -0.94, -0.7, 20.47, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 2.93, joints_pos, 23.86, 43.21, 3.66, -89.72, -0.51, 43.55, 76.28, tool_torque, 0.668, -0.146, 0.424, robot_mode, normal, 
29/04/2022 15:39:31:316, robot_pos_w_timestamp, 1651243068650, 512.52, 260.03, 234.0, 2.28, -0.02, 3.07, tool_force, -2.3, -1.1, 19.81, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 1.04, joints_pos, 23.95, 43.21, 3.59, -89.72, -0.82, 43.5, 76.47, tool_torque, 0.581, 0.579, 0.085, robot_mode, normal, 
29/04/2022 15:39:31:468, robot_pos_w_timestamp, 1651243068801, 512.48, 260.09, 234.17, 2.28, -0.01, 3.07, tool_force, -3.1, -0.13, 19.79, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 1.99, joints_pos, 24.08, 43.17, 3.53, -89.74, -1.28, 43.47, 76.89, tool_torque, 0.719, 0.661, 0.025, robot_mode, normal, 
29/04/2022 15:39:31:618, robot_pos_w_timestamp, 1651243068947, 512.59, 260.19, 234.33, 2.28, -0.01, 3.06, tool_force, -2.0, 0.77, 20.43, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 2.98, joints_pos, 23.99, 43.08, 3.61, -89.91, -1.13, 42.94, 76.77, tool_torque, 1.11, 0.139, 0.289, robot_mode, normal, 
29/04/2022 15:39:31:767, robot_pos_w_timestamp, 1651243069097, 511.95, 259.55, 234.41, 2.28, -0.01, 3.07, tool_force, -2.33, -0.76, 20.23, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 4.06, joints_pos, 23.99, 43.06, 3.59, -89.93, -1.19, 43.3, 76.77, tool_torque, 0.625, 0.177, 0.266, robot_mode, normal, 
29/04/2022 15:39:31:918, robot_pos_w_timestamp, 1651243069245, 512.06, 259.99, 233.81, 2.28, -0.02, 3.07, tool_force, -2.13, -0.3, 20.63, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 4.3, joints_pos, 23.9, 43.19, 3.66, -89.79, -0.75, 43.48, 76.5, tool_torque, 0.67, -0.215, 0.443, robot_mode, normal, 
29/04/2022 15:39:32:069, robot_pos_w_timestamp, 1651243069395, 512.31, 260.14, 233.99, 2.28, -0.02, 3.07, tool_force, -2.45, -0.02, 20.2, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 5.96, joints_pos, 23.86, 43.15, 3.67, -89.85, -0.54, 43.21, 76.29, tool_torque, 0.975, 0.028, 0.375, robot_mode, normal, 
29/04/2022 15:39:32:222, robot_pos_w_timestamp, 1651243069541, 511.22, 259.82, 234.12, 2.28, -0.02, 3.07, tool_force, -3.72, 0.18, 20.1, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 13.44, joints_pos, 23.87, 43.03, 3.66, -90.05, -0.45, 43.2, 76.27, tool_torque, 0.701, -0.043, 0.453, robot_mode, normal, 
29/04/2022 15:39:32:370, robot_pos_w_timestamp, 1651243069690, 509.09, 258.89, 233.23, 2.28, -0.02, 3.07, tool_force, -5.85, 2.56, 22.41, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 16.05, joints_pos, 23.91, 42.84, 3.63, -90.6, -0.48, 42.71, 76.31, tool_torque, 1.162, 0.292, 0.387, robot_mode, normal, 
29/04/2022 15:39:32:521, robot_pos_w_timestamp, 1651243069837, 504.44, 255.63, 233.47, 2.29, -0.02, 3.07, tool_force, -5.16, 2.64, 21.64, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.06, joints_pos, 23.78, 42.21, 3.63, -91.77, -0.38, 42.15, 75.68, tool_torque, 1.198, -0.067, 0.611, robot_mode, normal, 
29/04/2022 15:39:32:675, robot_pos_w_timestamp, 1651243069986, 499.12, 250.85, 233.98, 2.29, -0.02, 3.06, tool_force, -4.2, 2.07, 20.95, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 46.28, joints_pos, 23.51, 41.42, 3.63, -93.2, -0.03, 41.34, 74.9, tool_torque, 1.292, -0.409, 0.688, robot_mode, normal, 
29/04/2022 15:39:32:824, robot_pos_w_timestamp, 1651243070133, 493.94, 244.84, 234.66, 2.3, -0.03, 3.06, tool_force, -4.73, 1.89, 21.82, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 60.87, joints_pos, 23.03, 40.57, 3.63, -94.72, 0.78, 40.49, 73.41, tool_torque, 1.264, -0.198, 0.629, robot_mode, normal, 
29/04/2022 15:39:32:979, robot_pos_w_timestamp, 1651243070285, 489.25, 239.1, 235.06, 2.31, -0.03, 3.06, tool_force, -4.92, 2.06, 21.37, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.24, joints_pos, 22.67, 39.86, 3.61, -96.02, 1.01, 39.91, 72.57, tool_torque, 1.258, -0.285, 0.656, robot_mode, normal, 
29/04/2022 15:39:33:162, robot_pos_w_timestamp, 1651243070451, 485.37, 234.29, 235.41, 2.31, -0.03, 3.06, tool_force, -5.29, 1.96, 21.81, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 30.52, joints_pos, 22.27, 39.35, 3.63, -96.9, 1.55, 39.96, 71.32, tool_torque, 0.959, -0.483, 0.708, robot_mode, normal, 
29/04/2022 15:39:33:281, robot_pos_w_timestamp, 1651243070582, 483.23, 229.85, 234.91, 2.32, -0.04, 3.06, tool_force, -4.53, 1.85, 21.77, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.85, joints_pos, 21.9, 39.09, 3.58, -97.51, 1.99, 39.98, 70.42, tool_torque, 1.072, -0.25, 0.572, robot_mode, normal, 
29/04/2022 15:39:33:430, robot_pos_w_timestamp, 1651243070730, 480.02, 224.77, 235.13, 2.32, -0.04, 3.06, tool_force, -3.71, 2.7, 20.69, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.08, joints_pos, 21.56, 38.58, 3.54, -98.42, 2.08, 39.59, 69.63, tool_torque, 1.251, -0.357, 0.602, robot_mode, normal, 
29/04/2022 15:39:33:581, robot_pos_w_timestamp, 1651243070879, 477.78, 219.17, 234.42, 2.33, -0.04, 3.07, tool_force, -4.16, 1.91, 20.89, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.04, joints_pos, 21.03, 38.31, 3.52, -99.09, 2.55, 39.65, 68.27, tool_torque, 0.909, -0.415, 0.598, robot_mode, normal, 
29/04/2022 15:39:33:771, robot_pos_w_timestamp, 1651243071026, 475.7, 213.44, 233.76, 2.34, -0.05, 3.07, tool_force, -4.3, 2.36, 21.14, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.45, joints_pos, 20.51, 38.03, 3.52, -99.75, 2.83, 39.58, 67.26, tool_torque, 1.066, -0.261, 0.533, robot_mode, normal, 
29/04/2022 15:39:33:904, robot_pos_w_timestamp, 1651243071175, 474.13, 207.65, 233.12, 2.35, -0.05, 3.07, tool_force, -3.05, 2.48, 20.64, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.12, joints_pos, 19.94, 37.77, 3.51, -100.4, 3.03, 39.38, 66.05, tool_torque, 1.203, -0.284, 0.51, robot_mode, normal, 
29/04/2022 15:39:34:032, robot_pos_w_timestamp, 1651243071323, 473.45, 202.08, 232.94, 2.35, -0.06, 3.08, tool_force, -2.61, 2.03, 16.02, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.22, joints_pos, 19.34, 37.63, 3.51, -100.69, 3.46, 39.78, 64.93, tool_torque, 0.552, -0.405, 0.498, robot_mode, normal, 
29/04/2022 15:39:34:184, robot_pos_w_timestamp, 1651243071473, 473.11, 196.34, 233.7, 2.35, -0.06, 3.08, tool_force, -0.19, 2.0, 8.44, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.45, joints_pos, 18.71, 37.33, 3.52, -101.09, 3.64, 39.83, 63.88, tool_torque, 0.304, -0.456, 0.469, robot_mode, normal, 
29/04/2022 15:39:34:359, robot_pos_w_timestamp, 1651243071630, 473.27, 189.61, 233.55, 2.36, -0.06, 3.08, tool_force, -0.15, 1.85, 7.75, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.35, joints_pos, 18.01, 37.15, 3.46, -101.48, 3.75, 39.72, 62.71, tool_torque, 0.482, -0.268, 0.421, robot_mode, normal, 
29/04/2022 15:39:34:486, robot_pos_w_timestamp, 1651243071768, 474.2, 184.84, 233.15, 2.36, -0.06, 3.08, tool_force, 0.23, 1.99, 7.52, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.03, joints_pos, 17.48, 37.12, 3.44, -101.62, 3.86, 39.71, 61.85, tool_torque, 0.48, -0.171, 0.414, robot_mode, normal, 
29/04/2022 15:39:34:637, robot_pos_w_timestamp, 1651243071915, 475.6, 178.98, 232.68, 2.37, -0.06, 3.08, tool_force, 0.48, 2.24, 7.56, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.12, joints_pos, 16.84, 37.11, 3.4, -101.74, 3.92, 39.67, 61.01, tool_torque, 0.586, -0.338, 0.45, robot_mode, normal, 
29/04/2022 15:39:34:790, robot_pos_w_timestamp, 1651243072064, 477.23, 173.17, 232.27, 2.37, -0.06, 3.08, tool_force, 0.25, 2.03, 7.38, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.7, joints_pos, 16.18, 37.12, 3.37, -101.8, 3.98, 39.66, 60.23, tool_torque, 0.51, -0.18, 0.426, robot_mode, normal, 
29/04/2022 15:39:34:935, robot_pos_w_timestamp, 1651243072210, 479.1, 167.5, 231.68, 2.37, -0.06, 3.08, tool_force, -0.06, 1.78, 7.32, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.61, joints_pos, 15.5, 37.19, 3.35, -101.81, 4.04, 39.65, 59.48, tool_torque, 0.519, -0.206, 0.435, robot_mode, normal, 
29/04/2022 15:39:35:106, robot_pos_w_timestamp, 1651243072360, 480.91, 161.51, 230.91, 2.37, -0.06, 3.08, tool_force, 0.5, 1.38, 7.89, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.75, joints_pos, 14.84, 37.29, 3.31, -101.77, 4.02, 39.79, 58.71, tool_torque, 0.204, -0.353, 0.435, robot_mode, normal, 
29/04/2022 15:39:35:239, robot_pos_w_timestamp, 1651243072511, 483.26, 155.83, 230.19, 2.37, -0.06, 3.09, tool_force, 0.79, 0.99, 7.44, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 35.95, joints_pos, 14.26, 37.46, 3.23, -101.59, 3.77, 40.02, 58.32, tool_torque, 0.118, -0.37, 0.413, robot_mode, normal, 
29/04/2022 15:39:35:391, robot_pos_w_timestamp, 1651243072658, 485.95, 149.92, 229.46, 2.37, -0.06, 3.09, tool_force, 0.38, 0.58, 7.49, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.38, joints_pos, 13.55, 37.64, 3.21, -101.39, 3.75, 40.15, 57.61, tool_torque, 0.048, -0.328, 0.418, robot_mode, normal, 
29/04/2022 15:39:35:570, robot_pos_w_timestamp, 1651243072808, 489.21, 143.02, 228.68, 2.37, -0.06, 3.09, tool_force, 0.73, 1.19, 8.18, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.87, joints_pos, 12.69, 37.92, 3.23, -101.01, 3.71, 40.37, 56.39, tool_torque, 0.089, -0.422, 0.433, robot_mode, normal, 
29/04/2022 15:39:35:691, robot_pos_w_timestamp, 1651243072954, 493.11, 138.29, 228.26, 2.38, -0.06, 3.1, tool_force, 0.69, 0.87, 7.98, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 49.99, joints_pos, 12.12, 38.22, 3.22, -100.53, 3.4, 40.9, 55.96, tool_torque, 0.098, -0.465, 0.43, robot_mode, normal, 
29/04/2022 15:39:35:843, robot_pos_w_timestamp, 1651243073104, 497.41, 132.47, 227.65, 2.38, -0.06, 3.1, tool_force, 0.99, 0.67, 7.73, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 50.25, joints_pos, 11.42, 38.59, 3.21, -99.94, 3.3, 41.39, 55.26, tool_torque, 0.024, -0.42, 0.43, robot_mode, normal, 
29/04/2022 15:39:35:992, robot_pos_w_timestamp, 1651243073250, 502.67, 126.75, 227.13, 2.37, -0.06, 3.1, tool_force, 0.26, 0.9, 7.54, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 57.22, joints_pos, 10.59, 39.04, 3.24, -99.2, 3.53, 41.81, 54.62, tool_torque, 0.085, -0.36, 0.386, robot_mode, normal, 
29/04/2022 15:39:36:142, robot_pos_w_timestamp, 1651243073399, 508.11, 121.11, 226.8, 2.37, -0.06, 3.1, tool_force, 1.1, 0.98, 7.59, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 54.79, joints_pos, 10.01, 39.42, 3.15, -98.5, 3.13, 41.98, 54.41, tool_torque, 0.107, -0.47, 0.425, robot_mode, normal, 
29/04/2022 15:39:36:314, robot_pos_w_timestamp, 1651243073547, 513.78, 114.87, 225.46, 2.36, -0.05, 3.1, tool_force, 0.56, 0.82, 8.16, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 54.86, joints_pos, 9.38, 39.97, 3.04, -97.71, 2.7, 42.02, 54.47, tool_torque, -0.025, -0.22, 0.209, robot_mode, normal, 
29/04/2022 15:39:36:445, robot_pos_w_timestamp, 1651243073697, 519.51, 110.08, 223.47, 2.36, -0.05, 3.1, tool_force, -0.16, 0.82, 7.71, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 53.47, joints_pos, 8.83, 40.56, 3.03, -96.95, 2.44, 42.1, 54.23, tool_torque, 0.068, -0.22, 0.341, robot_mode, normal, 
29/04/2022 15:39:36:594, robot_pos_w_timestamp, 1651243073846, 525.18, 106.02, 220.87, 2.35, -0.04, 3.1, tool_force, 0.46, 0.37, 7.76, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 49.87, joints_pos, 8.41, 41.29, 3.01, -96.07, 1.83, 42.24, 54.47, tool_torque, -0.092, -0.142, 0.098, robot_mode, normal, 
29/04/2022 15:39:36:799, robot_pos_w_timestamp, 1651243074013, 531.82, 103.69, 218.46, 2.35, -0.03, 3.11, tool_force, -0.23, 0.6, 8.3, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.51, joints_pos, 8.16, 42.12, 3.01, -94.93, 1.14, 42.45, 54.78, tool_torque, -0.1, -0.089, 0.03, robot_mode, normal, 
29/04/2022 15:39:36:895, robot_pos_w_timestamp, 1651243074140, 536.83, 102.5, 216.82, 2.35, -0.03, 3.11, tool_force, 0.46, 0.22, 7.78, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.2, joints_pos, 8.04, 42.72, 2.98, -94.07, 0.76, 42.58, 54.94, tool_torque, -0.139, -0.136, 0.04, robot_mode, normal, 
29/04/2022 15:39:37:048, robot_pos_w_timestamp, 1651243074289, 542.59, 101.14, 214.9, 2.35, -0.02, 3.11, tool_force, 0.55, 0.27, 7.89, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.19, joints_pos, 7.91, 43.44, 2.93, -93.03, 0.33, 42.8, 55.1, tool_torque, -0.11, -0.124, 0.042, robot_mode, normal, 
29/04/2022 15:39:37:199, robot_pos_w_timestamp, 1651243074439, 548.43, 100.64, 213.11, 2.35, -0.02, 3.11, tool_force, 0.61, 0.64, 7.79, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.31, joints_pos, 7.85, 44.13, 2.95, -92.02, -0.26, 42.92, 55.49, tool_torque, -0.058, -0.194, 0.046, robot_mode, normal, 
29/04/2022 15:39:37:348, robot_pos_w_timestamp, 1651243074586, 554.02, 101.77, 211.56, 2.35, -0.01, 3.11, tool_force, 0.23, 0.24, 7.67, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.98, joints_pos, 7.87, 44.88, 3.06, -90.85, -0.8, 43.36, 55.95, tool_torque, -0.163, -0.106, 0.035, robot_mode, normal, 
29/04/2022 15:39:37:532, robot_pos_w_timestamp, 1651243074734, 559.92, 103.88, 209.72, 2.35, -0.01, 3.12, tool_force, -0.56, -0.07, 7.61, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.18, joints_pos, 7.94, 45.77, 3.2, -89.41, -1.25, 44.15, 56.41, tool_torque, -0.306, 0.019, 0.038, robot_mode, normal, 
29/04/2022 15:39:37:649, robot_pos_w_timestamp, 1651243074882, 565.82, 106.36, 208.37, 2.35, -0.02, 3.12, tool_force, -0.91, -0.8, 7.63, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 47.16, joints_pos, 7.94, 46.56, 3.41, -88.12, -1.24, 44.84, 56.51, tool_torque, -0.372, 0.145, 0.0030, robot_mode, normal, 
29/04/2022 15:39:37:800, robot_pos_w_timestamp, 1651243075030, 571.6, 109.87, 207.18, 2.35, -0.02, 3.12, tool_force, -0.92, -0.33, 7.45, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 49.03, joints_pos, 8.07, 47.33, 3.56, -86.8, -1.29, 45.47, 56.74, tool_torque, -0.375, 0.225, -0.034, robot_mode, normal, 
29/04/2022 15:39:37:973, robot_pos_w_timestamp, 1651243075198, 577.99, 114.61, 206.16, 2.35, -0.02, 3.12, tool_force, -0.71, -0.56, 7.51, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.37, joints_pos, 8.41, 48.24, 3.65, -85.16, -1.54, 46.39, 57.26, tool_torque, -0.372, 0.171, -0.041, robot_mode, normal, 
29/04/2022 15:39:38:138, robot_pos_w_timestamp, 1651243075328, 583.33, 118.76, 205.51, 2.35, -0.02, 3.13, tool_force, -1.19, -0.49, 7.27, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 56.77, joints_pos, 8.8, 48.96, 3.65, -83.83, -1.95, 47.11, 57.87, tool_torque, -0.337, 0.28, -0.057, robot_mode, normal, 
29/04/2022 15:39:38:294, robot_pos_w_timestamp, 1651243075480, 589.04, 123.95, 205.15, 2.35, -0.01, 3.13, tool_force, -0.92, -0.69, 7.17, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 52.67, joints_pos, 9.27, 49.67, 3.65, -82.45, -2.35, 47.71, 58.55, tool_torque, -0.4, 0.227, -0.06, robot_mode, normal, 
29/04/2022 15:39:38:404, robot_pos_w_timestamp, 1651243075626, 594.32, 129.38, 204.73, 2.35, -0.01, 3.13, tool_force, -0.69, -0.46, 7.3, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 47.13, joints_pos, 9.76, 50.45, 3.65, -80.95, -2.67, 48.64, 59.51, tool_torque, -0.376, 0.223, -0.052, robot_mode, normal, 
29/04/2022 15:39:38:583, robot_pos_w_timestamp, 1651243075778, 598.42, 135.56, 204.16, 2.34, -0.02, 3.14, tool_force, -0.86, -0.1, 7.46, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.5, joints_pos, 10.23, 51.18, 3.71, -79.59, -2.72, 49.74, 60.18, tool_torque, -0.343, 0.222, -0.027, robot_mode, normal, 
29/04/2022 15:39:38:745, robot_pos_w_timestamp, 1651243075931, 601.42, 141.35, 203.62, 2.34, -0.02, -3.14, tool_force, -0.67, -0.24, 7.49, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.69, joints_pos, 10.69, 51.79, 3.74, -78.46, -2.7, 50.62, 60.95, tool_torque, -0.345, 0.216, -0.055, robot_mode, normal, 
29/04/2022 15:39:38:858, robot_pos_w_timestamp, 1651243076076, 604.04, 147.03, 202.89, 2.33, -0.02, -3.13, tool_force, -1.03, 0.05, 7.33, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.61, joints_pos, 11.19, 52.35, 3.73, -77.44, -2.79, 51.3, 61.85, tool_torque, -0.29, 0.244, -0.04, robot_mode, normal, 
29/04/2022 15:39:39:006, robot_pos_w_timestamp, 1651243076222, 606.29, 152.66, 202.18, 2.32, -0.02, -3.13, tool_force, -1.36, -0.21, 7.55, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.27, joints_pos, 11.7, 52.82, 3.71, -76.64, -2.91, 51.63, 62.79, tool_torque, -0.344, 0.328, -0.054, robot_mode, normal, 
29/04/2022 15:39:39:208, robot_pos_w_timestamp, 1651243076393, 608.84, 159.27, 201.3, 2.31, -0.01, -3.13, tool_force, -0.96, -0.05, 7.43, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.65, joints_pos, 12.32, 53.34, 3.69, -75.75, -3.25, 51.9, 63.98, tool_torque, -0.347, 0.359, -0.069, robot_mode, normal, 
29/04/2022 15:39:39:306, robot_pos_w_timestamp, 1651243076521, 610.64, 164.23, 200.68, 2.31, -0.01, -3.13, tool_force, -0.98, -0.17, 7.49, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.16, joints_pos, 12.78, 53.71, 3.68, -75.1, -3.51, 52.05, 64.87, tool_torque, -0.344, 0.369, -0.086, robot_mode, normal, 
29/04/2022 15:39:39:645, robot_pos_w_timestamp, 1651243076819, 614.21, 175.79, 199.44, 2.3, 0.0, -3.14, tool_force, -1.45, -0.09, 7.34, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.18, joints_pos, 13.74, 54.49, 3.73, -73.75, -3.83, 52.26, 66.35, tool_torque, -0.271, 0.424, -0.088, robot_mode, normal, 
29/04/2022 15:39:39:755, robot_pos_w_timestamp, 1651243076968, 615.59, 181.55, 198.9, 2.3, 0.0, -3.14, tool_force, -0.92, 0.01, 7.56, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.11, joints_pos, 14.19, 54.83, 3.76, -73.14, -3.83, 52.34, 66.85, tool_torque, -0.248, 0.266, -0.059, robot_mode, normal, 
29/04/2022 15:39:39:936, robot_pos_w_timestamp, 1651243077120, 616.74, 187.44, 198.48, 2.3, 0.0, -3.14, tool_force, -0.56, -0.13, 7.21, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.25, joints_pos, 14.67, 55.17, 3.77, -72.54, -3.83, 52.45, 67.33, tool_torque, -0.273, 0.264, -0.052, robot_mode, normal, 
29/04/2022 15:39:40:061, robot_pos_w_timestamp, 1651243077267, 617.75, 193.13, 198.12, 2.3, 0.0, 3.14, tool_force, -1.08, -0.15, 7.26, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.12, joints_pos, 15.15, 55.47, 3.77, -71.99, -3.83, 52.51, 67.8, tool_torque, -0.208, 0.321, -0.076, robot_mode, normal, 
29/04/2022 15:39:40:207, robot_pos_w_timestamp, 1651243077417, 618.56, 198.95, 197.86, 2.3, 0.0, 3.13, tool_force, -0.86, 0.53, 7.13, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 36.84, joints_pos, 15.67, 55.7, 3.73, -71.57, -3.98, 52.37, 68.38, tool_torque, -0.023, 0.46, -0.094, robot_mode, normal, 
