21/03/2022 15:38:00: File Created!
21/03/2022 15:38:00:541, robot_pos_with_timestamp, 1647873400644, 555.98, 302.25, 189.65, 2.29, 0.02, 3.05, tool_force, -0.05180890384181179, 1.187819906327705, 6.21707117152755, actual_rep, 1, curr_step, 1, track_size, 81, robot_vel, 0.0, joints_pos, 38.36, 54.38, -15.74, -78.04, 18.21, 44.6, 65.81, tool_torque, 0.011, -0.068, 0.235, tool_momentum, 0.012, -0.069, 0.235, , robot_mode, normal, 
21/03/2022 15:38:09:393, robot_pos_with_timestamp, 1647873409418, 478.91, 140.56, 311.3, 2.3, 0.06, 3.05, tool_force, -0.32046624142160157, 0.4084296744965005, 5.796550966055336, actual_rep, 1, curr_step, 56, track_size, 81, robot_vel, 3.18, joints_pos, 29.11, 27.78, -15.72, -103.54, 9.43, 43.71, 57.12, tool_torque, -0.043, 0.09, 0.037, tool_momentum, -0.041, 0.081, 0.039, , robot_mode, normal, 
21/03/2022 15:38:09:549, robot_pos_with_timestamp, 1647873409569, 478.55, 139.81, 311.69, 2.3, 0.06, 3.05, tool_force, -0.0412093709378409, 1.2938529263659655, 6.169642618850459, actual_rep, 1, curr_step, 58, track_size, 81, robot_vel, 7.22, joints_pos, 29.09, 27.68, -15.77, -103.63, 9.42, 43.71, 57.06, tool_torque, 0.126, -0.032, 0.164, tool_momentum, 0.132, -0.029, 0.164, , robot_mode, normal, 
21/03/2022 15:38:09:694, robot_pos_with_timestamp, 1647873409717, 478.47, 139.95, 311.16, 2.3, 0.06, 3.05, tool_force, -0.12120534718733948, 1.3973617581822926, 5.830658638870477, actual_rep, 1, curr_step, 61, track_size, 81, robot_vel, 4.29, joints_pos, 29.08, 27.73, -15.73, -103.66, 9.42, 43.64, 57.05, tool_torque, 0.232, -0.038, 0.169, tool_momentum, 0.231, -0.039, 0.169, , robot_mode, normal, 
21/03/2022 15:38:09:851, robot_pos_with_timestamp, 1647873409868, 478.63, 140.02, 311.04, 2.3, 0.06, 3.05, tool_force, -0.02375674930415291, 0.9124632560325707, 5.727410525238434, actual_rep, 1, curr_step, 63, track_size, 81, robot_vel, 0.56, joints_pos, 29.08, 27.76, -15.73, -103.63, 9.42, 43.64, 57.07, tool_torque, 0.127, -0.069, 0.148, tool_momentum, 0.126, -0.07, 0.148, , robot_mode, normal, 
21/03/2022 15:38:09:997, robot_pos_with_timestamp, 1647873410018, 478.61, 140.01, 311.03, 2.3, 0.06, 3.05, tool_force, -0.05181590337215938, 0.9401111195332772, 5.73485785074571, actual_rep, 1, curr_step, 66, track_size, 81, robot_vel, 0.28, joints_pos, 29.08, 27.76, -15.73, -103.63, 9.42, 43.64, 57.07, tool_torque, 0.129, -0.055, 0.144, tool_momentum, 0.128, -0.054, 0.144, , robot_mode, normal, 
21/03/2022 15:38:10:147, robot_pos_with_timestamp, 1647873410169, 478.6, 140.01, 311.02, 2.3, 0.06, 3.05, tool_force, -0.09616649723609287, 0.9541187649772173, 5.75774288928908, actual_rep, 1, curr_step, 69, track_size, 81, robot_vel, 0.03, joints_pos, 29.08, 27.76, -15.73, -103.63, 9.43, 43.64, 57.07, tool_torque, 0.142, -0.042, 0.144, tool_momentum, 0.142, -0.042, 0.144, , robot_mode, normal, 
21/03/2022 15:38:10:297, robot_pos_with_timestamp, 1647873410319, 478.6, 140.01, 311.03, 2.3, 0.06, 3.05, tool_force, -0.12307923396438944, 1.0058162951587577, 5.7851707032049084, actual_rep, 1, curr_step, 71, track_size, 81, robot_vel, 0.02, joints_pos, 29.08, 27.76, -15.73, -103.63, 9.43, 43.64, 57.07, tool_torque, 0.149, -0.036, 0.146, tool_momentum, 0.149, -0.037, 0.146, , robot_mode, normal, 
21/03/2022 15:38:10:453, robot_pos_with_timestamp, 1647873410469, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.14396698978131808, 1.0248634723386985, 5.811779132089251, actual_rep, 1, curr_step, 74, track_size, 81, robot_vel, 0.01, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.15, -0.037, 0.149, tool_momentum, 0.15, -0.036, 0.149, , robot_mode, normal, 
21/03/2022 15:38:10:602, robot_pos_with_timestamp, 1647873410620, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.1503323005467236, 0.9914370275437915, 5.806782631193132, actual_rep, 1, curr_step, 77, track_size, 81, robot_vel, 0.02, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.148, -0.038, 0.151, tool_momentum, 0.148, -0.038, 0.151, , robot_mode, normal, 
21/03/2022 15:38:10:751, robot_pos_with_timestamp, 1647873410770, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.13301457347914866, 1.0245690721594405, 5.7942085980390745, actual_rep, 1, curr_step, 80, track_size, 81, robot_vel, 0.04, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.151, -0.039, 0.151, tool_momentum, 0.15, -0.038, 0.151, , robot_mode, normal, 
21/03/2022 15:38:10:917, robot_pos_with_timestamp, 1647873410920, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.11982984791986849, 1.0156723392900115, 5.794436525733579, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.03, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.151, -0.043, 0.153, tool_momentum, 0.15, -0.043, 0.153, , robot_mode, normal, 
21/03/2022 15:38:11:052, robot_pos_with_timestamp, 1647873411070, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.11134159913422317, 0.9938974555290007, 5.766315187460897, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.01, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.15, -0.04, 0.152, tool_momentum, 0.15, -0.04, 0.152, , robot_mode, normal, 
21/03/2022 15:38:11:203, robot_pos_with_timestamp, 1647873411220, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.13428634259908878, 0.989654408769583, 5.755745446634775, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.02, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.147, -0.036, 0.151, tool_momentum, 0.147, -0.036, 0.151, , robot_mode, normal, 
21/03/2022 15:38:11:354, robot_pos_with_timestamp, 1647873411369, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.15505687308750427, 1.000153905531153, 5.790862820418313, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.01, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.147, -0.034, 0.151, tool_momentum, 0.147, -0.035, 0.151, , robot_mode, normal, 
21/03/2022 15:38:11:508, robot_pos_with_timestamp, 1647873411519, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.17042425754338825, 0.9883331308947163, 5.80836900384152, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.0, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.147, -0.031, 0.149, tool_momentum, 0.148, -0.03, 0.149, , robot_mode, normal, 
21/03/2022 15:38:11:653, robot_pos_with_timestamp, 1647873411670, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.1783727422134232, 1.0095066116162947, 5.820345285078716, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.02, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.147, -0.03, 0.149, tool_momentum, 0.147, -0.031, 0.15, , robot_mode, normal, 
21/03/2022 15:38:11:808, robot_pos_with_timestamp, 1647873411820, 478.6, 140.01, 311.03, 2.3, 0.06, 3.05, tool_force, -0.17526448236278794, 0.9876914527680878, 5.814541117949617, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.01, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.145, -0.031, 0.149, tool_momentum, 0.146, -0.032, 0.149, , robot_mode, normal, 
21/03/2022 15:38:11:958, robot_pos_with_timestamp, 1647873411967, 478.6, 140.0, 311.03, 2.3, 0.06, 3.05, tool_force, -0.12573615785969097, 0.9805159912800593, 5.772562389647104, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.09, joints_pos, 29.08, 27.76, -15.73, -103.64, 9.43, 43.64, 57.07, tool_torque, 0.141, -0.041, 0.151, tool_momentum, 0.139, -0.045, 0.151, , robot_mode, normal, 
21/03/2022 15:38:12:114, robot_pos_with_timestamp, 1647873412117, 478.62, 139.9, 311.38, 2.3, 0.06, 3.05, tool_force, -0.004055774044855594, 1.0388463351194217, 5.999090417956265, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 4.13, joints_pos, 29.07, 27.71, -15.74, -103.63, 9.43, 43.67, 57.07, tool_torque, 0.107, -0.098, 0.163, tool_momentum, 0.104, -0.101, 0.163, , robot_mode, normal, 
21/03/2022 15:38:12:261, robot_pos_with_timestamp, 1647873412267, 478.58, 140.2, 311.81, 2.3, 0.06, 3.05, tool_force, -0.33282151504734186, 0.8766950182442348, 6.2833572438321745, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 4.32, joints_pos, 29.1, 27.68, -15.74, -103.62, 9.42, 43.7, 57.07, tool_torque, -0.0010, -0.0030, 0.11, tool_momentum, -0.0020, 0.0030, 0.11, , robot_mode, normal, 
21/03/2022 15:38:12:410, robot_pos_with_timestamp, 1647873412420, 478.79, 140.76, 311.09, 2.3, 0.06, 3.05, tool_force, -0.6977703983511347, 0.6918143509259423, 6.116489751225549, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 5.13, joints_pos, 29.16, 27.79, -15.74, -103.57, 9.43, 43.66, 57.13, tool_torque, -0.027, 0.17, 0.0070, tool_momentum, -0.031, 0.167, 0.0070, , robot_mode, normal, 
21/03/2022 15:38:12:565, robot_pos_with_timestamp, 1647873412570, 478.17, 139.57, 310.79, 2.3, 0.06, 3.06, tool_force, -0.15852558943460823, 0.4377838164821308, 6.251366949201822, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 16.79, joints_pos, 29.14, 27.8, -15.83, -103.61, 9.28, 43.97, 57.12, tool_torque, -0.173, 0.031, 0.064, tool_momentum, -0.175, 0.035, 0.064, , robot_mode, normal, 
21/03/2022 15:38:12:721, robot_pos_with_timestamp, 1647873412721, 477.81, 137.92, 310.79, 2.3, 0.06, 3.05, tool_force, -0.032712340529452044, 1.727676088742869, 5.754840483172282, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 10.07, joints_pos, 29.01, 27.66, -15.85, -103.85, 9.36, 43.65, 56.93, tool_torque, 0.298, -0.108, 0.255, tool_momentum, 0.319, -0.115, 0.259, , robot_mode, normal, 
21/03/2022 15:38:12:865, robot_pos_with_timestamp, 1647873412873, 476.34, 134.72, 310.35, 2.3, 0.05, 3.05, tool_force, 1.352018662270512, 1.375505099741563, 5.413737259707408, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 28.21, joints_pos, 28.62, 27.46, -15.86, -104.24, 9.97, 43.58, 56.13, tool_torque, 0.257, -0.538, 0.461, tool_momentum, 0.243, -0.536, 0.459, , robot_mode, normal, 
21/03/2022 15:38:13:019, robot_pos_with_timestamp, 1647873413023, 478.77, 131.04, 309.13, 2.3, 0.04, 3.05, tool_force, 1.0350788021561141, 1.168608110028902, 5.999989029966178, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 36.64, joints_pos, 27.86, 27.8, -15.82, -103.93, 11.13, 43.85, 54.26, tool_torque, 0.318, -0.634, 0.492, tool_momentum, 0.338, -0.642, 0.492, , robot_mode, normal, 
21/03/2022 15:38:13:203, robot_pos_with_timestamp, 1647873413174, 484.99, 126.29, 305.66, 2.31, 0.04, 3.06, tool_force, 1.1879673669632314, 0.16614702943140658, 5.487583201670538, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 54.74, joints_pos, 27.13, 28.77, -15.86, -103.06, 11.12, 44.11, 53.19, tool_torque, 0.099, -0.482, 0.442, tool_momentum, 0.132, -0.488, 0.441, , robot_mode, normal, 
21/03/2022 15:38:13:318, robot_pos_with_timestamp, 1647873413324, 491.01, 121.65, 301.39, 2.32, 0.05, 3.06, tool_force, 0.5627254330678266, 1.5163069931192343, 6.097071958393618, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 55.57, joints_pos, 26.48, 29.75, -15.91, -102.32, 11.02, 43.94, 52.45, tool_torque, 0.417, -0.307, 0.433, tool_momentum, 0.409, -0.305, 0.431, , robot_mode, normal, 
21/03/2022 15:38:13:486, robot_pos_with_timestamp, 1647873413475, 496.62, 115.79, 295.48, 2.32, 0.05, 3.07, tool_force, 0.9995501516408891, 0.6432224754055268, 5.212157556485031, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 63.65, joints_pos, 25.64, 30.94, -15.93, -101.52, 11.11, 43.89, 51.61, tool_torque, 0.246, -0.381, 0.398, tool_momentum, 0.256, -0.383, 0.398, , robot_mode, normal, 
21/03/2022 15:38:13:620, robot_pos_with_timestamp, 1647873413627, 502.34, 111.2, 289.94, 2.32, 0.06, 3.07, tool_force, 0.47286110434371104, 1.4647377617520219, 6.195438212135111, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 60.8, joints_pos, 25.06, 31.92, -15.95, -100.96, 11.04, 43.52, 51.25, tool_torque, 0.31, -0.133, 0.316, tool_momentum, 0.298, -0.13, 0.316, , robot_mode, normal, 
21/03/2022 15:38:13:780, robot_pos_with_timestamp, 1647873413776, 507.21, 106.59, 284.4, 2.31, 0.06, 3.08, tool_force, 1.1017812187847942, 1.1590674633794469, 5.041738181940285, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 59.21, joints_pos, 24.52, 32.96, -16.0, -100.29, 10.68, 43.39, 51.14, tool_torque, 0.353, -0.284, 0.402, tool_momentum, 0.371, -0.28, 0.403, , robot_mode, normal, 
21/03/2022 15:38:13:922, robot_pos_with_timestamp, 1647873413927, 512.1, 102.52, 278.61, 2.32, 0.07, 3.09, tool_force, 1.0347780720700057, 1.401756447294704, 5.763380911900322, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 59.21, joints_pos, 24.04, 34.04, -16.03, -99.59, 10.29, 43.29, 50.94, tool_torque, 0.319, -0.306, 0.431, tool_momentum, 0.317, -0.309, 0.431, , robot_mode, normal, 
21/03/2022 15:38:14:091, robot_pos_with_timestamp, 1647873414076, 517.36, 97.72, 272.05, 2.32, 0.07, 3.1, tool_force, 0.7600086698940687, 1.386573540543525, 5.999257140260254, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 60.43, joints_pos, 23.42, 35.31, -16.04, -98.67, 9.97, 43.27, 50.6, tool_torque, 0.34, -0.224, 0.367, tool_momentum, 0.343, -0.215, 0.367, , robot_mode, normal, 
21/03/2022 15:38:14:225, robot_pos_with_timestamp, 1647873414227, 522.48, 94.69, 266.92, 2.32, 0.08, 3.11, tool_force, 0.6905585737070841, 1.287102322448113, 5.8238834629460605, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 61.41, joints_pos, 23.04, 36.3, -16.04, -97.95, 9.64, 43.25, 50.61, tool_torque, 0.25, -0.216, 0.303, tool_momentum, 0.22, -0.216, 0.305, , robot_mode, normal, 
21/03/2022 15:38:14:378, robot_pos_with_timestamp, 1647873414375, 527.42, 91.43, 261.16, 2.32, 0.08, 3.12, tool_force, 0.5520089992383809, 1.3275783729138344, 6.015687440272832, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 56.37, joints_pos, 22.59, 37.44, -16.04, -97.09, 9.38, 43.27, 50.56, tool_torque, 0.206, -0.226, 0.291, tool_momentum, 0.204, -0.229, 0.291, , robot_mode, normal, 
21/03/2022 15:38:14:526, robot_pos_with_timestamp, 1647873414526, 532.6, 88.76, 255.4, 2.31, 0.09, 3.13, tool_force, 0.18467158946285656, 0.8019017690510605, 5.800447117514836, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 52.94, joints_pos, 22.31, 38.55, -16.08, -96.22, 8.85, 43.23, 51.02, tool_torque, 0.09, 0.026, 0.047, tool_momentum, 0.093, 0.0070, 0.047, , robot_mode, normal, 
21/03/2022 15:38:14:739, robot_pos_with_timestamp, 1647873414694, 538.33, 86.85, 248.96, 2.31, 0.1, 3.14, tool_force, 0.4575235276931638, 1.1943421964787153, 6.042163246659089, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 52.19, joints_pos, 22.11, 39.84, -16.16, -95.19, 8.34, 43.18, 51.47, tool_torque, 0.187, -0.022, 0.051, tool_momentum, 0.22, -0.025, 0.052, , robot_mode, normal, 
21/03/2022 15:38:14:830, robot_pos_with_timestamp, 1647873414828, 543.04, 85.79, 243.79, 2.31, 0.1, 3.14, tool_force, 0.08819706471043554, 0.8862126990093627, 5.640314619660249, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 53.34, joints_pos, 21.88, 40.85, -16.16, -94.33, 8.3, 43.14, 51.62, tool_torque, 0.087, 0.023, 0.03, tool_momentum, 0.1, 0.025, 0.03, , robot_mode, normal, 
21/03/2022 15:38:15:025, robot_pos_with_timestamp, 1647873414983, 548.9, 85.77, 237.88, 2.3, 0.11, -3.13, tool_force, 0.04958978821888335, 1.0288284978541833, 6.541382673613217, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 53.26, joints_pos, 21.8, 42.1, -16.15, -93.19, 7.64, 43.16, 52.55, tool_torque, 0.111, -0.019, 0.033, tool_momentum, 0.121, -0.021, 0.033, , robot_mode, normal, 
21/03/2022 15:38:15:131, robot_pos_with_timestamp, 1647873415130, 554.76, 86.94, 232.89, 2.3, 0.12, -3.13, tool_force, -0.00915359550832119, 1.0660934175012018, 5.772731835667164, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 52.71, joints_pos, 21.8, 43.22, -16.12, -92.09, 7.21, 42.97, 53.21, tool_torque, 0.142, 0.072, 0.014, tool_momentum, 0.14, 0.073, 0.014, , robot_mode, normal, 
21/03/2022 15:38:15:321, robot_pos_with_timestamp, 1647873415293, 561.03, 89.57, 228.11, 2.3, 0.13, -3.13, tool_force, -0.22011867009615924, 0.9598026161945877, 6.030636779848761, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 48.83, joints_pos, 21.9, 44.31, -16.03, -90.93, 6.63, 42.77, 54.07, tool_torque, 0.101, 0.151, 0.012, tool_momentum, 0.091, 0.156, 0.012, , robot_mode, normal, 
21/03/2022 15:38:15:433, robot_pos_with_timestamp, 1647873415430, 566.11, 93.11, 224.4, 2.3, 0.14, -3.13, tool_force, 1.0768639373436644, -0.6094317010028234, 5.753033227961657, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 51.76, joints_pos, 22.11, 45.24, -15.95, -89.88, 6.06, 42.67, 55.19, tool_torque, -0.061, 0.02, -0.023, tool_momentum, -0.071, 0.024, -0.024, , robot_mode, normal, 
21/03/2022 15:38:15:593, robot_pos_with_timestamp, 1647873415582, 569.6, 99.44, 220.52, 2.29, 0.15, -3.13, tool_force, 8.75427326986811, -5.988895277813643, 3.976529816539098, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 59.0, joints_pos, 22.57, 46.04, -15.78, -89.06, 5.44, 42.54, 56.89, tool_torque, -0.533, -0.89, 0.034, tool_momentum, -0.503, -0.895, 0.034, , robot_mode, normal, 
21/03/2022 15:38:15:734, robot_pos_with_timestamp, 1647873415730, 574.22, 106.12, 221.62, 2.28, 0.15, -3.14, tool_force, 7.805147745021932, -2.802384911862139, -12.357478866549464, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 77.49, joints_pos, 23.05, 46.47, -15.79, -87.97, 5.31, 42.93, 57.89, tool_torque, -0.985, -0.376, -0.078, tool_momentum, -0.988, -0.367, -0.079, , robot_mode, normal, 
21/03/2022 15:38:15:894, robot_pos_with_timestamp, 1647873415880, 576.86, 111.06, 223.03, 2.28, 0.16, -3.14, tool_force, -1.2078125913596867, 1.0120865809881725, -8.308225203048273, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 21.87, joints_pos, 23.59, 46.73, -15.95, -87.4, 5.04, 42.94, 58.7, tool_torque, -0.394, 0.804, -0.072, tool_momentum, -0.398, 0.818, -0.071, , robot_mode, normal, 
21/03/2022 15:38:16:034, robot_pos_with_timestamp, 1647873416031, 579.6, 115.44, 213.93, 2.28, 0.16, -3.14, tool_force, 0.9312141598197077, 0.1164711916254445, 10.749970002741662, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 67.55, joints_pos, 23.72, 47.92, -15.73, -86.69, 5.14, 42.44, 59.34, tool_torque, 0.082, 0.288, -0.031, tool_momentum, 0.075, 0.278, -0.031, , robot_mode, normal, 
21/03/2022 15:38:16:185, robot_pos_with_timestamp, 1647873416179, 583.38, 122.55, 216.08, 2.27, 0.16, 3.14, tool_force, 2.246385165767224, 0.4277249898628995, -12.934363886363112, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 71.56, joints_pos, 24.15, 48.2, -15.66, -85.6, 5.13, 43.3, 60.3, tool_torque, -0.99, -0.036, 0.0090, tool_momentum, -0.991, -0.035, 0.0090, , robot_mode, normal, 
21/03/2022 15:38:16:339, robot_pos_with_timestamp, 1647873416330, 582.88, 127.73, 216.6, 2.27, 0.16, 3.14, tool_force, 0.8220474610009944, 0.8258368294626961, -2.91295880907707, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 45.02, joints_pos, 24.71, 48.28, -15.75, -85.45, 5.02, 43.44, 61.18, tool_torque, -0.319, 0.41, -0.028, tool_momentum, -0.306, 0.381, -0.028, , robot_mode, normal, 
21/03/2022 15:38:16:486, robot_pos_with_timestamp, 1647873416480, 583.79, 133.49, 207.99, 2.26, 0.16, 3.14, tool_force, 5.193789001667881, -1.7764058099404325, 13.719246563503466, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 61.56, joints_pos, 25.1, 49.33, -15.62, -85.0, 5.19, 42.75, 61.88, tool_torque, -0.041, -0.072, -0.017, tool_momentum, -0.039, -0.067, -0.017, , robot_mode, normal, 
21/03/2022 15:38:16:640, robot_pos_with_timestamp, 1647873416631, 587.33, 140.41, 213.16, 2.26, 0.16, 3.13, tool_force, 4.023263194438491, -2.020117179842834, -19.266703199150562, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 84.44, joints_pos, 25.52, 49.26, -15.64, -84.06, 5.47, 43.58, 62.27, tool_torque, -1.302, -0.064, 0.059, tool_momentum, -1.286, -0.079, 0.062, , robot_mode, normal, 
21/03/2022 15:38:16:788, robot_pos_with_timestamp, 1647873416781, 586.07, 145.14, 211.39, 2.26, 0.16, 3.13, tool_force, 3.8767734907150984, 0.5551458398901332, 1.7177952412426232, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 71.73, joints_pos, 26.06, 49.43, -15.71, -84.19, 5.54, 43.09, 62.93, tool_torque, -0.032, 0.199, -0.051, tool_momentum, -0.038, 0.197, -0.052, , robot_mode, normal, 
21/03/2022 15:38:16:941, robot_pos_with_timestamp, 1647873416931, 587.58, 150.43, 203.61, 2.25, 0.16, 3.12, tool_force, 2.901078954913167, -0.5566209655051627, 16.719717864176076, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 47.46, joints_pos, 26.4, 50.45, -15.67, -83.6, 5.81, 42.54, 63.52, tool_torque, 0.049, 0.239, 0.045, tool_momentum, 0.0040, 0.25, 0.046, , robot_mode, normal, 
21/03/2022 15:38:17:097, robot_pos_with_timestamp, 1647873417083, 590.96, 156.19, 204.78, 2.25, 0.16, 3.12, tool_force, -0.2075531472383862, 0.7195142463162705, 7.168989169639057, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 50.27, joints_pos, 26.69, 50.78, -15.63, -82.67, 6.06, 43.02, 63.81, tool_torque, -0.211, 0.176, -0.051, tool_momentum, -0.217, 0.18, -0.051, , robot_mode, normal, 
21/03/2022 15:38:17:244, robot_pos_with_timestamp, 1647873417233, 591.04, 161.86, 204.4, 2.25, 0.16, 3.11, tool_force, -0.04415932988076122, 0.654700495375242, 6.0999224196629385, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 36.96, joints_pos, 27.14, 50.95, -15.57, -82.4, 6.06, 42.95, 64.33, tool_torque, -0.1, 0.182, -0.061, tool_momentum, -0.118, 0.18, -0.061, , robot_mode, normal, 
21/03/2022 15:38:17:396, robot_pos_with_timestamp, 1647873417387, 591.51, 167.81, 203.61, 2.25, 0.16, 3.11, tool_force, 0.21189412898840998, 0.23771540342431502, 6.18900450552002, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 54.51, joints_pos, 27.6, 51.23, -15.56, -81.97, 6.06, 43.06, 64.9, tool_torque, -0.21, 0.055, -0.038, tool_momentum, -0.22, 0.066, -0.038, , robot_mode, normal, 
21/03/2022 15:38:17:549, robot_pos_with_timestamp, 1647873417537, 591.98, 173.83, 202.86, 2.25, 0.16, 3.11, tool_force, 0.3437262895885833, 0.39926729875612055, 5.975752876392488, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 40.63, joints_pos, 28.02, 51.52, -15.54, -81.52, 6.32, 43.2, 65.38, tool_torque, -0.174, -0.03, -0.028, tool_momentum, -0.174, -0.018, -0.028, , robot_mode, normal, 
21/03/2022 15:38:17:698, robot_pos_with_timestamp, 1647873417686, 592.35, 179.32, 202.19, 2.24, 0.15, 3.1, tool_force, -0.08646102131225014, 0.29685653557167857, 6.271673547150366, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 38.96, joints_pos, 28.4, 51.76, -15.52, -81.13, 6.69, 43.29, 65.78, tool_torque, -0.181, -0.057, -0.019, tool_momentum, -0.181, -0.058, -0.019, , robot_mode, normal, 
21/03/2022 15:38:17:852, robot_pos_with_timestamp, 1647873417838, 592.63, 185.27, 201.75, 2.24, 0.15, 3.1, tool_force, 0.3167244754226778, 0.5920915993623147, 6.394834373646145, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 37.68, joints_pos, 28.84, 51.99, -15.52, -80.75, 6.91, 43.31, 66.2, tool_torque, -0.108, 0.018, -0.034, tool_momentum, -0.14, 0.049, -0.032, , robot_mode, normal, 
21/03/2022 15:38:18:000, robot_pos_with_timestamp, 1647873417987, 592.79, 191.0, 201.41, 2.24, 0.15, 3.09, tool_force, -0.01735240758180213, 0.28874171426885326, 5.785130336278263, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 38.9, joints_pos, 29.28, 52.19, -15.52, -80.4, 7.12, 43.3, 66.62, tool_torque, -0.049, 0.01, -0.0030, tool_momentum, -0.046, 0.013, -0.0050, , robot_mode, normal, 
21/03/2022 15:38:18:150, robot_pos_with_timestamp, 1647873418138, 592.79, 196.88, 201.12, 2.24, 0.15, 3.09, tool_force, 0.32693366685498204, 0.5168688770124145, 6.027683574781744, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 37.71, joints_pos, 29.69, 52.37, -15.5, -80.08, 7.53, 43.3, 66.84, tool_torque, -0.066, -0.093, 0.0050, tool_momentum, -0.085, -0.06, 0.0020, , robot_mode, normal, 
