30/03/2022 14:21:00: File Created!
30/03/2022 14:21:00:537, robot_pos_w_timestamp, 1648642775568, 546.38, 294.63, 197.0, 2.31, 0.07, 3.07, tool_force, 0.2, -0.57, -0.04, actual_rep, 1, curr_step, 1, track_size, 78, robot_vel, 0.0, joints_pos, 60.12, 64.9, -53.09, -80.72, 55.4, 56.13, 44.04, tool_torque, 0.108, -0.468, 0.181, tool_momentum, 0.108, -0.468, 0.181, robot_mode, normal, 
30/03/2022 14:21:10:006, robot_pos_w_timestamp, 1648642785003, 566.78, 162.41, 318.12, 2.15, -0.02, -3.13, tool_force, -5.86, 0.18, 5.55, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 1.56, joints_pos, 51.88, 54.86, -61.33, -82.64, 49.19, 72.8, 42.12, tool_torque, 0.562, -0.538, 0.831, tool_momentum, 0.563, -0.539, 0.831, robot_mode, impedance, 
30/03/2022 14:21:10:154, robot_pos_w_timestamp, 1648642785152, 566.73, 162.44, 317.94, 2.15, -0.02, -3.13, tool_force, -6.01, 0.47, 5.78, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 1.19, joints_pos, 51.89, 54.88, -61.33, -82.64, 49.19, 72.8, 42.13, tool_torque, 0.621, -0.513, 0.837, tool_momentum, 0.62, -0.511, 0.838, robot_mode, impedance, 
30/03/2022 14:21:10:304, robot_pos_w_timestamp, 1648642785300, 566.68, 162.75, 318.0, 2.15, -0.02, -3.13, tool_force, -5.04, 0.19, 5.07, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 4.13, joints_pos, 51.92, 54.88, -61.33, -82.64, 49.19, 72.8, 42.13, tool_torque, 0.532, -0.508, 0.741, tool_momentum, 0.532, -0.507, 0.741, robot_mode, impedance, 
30/03/2022 14:21:10:458, robot_pos_w_timestamp, 1648642785450, 566.06, 164.83, 318.84, 2.15, -0.02, -3.13, tool_force, -3.61, 0.44, 4.3, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 19.4, joints_pos, 52.1, 54.76, -61.31, -82.64, 49.2, 72.84, 42.13, tool_torque, 0.484, -0.497, 0.514, tool_momentum, 0.488, -0.516, 0.516, robot_mode, impedance, 
30/03/2022 14:21:10:604, robot_pos_w_timestamp, 1648642785599, 565.49, 165.32, 318.49, 2.15, -0.02, -3.13, tool_force, -4.88, 1.16, 5.62, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 5.24, joints_pos, 52.21, 54.76, -61.3, -82.71, 49.1, 72.79, 42.33, tool_torque, 0.671, -0.408, 0.6, tool_momentum, 0.671, -0.408, 0.6, robot_mode, impedance, 
30/03/2022 14:21:10:757, robot_pos_w_timestamp, 1648642785748, 565.14, 164.49, 317.46, 2.15, -0.02, -3.13, tool_force, -4.96, 0.14, 6.73, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 9.04, joints_pos, 52.18, 54.84, -61.3, -82.81, 49.09, 72.78, 42.3, tool_torque, 0.809, -0.437, 0.754, tool_momentum, 0.814, -0.431, 0.754, robot_mode, impedance, 
30/03/2022 14:21:10:903, robot_pos_w_timestamp, 1648642785896, 565.18, 164.27, 317.26, 2.15, -0.02, -3.13, tool_force, -4.7, 0.46, 6.59, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.59, joints_pos, 52.17, 54.85, -61.31, -82.83, 49.1, 72.75, 42.27, tool_torque, 0.83, -0.439, 0.762, tool_momentum, 0.831, -0.44, 0.762, robot_mode, impedance, 
30/03/2022 14:21:11:059, robot_pos_w_timestamp, 1648642786045, 565.11, 164.51, 317.25, 2.15, -0.02, -3.13, tool_force, -4.53, 0.19, 6.41, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 1.91, joints_pos, 52.18, 54.85, -61.3, -82.83, 49.13, 72.77, 42.27, tool_torque, 0.786, -0.423, 0.722, tool_momentum, 0.786, -0.422, 0.721, robot_mode, impedance, 
30/03/2022 14:21:11:205, robot_pos_w_timestamp, 1648642786192, 565.07, 164.65, 317.24, 2.15, -0.02, -3.13, tool_force, -4.66, 0.26, 6.49, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.49, joints_pos, 52.19, 54.85, -61.29, -82.83, 49.14, 72.77, 42.27, tool_torque, 0.804, -0.383, 0.699, tool_momentum, 0.805, -0.383, 0.699, robot_mode, impedance, 
30/03/2022 14:21:11:360, robot_pos_w_timestamp, 1648642786342, 565.04, 164.73, 317.23, 2.15, -0.02, -3.13, tool_force, -4.59, 0.29, 6.69, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.55, joints_pos, 52.19, 54.84, -61.28, -82.83, 49.13, 72.77, 42.27, tool_torque, 0.817, -0.391, 0.692, tool_momentum, 0.816, -0.39, 0.692, robot_mode, impedance, 
30/03/2022 14:21:11:508, robot_pos_w_timestamp, 1648642786490, 565.0, 164.78, 317.21, 2.15, -0.02, -3.13, tool_force, -4.55, 0.32, 6.57, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.61, joints_pos, 52.19, 54.83, -61.27, -82.83, 49.13, 72.77, 42.27, tool_torque, 0.822, -0.38, 0.684, tool_momentum, 0.822, -0.38, 0.684, robot_mode, impedance, 
30/03/2022 14:21:11:662, robot_pos_w_timestamp, 1648642786639, 564.97, 164.86, 317.28, 2.15, -0.02, -3.13, tool_force, -4.39, 0.27, 6.45, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.66, joints_pos, 52.19, 54.82, -61.26, -82.83, 49.13, 72.77, 42.27, tool_torque, 0.816, -0.38, 0.664, tool_momentum, 0.816, -0.38, 0.664, robot_mode, impedance, 
30/03/2022 14:21:11:809, robot_pos_w_timestamp, 1648642786787, 564.83, 165.13, 317.3, 2.15, -0.02, -3.13, tool_force, -4.31, 0.32, 6.56, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 2.14, joints_pos, 52.21, 54.8, -61.24, -82.84, 49.13, 72.78, 42.27, tool_torque, 0.804, -0.338, 0.628, tool_momentum, 0.804, -0.338, 0.628, robot_mode, impedance, 
30/03/2022 14:21:11:964, robot_pos_w_timestamp, 1648642786939, 564.74, 165.22, 317.27, 2.15, -0.02, -3.13, tool_force, -4.39, 0.35, 6.62, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.8, joints_pos, 52.22, 54.79, -61.23, -82.85, 49.12, 72.78, 42.27, tool_torque, 0.818, -0.298, 0.603, tool_momentum, 0.818, -0.299, 0.603, robot_mode, impedance, 
30/03/2022 14:21:12:143, robot_pos_w_timestamp, 1648642787085, 564.67, 165.19, 317.22, 2.15, -0.02, -3.13, tool_force, -4.41, 0.41, 6.78, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.34, joints_pos, 52.22, 54.79, -61.23, -82.86, 49.11, 72.78, 42.27, tool_torque, 0.846, -0.293, 0.613, tool_momentum, 0.846, -0.293, 0.613, robot_mode, impedance, 
30/03/2022 14:21:12:267, robot_pos_w_timestamp, 1648642787236, 564.63, 165.19, 317.16, 2.15, -0.02, -3.13, tool_force, -4.3, 0.3, 6.68, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.27, joints_pos, 52.23, 54.79, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.847, -0.293, 0.613, tool_momentum, 0.847, -0.294, 0.613, robot_mode, impedance, 
30/03/2022 14:21:12:416, robot_pos_w_timestamp, 1648642787384, 564.64, 165.2, 317.16, 2.15, -0.02, -3.13, tool_force, -4.29, 0.34, 6.72, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.02, joints_pos, 52.23, 54.79, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.85, -0.297, 0.611, tool_momentum, 0.85, -0.297, 0.611, robot_mode, impedance, 
30/03/2022 14:21:12:567, robot_pos_w_timestamp, 1648642787533, 564.62, 165.24, 317.14, 2.15, -0.02, -3.13, tool_force, -4.32, 0.35, 6.77, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.44, joints_pos, 52.23, 54.79, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.845, -0.282, 0.604, tool_momentum, 0.845, -0.282, 0.604, robot_mode, impedance, 
30/03/2022 14:21:12:717, robot_pos_w_timestamp, 1648642787682, 564.6, 165.29, 317.13, 2.15, -0.02, -3.13, tool_force, -4.3, 0.37, 6.75, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.49, joints_pos, 52.23, 54.79, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.846, -0.277, 0.593, tool_momentum, 0.845, -0.277, 0.593, robot_mode, impedance, 
30/03/2022 14:21:12:903, robot_pos_w_timestamp, 1648642787832, 564.59, 165.32, 317.13, 2.15, -0.02, -3.13, tool_force, -4.26, 0.36, 6.74, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.09, joints_pos, 52.24, 54.79, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.844, -0.284, 0.592, tool_momentum, 0.845, -0.285, 0.592, robot_mode, impedance, 
30/03/2022 14:21:13:015, robot_pos_w_timestamp, 1648642787982, 564.58, 165.35, 317.12, 2.15, -0.02, -3.13, tool_force, -4.17, 0.27, 6.71, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.15, joints_pos, 52.24, 54.79, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.834, -0.283, 0.585, tool_momentum, 0.835, -0.281, 0.585, robot_mode, impedance, 
30/03/2022 14:21:13:170, robot_pos_w_timestamp, 1648642788128, 564.58, 165.36, 317.13, 2.15, -0.02, -3.13, tool_force, -4.23, 0.35, 6.72, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.14, joints_pos, 52.24, 54.79, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.848, -0.275, 0.586, tool_momentum, 0.848, -0.273, 0.586, robot_mode, impedance, 
30/03/2022 14:21:13:341, robot_pos_w_timestamp, 1648642788281, 564.57, 165.39, 317.15, 2.15, -0.02, -3.13, tool_force, -4.29, 0.43, 6.73, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.24, joints_pos, 52.24, 54.79, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.847, -0.272, 0.585, tool_momentum, 0.847, -0.271, 0.585, robot_mode, impedance, 
30/03/2022 14:21:13:467, robot_pos_w_timestamp, 1648642788425, 564.57, 165.39, 317.17, 2.15, -0.02, -3.13, tool_force, -4.17, 0.31, 6.63, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.06, joints_pos, 52.24, 54.78, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.828, -0.278, 0.583, tool_momentum, 0.828, -0.278, 0.583, robot_mode, impedance, 
30/03/2022 14:21:13:622, robot_pos_w_timestamp, 1648642788575, 564.57, 165.42, 317.2, 2.15, -0.02, -3.13, tool_force, -4.13, 0.34, 6.52, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.04, joints_pos, 52.24, 54.78, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.827, -0.285, 0.586, tool_momentum, 0.828, -0.286, 0.586, robot_mode, impedance, 
30/03/2022 14:21:13:772, robot_pos_w_timestamp, 1648642788722, 564.57, 165.42, 317.21, 2.15, -0.02, -3.13, tool_force, -4.14, 0.34, 6.58, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.1, joints_pos, 52.24, 54.78, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.832, -0.288, 0.579, tool_momentum, 0.832, -0.289, 0.58, robot_mode, impedance, 
30/03/2022 14:21:13:921, robot_pos_w_timestamp, 1648642788873, 564.57, 165.42, 317.21, 2.15, -0.02, -3.13, tool_force, -4.23, 0.36, 6.62, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.02, joints_pos, 52.24, 54.78, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.837, -0.29, 0.585, tool_momentum, 0.837, -0.289, 0.585, robot_mode, impedance, 
30/03/2022 14:21:14:074, robot_pos_w_timestamp, 1648642789021, 564.56, 165.41, 317.21, 2.15, -0.02, -3.13, tool_force, -4.19, 0.32, 6.59, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.09, joints_pos, 52.24, 54.78, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.829, -0.28, 0.579, tool_momentum, 0.829, -0.281, 0.579, robot_mode, impedance, 
30/03/2022 14:21:14:229, robot_pos_w_timestamp, 1648642789172, 564.57, 165.41, 317.22, 2.15, -0.02, -3.13, tool_force, -4.23, 0.39, 6.63, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.14, joints_pos, 52.24, 54.78, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.832, -0.271, 0.578, tool_momentum, 0.834, -0.271, 0.578, robot_mode, impedance, 
30/03/2022 14:21:14:371, robot_pos_w_timestamp, 1648642789320, 564.57, 165.42, 317.24, 2.15, -0.02, -3.13, tool_force, -4.29, 0.41, 6.6, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.28, joints_pos, 52.25, 54.78, -61.21, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.831, -0.264, 0.577, tool_momentum, 0.831, -0.264, 0.577, robot_mode, impedance, 
30/03/2022 14:21:14:522, robot_pos_w_timestamp, 1648642789469, 564.57, 165.41, 317.25, 2.15, -0.02, -3.13, tool_force, -4.28, 0.38, 6.59, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.07, joints_pos, 52.25, 54.78, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.826, -0.271, 0.578, tool_momentum, 0.826, -0.271, 0.578, robot_mode, impedance, 
30/03/2022 14:21:14:673, robot_pos_w_timestamp, 1648642789617, 564.57, 165.39, 317.26, 2.15, -0.02, -3.13, tool_force, -4.28, 0.37, 6.6, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.21, joints_pos, 52.24, 54.78, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.825, -0.275, 0.582, tool_momentum, 0.825, -0.276, 0.582, robot_mode, impedance, 
30/03/2022 14:21:14:831, robot_pos_w_timestamp, 1648642789767, 564.58, 165.38, 317.26, 2.15, -0.02, -3.13, tool_force, -4.2, 0.36, 6.55, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.05, joints_pos, 52.24, 54.78, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.817, -0.281, 0.582, tool_momentum, 0.817, -0.282, 0.582, robot_mode, impedance, 
30/03/2022 14:21:14:978, robot_pos_w_timestamp, 1648642789917, 564.58, 165.39, 317.27, 2.15, -0.02, -3.13, tool_force, -4.19, 0.35, 6.56, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.05, joints_pos, 52.24, 54.78, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.815, -0.278, 0.579, tool_momentum, 0.814, -0.276, 0.578, robot_mode, impedance, 
30/03/2022 14:21:15:130, robot_pos_w_timestamp, 1648642790069, 564.58, 165.39, 317.28, 2.15, -0.02, -3.13, tool_force, -4.33, 0.42, 6.54, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.14, joints_pos, 52.24, 54.77, -61.22, -82.87, 49.11, 72.77, 42.27, tool_torque, 0.82, -0.273, 0.586, tool_momentum, 0.821, -0.273, 0.587, robot_mode, impedance, 
30/03/2022 14:21:15:278, robot_pos_w_timestamp, 1648642790214, 564.59, 165.39, 317.28, 2.15, -0.02, -3.13, tool_force, -4.23, 0.35, 6.54, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.06, joints_pos, 52.24, 54.77, -61.22, -82.87, 49.11, 72.76, 42.27, tool_torque, 0.814, -0.286, 0.582, tool_momentum, 0.814, -0.287, 0.582, robot_mode, impedance, 
30/03/2022 14:21:15:430, robot_pos_w_timestamp, 1648642790365, 564.59, 165.38, 317.28, 2.15, -0.02, -3.13, tool_force, -4.26, 0.4, 6.56, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.02, joints_pos, 52.24, 54.77, -61.22, -82.87, 49.11, 72.76, 42.27, tool_torque, 0.819, -0.288, 0.586, tool_momentum, 0.819, -0.288, 0.586, robot_mode, impedance, 
30/03/2022 14:21:15:583, robot_pos_w_timestamp, 1648642790511, 564.59, 165.39, 317.28, 2.15, -0.02, -3.13, tool_force, -4.21, 0.41, 6.52, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.07, joints_pos, 52.24, 54.77, -61.22, -82.87, 49.11, 72.76, 42.27, tool_torque, 0.813, -0.284, 0.583, tool_momentum, 0.813, -0.285, 0.583, robot_mode, impedance, 
30/03/2022 14:21:15:731, robot_pos_w_timestamp, 1648642790661, 564.59, 165.39, 317.28, 2.15, -0.02, -3.13, tool_force, -4.21, 0.32, 6.51, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.01, joints_pos, 52.24, 54.77, -61.22, -82.87, 49.11, 72.76, 42.27, tool_torque, 0.804, -0.281, 0.581, tool_momentum, 0.804, -0.283, 0.581, robot_mode, impedance, 
30/03/2022 14:21:15:884, robot_pos_w_timestamp, 1648642790810, 564.61, 165.42, 317.31, 2.15, -0.02, -3.13, tool_force, -4.25, 0.46, 6.5, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.17, joints_pos, 52.24, 54.77, -61.22, -82.87, 49.11, 72.76, 42.27, tool_torque, 0.804, -0.275, 0.579, tool_momentum, 0.804, -0.275, 0.579, robot_mode, impedance, 
30/03/2022 14:21:16:029, robot_pos_w_timestamp, 1648642790959, 564.63, 165.44, 317.4, 2.15, -0.02, -3.13, tool_force, -4.2, 0.4, 6.36, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 1.08, joints_pos, 52.25, 54.76, -61.22, -82.86, 49.11, 72.76, 42.27, tool_torque, 0.786, -0.276, 0.572, tool_momentum, 0.786, -0.276, 0.572, robot_mode, impedance, 
30/03/2022 14:21:16:184, robot_pos_w_timestamp, 1648642791107, 564.69, 165.54, 317.59, 2.15, -0.02, -3.13, tool_force, -4.19, 0.56, 5.98, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 2.2, joints_pos, 52.25, 54.75, -61.22, -82.84, 49.11, 72.76, 42.28, tool_torque, 0.743, -0.258, 0.554, tool_momentum, 0.739, -0.255, 0.553, robot_mode, impedance, 
30/03/2022 14:21:16:334, robot_pos_w_timestamp, 1648642791256, 564.91, 165.82, 318.17, 2.15, -0.02, -3.13, tool_force, -3.89, 0.55, 5.0, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 5.26, joints_pos, 52.25, 54.7, -61.22, -82.79, 49.11, 72.76, 42.29, tool_torque, 0.617, -0.274, 0.506, tool_momentum, 0.62, -0.273, 0.507, robot_mode, impedance, 
30/03/2022 14:21:16:483, robot_pos_w_timestamp, 1648642791405, 565.22, 166.4, 319.46, 2.16, -0.02, -3.13, tool_force, -3.01, 0.53, 2.42, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 10.45, joints_pos, 52.27, 54.6, -61.23, -82.7, 49.11, 72.8, 42.3, tool_torque, 0.31, -0.262, 0.383, tool_momentum, 0.297, -0.259, 0.383, robot_mode, impedance, 
30/03/2022 14:21:16:635, robot_pos_w_timestamp, 1648642791554, 564.98, 167.83, 320.92, 2.16, -0.02, -3.13, tool_force, -1.89, 0.28, 1.28, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 13.88, joints_pos, 52.39, 54.44, -61.23, -82.67, 49.11, 72.82, 42.35, tool_torque, 0.091, -0.34, 0.226, tool_momentum, 0.091, -0.34, 0.226, robot_mode, impedance, 
30/03/2022 14:21:16:785, robot_pos_w_timestamp, 1648642791704, 564.2, 169.14, 321.61, 2.16, -0.02, -3.13, tool_force, -1.64, 0.81, 0.78, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 11.84, joints_pos, 52.58, 54.35, -61.25, -82.74, 49.04, 72.82, 42.46, tool_torque, 0.072, -0.198, 0.127, tool_momentum, 0.072, -0.19, 0.126, robot_mode, impedance, 
30/03/2022 14:21:16:933, robot_pos_w_timestamp, 1648642791851, 563.33, 170.27, 322.07, 2.16, -0.02, -3.13, tool_force, -1.19, 1.01, 0.54, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 9.26, joints_pos, 52.77, 54.26, -61.28, -82.82, 48.97, 72.82, 42.59, tool_torque, 0.109, -0.23, 0.13, tool_momentum, 0.107, -0.232, 0.13, robot_mode, impedance, 
30/03/2022 14:21:17:083, robot_pos_w_timestamp, 1648642792000, 562.79, 170.85, 322.27, 2.16, -0.02, -3.13, tool_force, -1.24, 0.97, 0.36, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 3.75, joints_pos, 52.88, 54.22, -61.31, -82.89, 48.94, 72.8, 42.65, tool_torque, 0.15, -0.173, 0.136, tool_momentum, 0.155, -0.171, 0.137, robot_mode, impedance, 
30/03/2022 14:21:17:236, robot_pos_w_timestamp, 1648642792148, 562.59, 170.96, 322.31, 2.16, -0.02, -3.13, tool_force, -1.62, 1.23, 0.49, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 1.27, joints_pos, 52.91, 54.2, -61.31, -82.92, 48.93, 72.8, 42.66, tool_torque, 0.178, -0.124, 0.141, tool_momentum, 0.178, -0.126, 0.142, robot_mode, impedance, 
30/03/2022 14:21:17:390, robot_pos_w_timestamp, 1648642792297, 562.57, 170.96, 322.34, 2.16, -0.02, -3.13, tool_force, -1.33, 1.01, 0.34, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.11, joints_pos, 52.91, 54.2, -61.31, -82.92, 48.93, 72.8, 42.67, tool_torque, 0.157, -0.167, 0.151, tool_momentum, 0.156, -0.17, 0.151, robot_mode, impedance, 
30/03/2022 14:21:17:540, robot_pos_w_timestamp, 1648642792448, 562.56, 170.96, 322.35, 2.16, -0.02, -3.13, tool_force, -1.25, 0.97, 0.32, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.09, joints_pos, 52.91, 54.19, -61.31, -82.92, 48.92, 72.8, 42.67, tool_torque, 0.155, -0.181, 0.155, tool_momentum, 0.155, -0.18, 0.155, robot_mode, impedance, 
30/03/2022 14:21:17:690, robot_pos_w_timestamp, 1648642792596, 562.55, 170.96, 322.36, 2.16, -0.02, -3.13, tool_force, -1.35, 1.01, 0.38, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.1, joints_pos, 52.91, 54.19, -61.31, -82.92, 48.92, 72.8, 42.67, tool_torque, 0.163, -0.169, 0.155, tool_momentum, 0.163, -0.17, 0.155, robot_mode, impedance, 
30/03/2022 14:21:17:843, robot_pos_w_timestamp, 1648642792747, 562.55, 170.96, 322.37, 2.16, -0.02, -3.13, tool_force, -1.37, 1.0, 0.34, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.11, joints_pos, 52.91, 54.19, -61.31, -82.92, 48.92, 72.8, 42.67, tool_torque, 0.159, -0.164, 0.156, tool_momentum, 0.16, -0.164, 0.156, robot_mode, impedance, 
30/03/2022 14:21:18:033, robot_pos_w_timestamp, 1648642792894, 562.54, 170.96, 322.37, 2.16, -0.02, -3.13, tool_force, -1.34, 1.03, 0.36, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.08, joints_pos, 52.91, 54.19, -61.31, -82.92, 48.92, 72.8, 42.68, tool_torque, 0.162, -0.172, 0.158, tool_momentum, 0.161, -0.171, 0.158, robot_mode, impedance, 
30/03/2022 14:21:18:152, robot_pos_w_timestamp, 1648642793053, 562.54, 170.96, 322.38, 2.16, -0.02, -3.13, tool_force, -1.33, 0.98, 0.31, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.04, joints_pos, 52.91, 54.19, -61.31, -82.92, 48.92, 72.8, 42.68, tool_torque, 0.159, -0.171, 0.159, tool_momentum, 0.159, -0.17, 0.158, robot_mode, impedance, 
30/03/2022 14:21:18:304, robot_pos_w_timestamp, 1648642793204, 562.54, 170.96, 322.38, 2.16, -0.02, -3.13, tool_force, -1.33, 1.01, 0.34, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.05, joints_pos, 52.91, 54.19, -61.31, -82.92, 48.92, 72.8, 42.68, tool_torque, 0.163, -0.174, 0.162, tool_momentum, 0.163, -0.174, 0.162, robot_mode, impedance, 
30/03/2022 14:21:18:454, robot_pos_w_timestamp, 1648642793353, 562.53, 170.96, 322.39, 2.16, -0.02, -3.13, tool_force, -1.33, 0.99, 0.32, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.05, joints_pos, 52.91, 54.19, -61.31, -82.92, 48.92, 72.8, 42.68, tool_torque, 0.162, -0.171, 0.163, tool_momentum, 0.163, -0.171, 0.163, robot_mode, impedance, 
30/03/2022 14:21:18:609, robot_pos_w_timestamp, 1648642793503, 562.53, 170.96, 322.39, 2.16, -0.02, -3.13, tool_force, -1.35, 1.01, 0.31, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.03, joints_pos, 52.91, 54.19, -61.31, -82.92, 48.92, 72.8, 42.68, tool_torque, 0.164, -0.17, 0.163, tool_momentum, 0.164, -0.171, 0.163, robot_mode, impedance, 
30/03/2022 14:21:18:763, robot_pos_w_timestamp, 1648642793655, 562.53, 170.96, 322.39, 2.16, -0.02, -3.13, tool_force, -1.34, 1.0, 0.34, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.03, joints_pos, 52.92, 54.19, -61.31, -82.93, 48.92, 72.8, 42.68, tool_torque, 0.163, -0.17, 0.163, tool_momentum, 0.163, -0.17, 0.163, robot_mode, impedance, 
30/03/2022 14:21:18:914, robot_pos_w_timestamp, 1648642793805, 562.52, 170.96, 322.4, 2.16, -0.02, -3.13, tool_force, -1.35, 0.98, 0.3, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.02, joints_pos, 52.92, 54.19, -61.31, -82.93, 48.91, 72.8, 42.68, tool_torque, 0.16, -0.168, 0.162, tool_momentum, 0.161, -0.169, 0.163, robot_mode, impedance, 
30/03/2022 14:21:19:072, robot_pos_w_timestamp, 1648642793958, 562.52, 170.96, 322.4, 2.16, -0.02, -3.13, tool_force, -1.31, 1.0, 0.32, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.03, joints_pos, 52.92, 54.19, -61.31, -82.93, 48.91, 72.8, 42.68, tool_torque, 0.163, -0.176, 0.165, tool_momentum, 0.161, -0.175, 0.165, robot_mode, impedance, 
30/03/2022 14:21:19:220, robot_pos_w_timestamp, 1648642794109, 562.52, 170.96, 322.4, 2.16, -0.02, -3.13, tool_force, -1.34, 0.99, 0.3, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.04, joints_pos, 52.92, 54.18, -61.31, -82.93, 48.91, 72.8, 42.68, tool_torque, 0.163, -0.168, 0.164, tool_momentum, 0.162, -0.167, 0.164, robot_mode, impedance, 
30/03/2022 14:21:19:370, robot_pos_w_timestamp, 1648642794257, 562.52, 170.96, 322.4, 2.16, -0.02, -3.13, tool_force, -1.34, 1.0, 0.3, actual_rep, 1, curr_step, 22, track_size, 78, robot_vel, 0.02, joints_pos, 52.92, 54.18, -61.31, -82.93, 48.91, 72.8, 42.68, tool_torque, 0.164, -0.17, 0.165, tool_momentum, 0.164, -0.172, 0.166, robot_mode, impedance, 
