30/03/2022 16:26:47: File Created!
30/03/2022 16:26:47:433, robot_pos_w_timestamp, 1648650321251, 601.49, 304.98, 182.99, 2.35, 0.05, 3.06, tool_force, 0.09, -0.14, 0.39, actual_rep, 1, curr_step, 1, track_size, 82, robot_vel, 45.2, joints_pos, 39.59, 60.85, -22.59, -68.08, 23.83, 49.76, 59.06, tool_torque, 0.025, -0.209, 0.142, tool_momentum, 0.026, -0.211, 0.142, robot_mode, normal, 
30/03/2022 16:26:57:034, robot_pos_w_timestamp, 1648650330836, 545.41, 140.01, 240.49, 2.35, -0.01, 3.11, tool_force, -1.53, -1.34, -4.58, actual_rep, 1, curr_step, 33, track_size, 82, robot_vel, 47.17, joints_pos, 30.53, 44.04, -23.29, -91.15, 23.58, 48.04, 42.91, tool_torque, 0.177, -0.418, 0.2, tool_momentum, 0.188, -0.41, 0.2, robot_mode, impedance, 
30/03/2022 16:26:57:183, robot_pos_w_timestamp, 1648650330987, 541.3, 143.72, 244.64, 2.35, -0.01, 3.1, tool_force, -1.52, -0.31, -1.03, actual_rep, 1, curr_step, 34, track_size, 82, robot_vel, 44.67, joints_pos, 30.89, 43.19, -23.1, -91.83, 23.72, 47.92, 42.99, tool_torque, 0.286, 0.044, 0.106, tool_momentum, 0.281, 0.05, 0.105, robot_mode, impedance, 
30/03/2022 16:26:57:486, robot_pos_w_timestamp, 1648650331287, 535.2, 154.29, 255.05, 2.35, -0.01, 3.08, tool_force, -1.72, 0.62, 0.1, actual_rep, 1, curr_step, 37, track_size, 82, robot_vel, 62.49, joints_pos, 31.85, 41.56, -22.76, -92.68, 23.79, 47.74, 43.92, tool_torque, 0.233, 0.296, -0.0090, tool_momentum, 0.228, 0.306, -0.0090, robot_mode, normal, 
30/03/2022 16:26:57:636, robot_pos_w_timestamp, 1648650331437, 532.57, 160.18, 259.99, 2.35, -0.01, 3.07, tool_force, -1.96, 0.49, 0.62, actual_rep, 1, curr_step, 38, track_size, 82, robot_vel, 55.6, joints_pos, 32.52, 40.89, -22.76, -92.94, 23.7, 47.7, 44.73, tool_torque, 0.204, 0.277, -0.011, tool_momentum, 0.218, 0.262, -0.013, robot_mode, normal, 
30/03/2022 16:26:57:785, robot_pos_w_timestamp, 1648650331588, 531.03, 166.02, 264.16, 2.35, -0.01, 3.06, tool_force, -1.91, 0.28, 0.64, actual_rep, 1, curr_step, 39, track_size, 82, robot_vel, 48.37, joints_pos, 33.13, 40.41, -22.77, -92.99, 23.7, 47.69, 45.5, tool_torque, 0.137, 0.251, -0.03, tool_momentum, 0.143, 0.238, -0.03, robot_mode, normal, 
30/03/2022 16:26:57:936, robot_pos_w_timestamp, 1648650331736, 529.68, 171.84, 268.09, 2.34, -0.01, 3.06, tool_force, -1.7, 0.47, 0.49, actual_rep, 1, curr_step, 40, track_size, 82, robot_vel, 52.24, joints_pos, 33.73, 39.99, -22.77, -93.0, 23.7, 47.69, 46.27, tool_torque, 0.159, 0.295, -0.021, tool_momentum, 0.157, 0.295, -0.02, robot_mode, normal, 
30/03/2022 16:26:58:086, robot_pos_w_timestamp, 1648650331886, 528.47, 177.53, 271.8, 2.34, -0.01, 3.05, tool_force, -1.41, 0.12, 0.56, actual_rep, 1, curr_step, 41, track_size, 82, robot_vel, 45.39, joints_pos, 34.32, 39.61, -22.78, -92.97, 23.68, 47.68, 47.02, tool_torque, 0.098, 0.301, -0.026, tool_momentum, 0.099, 0.302, -0.026, robot_mode, normal, 
30/03/2022 16:26:58:241, robot_pos_w_timestamp, 1648650332036, 527.43, 183.35, 275.23, 2.34, -0.01, 3.04, tool_force, -1.39, 0.04, 0.89, actual_rep, 1, curr_step, 42, track_size, 82, robot_vel, 42.86, joints_pos, 34.92, 39.3, -22.79, -92.89, 23.65, 47.67, 47.81, tool_torque, 0.066, 0.293, -0.047, tool_momentum, 0.067, 0.291, -0.046, robot_mode, normal, 
30/03/2022 16:26:58:391, robot_pos_w_timestamp, 1648650332188, 526.36, 189.24, 278.74, 2.33, -0.01, 3.04, tool_force, -1.28, -0.19, 0.44, actual_rep, 1, curr_step, 43, track_size, 82, robot_vel, 49.14, joints_pos, 35.53, 38.98, -22.8, -92.79, 23.58, 47.67, 48.77, tool_torque, 0.045, 0.268, -0.037, tool_momentum, 0.048, 0.266, -0.036, robot_mode, normal, 
30/03/2022 16:26:58:543, robot_pos_w_timestamp, 1648650332341, 525.26, 195.08, 281.78, 2.33, -0.01, 3.03, tool_force, -1.21, -0.48, 0.19, actual_rep, 1, curr_step, 44, track_size, 82, robot_vel, 43.77, joints_pos, 36.16, 38.73, -22.85, -92.68, 23.51, 47.67, 49.92, tool_torque, -0.042, 0.32, -0.067, tool_momentum, -0.041, 0.322, -0.069, robot_mode, normal, 
30/03/2022 16:26:58:695, robot_pos_w_timestamp, 1648650332492, 524.24, 200.9, 284.33, 2.32, -0.01, 3.03, tool_force, -1.24, -0.01, 0.93, actual_rep, 1, curr_step, 46, track_size, 82, robot_vel, 43.02, joints_pos, 36.82, 38.56, -22.93, -92.53, 23.39, 47.66, 51.14, tool_torque, 0.017, 0.407, -0.089, tool_momentum, 0.014, 0.41, -0.089, robot_mode, normal, 
30/03/2022 16:26:58:846, robot_pos_w_timestamp, 1648650332642, 523.57, 206.56, 286.29, 2.31, -0.01, 3.02, tool_force, -1.93, -0.19, 0.84, actual_rep, 1, curr_step, 49, track_size, 82, robot_vel, 41.61, joints_pos, 37.51, 38.5, -23.09, -92.33, 23.28, 47.61, 52.19, tool_torque, 0.01, 0.458, -0.128, tool_momentum, -0.0040, 0.458, -0.128, robot_mode, normal, 
30/03/2022 16:26:58:997, robot_pos_w_timestamp, 1648650332793, 523.33, 212.2, 287.67, 2.3, 0.0, 3.02, tool_force, -0.24, -0.41, 0.19, actual_rep, 1, curr_step, 52, track_size, 82, robot_vel, 36.04, joints_pos, 38.34, 38.58, -23.4, -92.04, 22.96, 47.5, 53.57, tool_torque, -0.021, 0.342, -0.13, tool_momentum, -0.033, 0.375, -0.13, robot_mode, normal, 
30/03/2022 16:26:59:155, robot_pos_w_timestamp, 1648650332946, 524.57, 216.7, 288.03, 2.3, 0.01, 3.02, tool_force, -0.45, -0.47, 0.7, actual_rep, 1, curr_step, 55, track_size, 82, robot_vel, 33.67, joints_pos, 39.31, 38.95, -24.15, -91.55, 22.66, 47.47, 54.64, tool_torque, -0.133, 0.396, -0.123, tool_momentum, -0.122, 0.39, -0.119, robot_mode, normal, 
30/03/2022 16:26:59:314, robot_pos_w_timestamp, 1648650333098, 525.08, 216.93, 289.11, 2.29, 0.01, 3.03, tool_force, 0.1, 0.01, 0.54, actual_rep, 1, curr_step, 58, track_size, 82, robot_vel, 11.38, joints_pos, 39.9, 39.1, -25.0, -91.4, 23.18, 47.89, 54.44, tool_torque, -0.106, 0.036, 0.174, tool_momentum, -0.104, 0.025, 0.189, robot_mode, normal, 
30/03/2022 16:26:59:454, robot_pos_w_timestamp, 1648650333245, 524.37, 216.67, 289.38, 2.29, 0.02, 3.03, tool_force, -0.26, 0.13, 0.4, actual_rep, 1, curr_step, 60, track_size, 82, robot_vel, 5.4, joints_pos, 40.15, 39.06, -25.3, -91.53, 23.38, 47.91, 54.31, tool_torque, 0.086, -0.029, 0.275, tool_momentum, 0.087, -0.026, 0.275, robot_mode, normal, 
30/03/2022 16:26:59:604, robot_pos_w_timestamp, 1648650333397, 524.18, 217.08, 288.36, 2.29, 0.01, 3.03, tool_force, -0.14, 1.03, 0.54, actual_rep, 1, curr_step, 63, track_size, 82, robot_vel, 7.91, joints_pos, 40.17, 39.15, -25.29, -91.56, 23.55, 47.82, 54.23, tool_torque, 0.381, -0.103, 0.323, tool_momentum, 0.374, -0.096, 0.322, robot_mode, normal, 
30/03/2022 16:26:59:752, robot_pos_w_timestamp, 1648650333546, 524.42, 217.14, 288.21, 2.29, 0.01, 3.03, tool_force, -0.12, 0.17, 0.18, actual_rep, 1, curr_step, 66, track_size, 82, robot_vel, 0.36, joints_pos, 40.16, 39.19, -25.29, -91.52, 23.57, 47.81, 54.22, tool_torque, 0.212, -0.115, 0.301, tool_momentum, 0.21, -0.12, 0.302, robot_mode, normal, 
30/03/2022 16:26:59:907, robot_pos_w_timestamp, 1648650333698, 524.4, 217.13, 288.19, 2.29, 0.01, 3.03, tool_force, 0.07, 0.2, 0.09, actual_rep, 1, curr_step, 69, track_size, 82, robot_vel, 0.37, joints_pos, 40.16, 39.19, -25.29, -91.52, 23.57, 47.81, 54.22, tool_torque, 0.232, -0.148, 0.306, tool_momentum, 0.235, -0.151, 0.307, robot_mode, normal, 
30/03/2022 16:27:00:056, robot_pos_w_timestamp, 1648650333849, 524.4, 217.13, 288.2, 2.29, 0.01, 3.03, tool_force, 0.08, 0.33, 0.2, actual_rep, 1, curr_step, 71, track_size, 82, robot_vel, 0.18, joints_pos, 40.16, 39.19, -25.29, -91.52, 23.57, 47.81, 54.21, tool_torque, 0.244, -0.138, 0.303, tool_momentum, 0.245, -0.14, 0.303, robot_mode, normal, 
30/03/2022 16:27:00:219, robot_pos_w_timestamp, 1648650334005, 524.4, 217.13, 288.2, 2.29, 0.01, 3.03, tool_force, -0.01, 0.31, 0.24, actual_rep, 1, curr_step, 74, track_size, 82, robot_vel, 0.07, joints_pos, 40.16, 39.19, -25.29, -91.52, 23.58, 47.81, 54.21, tool_torque, 0.233, -0.119, 0.297, tool_momentum, 0.233, -0.118, 0.296, robot_mode, normal, 
30/03/2022 16:27:00:364, robot_pos_w_timestamp, 1648650334155, 524.39, 217.12, 288.2, 2.29, 0.01, 3.03, tool_force, -0.03, 0.31, 0.25, actual_rep, 1, curr_step, 77, track_size, 82, robot_vel, 0.08, joints_pos, 40.16, 39.19, -25.29, -91.53, 23.58, 47.81, 54.21, tool_torque, 0.236, -0.114, 0.295, tool_momentum, 0.237, -0.113, 0.295, robot_mode, normal, 
30/03/2022 16:27:00:516, robot_pos_w_timestamp, 1648650334308, 524.39, 217.12, 288.2, 2.29, 0.01, 3.03, tool_force, -0.04, 0.39, 0.3, actual_rep, 1, curr_step, 80, track_size, 82, robot_vel, 0.03, joints_pos, 40.16, 39.19, -25.29, -91.53, 23.58, 47.81, 54.21, tool_torque, 0.243, -0.114, 0.293, tool_momentum, 0.242, -0.114, 0.293, robot_mode, normal, 
30/03/2022 16:27:00:671, robot_pos_w_timestamp, 1648650334457, 524.39, 217.12, 288.2, 2.29, 0.01, 3.03, tool_force, -0.08, 0.35, 0.31, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.03, joints_pos, 40.16, 39.19, -25.29, -91.53, 23.58, 47.81, 54.21, tool_torque, 0.236, -0.108, 0.291, tool_momentum, 0.235, -0.106, 0.291, robot_mode, normal, 
30/03/2022 16:27:00:815, robot_pos_w_timestamp, 1648650334608, 524.39, 217.12, 288.2, 2.29, 0.01, 3.03, tool_force, -0.05, 0.32, 0.29, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.01, joints_pos, 40.16, 39.19, -25.3, -91.53, 23.58, 47.81, 54.21, tool_torque, 0.234, -0.112, 0.29, tool_momentum, 0.234, -0.112, 0.29, robot_mode, normal, 
30/03/2022 16:27:00:971, robot_pos_w_timestamp, 1648650334760, 524.39, 217.12, 288.2, 2.29, 0.01, 3.03, tool_force, -0.05, 0.33, 0.26, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.01, joints_pos, 40.16, 39.19, -25.3, -91.53, 23.58, 47.81, 54.2, tool_torque, 0.233, -0.105, 0.288, tool_momentum, 0.235, -0.108, 0.288, robot_mode, normal, 
30/03/2022 16:27:01:120, robot_pos_w_timestamp, 1648650334910, 524.39, 217.12, 288.2, 2.29, 0.01, 3.03, tool_force, -0.04, 0.35, 0.26, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.04, joints_pos, 40.16, 39.19, -25.3, -91.53, 23.58, 47.81, 54.2, tool_torque, 0.234, -0.107, 0.287, tool_momentum, 0.232, -0.107, 0.287, robot_mode, normal, 
30/03/2022 16:27:01:269, robot_pos_w_timestamp, 1648650335061, 524.39, 217.12, 288.2, 2.29, 0.01, 3.03, tool_force, -0.04, 0.33, 0.26, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.02, joints_pos, 40.16, 39.19, -25.3, -91.53, 23.58, 47.81, 54.2, tool_torque, 0.23, -0.106, 0.287, tool_momentum, 0.23, -0.106, 0.287, robot_mode, normal, 
30/03/2022 16:27:01:424, robot_pos_w_timestamp, 1648650335212, 524.39, 217.11, 288.21, 2.29, 0.01, 3.03, tool_force, -0.06, 0.31, 0.27, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.04, joints_pos, 40.16, 39.19, -25.3, -91.53, 23.58, 47.81, 54.2, tool_torque, 0.232, -0.108, 0.288, tool_momentum, 0.234, -0.109, 0.288, robot_mode, normal, 
30/03/2022 16:27:01:578, robot_pos_w_timestamp, 1648650335365, 524.39, 217.11, 288.21, 2.29, 0.01, 3.03, tool_force, -0.06, 0.36, 0.26, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.02, joints_pos, 40.16, 39.19, -25.3, -91.53, 23.58, 47.81, 54.2, tool_torque, 0.236, -0.101, 0.288, tool_momentum, 0.236, -0.102, 0.288, robot_mode, normal, 
30/03/2022 16:27:01:722, robot_pos_w_timestamp, 1648650335512, 524.39, 217.1, 288.2, 2.29, 0.01, 3.03, tool_force, -0.02, 0.35, 0.25, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.19, joints_pos, 40.16, 39.19, -25.3, -91.53, 23.58, 47.81, 54.2, tool_torque, 0.23, -0.109, 0.288, tool_momentum, 0.23, -0.11, 0.288, robot_mode, normal, 
30/03/2022 16:27:01:872, robot_pos_w_timestamp, 1648650335663, 524.42, 216.83, 288.78, 2.29, 0.01, 3.03, tool_force, 0.08, 0.36, 0.75, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 8.58, joints_pos, 40.16, 39.13, -25.34, -91.53, 23.58, 47.88, 54.17, tool_torque, 0.129, -0.149, 0.301, tool_momentum, 0.127, -0.149, 0.301, robot_mode, normal, 
30/03/2022 16:27:02:022, robot_pos_w_timestamp, 1648650335813, 524.55, 216.35, 289.56, 2.29, 0.01, 3.03, tool_force, 0.2, 0.16, 0.44, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.82, joints_pos, 40.16, 39.06, -25.39, -91.53, 23.5, 47.92, 54.16, tool_torque, 0.07, -0.174, 0.27, tool_momentum, 0.072, -0.174, 0.27, robot_mode, normal, 
30/03/2022 16:27:02:239, robot_pos_w_timestamp, 1648650335965, 524.55, 216.93, 288.54, 2.29, 0.01, 3.03, tool_force, -0.22, -0.01, 0.39, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 12.48, joints_pos, 40.17, 39.18, -25.32, -91.5, 23.5, 47.85, 54.18, tool_torque, 0.162, -0.042, 0.236, tool_momentum, 0.162, -0.038, 0.235, robot_mode, normal, 
30/03/2022 16:27:02:325, robot_pos_w_timestamp, 1648650336115, 524.62, 217.24, 288.01, 2.29, 0.01, 3.03, tool_force, -0.15, 0.24, 0.36, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 6.5, joints_pos, 40.17, 39.24, -25.32, -91.48, 23.6, 47.83, 54.18, tool_torque, 0.174, -0.177, 0.265, tool_momentum, 0.172, -0.183, 0.265, robot_mode, normal, 
30/03/2022 16:27:02:477, robot_pos_w_timestamp, 1648650336268, 523.44, 215.86, 288.7, 2.3, 0.01, 3.02, tool_force, 0.34, 0.48, 0.29, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 15.22, joints_pos, 40.05, 38.98, -25.31, -91.81, 24.02, 47.83, 53.43, tool_torque, 0.323, -0.426, 0.42, tool_momentum, 0.326, -0.423, 0.42, robot_mode, normal, 
30/03/2022 16:27:02:631, robot_pos_w_timestamp, 1648650336418, 522.53, 211.29, 288.17, 2.3, 0.0, 3.02, tool_force, 1.22, 0.55, 0.11, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 41.29, joints_pos, 39.56, 38.77, -25.22, -92.24, 24.41, 47.87, 52.39, tool_torque, 0.355, -0.614, 0.477, tool_momentum, 0.347, -0.616, 0.478, robot_mode, normal, 
30/03/2022 16:27:02:864, robot_pos_w_timestamp, 1648650336572, 523.14, 205.26, 286.34, 2.31, 0.0, 3.03, tool_force, 1.27, 1.31, 0.56, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 39.29, joints_pos, 38.66, 38.74, -24.83, -92.5, 24.51, 47.87, 51.2, tool_torque, 0.459, -0.628, 0.46, tool_momentum, 0.45, -0.61, 0.46, robot_mode, normal, 
30/03/2022 16:27:02:928, robot_pos_w_timestamp, 1648650336719, 524.11, 199.46, 284.13, 2.32, -0.01, 3.03, tool_force, 0.29, 0.54, 0.15, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 39.08, joints_pos, 37.77, 38.81, -24.43, -92.65, 24.43, 47.87, 50.13, tool_torque, 0.389, -0.512, 0.476, tool_momentum, 0.404, -0.54, 0.476, robot_mode, normal, 
30/03/2022 16:27:03:129, robot_pos_w_timestamp, 1648650336879, 525.19, 193.22, 281.28, 2.33, -0.01, 3.04, tool_force, 0.6, 0.63, -0.42, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 41.74, joints_pos, 36.83, 38.96, -24.03, -92.8, 24.3, 47.84, 49.07, tool_torque, 0.48, -0.57, 0.483, tool_momentum, 0.481, -0.561, 0.48, robot_mode, normal, 
30/03/2022 16:27:03:236, robot_pos_w_timestamp, 1648650337028, 526.19, 187.49, 278.07, 2.33, -0.01, 3.04, tool_force, 0.46, 0.77, -0.44, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 46.92, joints_pos, 36.07, 39.18, -23.79, -92.91, 24.22, 47.81, 48.18, tool_torque, 0.491, -0.362, 0.459, tool_momentum, 0.486, -0.327, 0.46, robot_mode, normal, 
30/03/2022 16:27:03:444, robot_pos_w_timestamp, 1648650337183, 527.24, 181.52, 274.62, 2.34, -0.01, 3.05, tool_force, 0.16, 0.81, -0.43, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 42.51, joints_pos, 35.36, 39.46, -23.63, -93.01, 24.17, 47.79, 47.36, tool_torque, 0.549, -0.36, 0.474, tool_momentum, 0.556, -0.39, 0.475, robot_mode, normal, 
30/03/2022 16:27:03:546, robot_pos_w_timestamp, 1648650337332, 528.27, 175.73, 270.94, 2.34, -0.01, 3.05, tool_force, 0.04, 0.67, -0.35, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 46.82, joints_pos, 34.71, 39.8, -23.56, -93.1, 24.16, 47.77, 46.57, tool_torque, 0.511, -0.338, 0.46, tool_momentum, 0.529, -0.348, 0.463, robot_mode, normal, 
30/03/2022 16:27:03:743, robot_pos_w_timestamp, 1648650337486, 529.5, 169.75, 266.97, 2.34, -0.01, 3.06, tool_force, 0.35, 1.02, -0.43, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 40.03, joints_pos, 34.06, 40.21, -23.5, -93.12, 24.15, 47.76, 45.76, tool_torque, 0.576, -0.316, 0.451, tool_momentum, 0.569, -0.31, 0.451, robot_mode, normal, 
30/03/2022 16:27:03:854, robot_pos_w_timestamp, 1648650337639, 530.84, 163.86, 262.72, 2.35, -0.01, 3.07, tool_force, 0.4, 0.93, -0.39, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 46.47, joints_pos, 33.44, 40.66, -23.47, -93.12, 24.15, 47.73, 44.98, tool_torque, 0.581, -0.355, 0.467, tool_momentum, 0.571, -0.338, 0.464, robot_mode, normal, 
30/03/2022 16:27:04:051, robot_pos_w_timestamp, 1648650337789, 532.63, 157.99, 258.11, 2.35, -0.01, 3.08, tool_force, 0.22, 0.72, 0.08, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 53.18, joints_pos, 32.81, 41.2, -23.46, -93.02, 24.14, 47.69, 44.24, tool_torque, 0.529, -0.305, 0.456, tool_momentum, 0.515, -0.308, 0.461, robot_mode, normal, 
30/03/2022 16:27:04:158, robot_pos_w_timestamp, 1648650337939, 535.17, 152.31, 252.65, 2.35, -0.01, 3.08, tool_force, 0.53, 0.22, -0.48, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 56.18, joints_pos, 32.15, 41.93, -23.43, -92.75, 24.12, 47.63, 43.54, tool_torque, 0.498, -0.365, 0.433, tool_momentum, 0.509, -0.37, 0.434, robot_mode, normal, 
30/03/2022 16:27:04:354, robot_pos_w_timestamp, 1648650338089, 538.37, 147.43, 246.82, 2.35, -0.01, 3.09, tool_force, 0.08, 0.38, -0.02, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 54.61, joints_pos, 31.52, 42.79, -23.36, -92.29, 24.11, 47.63, 43.04, tool_torque, 0.518, -0.358, 0.454, tool_momentum, 0.514, -0.355, 0.454, robot_mode, normal, 
30/03/2022 16:27:04:472, robot_pos_w_timestamp, 1648650338244, 541.8, 143.69, 240.72, 2.35, -0.01, 3.1, tool_force, 0.43, 0.35, -0.23, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 52.55, joints_pos, 30.99, 43.74, -23.3, -91.71, 24.06, 47.63, 42.79, tool_torque, 0.48, -0.385, 0.431, tool_momentum, 0.482, -0.393, 0.431, robot_mode, normal, 
30/03/2022 16:27:04:621, robot_pos_w_timestamp, 1648650338394, 545.56, 140.73, 234.83, 2.35, -0.01, 3.11, tool_force, 0.25, 0.19, -0.16, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 52.91, joints_pos, 30.54, 44.7, -23.28, -91.05, 24.01, 47.61, 42.64, tool_torque, 0.446, -0.278, 0.407, tool_momentum, 0.475, -0.272, 0.409, robot_mode, normal, 
30/03/2022 16:27:04:769, robot_pos_w_timestamp, 1648650338544, 550.54, 137.98, 229.14, 2.35, 0.0, 3.11, tool_force, 0.51, 0.14, -0.05, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 54.56, joints_pos, 30.1, 45.79, -23.29, -90.14, 23.92, 47.62, 42.57, tool_torque, 0.34, -0.365, 0.389, tool_momentum, 0.353, -0.377, 0.391, robot_mode, normal, 
30/03/2022 16:27:04:937, robot_pos_w_timestamp, 1648650338693, 556.56, 135.67, 224.06, 2.35, 0.0, 3.12, tool_force, 0.46, 0.63, 0.75, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 57.14, joints_pos, 29.7, 46.88, -23.34, -89.05, 23.83, 47.76, 42.57, tool_torque, 0.226, -0.4, 0.311, tool_momentum, 0.2, -0.391, 0.308, robot_mode, normal, 
30/03/2022 16:27:05:071, robot_pos_w_timestamp, 1648650338845, 562.37, 134.21, 220.07, 2.35, 0.01, 3.12, tool_force, 0.28, 0.0, 0.9, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 45.04, joints_pos, 29.4, 47.87, -23.44, -87.94, 23.72, 47.92, 42.6, tool_torque, 0.053, -0.271, 0.201, tool_momentum, 0.029, -0.266, 0.199, robot_mode, normal, 
30/03/2022 16:27:05:222, robot_pos_w_timestamp, 1648650338996, 568.17, 133.83, 216.62, 2.35, 0.01, 3.13, tool_force, 0.5, -0.05, 0.67, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 46.16, joints_pos, 29.22, 48.84, -23.56, -86.77, 23.62, 48.14, 42.72, tool_torque, -0.0060, -0.285, 0.112, tool_momentum, -0.02, -0.275, 0.108, robot_mode, normal, 
30/03/2022 16:27:05:377, robot_pos_w_timestamp, 1648650339145, 573.98, 134.49, 213.52, 2.35, 0.02, 3.13, tool_force, 0.13, -0.3, 1.06, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 44.1, joints_pos, 29.13, 49.78, -23.71, -85.56, 23.59, 48.44, 42.91, tool_torque, -0.071, -0.201, 0.014, tool_momentum, -0.111, -0.22, 0.014, robot_mode, normal, 
30/03/2022 16:27:05:526, robot_pos_w_timestamp, 1648650339294, 579.79, 136.33, 210.71, 2.35, 0.02, 3.13, tool_force, 0.39, -0.53, 0.76, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 44.77, joints_pos, 29.13, 50.73, -23.86, -84.28, 23.58, 48.72, 43.29, tool_torque, -0.19, -0.181, -0.017, tool_momentum, -0.197, -0.177, -0.017, robot_mode, normal, 
30/03/2022 16:27:05:680, robot_pos_w_timestamp, 1648650339446, 585.7, 139.19, 208.44, 2.35, 0.03, 3.13, tool_force, -0.14, -0.44, 0.69, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 51.86, joints_pos, 29.2, 51.6, -23.95, -82.98, 23.52, 48.95, 43.84, tool_torque, -0.259, -0.062, -0.043, tool_momentum, -0.257, -0.063, -0.043, robot_mode, normal, 
30/03/2022 16:27:05:825, robot_pos_w_timestamp, 1648650339595, 591.58, 143.29, 206.54, 2.34, 0.03, 3.13, tool_force, -0.8, -0.91, 0.79, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 49.82, joints_pos, 29.34, 52.45, -24.02, -81.69, 23.44, 49.07, 44.5, tool_torque, -0.341, 0.091, -0.092, tool_momentum, -0.327, 0.083, -0.092, robot_mode, normal, 
30/03/2022 16:27:05:978, robot_pos_w_timestamp, 1648650339744, 596.96, 148.84, 204.97, 2.34, 0.04, 3.13, tool_force, -0.89, -0.84, 1.34, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 53.96, joints_pos, 29.6, 53.25, -24.07, -80.36, 23.32, 49.25, 45.37, tool_torque, -0.321, 0.149, -0.104, tool_momentum, -0.323, 0.149, -0.104, robot_mode, normal, 
30/03/2022 16:27:06:173, robot_pos_w_timestamp, 1648650339895, 601.64, 154.68, 203.7, 2.34, 0.05, 3.12, tool_force, -0.48, -0.49, 0.97, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 48.62, joints_pos, 29.93, 53.96, -24.16, -79.21, 23.28, 49.38, 46.16, tool_torque, -0.328, 0.098, -0.084, tool_momentum, -0.335, 0.076, -0.085, robot_mode, normal, 
30/03/2022 16:27:06:280, robot_pos_w_timestamp, 1648650340044, 605.25, 160.36, 202.77, 2.34, 0.05, 3.12, tool_force, -0.66, -0.4, 0.86, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 45.14, joints_pos, 30.3, 54.54, -24.26, -78.24, 23.27, 49.43, 46.93, tool_torque, -0.332, 0.155, -0.088, tool_momentum, -0.335, 0.141, -0.088, robot_mode, normal, 
30/03/2022 16:27:06:470, robot_pos_w_timestamp, 1648650340194, 608.66, 166.27, 201.99, 2.33, 0.06, 3.11, tool_force, -0.54, -0.66, 1.19, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 41.72, joints_pos, 30.66, 55.09, -24.35, -77.29, 23.27, 49.5, 47.74, tool_torque, -0.322, 0.121, -0.103, tool_momentum, -0.313, 0.114, -0.102, robot_mode, normal, 
30/03/2022 16:27:06:581, robot_pos_w_timestamp, 1648650340345, 611.68, 172.13, 201.17, 2.33, 0.06, 3.11, tool_force, -0.65, -0.38, 1.5, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 44.38, joints_pos, 31.02, 55.6, -24.41, -76.44, 23.27, 49.51, 48.53, tool_torque, -0.281, 0.103, -0.084, tool_momentum, -0.279, 0.096, -0.083, robot_mode, normal, 
30/03/2022 16:27:06:769, robot_pos_w_timestamp, 1648650340493, 614.3, 177.86, 200.38, 2.33, 0.07, 3.11, tool_force, -0.35, -0.81, 0.73, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 39.33, joints_pos, 31.39, 56.07, -24.48, -75.63, 23.27, 49.53, 49.37, tool_torque, -0.315, 0.117, -0.092, tool_momentum, -0.302, 0.105, -0.092, robot_mode, normal, 
