26/04/2022 15:27:10: File Created!
26/04/2022 15:27:10:484, robot_pos_w_timestamp, 1650983130535, 614.43, 276.64, 201.99, 2.36, -0.03, 3.07, tool_force, -0.94, 0.81, 7.33, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.05, joints_pos, 21.65, 57.6, 3.63, -67.03, 0.12, 52.27, 68.33, tool_torque, 0.036, 0.315, 0.189, robot_mode, normal, 
26/04/2022 15:27:21:133, robot_pos_w_timestamp, 1650983141008, 506.48, 123.07, 228.72, 2.37, -0.06, 3.1, tool_force, -2.03, 0.98, 7.62, actual_rep, 1, curr_step, 39, track_size, 99, robot_vel, 55.57, joints_pos, 9.13, 39.16, 4.6, -98.71, 2.18, 42.21, 55.29, tool_torque, -0.025, 0.423, -0.039, robot_mode, sine_overlay, 
26/04/2022 15:27:21:281, robot_pos_w_timestamp, 1650983141159, 500.39, 129.05, 226.61, 2.38, -0.07, 3.1, tool_force, -1.84, 1.47, 7.53, actual_rep, 1, curr_step, 41, track_size, 99, robot_vel, 58.37, joints_pos, 9.86, 38.99, 4.58, -99.52, 2.61, 41.66, 55.18, tool_torque, 0.146, 0.489, 0.087, robot_mode, sine_overlay, 
26/04/2022 15:27:21:434, robot_pos_w_timestamp, 1650983141309, 495.61, 134.84, 222.47, 2.38, -0.06, 3.1, tool_force, -2.59, 0.67, 7.5, actual_rep, 1, curr_step, 41, track_size, 99, robot_vel, 56.49, joints_pos, 10.79, 39.09, 4.39, -100.19, 2.48, 40.7, 56.02, tool_torque, -0.046, 0.769, -0.164, robot_mode, sine_overlay, 
26/04/2022 15:27:21:584, robot_pos_w_timestamp, 1650983141460, 494.86, 136.44, 221.91, 2.38, -0.06, 3.1, tool_force, -2.01, 0.06, 7.62, actual_rep, 1, curr_step, 41, track_size, 99, robot_vel, 17.27, joints_pos, 11.39, 39.08, 3.92, -100.26, 2.49, 40.52, 56.28, tool_torque, -0.247, 0.7, -0.119, robot_mode, sine_overlay, 
26/04/2022 15:27:21:734, robot_pos_w_timestamp, 1650983141610, 495.75, 136.74, 225.56, 2.38, -0.06, 3.1, tool_force, -0.99, 0.42, 8.23, actual_rep, 1, curr_step, 42, track_size, 99, robot_vel, 30.24, joints_pos, 11.44, 38.76, 3.86, -100.06, 2.72, 41.09, 56.16, tool_torque, -0.204, 0.192, 0.12, robot_mode, sine_overlay, 
26/04/2022 15:27:21:883, robot_pos_w_timestamp, 1650983141761, 493.28, 140.91, 229.65, 2.38, -0.06, 3.09, tool_force, -1.75, 0.71, 6.89, actual_rep, 1, curr_step, 43, track_size, 99, robot_vel, 52.52, joints_pos, 11.5, 38.14, 4.31, -100.46, 3.08, 40.94, 56.36, tool_torque, 0.05, 0.277, 0.0050, robot_mode, sine_overlay, 
26/04/2022 15:27:22:035, robot_pos_w_timestamp, 1650983141912, 488.48, 145.57, 229.52, 2.37, -0.06, 3.09, tool_force, -2.31, 0.67, 7.18, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 45.27, joints_pos, 12.06, 37.82, 4.41, -101.14, 3.06, 40.45, 57.35, tool_torque, 0.05, 0.596, -0.11, robot_mode, sine_overlay, 
26/04/2022 15:27:22:185, robot_pos_w_timestamp, 1650983142062, 485.57, 150.75, 227.58, 2.37, -0.06, 3.09, tool_force, -2.59, 0.99, 8.21, actual_rep, 1, curr_step, 45, track_size, 99, robot_vel, 36.9, joints_pos, 12.83, 37.89, 4.25, -101.39, 3.04, 40.02, 58.12, tool_torque, -0.02, 0.762, -0.164, robot_mode, sine_overlay, 
26/04/2022 15:27:22:349, robot_pos_w_timestamp, 1650983142201, 485.73, 150.97, 227.41, 2.37, -0.06, 3.09, tool_force, -1.77, 0.02, 7.23, actual_rep, 1, curr_step, 45, track_size, 99, robot_vel, 4.01, joints_pos, 13.15, 37.91, 3.9, -101.36, 3.19, 39.98, 58.11, tool_torque, -0.166, 0.543, -0.028, robot_mode, sine_overlay, 
26/04/2022 15:27:22:491, robot_pos_w_timestamp, 1650983142347, 484.99, 153.22, 227.58, 2.37, -0.06, 3.09, tool_force, -4.04, 0.97, 9.49, actual_rep, 1, curr_step, 45, track_size, 99, robot_vel, 15.75, joints_pos, 13.22, 37.88, 4.16, -101.37, 3.2, 40.02, 58.37, tool_torque, -0.113, 1.038, -0.174, robot_mode, normal, 
26/04/2022 15:27:22:637, robot_pos_w_timestamp, 1650983142499, 482.51, 158.8, 230.23, 2.37, -0.06, 3.08, tool_force, -2.68, 0.32, 7.12, actual_rep, 1, curr_step, 47, track_size, 99, robot_vel, 32.31, joints_pos, 13.62, 37.47, 4.47, -101.64, 3.01, 39.79, 59.12, tool_torque, -0.015, 0.588, -0.096, robot_mode, normal, 
26/04/2022 15:27:22:792, robot_pos_w_timestamp, 1650983142650, 480.26, 164.6, 230.97, 2.37, -0.06, 3.08, tool_force, -2.16, 0.48, 7.48, actual_rep, 1, curr_step, 48, track_size, 99, robot_vel, 36.98, joints_pos, 14.17, 37.33, 4.64, -101.76, 3.04, 39.63, 59.79, tool_torque, 0.0020, 0.532, -0.097, robot_mode, normal, 
26/04/2022 15:27:22:946, robot_pos_w_timestamp, 1650983142801, 478.23, 170.54, 231.59, 2.37, -0.06, 3.08, tool_force, -2.18, 0.94, 7.43, actual_rep, 1, curr_step, 49, track_size, 99, robot_vel, 41.13, joints_pos, 14.85, 37.25, 4.65, -101.78, 3.06, 39.59, 60.49, tool_torque, 0.094, 0.594, -0.105, robot_mode, normal, 
26/04/2022 15:27:23:091, robot_pos_w_timestamp, 1650983142951, 476.41, 176.32, 232.15, 2.37, -0.06, 3.08, tool_force, -1.78, 0.38, 7.41, actual_rep, 1, curr_step, 50, track_size, 99, robot_vel, 40.86, joints_pos, 15.57, 37.19, 4.62, -101.77, 3.07, 39.56, 61.18, tool_torque, -0.032, 0.563, -0.122, robot_mode, normal, 
26/04/2022 15:27:23:262, robot_pos_w_timestamp, 1650983143103, 474.87, 182.88, 232.66, 2.37, -0.06, 3.08, tool_force, -1.84, 0.15, 7.78, actual_rep, 1, curr_step, 51, track_size, 99, robot_vel, 36.48, joints_pos, 16.35, 37.19, 4.59, -101.68, 3.07, 39.58, 62.11, tool_torque, -0.147, 0.637, -0.153, robot_mode, normal, 
26/04/2022 15:27:23:393, robot_pos_w_timestamp, 1650983143254, 473.58, 187.96, 233.14, 2.36, -0.06, 3.08, tool_force, -1.48, -0.21, 7.71, actual_rep, 1, curr_step, 52, track_size, 99, robot_vel, 41.83, joints_pos, 16.97, 37.19, 4.56, -101.55, 3.07, 39.59, 62.91, tool_torque, -0.201, 0.531, -0.141, robot_mode, normal, 
26/04/2022 15:27:23:547, robot_pos_w_timestamp, 1650983143404, 472.84, 193.75, 233.65, 2.36, -0.06, 3.08, tool_force, -1.69, -0.5, 7.97, actual_rep, 1, curr_step, 53, track_size, 99, robot_vel, 40.88, joints_pos, 17.63, 37.26, 4.53, -101.3, 3.06, 39.7, 63.86, tool_torque, -0.323, 0.528, -0.148, robot_mode, normal, 
26/04/2022 15:27:23:692, robot_pos_w_timestamp, 1650983143555, 472.66, 199.47, 234.35, 2.35, -0.06, 3.08, tool_force, -1.62, -0.6, 7.99, actual_rep, 1, curr_step, 54, track_size, 99, robot_vel, 38.76, joints_pos, 18.27, 37.36, 4.52, -100.98, 2.95, 39.76, 64.8, tool_torque, -0.308, 0.611, -0.163, robot_mode, normal, 
26/04/2022 15:27:23:848, robot_pos_w_timestamp, 1650983143705, 472.97, 205.31, 235.16, 2.35, -0.05, 3.07, tool_force, -1.13, -0.36, 7.06, actual_rep, 1, curr_step, 55, track_size, 99, robot_vel, 36.81, joints_pos, 18.95, 37.41, 4.5, -100.69, 2.62, 39.47, 66.01, tool_torque, -0.154, 0.62, -0.154, robot_mode, normal, 
26/04/2022 15:27:23:994, robot_pos_w_timestamp, 1650983143855, 474.07, 210.99, 235.9, 2.34, -0.05, 3.07, tool_force, -1.47, -0.6, 7.59, actual_rep, 1, curr_step, 56, track_size, 99, robot_vel, 40.46, joints_pos, 19.53, 37.61, 4.47, -100.15, 2.48, 39.62, 66.94, tool_torque, -0.342, 0.627, -0.166, robot_mode, normal, 
26/04/2022 15:27:24:149, robot_pos_w_timestamp, 1650983144006, 475.94, 216.84, 236.58, 2.34, -0.05, 3.07, tool_force, -1.31, -0.63, 7.61, actual_rep, 1, curr_step, 58, track_size, 99, robot_vel, 39.64, joints_pos, 20.11, 37.9, 4.45, -99.45, 2.3, 39.76, 67.96, tool_torque, -0.328, 0.688, -0.178, robot_mode, normal, 
26/04/2022 15:27:24:296, robot_pos_w_timestamp, 1650983144157, 478.24, 222.7, 237.23, 2.33, -0.04, 3.06, tool_force, -1.26, -0.48, 7.52, actual_rep, 1, curr_step, 58, track_size, 99, robot_vel, 35.22, joints_pos, 20.69, 38.16, 4.41, -98.82, 1.88, 39.63, 69.33, tool_torque, -0.166, 0.643, -0.145, robot_mode, normal, 
26/04/2022 15:27:24:462, robot_pos_w_timestamp, 1650983144319, 481.21, 228.96, 237.71, 2.32, -0.04, 3.06, tool_force, -1.31, -0.33, 8.33, actual_rep, 1, curr_step, 59, track_size, 99, robot_vel, 41.78, joints_pos, 21.23, 38.61, 4.4, -97.87, 1.67, 39.94, 70.36, tool_torque, -0.28, 0.632, -0.166, robot_mode, normal, 
26/04/2022 15:27:24:602, robot_pos_w_timestamp, 1650983144460, 484.73, 234.14, 237.86, 2.32, -0.04, 3.05, tool_force, -2.01, -0.34, 7.8, actual_rep, 1, curr_step, 61, track_size, 99, robot_vel, 46.38, joints_pos, 21.68, 39.04, 4.36, -97.02, 1.3, 39.87, 71.42, tool_torque, -0.157, 0.858, -0.196, robot_mode, normal, 
26/04/2022 15:27:24:749, robot_pos_w_timestamp, 1650983144610, 488.26, 239.98, 237.98, 2.31, -0.03, 3.05, tool_force, -0.91, -0.58, 7.22, actual_rep, 1, curr_step, 63, track_size, 99, robot_vel, 48.92, joints_pos, 22.2, 39.51, 4.34, -96.12, 0.77, 39.89, 72.58, tool_torque, -0.238, 0.613, -0.172, robot_mode, normal, 
26/04/2022 15:27:24:903, robot_pos_w_timestamp, 1650983144758, 493.35, 245.6, 237.17, 2.3, -0.03, 3.05, tool_force, -1.02, -0.86, 7.45, actual_rep, 1, curr_step, 65, track_size, 99, robot_vel, 54.14, joints_pos, 22.6, 40.33, 4.29, -94.71, 0.53, 40.53, 73.68, tool_torque, -0.404, 0.702, -0.201, robot_mode, normal, 
26/04/2022 15:27:25:091, robot_pos_w_timestamp, 1650983144907, 499.06, 251.51, 236.47, 2.3, -0.02, 3.06, tool_force, -1.17, -0.73, 8.02, actual_rep, 1, curr_step, 68, track_size, 99, robot_vel, 57.14, joints_pos, 23.09, 41.21, 4.22, -93.14, -0.21, 41.37, 74.87, tool_torque, -0.349, 0.739, -0.235, robot_mode, normal, 
26/04/2022 15:27:25:205, robot_pos_w_timestamp, 1650983145056, 504.96, 255.99, 236.39, 2.29, -0.02, 3.06, tool_force, -1.53, -0.72, 7.33, actual_rep, 1, curr_step, 71, track_size, 99, robot_vel, 46.9, joints_pos, 23.33, 41.98, 4.18, -91.67, -0.42, 42.1, 75.7, tool_torque, -0.408, 0.753, -0.227, robot_mode, normal, 
26/04/2022 15:27:25:356, robot_pos_w_timestamp, 1650983145205, 509.87, 259.16, 236.54, 2.28, -0.02, 3.07, tool_force, -1.32, 0.2, 7.59, actual_rep, 1, curr_step, 73, track_size, 99, robot_vel, 37.64, joints_pos, 23.51, 42.69, 4.15, -90.27, -0.85, 43.43, 76.31, tool_torque, -0.261, 0.727, -0.239, robot_mode, normal, 
26/04/2022 15:27:25:502, robot_pos_w_timestamp, 1650983145355, 511.18, 259.87, 236.32, 2.28, -0.02, 3.07, tool_force, -0.34, 0.47, 7.42, actual_rep, 1, curr_step, 76, track_size, 99, robot_vel, 2.06, joints_pos, 23.48, 42.8, 4.19, -90.1, -0.87, 43.23, 76.47, tool_torque, 0.084, 0.2, 0.013, robot_mode, normal, 
26/04/2022 15:27:25:655, robot_pos_w_timestamp, 1650983145503, 511.84, 259.84, 236.53, 2.28, -0.02, 3.07, tool_force, -0.66, -0.47, 7.51, actual_rep, 1, curr_step, 79, track_size, 99, robot_vel, 5.31, joints_pos, 23.49, 42.89, 4.16, -89.88, -0.93, 43.6, 76.48, tool_torque, -0.187, 0.389, -0.076, robot_mode, normal, 
26/04/2022 15:27:25:804, robot_pos_w_timestamp, 1650983145655, 512.22, 259.9, 236.83, 2.28, -0.01, 3.07, tool_force, -1.98, 0.38, 7.46, actual_rep, 1, curr_step, 81, track_size, 99, robot_vel, 4.61, joints_pos, 23.66, 42.86, 4.1, -89.86, -1.73, 43.51, 77.13, tool_torque, -0.0070, 0.874, -0.265, robot_mode, normal, 
26/04/2022 15:27:25:956, robot_pos_w_timestamp, 1650983145802, 511.97, 260.23, 236.76, 2.28, -0.01, 3.06, tool_force, 0.08, 0.97, 7.56, actual_rep, 1, curr_step, 84, track_size, 99, robot_vel, 2.48, joints_pos, 23.58, 42.8, 4.19, -90.01, -1.45, 43.13, 76.97, tool_torque, 0.237, -0.073, 0.197, robot_mode, normal, 
26/04/2022 15:27:26:105, robot_pos_w_timestamp, 1650983145952, 512.07, 260.14, 236.64, 2.28, -0.01, 3.07, tool_force, -0.94, 0.03, 7.69, actual_rep, 1, curr_step, 87, track_size, 99, robot_vel, 5.31, joints_pos, 23.65, 42.9, 4.14, -89.83, -1.72, 43.58, 77.18, tool_torque, -0.182, 0.496, -0.102, robot_mode, normal, 
26/04/2022 15:27:26:302, robot_pos_w_timestamp, 1650983146107, 512.17, 260.44, 236.46, 2.28, -0.02, 3.07, tool_force, 0.79, 0.23, 7.71, actual_rep, 1, curr_step, 89, track_size, 99, robot_vel, 2.22, joints_pos, 23.49, 42.96, 4.22, -89.76, -1.0, 43.65, 76.66, tool_torque, -0.018, -0.292, 0.327, robot_mode, normal, 
26/04/2022 15:27:26:408, robot_pos_w_timestamp, 1650983146252, 512.43, 260.27, 236.5, 2.28, -0.01, 3.07, tool_force, -0.66, 0.41, 7.47, actual_rep, 1, curr_step, 92, track_size, 99, robot_vel, 5.56, joints_pos, 23.63, 42.95, 4.11, -89.77, -1.45, 43.57, 76.96, tool_torque, 0.0040, 0.461, -0.063, robot_mode, normal, 
26/04/2022 15:27:26:561, robot_pos_w_timestamp, 1650983146399, 512.23, 260.45, 236.58, 2.28, -0.01, 3.07, tool_force, -1.16, 0.64, 7.44, actual_rep, 1, curr_step, 95, track_size, 99, robot_vel, 1.48, joints_pos, 23.73, 42.92, 4.08, -89.79, -1.75, 43.56, 77.24, tool_torque, 0.052, 0.585, -0.125, robot_mode, normal, 
26/04/2022 15:27:26:747, robot_pos_w_timestamp, 1650983146550, 512.23, 260.42, 236.57, 2.28, -0.01, 3.07, tool_force, -0.13, 0.89, 7.52, actual_rep, 1, curr_step, 97, track_size, 99, robot_vel, 0.87, joints_pos, 23.71, 42.92, 4.1, -89.8, -1.74, 43.55, 77.22, tool_torque, 0.163, 0.172, 0.012, robot_mode, normal, 
26/04/2022 15:27:26:860, robot_pos_w_timestamp, 1650983146702, 512.25, 260.39, 236.55, 2.28, -0.01, 3.07, tool_force, -0.42, 0.74, 7.49, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.25, joints_pos, 23.71, 42.93, 4.09, -89.8, -1.74, 43.55, 77.22, tool_torque, 0.134, 0.252, 0.0060, robot_mode, normal, 
26/04/2022 15:27:27:010, robot_pos_w_timestamp, 1650983146851, 512.26, 260.4, 236.55, 2.28, -0.01, 3.07, tool_force, -0.38, 0.66, 7.48, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.06, joints_pos, 23.71, 42.93, 4.09, -89.79, -1.74, 43.55, 77.22, tool_torque, 0.113, 0.248, 0.0080, robot_mode, normal, 
26/04/2022 15:27:27:196, robot_pos_w_timestamp, 1650983147001, 512.26, 260.4, 236.54, 2.28, -0.01, 3.07, tool_force, -0.42, 0.69, 7.51, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.02, joints_pos, 23.71, 42.93, 4.09, -89.79, -1.74, 43.55, 77.22, tool_torque, 0.116, 0.251, 0.0080, robot_mode, normal, 
26/04/2022 15:27:27:312, robot_pos_w_timestamp, 1650983147149, 512.22, 260.46, 236.51, 2.28, -0.01, 3.07, tool_force, -0.25, 0.72, 7.51, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.8, joints_pos, 23.68, 42.93, 4.11, -89.79, -1.6, 43.56, 77.14, tool_torque, 0.13, 0.051, 0.092, robot_mode, normal, 
26/04/2022 15:27:27:467, robot_pos_w_timestamp, 1650983147299, 512.27, 260.3, 236.48, 2.28, -0.02, 3.07, tool_force, -0.12, 0.42, 8.02, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 6.7, joints_pos, 23.52, 42.96, 4.16, -89.75, -0.98, 43.66, 76.63, tool_torque, -0.0080, -0.141, 0.291, robot_mode, normal, 
26/04/2022 15:27:27:615, robot_pos_w_timestamp, 1650983147447, 512.38, 260.16, 236.53, 2.28, -0.01, 3.07, tool_force, -1.89, 0.6, 7.8, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 4.02, joints_pos, 23.72, 42.93, 4.04, -89.79, -1.71, 43.57, 77.15, tool_torque, 0.023, 0.731, -0.172, robot_mode, normal, 
26/04/2022 15:27:27:806, robot_pos_w_timestamp, 1650983147599, 512.4, 260.32, 236.88, 2.28, -0.01, 3.07, tool_force, -0.8, 0.78, 7.4, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 4.79, joints_pos, 23.71, 42.86, 4.07, -89.87, -1.71, 43.3, 77.2, tool_torque, 0.227, 0.266, 0.033, robot_mode, normal, 
26/04/2022 15:27:27:916, robot_pos_w_timestamp, 1650983147746, 511.81, 260.07, 236.93, 2.28, -0.01, 3.06, tool_force, -0.04, 0.77, 7.11, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 5.37, joints_pos, 23.66, 42.75, 4.1, -90.07, -1.56, 43.09, 77.08, tool_torque, 0.075, 0.0040, 0.187, robot_mode, normal, 
26/04/2022 15:27:28:112, robot_pos_w_timestamp, 1650983147897, 511.88, 260.22, 236.47, 2.28, -0.01, 3.07, tool_force, -0.81, 0.44, 8.22, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 4.18, joints_pos, 23.66, 42.91, 4.12, -89.84, -1.55, 43.59, 77.13, tool_torque, -0.08, 0.214, 0.057, robot_mode, normal, 
26/04/2022 15:27:28:218, robot_pos_w_timestamp, 1650983148043, 512.03, 260.15, 236.55, 2.28, -0.02, 3.07, tool_force, -0.17, 0.17, 7.64, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 5.61, joints_pos, 23.52, 42.91, 4.17, -89.84, -1.02, 43.57, 76.65, tool_torque, 0.046, -0.1, 0.286, robot_mode, normal, 
26/04/2022 15:27:28:368, robot_pos_w_timestamp, 1650983148192, 510.95, 260.5, 236.56, 2.28, -0.02, 3.06, tool_force, 0.06, 1.31, 7.93, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 13.67, joints_pos, 23.52, 42.76, 4.22, -90.13, -0.82, 43.16, 76.57, tool_torque, 0.323, -0.1, 0.306, robot_mode, normal, 
26/04/2022 15:27:28:517, robot_pos_w_timestamp, 1650983148344, 507.3, 258.88, 235.92, 2.28, -0.02, 3.06, tool_force, -0.53, 1.96, 8.77, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.41, joints_pos, 23.56, 42.37, 4.17, -91.02, -0.78, 42.51, 76.51, tool_torque, 0.42, 0.193, 0.173, robot_mode, normal, 
26/04/2022 15:27:28:668, robot_pos_w_timestamp, 1650983148492, 503.14, 255.72, 235.92, 2.29, -0.02, 3.06, tool_force, -0.11, 1.5, 7.78, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.29, joints_pos, 23.48, 41.84, 4.12, -92.04, -0.83, 42.08, 76.05, tool_torque, 0.373, -0.048, 0.283, robot_mode, normal, 
26/04/2022 15:27:28:817, robot_pos_w_timestamp, 1650983148642, 497.64, 250.92, 236.93, 2.29, -0.02, 3.06, tool_force, 1.43, 2.26, 7.79, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 57.22, joints_pos, 23.19, 40.98, 4.12, -93.49, -0.35, 41.36, 75.13, tool_torque, 0.585, -0.403, 0.38, robot_mode, normal, 
26/04/2022 15:27:28:974, robot_pos_w_timestamp, 1650983148791, 492.77, 244.82, 237.39, 2.3, -0.03, 3.05, tool_force, 0.32, 1.26, 6.98, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 47.65, joints_pos, 22.71, 40.17, 4.12, -94.96, 0.33, 40.54, 73.73, tool_torque, 0.416, -0.274, 0.342, robot_mode, normal, 
26/04/2022 15:27:29:122, robot_pos_w_timestamp, 1650983148940, 488.05, 239.24, 237.77, 2.31, -0.03, 3.05, tool_force, 0.39, 2.0, 8.4, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 53.93, joints_pos, 22.34, 39.46, 4.12, -96.24, 0.63, 39.93, 72.85, tool_torque, 0.527, -0.243, 0.347, robot_mode, normal, 
26/04/2022 15:27:29:274, robot_pos_w_timestamp, 1650983149089, 484.08, 233.51, 237.95, 2.32, -0.04, 3.06, tool_force, 1.36, 1.48, 8.19, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.81, joints_pos, 21.81, 38.97, 4.15, -97.12, 1.38, 40.21, 71.36, tool_torque, 0.251, -0.543, 0.393, robot_mode, normal, 
26/04/2022 15:27:29:426, robot_pos_w_timestamp, 1650983149240, 480.93, 227.71, 237.64, 2.32, -0.04, 3.06, tool_force, 0.05, 1.83, 8.31, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.13, joints_pos, 21.37, 38.51, 4.12, -98.08, 1.57, 39.89, 70.4, tool_torque, 0.495, -0.253, 0.359, robot_mode, normal, 
26/04/2022 15:27:29:571, robot_pos_w_timestamp, 1650983149389, 478.03, 221.93, 237.38, 2.33, -0.04, 3.06, tool_force, 0.37, 1.39, 7.33, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.98, joints_pos, 20.91, 38.08, 4.08, -98.94, 1.87, 39.66, 69.17, tool_torque, 0.342, -0.242, 0.343, robot_mode, normal, 
26/04/2022 15:27:29:726, robot_pos_w_timestamp, 1650983149538, 476.03, 216.21, 236.57, 2.34, -0.05, 3.07, tool_force, -0.36, 1.84, 8.53, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.27, joints_pos, 20.36, 37.84, 4.07, -99.56, 2.3, 39.75, 68.0, tool_torque, 0.287, -0.131, 0.321, robot_mode, normal, 
26/04/2022 15:27:29:876, robot_pos_w_timestamp, 1650983149687, 474.24, 210.4, 235.96, 2.34, -0.05, 3.07, tool_force, 0.42, 1.98, 7.42, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.96, joints_pos, 19.82, 37.55, 4.06, -100.24, 2.49, 39.52, 66.86, tool_torque, 0.474, -0.199, 0.331, robot_mode, normal, 
26/04/2022 15:27:30:025, robot_pos_w_timestamp, 1650983149837, 473.05, 204.61, 235.22, 2.35, -0.05, 3.08, tool_force, 0.09, 2.06, 8.64, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.24, joints_pos, 19.2, 37.41, 4.05, -100.67, 2.87, 39.73, 65.81, tool_torque, 0.284, -0.249, 0.336, robot_mode, normal, 
26/04/2022 15:27:30:176, robot_pos_w_timestamp, 1650983149986, 472.86, 198.87, 234.37, 2.35, -0.06, 3.08, tool_force, 0.27, 1.99, 8.05, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.36, joints_pos, 18.59, 37.33, 4.04, -101.0, 3.08, 39.81, 64.64, tool_torque, 0.329, -0.341, 0.379, robot_mode, normal, 
26/04/2022 15:27:30:328, robot_pos_w_timestamp, 1650983150136, 473.04, 193.01, 233.82, 2.36, -0.06, 3.08, tool_force, -0.29, 2.45, 8.12, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.75, joints_pos, 17.98, 37.21, 4.0, -101.33, 3.22, 39.73, 63.73, tool_torque, 0.468, -0.144, 0.351, robot_mode, normal, 
26/04/2022 15:27:30:478, robot_pos_w_timestamp, 1650983150284, 473.8, 187.27, 233.28, 2.36, -0.06, 3.08, tool_force, -0.36, 2.27, 7.74, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.13, joints_pos, 17.38, 37.16, 3.95, -101.54, 3.34, 39.71, 62.56, tool_torque, 0.469, -0.109, 0.334, robot_mode, normal, 
26/04/2022 15:27:30:627, robot_pos_w_timestamp, 1650983150437, 475.05, 181.44, 232.8, 2.37, -0.06, 3.08, tool_force, -0.22, 2.36, 7.88, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.64, joints_pos, 16.72, 37.14, 3.92, -101.68, 3.44, 39.67, 61.68, tool_torque, 0.487, -0.121, 0.328, robot_mode, normal, 
26/04/2022 15:27:30:782, robot_pos_w_timestamp, 1650983150582, 476.62, 175.67, 232.4, 2.37, -0.06, 3.08, tool_force, -0.01, 2.39, 7.72, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.06, joints_pos, 16.09, 37.14, 3.86, -101.76, 3.53, 39.65, 60.86, tool_torque, 0.527, -0.204, 0.353, robot_mode, normal, 
26/04/2022 15:27:30:927, robot_pos_w_timestamp, 1650983150734, 478.41, 169.87, 231.87, 2.37, -0.06, 3.08, tool_force, 0.0, 2.33, 7.6, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.49, joints_pos, 15.43, 37.19, 3.83, -101.79, 3.58, 39.64, 60.11, tool_torque, 0.48, -0.146, 0.335, robot_mode, normal, 
26/04/2022 15:27:31:084, robot_pos_w_timestamp, 1650983150882, 480.31, 164.06, 231.2, 2.37, -0.06, 3.08, tool_force, -0.29, 1.77, 7.73, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.4, joints_pos, 14.74, 37.27, 3.82, -101.79, 3.6, 39.64, 59.37, tool_torque, 0.378, -0.153, 0.321, robot_mode, normal, 
26/04/2022 15:27:31:235, robot_pos_w_timestamp, 1650983151033, 482.31, 158.11, 230.45, 2.37, -0.06, 3.09, tool_force, 0.54, 0.96, 8.04, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.59, joints_pos, 14.14, 37.41, 3.71, -101.66, 3.46, 39.9, 58.81, tool_torque, 0.123, -0.308, 0.348, robot_mode, normal, 
26/04/2022 15:27:31:384, robot_pos_w_timestamp, 1650983151182, 484.8, 152.36, 229.69, 2.37, -0.06, 3.09, tool_force, 0.37, 0.89, 8.19, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.7, joints_pos, 13.47, 37.58, 3.69, -101.49, 3.36, 40.05, 58.17, tool_torque, 0.101, -0.337, 0.322, robot_mode, normal, 
26/04/2022 15:27:31:535, robot_pos_w_timestamp, 1650983151332, 487.79, 146.58, 229.0, 2.37, -0.06, 3.09, tool_force, 0.57, 0.63, 8.06, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.43, joints_pos, 12.77, 37.78, 3.69, -101.25, 3.31, 40.18, 57.36, tool_torque, 0.077, -0.334, 0.35, robot_mode, normal, 
26/04/2022 15:27:31:686, robot_pos_w_timestamp, 1650983151482, 491.31, 140.64, 228.45, 2.38, -0.06, 3.09, tool_force, 0.7, 0.87, 8.3, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.85, joints_pos, 12.05, 38.07, 3.69, -100.8, 3.18, 40.64, 56.45, tool_torque, 0.076, -0.335, 0.342, robot_mode, normal, 
