05/04/2022 15:23:43: File Created!
05/04/2022 15:23:43:354, robot_pos_w_timestamp, 1649168532612, 596.42, 326.91, 176.79, 2.27, 0.06, 3.03, tool_force, -0.35, 0.21, 0.41, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.0, joints_pos, 29.38, 59.67, -0.5, -67.23, -2.2, 46.29, 80.29, tool_torque, -0.024, 0.163, 0.168, tool_momentum, -0.024, 0.162, 0.168, robot_mode, normal, 
05/04/2022 15:23:52:810, robot_pos_w_timestamp, 1649168541983, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.01, 0.17, 0.18, actual_rep, 1, curr_step, 75, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.25, 52.12, 77.35, tool_torque, -0.03, 0.094, 0.122, tool_momentum, -0.029, 0.095, 0.122, robot_mode, normal, 
05/04/2022 15:23:52:966, robot_pos_w_timestamp, 1649168542137, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.0, 0.2, 0.19, actual_rep, 1, curr_step, 77, track_size, 84, robot_vel, 0.03, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.026, 0.094, 0.122, tool_momentum, -0.026, 0.095, 0.122, robot_mode, normal, 
05/04/2022 15:23:53:117, robot_pos_w_timestamp, 1649168542285, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.01, 0.22, 0.2, actual_rep, 1, curr_step, 80, track_size, 84, robot_vel, 0.02, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.022, 0.089, 0.125, tool_momentum, -0.022, 0.088, 0.125, robot_mode, normal, 
05/04/2022 15:23:53:269, robot_pos_w_timestamp, 1649168542436, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.0, 0.22, 0.2, actual_rep, 1, curr_step, 83, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.022, 0.087, 0.127, tool_momentum, -0.022, 0.088, 0.127, robot_mode, normal, 
05/04/2022 15:23:53:439, robot_pos_w_timestamp, 1649168542595, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.0, 0.21, 0.18, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.024, 0.089, 0.128, tool_momentum, -0.024, 0.089, 0.128, robot_mode, normal, 
05/04/2022 15:23:53:586, robot_pos_w_timestamp, 1649168542742, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.02, 0.21, 0.19, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.025, 0.087, 0.13, tool_momentum, -0.025, 0.086, 0.13, robot_mode, normal, 
05/04/2022 15:23:53:733, robot_pos_w_timestamp, 1649168542890, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.02, 0.21, 0.2, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.024, 0.086, 0.129, tool_momentum, -0.023, 0.086, 0.129, robot_mode, normal, 
05/04/2022 15:23:53:895, robot_pos_w_timestamp, 1649168543042, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.02, 0.22, 0.2, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.024, 0.085, 0.129, tool_momentum, -0.024, 0.085, 0.129, robot_mode, normal, 
05/04/2022 15:23:54:040, robot_pos_w_timestamp, 1649168543194, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.02, 0.2, 0.19, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.0, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.026, 0.087, 0.129, tool_momentum, -0.025, 0.087, 0.129, robot_mode, normal, 
05/04/2022 15:23:54:186, robot_pos_w_timestamp, 1649168543340, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.01, 0.19, 0.2, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.026, 0.088, 0.129, tool_momentum, -0.027, 0.089, 0.129, robot_mode, normal, 
05/04/2022 15:23:54:337, robot_pos_w_timestamp, 1649168543488, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.02, 0.19, 0.18, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.02, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.026, 0.085, 0.13, tool_momentum, -0.026, 0.086, 0.13, robot_mode, normal, 
05/04/2022 15:23:54:494, robot_pos_w_timestamp, 1649168543637, 515.37, 212.65, 336.91, 2.21, 0.06, 3.07, tool_force, 0.03, 0.19, 0.18, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.09, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.025, 0.082, 0.129, tool_momentum, -0.024, 0.082, 0.129, robot_mode, normal, 
05/04/2022 15:23:54:639, robot_pos_w_timestamp, 1649168543787, 515.36, 212.67, 336.92, 2.21, 0.06, 3.07, tool_force, 0.01, 0.2, 0.19, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.4, joints_pos, 23.54, 31.83, -0.84, -91.12, -2.24, 52.12, 77.35, tool_torque, -0.026, 0.102, 0.128, tool_momentum, -0.027, 0.103, 0.128, robot_mode, normal, 
05/04/2022 15:23:54:795, robot_pos_w_timestamp, 1649168543937, 515.37, 212.6, 336.89, 2.21, 0.06, 3.07, tool_force, -0.02, 0.26, 0.22, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.33, joints_pos, 23.54, 31.83, -0.85, -91.12, -2.23, 52.12, 77.35, tool_torque, -0.031, 0.121, 0.124, tool_momentum, -0.031, 0.122, 0.124, robot_mode, normal, 
05/04/2022 15:23:54:942, robot_pos_w_timestamp, 1649168544085, 515.33, 212.54, 337.21, 2.21, 0.06, 3.07, tool_force, 0.19, 0.42, 0.48, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 5.53, joints_pos, 23.54, 31.8, -0.86, -91.11, -2.24, 52.16, 77.35, tool_torque, -0.036, 0.023, 0.153, tool_momentum, -0.035, 0.024, 0.153, robot_mode, normal, 
05/04/2022 15:23:55:114, robot_pos_w_timestamp, 1649168544238, 514.99, 213.2, 337.31, 2.21, 0.06, 3.07, tool_force, 0.01, 0.6, 0.06, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 10.47, joints_pos, 23.59, 31.78, -0.81, -91.13, -2.3, 52.15, 77.35, tool_torque, 0.034, 0.054, 0.158, tool_momentum, 0.039, 0.041, 0.158, robot_mode, normal, 
05/04/2022 15:23:55:245, robot_pos_w_timestamp, 1649168544387, 514.54, 215.12, 336.2, 2.22, 0.06, 3.07, tool_force, -0.75, -0.05, -0.12, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 20.82, joints_pos, 23.72, 31.9, -0.72, -91.12, -2.34, 52.04, 77.42, tool_torque, 0.046, 0.303, 0.024, tool_momentum, 0.042, 0.3, 0.025, robot_mode, normal, 
05/04/2022 15:23:55:396, robot_pos_w_timestamp, 1649168544534, 514.83, 214.34, 336.02, 2.21, 0.06, 3.07, tool_force, 0.48, 0.66, 0.37, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 14.47, joints_pos, 23.78, 31.92, -0.9, -91.13, -2.35, 52.04, 77.41, tool_torque, 0.038, 0.195, 0.056, tool_momentum, 0.028, 0.194, 0.056, robot_mode, normal, 
05/04/2022 15:23:55:563, robot_pos_w_timestamp, 1649168544688, 516.59, 208.51, 336.3, 2.2, 0.06, 3.07, tool_force, 1.45, 0.71, -0.4, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 38.9, joints_pos, 23.35, 31.83, -1.21, -91.21, -1.99, 52.05, 77.06, tool_torque, 0.077, -0.24, 0.305, tool_momentum, 0.072, -0.246, 0.307, robot_mode, normal, 
05/04/2022 15:23:55:704, robot_pos_w_timestamp, 1649168544834, 518.93, 202.75, 335.77, 2.2, 0.06, 3.07, tool_force, 0.97, 0.46, 0.31, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 41.19, joints_pos, 22.72, 31.91, -1.24, -91.19, -1.96, 52.09, 76.6, tool_torque, 0.029, -0.298, 0.38, tool_momentum, 0.033, -0.305, 0.381, robot_mode, normal, 
05/04/2022 15:23:55:867, robot_pos_w_timestamp, 1649168544999, 522.09, 196.33, 333.87, 2.2, 0.06, 3.07, tool_force, 1.55, -0.11, 0.24, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 46.44, joints_pos, 21.96, 32.18, -1.19, -91.07, -1.95, 52.11, 75.87, tool_torque, -0.048, -0.355, 0.398, tool_momentum, -0.047, -0.333, 0.398, robot_mode, normal, 
05/04/2022 15:23:56:015, robot_pos_w_timestamp, 1649168545148, 525.75, 190.5, 330.97, 2.2, 0.06, 3.08, tool_force, 1.15, -0.3, -0.66, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 49.5, joints_pos, 21.25, 32.61, -1.16, -90.86, -1.95, 51.99, 75.14, tool_torque, 0.133, -0.369, 0.435, tool_momentum, 0.155, -0.371, 0.437, robot_mode, normal, 
05/04/2022 15:23:56:202, robot_pos_w_timestamp, 1649168545299, 530.05, 184.77, 326.61, 2.2, 0.06, 3.07, tool_force, 0.65, 0.15, -0.06, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 60.75, joints_pos, 20.53, 33.2, -1.17, -90.65, -1.97, 51.5, 74.52, tool_torque, 0.223, -0.103, 0.413, tool_momentum, 0.231, -0.116, 0.417, robot_mode, normal, 
05/04/2022 15:23:56:316, robot_pos_w_timestamp, 1649168545448, 535.03, 178.98, 321.59, 2.2, 0.06, 3.07, tool_force, 1.12, 0.28, -0.11, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 63.38, joints_pos, 19.83, 33.87, -1.18, -90.4, -2.02, 50.81, 74.16, tool_torque, 0.223, -0.187, 0.401, tool_momentum, 0.222, -0.142, 0.401, robot_mode, normal, 
05/04/2022 15:23:56:470, robot_pos_w_timestamp, 1649168545601, 540.7, 173.02, 316.09, 2.19, 0.07, 3.07, tool_force, 0.86, 0.16, -0.3, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 63.27, joints_pos, 19.12, 34.65, -1.23, -90.06, -2.06, 50.02, 73.95, tool_torque, 0.224, -0.153, 0.378, tool_momentum, 0.223, -0.143, 0.378, robot_mode, normal, 
05/04/2022 15:23:56:626, robot_pos_w_timestamp, 1649168545750, 546.51, 167.52, 310.59, 2.18, 0.07, 3.06, tool_force, 0.92, 0.26, -0.31, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 62.93, joints_pos, 18.45, 35.46, -1.28, -89.66, -2.12, 49.16, 73.81, tool_torque, 0.254, -0.035, 0.341, tool_momentum, 0.25, -0.03, 0.341, robot_mode, normal, 
05/04/2022 15:23:56:776, robot_pos_w_timestamp, 1649168545900, 552.27, 162.26, 304.88, 2.17, 0.07, 3.05, tool_force, 0.91, 0.19, -0.47, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 62.32, joints_pos, 17.85, 36.32, -1.34, -89.2, -2.2, 48.46, 73.72, tool_torque, 0.183, -0.032, 0.344, tool_momentum, 0.192, -0.058, 0.35, robot_mode, normal, 
05/04/2022 15:23:56:926, robot_pos_w_timestamp, 1649168546048, 557.88, 157.3, 299.11, 2.16, 0.08, 3.05, tool_force, 1.26, 0.19, -0.6, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 65.46, joints_pos, 17.29, 37.24, -1.44, -88.64, -2.27, 47.89, 73.65, tool_torque, 0.225, -0.115, 0.349, tool_momentum, 0.218, -0.116, 0.35, robot_mode, normal, 
05/04/2022 15:23:57:080, robot_pos_w_timestamp, 1649168546200, 563.45, 152.66, 293.27, 2.15, 0.08, 3.05, tool_force, 0.76, 0.14, 0.05, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 59.39, joints_pos, 16.86, 38.18, -1.6, -88.02, -2.33, 47.49, 73.65, tool_torque, 0.253, -0.088, 0.316, tool_momentum, 0.254, -0.094, 0.316, robot_mode, normal, 
05/04/2022 15:23:57:241, robot_pos_w_timestamp, 1649168546355, 568.94, 148.54, 287.25, 2.14, 0.08, 3.05, tool_force, 0.32, -0.17, -0.48, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 61.62, joints_pos, 16.51, 39.18, -1.83, -87.33, -2.36, 47.15, 73.65, tool_torque, 0.203, 0.08, 0.248, tool_momentum, 0.209, 0.072, 0.248, robot_mode, normal, 
05/04/2022 15:23:57:384, robot_pos_w_timestamp, 1649168546500, 573.93, 145.27, 281.63, 2.14, 0.08, 3.05, tool_force, 1.08, 0.12, -0.33, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 58.39, joints_pos, 16.25, 40.12, -2.03, -86.64, -2.39, 46.9, 73.65, tool_torque, 0.209, -0.043, 0.267, tool_momentum, 0.2, -0.035, 0.267, robot_mode, normal, 
05/04/2022 15:23:57:530, robot_pos_w_timestamp, 1649168546650, 578.86, 142.45, 275.88, 2.13, 0.09, 3.05, tool_force, 0.76, -0.12, -0.33, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 53.43, joints_pos, 16.06, 41.1, -2.27, -85.91, -2.39, 46.69, 73.66, tool_torque, 0.163, 0.047, 0.222, tool_momentum, 0.163, 0.053, 0.218, robot_mode, normal, 
05/04/2022 15:23:57:685, robot_pos_w_timestamp, 1649168546799, 583.84, 140.18, 270.08, 2.13, 0.09, 3.06, tool_force, 0.67, 0.09, 0.23, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 57.35, joints_pos, 15.92, 42.13, -2.52, -85.08, -2.4, 46.52, 73.72, tool_torque, 0.149, 0.144, 0.095, tool_momentum, 0.137, 0.147, 0.094, robot_mode, normal, 
05/04/2022 15:23:57:832, robot_pos_w_timestamp, 1649168546949, 588.83, 138.51, 264.3, 2.12, 0.09, 3.06, tool_force, 0.31, 0.11, 0.26, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 54.4, joints_pos, 15.84, 43.15, -2.76, -84.25, -2.39, 46.42, 73.9, tool_torque, 0.127, 0.239, -0.0060, tool_momentum, 0.112, 0.241, -0.0080, robot_mode, normal, 
05/04/2022 15:23:57:989, robot_pos_w_timestamp, 1649168547099, 593.67, 137.4, 258.54, 2.11, 0.1, 3.06, tool_force, 0.69, -0.02, -0.61, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 49.37, joints_pos, 15.81, 44.22, -3.01, -83.33, -2.32, 46.32, 74.15, tool_torque, 0.115, 0.186, -0.065, tool_momentum, 0.125, 0.207, -0.065, robot_mode, normal, 
05/04/2022 15:23:58:133, robot_pos_w_timestamp, 1649168547247, 598.28, 137.09, 252.77, 2.1, 0.1, 3.06, tool_force, 0.49, -0.01, -0.45, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 51.23, joints_pos, 15.81, 45.22, -3.18, -82.46, -2.3, 46.26, 74.43, tool_torque, 0.097, 0.258, -0.097, tool_momentum, 0.088, 0.257, -0.097, robot_mode, normal, 
05/04/2022 15:23:58:443, robot_pos_w_timestamp, 1649168547556, 607.16, 139.55, 240.84, 2.09, 0.1, 3.06, tool_force, -0.73, -0.18, -0.45, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 49.16, joints_pos, 15.98, 47.37, -3.39, -80.52, -2.33, 46.2, 75.21, tool_torque, 0.039, 0.599, -0.19, tool_momentum, 0.039, 0.606, -0.19, robot_mode, normal, 
05/04/2022 15:23:58:590, robot_pos_w_timestamp, 1649168547705, 611.15, 142.34, 235.07, 2.09, 0.1, 3.06, tool_force, -0.46, -0.3, 0.16, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 51.38, joints_pos, 16.16, 48.43, -3.41, -79.52, -2.39, 46.19, 75.69, tool_torque, 0.031, 0.636, -0.196, tool_momentum, 0.013, 0.645, -0.199, robot_mode, normal, 
05/04/2022 15:23:58:740, robot_pos_w_timestamp, 1649168547857, 614.98, 146.01, 229.23, 2.08, 0.1, 3.06, tool_force, -1.01, -0.37, 0.02, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 51.51, joints_pos, 16.4, 49.48, -3.43, -78.53, -2.45, 46.19, 76.25, tool_torque, -0.034, 0.72, -0.235, tool_momentum, -0.049, 0.709, -0.234, robot_mode, normal, 
05/04/2022 15:23:58:890, robot_pos_w_timestamp, 1649168548005, 618.62, 150.48, 223.47, 2.08, 0.1, 3.06, tool_force, -1.46, -0.58, -0.12, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 49.21, joints_pos, 16.73, 50.55, -3.45, -77.48, -2.53, 46.19, 76.96, tool_torque, -0.094, 0.835, -0.284, tool_momentum, -0.099, 0.818, -0.281, robot_mode, normal, 
05/04/2022 15:23:59:044, robot_pos_w_timestamp, 1649168548158, 622.0, 155.98, 217.86, 2.07, 0.1, 3.06, tool_force, -1.34, -0.36, -0.01, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 57.6, joints_pos, 17.17, 51.58, -3.52, -76.44, -2.6, 46.22, 77.74, tool_torque, -0.122, 0.759, -0.297, tool_momentum, -0.122, 0.757, -0.297, robot_mode, normal, 
05/04/2022 15:23:59:193, robot_pos_w_timestamp, 1649168548309, 624.4, 161.88, 213.52, 2.07, 0.1, 3.06, tool_force, -1.4, 0.04, 0.55, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 47.74, joints_pos, 17.69, 52.42, -3.63, -75.57, -2.6, 46.23, 78.42, tool_torque, -0.132, 0.795, -0.311, tool_momentum, -0.149, 0.788, -0.31, robot_mode, normal, 
05/04/2022 15:23:59:347, robot_pos_w_timestamp, 1649168548458, 626.08, 167.65, 210.3, 2.07, 0.11, 3.06, tool_force, -1.08, -0.51, 0.36, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 46.16, joints_pos, 18.19, 53.05, -3.71, -74.89, -2.6, 46.23, 78.95, tool_torque, -0.174, 0.781, -0.318, tool_momentum, -0.155, 0.789, -0.32, robot_mode, normal, 
05/04/2022 15:23:59:493, robot_pos_w_timestamp, 1649168548607, 627.34, 173.38, 207.75, 2.07, 0.11, 3.06, tool_force, -1.08, -0.46, 0.29, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 44.71, joints_pos, 18.63, 53.59, -3.72, -74.28, -2.58, 46.23, 79.37, tool_torque, -0.13, 0.775, -0.337, tool_momentum, -0.13, 0.776, -0.337, robot_mode, normal, 
05/04/2022 15:23:59:645, robot_pos_w_timestamp, 1649168548758, 628.45, 179.12, 205.79, 2.07, 0.11, 3.06, tool_force, -0.46, -0.74, -0.17, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 40.84, joints_pos, 19.1, 54.05, -3.74, -73.7, -2.58, 46.23, 79.71, tool_torque, -0.19, 0.669, -0.305, tool_momentum, -0.188, 0.681, -0.307, robot_mode, normal, 
05/04/2022 15:23:59:792, robot_pos_w_timestamp, 1649168548906, 629.44, 184.9, 204.08, 2.08, 0.11, 3.05, tool_force, -0.8, -0.35, 0.41, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 39.59, joints_pos, 19.56, 54.48, -3.77, -73.15, -2.55, 46.23, 79.98, tool_torque, -0.107, 0.694, -0.3, tool_momentum, -0.102, 0.672, -0.3, robot_mode, normal, 
05/04/2022 15:23:59:945, robot_pos_w_timestamp, 1649168549057, 630.29, 190.68, 202.75, 2.08, 0.11, 3.05, tool_force, -1.02, -0.41, 0.22, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 39.93, joints_pos, 20.02, 54.86, -3.77, -72.62, -2.55, 46.23, 80.2, tool_torque, -0.139, 0.712, -0.286, tool_momentum, -0.145, 0.709, -0.286, robot_mode, normal, 
05/04/2022 15:24:00:093, robot_pos_w_timestamp, 1649168549207, 631.0, 196.5, 201.63, 2.09, 0.11, 3.05, tool_force, -0.61, -0.93, -0.18, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 37.99, joints_pos, 20.46, 55.21, -3.77, -72.12, -2.55, 46.24, 80.32, tool_torque, -0.215, 0.686, -0.283, tool_momentum, -0.212, 0.686, -0.283, robot_mode, normal, 
05/04/2022 15:24:00:250, robot_pos_w_timestamp, 1649168549357, 631.58, 202.29, 200.62, 2.09, 0.11, 3.04, tool_force, -0.85, -0.47, 0.16, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 38.87, joints_pos, 20.9, 55.54, -3.75, -71.63, -2.55, 46.24, 80.37, tool_torque, -0.094, 0.573, -0.242, tool_momentum, -0.081, 0.58, -0.244, robot_mode, normal, 
05/04/2022 15:24:00:397, robot_pos_w_timestamp, 1649168549505, 631.92, 208.04, 199.85, 2.1, 0.11, 3.04, tool_force, -0.71, -0.26, 0.36, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 35.36, joints_pos, 21.32, 55.82, -3.73, -71.2, -2.55, 46.24, 80.4, tool_torque, -0.097, 0.527, -0.234, tool_momentum, -0.108, 0.513, -0.232, robot_mode, normal, 
05/04/2022 15:24:00:550, robot_pos_w_timestamp, 1649168549657, 632.08, 213.81, 199.08, 2.11, 0.11, 3.04, tool_force, -0.74, -0.77, -0.21, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 36.38, joints_pos, 21.77, 56.1, -3.71, -70.78, -2.51, 46.24, 80.41, tool_torque, -0.149, 0.481, -0.179, tool_momentum, -0.152, 0.486, -0.179, robot_mode, normal, 
05/04/2022 15:24:00:698, robot_pos_w_timestamp, 1649168549806, 632.08, 219.64, 198.47, 2.12, 0.11, 3.04, tool_force, -0.52, -0.59, 0.08, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 35.55, joints_pos, 22.2, 56.35, -3.69, -70.39, -2.48, 46.24, 80.41, tool_torque, -0.116, 0.445, -0.158, tool_momentum, -0.116, 0.447, -0.158, robot_mode, normal, 
05/04/2022 15:24:00:852, robot_pos_w_timestamp, 1649168549959, 631.82, 225.56, 197.78, 2.12, 0.11, 3.03, tool_force, -0.77, -0.69, -0.03, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 37.8, joints_pos, 22.63, 56.59, -3.63, -70.03, -2.45, 46.24, 80.41, tool_torque, -0.123, 0.418, -0.089, tool_momentum, -0.118, 0.398, -0.089, robot_mode, normal, 
05/04/2022 15:24:01:150, robot_pos_w_timestamp, 1649168550258, 630.97, 237.1, 196.29, 2.14, 0.1, 3.03, tool_force, -0.12, -0.51, 0.1, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 42.12, joints_pos, 23.44, 57.05, -3.47, -69.34, -2.41, 46.24, 80.41, tool_torque, -0.074, 0.207, -0.02, tool_momentum, -0.081, 0.215, -0.02, robot_mode, normal, 
05/04/2022 15:24:01:303, robot_pos_w_timestamp, 1649168550408, 630.26, 242.96, 195.4, 2.15, 0.1, 3.03, tool_force, -0.51, -0.66, 0.28, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 39.3, joints_pos, 23.85, 57.29, -3.37, -69.02, -2.4, 46.24, 80.41, tool_torque, -0.133, 0.364, -0.034, tool_momentum, -0.136, 0.372, -0.034, robot_mode, normal, 
05/04/2022 15:24:01:454, robot_pos_w_timestamp, 1649168550558, 629.36, 248.71, 194.47, 2.15, 0.1, 3.03, tool_force, -0.8, -0.9, -0.05, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 40.14, joints_pos, 24.23, 57.5, -3.25, -68.73, -2.4, 46.24, 80.41, tool_torque, -0.126, 0.345, -0.0070, tool_momentum, -0.127, 0.319, -0.0030, robot_mode, normal, 
05/04/2022 15:24:01:610, robot_pos_w_timestamp, 1649168550707, 628.29, 254.48, 193.29, 2.16, 0.1, 3.03, tool_force, -0.6, -0.74, -0.01, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 40.44, joints_pos, 24.63, 57.74, -3.12, -68.45, -2.4, 46.24, 80.41, tool_torque, -0.064, 0.248, 0.017, tool_momentum, -0.062, 0.252, 0.017, robot_mode, normal, 
05/04/2022 15:24:01:764, robot_pos_w_timestamp, 1649168550858, 627.14, 260.21, 192.1, 2.17, 0.1, 3.02, tool_force, -0.62, -0.69, -0.28, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 48.11, joints_pos, 25.01, 57.97, -2.99, -68.17, -2.4, 46.23, 80.4, tool_torque, -0.041, 0.221, 0.034, tool_momentum, -0.028, 0.201, 0.037, robot_mode, normal, 
05/04/2022 15:24:01:906, robot_pos_w_timestamp, 1649168551009, 625.53, 266.13, 190.67, 2.18, 0.1, 3.02, tool_force, -0.13, -0.54, 0.06, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 44.06, joints_pos, 25.43, 58.2, -2.87, -67.96, -2.4, 46.23, 80.4, tool_torque, -0.022, 0.223, 0.029, tool_momentum, -0.014, 0.196, 0.031, robot_mode, normal, 
05/04/2022 15:24:02:056, robot_pos_w_timestamp, 1649168551159, 623.8, 271.89, 189.19, 2.19, 0.1, 3.02, tool_force, -0.21, -0.62, 0.08, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 46.98, joints_pos, 25.84, 58.42, -2.74, -67.76, -2.4, 46.22, 80.4, tool_torque, -0.062, 0.325, -0.011, tool_momentum, -0.066, 0.34, -0.011, robot_mode, normal, 
05/04/2022 15:24:02:208, robot_pos_w_timestamp, 1649168551310, 621.9, 277.7, 187.63, 2.2, 0.09, 3.02, tool_force, -0.98, -0.8, -0.1, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 38.88, joints_pos, 26.25, 58.64, -2.6, -67.58, -2.4, 46.21, 80.4, tool_torque, -0.066, 0.398, -0.0020, tool_momentum, -0.063, 0.384, -0.0020, robot_mode, normal, 
05/04/2022 15:24:02:359, robot_pos_w_timestamp, 1649168551461, 619.7, 283.51, 185.81, 2.21, 0.09, 3.03, tool_force, -0.12, -0.43, 0.02, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 43.14, joints_pos, 26.66, 58.87, -2.45, -67.41, -2.42, 46.21, 80.4, tool_torque, 0.0020, 0.198, 0.035, tool_momentum, 0.01, 0.182, 0.035, robot_mode, normal, 
05/04/2022 15:24:02:545, robot_pos_w_timestamp, 1649168551609, 617.16, 289.3, 183.92, 2.21, 0.09, 3.03, tool_force, 0.0, -0.35, 0.08, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 45.03, joints_pos, 27.09, 59.08, -2.31, -67.3, -2.42, 46.21, 80.4, tool_torque, 0.012, 0.183, 0.0, tool_momentum, -0.0050, 0.226, -0.0080, robot_mode, normal, 
