05/04/2022 15:37:14: File Created!
05/04/2022 15:37:14:174, robot_pos_w_timestamp, 1649169343288, 580.88, 303.88, 199.95, 2.3, 0.03, 3.02, tool_force, -0.44, -0.26, 0.01, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.02, joints_pos, 26.76, 54.5, 1.44, -73.72, -1.75, 44.67, 76.71, tool_torque, 0.073, 0.265, 0.033, tool_momentum, 0.073, 0.265, 0.033, robot_mode, normal, 
05/04/2022 15:38:14:090, robot_pos_w_timestamp, 1649169402446, 580.54, 181.56, 235.12, 2.15, 0.06, 3.11, tool_force, 0.76, 0.3, 0.27, actual_rep, 3, curr_step, 20, track_size, 84, robot_vel, 10.45, joints_pos, 19.31, 46.88, -2.08, -82.3, -1.72, 48.05, 75.59, tool_torque, 0.058, -0.259, 0.43, tool_momentum, 0.063, -0.252, 0.43, robot_mode, rotation_overlay, 
05/04/2022 15:38:14:240, robot_pos_w_timestamp, 1649169402595, 580.01, 180.4, 235.85, 2.24, 0.06, 3.11, tool_force, 0.8, 1.0, 0.17, actual_rep, 3, curr_step, 20, track_size, 84, robot_vel, 9.53, joints_pos, 19.0, 46.71, -1.77, -82.5, -1.9, 47.96, 70.51, tool_torque, 0.297, -0.347, 0.525, tool_momentum, 0.322, -0.368, 0.526, robot_mode, rotation_overlay, 
05/04/2022 15:38:14:542, robot_pos_w_timestamp, 1649169402893, 578.94, 177.79, 237.28, 2.39, 0.06, 3.12, tool_force, 0.38, 0.87, -0.11, actual_rep, 3, curr_step, 21, track_size, 84, robot_vel, 10.79, joints_pos, 18.46, 46.35, -1.32, -82.91, -2.09, 47.83, 61.64, tool_torque, 0.316, -0.219, 0.516, tool_momentum, 0.316, -0.222, 0.515, robot_mode, rotation_overlay, 
05/04/2022 15:38:14:693, robot_pos_w_timestamp, 1649169403044, 578.33, 176.55, 237.94, 2.42, 0.07, 3.12, tool_force, 0.24, 1.13, 0.32, actual_rep, 3, curr_step, 21, track_size, 84, robot_vel, 11.32, joints_pos, 18.45, 46.19, -1.4, -83.1, -2.15, 47.83, 60.04, tool_torque, 0.214, -0.099, 0.452, tool_momentum, 0.215, -0.096, 0.451, robot_mode, rotation_overlay, 
05/04/2022 15:38:14:892, robot_pos_w_timestamp, 1649169403219, 577.89, 176.1, 237.93, 2.42, 0.07, 3.12, tool_force, -0.09, 0.37, -0.32, actual_rep, 3, curr_step, 21, track_size, 84, robot_vel, 6.78, joints_pos, 18.45, 46.15, -1.44, -83.18, -2.15, 47.86, 59.94, tool_torque, 0.093, 0.112, 0.243, tool_momentum, 0.098, 0.112, 0.243, robot_mode, rotation_overlay, 
05/04/2022 15:38:15:040, robot_pos_w_timestamp, 1649169403370, 577.72, 174.93, 238.05, 2.4, 0.06, 3.12, tool_force, -0.51, 0.75, 0.29, actual_rep, 3, curr_step, 21, track_size, 84, robot_vel, 10.35, joints_pos, 18.35, 46.08, -1.5, -83.3, -1.79, 47.79, 61.27, tool_torque, 0.092, 0.243, -0.069, tool_momentum, 0.093, 0.246, -0.069, robot_mode, rotation_overlay, 
05/04/2022 15:38:15:192, robot_pos_w_timestamp, 1649169403517, 577.02, 173.7, 238.81, 2.33, 0.06, 3.12, tool_force, -0.56, 0.77, 0.22, actual_rep, 3, curr_step, 21, track_size, 84, robot_vel, 10.81, joints_pos, 18.37, 45.9, -1.68, -83.5, -1.63, 47.79, 64.69, tool_torque, 0.053, 0.303, -0.08, tool_momentum, 0.047, 0.306, -0.081, robot_mode, rotation_overlay, 
05/04/2022 15:38:15:344, robot_pos_w_timestamp, 1649169403667, 576.35, 172.57, 239.5, 2.24, 0.06, 3.11, tool_force, -0.9, 0.2, 0.45, actual_rep, 3, curr_step, 22, track_size, 84, robot_vel, 10.83, joints_pos, 18.48, 45.76, -1.94, -83.66, -1.49, 47.89, 69.87, tool_torque, -0.127, 0.432, -0.109, tool_momentum, -0.126, 0.421, -0.109, robot_mode, rotation_overlay, 
05/04/2022 15:38:15:494, robot_pos_w_timestamp, 1649169403816, 575.69, 171.55, 240.21, 2.16, 0.06, 3.11, tool_force, -0.73, 0.35, 0.54, actual_rep, 3, curr_step, 22, track_size, 84, robot_vel, 10.48, joints_pos, 18.54, 45.62, -2.1, -83.8, -1.47, 47.99, 74.69, tool_torque, -0.124, 0.474, -0.168, tool_momentum, -0.124, 0.471, -0.168, robot_mode, rotation_overlay, 
05/04/2022 15:38:15:642, robot_pos_w_timestamp, 1649169403967, 575.06, 170.38, 241.01, 2.1, 0.05, 3.11, tool_force, -0.37, 0.6, 0.44, actual_rep, 3, curr_step, 22, track_size, 84, robot_vel, 11.08, joints_pos, 18.46, 45.45, -2.12, -83.98, -1.44, 48.02, 77.46, tool_torque, -0.023, 0.369, -0.192, tool_momentum, -0.028, 0.365, -0.192, robot_mode, rotation_overlay, 
05/04/2022 15:38:15:792, robot_pos_w_timestamp, 1649169404117, 574.44, 169.28, 241.77, 2.08, 0.05, 3.11, tool_force, -0.13, 0.73, -0.02, actual_rep, 3, curr_step, 22, track_size, 84, robot_vel, 8.95, joints_pos, 18.32, 45.26, -2.04, -84.2, -1.41, 47.9, 78.36, tool_torque, 0.156, 0.118, -0.092, tool_momentum, 0.16, 0.112, -0.092, robot_mode, rotation_overlay, 
05/04/2022 15:38:15:950, robot_pos_w_timestamp, 1649169404249, 573.97, 169.05, 241.61, 2.08, 0.05, 3.11, tool_force, -0.01, 0.73, -0.12, actual_rep, 3, curr_step, 22, track_size, 84, robot_vel, 6.77, joints_pos, 18.26, 45.22, -1.98, -84.3, -1.41, 47.85, 78.36, tool_torque, 0.201, -0.013, 0.063, tool_momentum, 0.206, -0.017, 0.066, robot_mode, normal, 
05/04/2022 15:38:16:097, robot_pos_w_timestamp, 1649169404399, 573.48, 167.82, 241.99, 2.11, 0.05, 3.11, tool_force, 0.84, 1.24, 0.95, actual_rep, 3, curr_step, 22, track_size, 84, robot_vel, 10.39, joints_pos, 18.2, 45.12, -2.01, -84.43, -1.53, 47.92, 76.86, tool_torque, 0.159, -0.188, 0.347, tool_momentum, 0.142, -0.192, 0.35, robot_mode, normal, 
05/04/2022 15:38:16:249, robot_pos_w_timestamp, 1649169404548, 572.45, 166.48, 243.1, 2.17, 0.06, 3.11, tool_force, 1.08, 0.97, 0.21, actual_rep, 3, curr_step, 22, track_size, 84, robot_vel, 12.72, joints_pos, 17.98, 44.85, -1.83, -84.73, -1.65, 47.86, 73.38, tool_torque, 0.262, -0.302, 0.449, tool_momentum, 0.262, -0.309, 0.451, robot_mode, normal, 
05/04/2022 15:38:16:399, robot_pos_w_timestamp, 1649169404697, 570.51, 163.5, 245.27, 2.23, 0.05, 3.12, tool_force, 0.7, 2.57, 1.58, actual_rep, 3, curr_step, 23, track_size, 84, robot_vel, 39.84, joints_pos, 17.6, 44.36, -1.63, -85.25, -1.69, 47.91, 69.7, tool_torque, 0.379, -0.306, 0.499, tool_momentum, 0.348, -0.29, 0.499, robot_mode, normal, 
05/04/2022 15:38:16:554, robot_pos_w_timestamp, 1649169404850, 566.4, 158.57, 249.33, 2.26, 0.05, 3.12, tool_force, 1.92, 0.6, -0.49, actual_rep, 3, curr_step, 24, track_size, 84, robot_vel, 49.34, joints_pos, 17.12, 43.4, -1.46, -86.32, -1.69, 47.83, 67.68, tool_torque, 0.278, -0.595, 0.565, tool_momentum, 0.278, -0.579, 0.565, robot_mode, normal, 
05/04/2022 15:38:16:703, robot_pos_w_timestamp, 1649169404997, 560.56, 153.28, 255.48, 2.26, 0.05, 3.12, tool_force, 0.21, 1.33, 0.3, actual_rep, 3, curr_step, 25, track_size, 84, robot_vel, 68.84, joints_pos, 16.68, 42.05, -1.36, -87.67, -1.61, 47.92, 67.05, tool_torque, 0.253, -0.269, 0.458, tool_momentum, 0.249, -0.273, 0.459, robot_mode, normal, 
05/04/2022 15:38:16:854, robot_pos_w_timestamp, 1649169405148, 555.17, 149.29, 260.98, 2.26, 0.05, 3.12, tool_force, 0.95, 0.69, -0.02, actual_rep, 3, curr_step, 26, track_size, 84, robot_vel, 55.11, joints_pos, 16.31, 40.88, -1.19, -88.84, -1.58, 47.92, 66.68, tool_torque, 0.177, -0.389, 0.491, tool_momentum, 0.177, -0.404, 0.491, robot_mode, normal, 
05/04/2022 15:38:17:008, robot_pos_w_timestamp, 1649169405296, 550.12, 146.35, 266.91, 2.27, 0.05, 3.12, tool_force, 0.54, 0.6, 0.57, actual_rep, 3, curr_step, 27, track_size, 84, robot_vel, 60.33, joints_pos, 15.97, 39.71, -0.97, -89.89, -1.58, 48.04, 66.38, tool_torque, 0.122, -0.376, 0.471, tool_momentum, 0.115, -0.367, 0.471, robot_mode, normal, 
05/04/2022 15:38:17:156, robot_pos_w_timestamp, 1649169405450, 545.45, 144.16, 272.74, 2.27, 0.04, 3.12, tool_force, 0.58, 0.82, 0.36, actual_rep, 3, curr_step, 28, track_size, 84, robot_vel, 47.59, joints_pos, 15.71, 38.62, -0.75, -90.79, -1.6, 48.2, 66.18, tool_torque, 0.164, -0.358, 0.457, tool_momentum, 0.146, -0.342, 0.453, robot_mode, normal, 
05/04/2022 15:38:17:305, robot_pos_w_timestamp, 1649169405598, 541.09, 142.59, 278.47, 2.27, 0.04, 3.11, tool_force, 0.46, 0.78, 0.67, actual_rep, 3, curr_step, 29, track_size, 84, robot_vel, 54.54, joints_pos, 15.52, 37.58, -0.56, -91.59, -1.63, 48.42, 66.02, tool_torque, 0.088, -0.342, 0.456, tool_momentum, 0.096, -0.354, 0.458, robot_mode, normal, 
05/04/2022 15:38:17:459, robot_pos_w_timestamp, 1649169405748, 536.82, 141.54, 284.22, 2.27, 0.04, 3.11, tool_force, 0.88, 0.78, 0.33, actual_rep, 3, curr_step, 30, track_size, 84, robot_vel, 44.56, joints_pos, 15.4, 36.55, -0.39, -92.33, -1.65, 48.7, 65.91, tool_torque, 0.07, -0.381, 0.443, tool_momentum, 0.062, -0.36, 0.442, robot_mode, normal, 
05/04/2022 15:38:17:655, robot_pos_w_timestamp, 1649169405939, 531.37, 140.86, 291.64, 2.27, 0.04, 3.11, tool_force, 0.39, 0.99, 0.54, actual_rep, 3, curr_step, 31, track_size, 84, robot_vel, 44.25, joints_pos, 15.32, 35.29, -0.21, -93.18, -1.68, 49.17, 65.86, tool_torque, 0.087, -0.314, 0.425, tool_momentum, 0.088, -0.31, 0.425, robot_mode, sine_overlay, 
05/04/2022 15:38:17:803, robot_pos_w_timestamp, 1649169406068, 529.59, 140.4, 292.98, 2.28, 0.04, 3.11, tool_force, 0.04, 1.55, 0.89, actual_rep, 3, curr_step, 31, track_size, 84, robot_vel, 5.78, joints_pos, 15.29, 34.99, -0.18, -93.49, -1.68, 49.08, 65.82, tool_torque, 0.43, -0.018, 0.326, tool_momentum, 0.543, 0.036, 0.324, robot_mode, sine_overlay, 
05/04/2022 15:38:17:948, robot_pos_w_timestamp, 1649169406217, 529.59, 141.59, 293.12, 2.28, 0.04, 3.11, tool_force, -2.02, 2.18, 2.56, actual_rep, 3, curr_step, 31, track_size, 84, robot_vel, 27.36, joints_pos, 15.3, 35.01, -0.04, -93.4, -1.67, 49.2, 65.87, tool_torque, 0.164, 0.167, 0.182, tool_momentum, 0.145, 0.123, 0.183, robot_mode, sine_overlay, 
05/04/2022 15:38:18:105, robot_pos_w_timestamp, 1649169406369, 528.51, 143.75, 299.29, 2.28, 0.04, 3.11, tool_force, 0.71, -1.63, -0.99, actual_rep, 3, curr_step, 32, track_size, 84, robot_vel, 33.08, joints_pos, 15.38, 34.43, 0.15, -93.29, -1.66, 49.97, 65.95, tool_torque, -0.333, -0.118, 0.129, tool_momentum, -0.339, -0.117, 0.13, robot_mode, sine_overlay, 
05/04/2022 15:38:18:257, robot_pos_w_timestamp, 1649169406521, 526.21, 143.11, 300.22, 2.28, 0.04, 3.12, tool_force, -0.8, 1.56, 1.89, actual_rep, 3, curr_step, 32, track_size, 84, robot_vel, 27.25, joints_pos, 15.39, 34.12, 0.15, -93.64, -1.73, 50.18, 65.93, tool_torque, 0.075, 0.095, 0.206, tool_momentum, 0.085, 0.098, 0.206, robot_mode, sine_overlay, 
05/04/2022 15:38:18:432, robot_pos_w_timestamp, 1649169406671, 519.5, 139.78, 304.72, 2.28, 0.04, 3.12, tool_force, 0.85, -0.19, -1.23, actual_rep, 3, curr_step, 33, track_size, 84, robot_vel, 69.08, joints_pos, 15.28, 32.77, 0.14, -95.14, -1.81, 50.06, 65.77, tool_torque, 0.118, -0.169, 0.382, tool_momentum, 0.134, -0.151, 0.382, robot_mode, sine_overlay, 
05/04/2022 15:38:18:561, robot_pos_w_timestamp, 1649169406821, 513.94, 139.13, 308.57, 2.28, 0.04, 3.11, tool_force, 0.49, 0.54, -0.04, actual_rep, 3, curr_step, 33, track_size, 84, robot_vel, 55.26, joints_pos, 15.23, 31.86, 0.28, -95.94, -1.77, 49.86, 65.69, tool_torque, 0.258, -0.218, 0.408, tool_momentum, 0.267, -0.224, 0.408, robot_mode, sine_overlay, 
05/04/2022 15:38:18:711, robot_pos_w_timestamp, 1649169406970, 512.47, 142.85, 314.12, 2.29, 0.03, 3.11, tool_force, -0.94, 1.06, 1.36, actual_rep, 3, curr_step, 34, track_size, 84, robot_vel, 44.21, joints_pos, 15.31, 31.32, 0.67, -95.85, -1.73, 50.4, 65.8, tool_torque, 0.043, 0.05, 0.165, tool_momentum, 0.039, 0.057, 0.165, robot_mode, sine_overlay, 
05/04/2022 15:38:18:862, robot_pos_w_timestamp, 1649169407120, 513.15, 148.64, 320.04, 2.29, 0.03, 3.11, tool_force, -0.33, -0.44, 0.39, actual_rep, 3, curr_step, 35, track_size, 84, robot_vel, 55.54, joints_pos, 15.64, 31.15, 0.98, -95.05, -1.77, 51.74, 66.07, tool_torque, -0.252, 0.063, 0.0060, tool_momentum, -0.268, 0.065, 0.0050, robot_mode, sine_overlay, 
05/04/2022 15:38:19:026, robot_pos_w_timestamp, 1649169407268, 511.23, 149.51, 322.1, 2.3, 0.03, 3.12, tool_force, -0.03, 0.3, -0.07, actual_rep, 3, curr_step, 35, track_size, 84, robot_vel, 17.96, joints_pos, 15.92, 30.86, 0.85, -95.2, -1.92, 52.27, 66.26, tool_torque, -0.088, 0.249, 0.0020, tool_momentum, -0.081, 0.261, 0.0020, robot_mode, sine_overlay, 
05/04/2022 15:38:19:166, robot_pos_w_timestamp, 1649169407420, 507.06, 146.57, 321.48, 2.3, 0.03, 3.13, tool_force, -1.53, 1.82, 1.96, actual_rep, 3, curr_step, 36, track_size, 84, robot_vel, 43.04, joints_pos, 15.84, 30.4, 0.75, -96.04, -1.91, 52.1, 65.99, tool_torque, 0.207, 0.307, 0.271, tool_momentum, 0.202, 0.318, 0.269, robot_mode, sine_overlay, 
05/04/2022 15:38:19:317, robot_pos_w_timestamp, 1649169407571, 500.18, 148.47, 327.78, 2.3, 0.03, 3.12, tool_force, -0.18, -1.47, -2.17, actual_rep, 3, curr_step, 37, track_size, 84, robot_vel, 63.98, joints_pos, 15.85, 29.07, 1.17, -97.07, -1.83, 51.98, 65.98, tool_torque, -0.134, -0.041, 0.194, tool_momentum, -0.135, -0.06, 0.194, robot_mode, sine_overlay, 
05/04/2022 15:38:19:489, robot_pos_w_timestamp, 1649169407711, 499.09, 149.92, 327.22, 2.3, 0.03, 3.12, tool_force, -0.34, -0.18, 0.62, actual_rep, 3, curr_step, 37, track_size, 84, robot_vel, 17.42, joints_pos, 15.99, 29.12, 1.22, -97.1, -1.85, 52.02, 66.14, tool_torque, -0.047, 0.332, 0.02, tool_momentum, 0.0070, 0.346, 0.019, robot_mode, sine_overlay, 
05/04/2022 15:38:19:621, robot_pos_w_timestamp, 1649169407855, 498.49, 150.95, 329.1, 2.31, 0.03, 3.12, tool_force, -2.12, 0.73, 1.54, actual_rep, 3, curr_step, 37, track_size, 84, robot_vel, 51.96, joints_pos, 16.02, 28.92, 1.35, -97.05, -1.85, 52.39, 66.13, tool_torque, -0.037, 0.307, 0.096, tool_momentum, -0.04, 0.288, 0.096, robot_mode, normal, 
05/04/2022 15:38:19:777, robot_pos_w_timestamp, 1649169408006, 494.83, 154.88, 334.85, 2.32, 0.02, 3.12, tool_force, -1.19, 0.69, 1.19, actual_rep, 3, curr_step, 38, track_size, 84, robot_vel, 52.15, joints_pos, 16.26, 28.11, 1.71, -97.32, -1.91, 52.79, 66.19, tool_torque, -0.112, 0.238, 0.039, tool_momentum, -0.117, 0.228, 0.039, robot_mode, normal, 
05/04/2022 15:38:19:930, robot_pos_w_timestamp, 1649169408154, 490.18, 160.42, 340.06, 2.32, 0.03, 3.11, tool_force, -0.92, 0.05, 0.46, actual_rep, 3, curr_step, 40, track_size, 84, robot_vel, 55.07, joints_pos, 16.77, 27.31, 1.98, -97.69, -1.98, 52.96, 66.57, tool_torque, -0.061, 0.24, -0.036, tool_momentum, -0.05, 0.252, -0.036, robot_mode, normal, 
05/04/2022 15:38:20:080, robot_pos_w_timestamp, 1649169408308, 486.26, 166.43, 344.19, 2.33, 0.03, 3.11, tool_force, -1.96, 0.85, 0.93, actual_rep, 3, curr_step, 41, track_size, 84, robot_vel, 53.72, joints_pos, 17.4, 26.67, 2.14, -97.98, -1.95, 52.97, 67.05, tool_torque, -0.076, 0.393, -0.1, tool_momentum, -0.078, 0.396, -0.1, robot_mode, normal, 
05/04/2022 15:38:20:267, robot_pos_w_timestamp, 1649169408457, 482.61, 172.23, 347.66, 2.33, 0.03, 3.1, tool_force, -1.34, 0.47, 0.55, actual_rep, 3, curr_step, 42, track_size, 84, robot_vel, 49.89, joints_pos, 18.03, 26.12, 2.26, -98.22, -1.89, 52.97, 67.55, tool_torque, -0.096, 0.287, -0.091, tool_momentum, -0.096, 0.289, -0.091, robot_mode, normal, 
05/04/2022 15:38:20:378, robot_pos_w_timestamp, 1649169408602, 479.16, 178.01, 350.61, 2.33, 0.03, 3.1, tool_force, -1.51, 0.44, 0.48, actual_rep, 3, curr_step, 43, track_size, 84, robot_vel, 47.48, joints_pos, 18.6, 25.68, 2.42, -98.41, -1.87, 52.97, 68.13, tool_torque, -0.099, 0.309, -0.064, tool_momentum, -0.097, 0.306, -0.064, robot_mode, normal, 
05/04/2022 15:38:20:573, robot_pos_w_timestamp, 1649169408759, 475.74, 184.07, 353.32, 2.33, 0.03, 3.09, tool_force, -1.17, 0.4, 0.33, actual_rep, 3, curr_step, 44, track_size, 84, robot_vel, 40.52, joints_pos, 19.2, 25.27, 2.62, -98.57, -1.87, 52.97, 68.88, tool_torque, -0.065, 0.245, -0.051, tool_momentum, -0.054, 0.22, -0.049, robot_mode, normal, 
05/04/2022 15:38:20:689, robot_pos_w_timestamp, 1649169408902, 472.81, 189.59, 355.3, 2.33, 0.03, 3.09, tool_force, -1.47, 0.51, 0.28, actual_rep, 3, curr_step, 44, track_size, 84, robot_vel, 43.5, joints_pos, 19.75, 24.99, 2.78, -98.66, -1.86, 52.97, 69.67, tool_torque, -0.068, 0.343, -0.084, tool_momentum, -0.064, 0.343, -0.084, robot_mode, normal, 
05/04/2022 15:38:20:833, robot_pos_w_timestamp, 1649169409052, 469.97, 195.4, 357.08, 2.33, 0.03, 3.08, tool_force, -1.41, 0.74, 0.47, actual_rep, 3, curr_step, 45, track_size, 84, robot_vel, 42.73, joints_pos, 20.34, 24.75, 2.94, -98.73, -1.86, 52.97, 70.59, tool_torque, -0.039, 0.312, -0.088, tool_momentum, -0.043, 0.315, -0.089, robot_mode, normal, 
05/04/2022 15:38:20:988, robot_pos_w_timestamp, 1649169409203, 467.33, 201.31, 358.5, 2.32, 0.03, 3.08, tool_force, -1.27, 0.37, 0.26, actual_rep, 3, curr_step, 46, track_size, 84, robot_vel, 44.19, joints_pos, 20.96, 24.58, 3.06, -98.74, -1.86, 52.95, 71.63, tool_torque, 0.01, 0.329, -0.082, tool_momentum, 0.012, 0.328, -0.082, robot_mode, normal, 
05/04/2022 15:38:21:139, robot_pos_w_timestamp, 1649169409356, 465.06, 207.13, 359.44, 2.32, 0.03, 3.08, tool_force, -1.14, -0.31, -0.37, actual_rep, 3, curr_step, 47, track_size, 84, robot_vel, 39.17, joints_pos, 21.6, 24.49, 3.12, -98.73, -1.87, 52.85, 72.72, tool_torque, -0.018, 0.395, -0.089, tool_momentum, -0.014, 0.395, -0.089, robot_mode, normal, 
05/04/2022 15:38:21:292, robot_pos_w_timestamp, 1649169409507, 463.47, 212.89, 359.58, 2.31, 0.03, 3.07, tool_force, -1.28, -0.24, 0.09, actual_rep, 3, curr_step, 50, track_size, 84, robot_vel, 44.8, joints_pos, 22.27, 24.53, 3.13, -98.66, -1.97, 52.62, 73.92, tool_torque, 0.014, 0.443, -0.086, tool_momentum, 0.017, 0.437, -0.086, robot_mode, normal, 
05/04/2022 15:38:21:442, robot_pos_w_timestamp, 1649169409655, 463.46, 218.52, 357.87, 2.3, 0.03, 3.07, tool_force, -0.69, -1.02, -0.59, actual_rep, 3, curr_step, 53, track_size, 84, robot_vel, 38.85, joints_pos, 22.95, 24.93, 3.05, -98.34, -2.18, 52.45, 74.97, tool_torque, -0.102, 0.531, -0.145, tool_momentum, -0.09, 0.527, -0.143, robot_mode, normal, 
05/04/2022 15:38:21:598, robot_pos_w_timestamp, 1649169409806, 466.18, 223.22, 355.77, 2.3, 0.03, 3.07, tool_force, 0.14, -0.46, -0.23, actual_rep, 3, curr_step, 56, track_size, 84, robot_vel, 37.37, joints_pos, 23.65, 25.64, 2.68, -97.63, -2.35, 52.44, 75.5, tool_torque, -0.157, 0.393, -0.12, tool_momentum, -0.166, 0.391, -0.11, robot_mode, normal, 
05/04/2022 15:38:21:751, robot_pos_w_timestamp, 1649169409962, 467.54, 224.07, 356.36, 2.3, 0.03, 3.07, tool_force, 0.26, -1.22, -0.4, actual_rep, 3, curr_step, 58, track_size, 84, robot_vel, 8.66, joints_pos, 24.02, 25.79, 2.26, -97.28, -2.14, 52.77, 75.43, tool_torque, -0.245, 0.173, 0.092, tool_momentum, -0.193, 0.183, 0.091, robot_mode, normal, 
05/04/2022 15:38:21:902, robot_pos_w_timestamp, 1649169410111, 466.62, 223.74, 356.96, 2.3, 0.03, 3.07, tool_force, -0.68, 0.6, 0.3, actual_rep, 3, curr_step, 61, track_size, 84, robot_vel, 10.49, joints_pos, 24.11, 25.61, 2.14, -97.46, -2.06, 52.69, 75.37, tool_torque, 0.074, 0.293, 0.134, tool_momentum, 0.07, 0.289, 0.135, robot_mode, normal, 
05/04/2022 15:38:22:055, robot_pos_w_timestamp, 1649169410261, 466.52, 223.74, 356.87, 2.3, 0.03, 3.07, tool_force, -0.3, 0.46, 0.02, actual_rep, 3, curr_step, 64, track_size, 84, robot_vel, 0.87, joints_pos, 24.12, 25.6, 2.14, -97.49, -2.05, 52.65, 75.37, tool_torque, 0.049, 0.181, 0.156, tool_momentum, 0.043, 0.179, 0.156, robot_mode, normal, 
05/04/2022 15:38:22:203, robot_pos_w_timestamp, 1649169410410, 466.7, 223.85, 356.8, 2.3, 0.03, 3.07, tool_force, 0.03, -0.24, -0.09, actual_rep, 3, curr_step, 67, track_size, 84, robot_vel, 2.36, joints_pos, 24.12, 25.63, 2.14, -97.45, -2.03, 52.65, 75.36, tool_torque, -0.039, 0.124, 0.169, tool_momentum, -0.038, 0.124, 0.169, robot_mode, normal, 
05/04/2022 15:38:22:353, robot_pos_w_timestamp, 1649169410560, 466.71, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, 0.0, 0.02, 0.07, actual_rep, 3, curr_step, 69, track_size, 84, robot_vel, 0.11, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.36, tool_torque, -0.012, 0.139, 0.168, tool_momentum, -0.012, 0.139, 0.168, robot_mode, normal, 
05/04/2022 15:38:22:506, robot_pos_w_timestamp, 1649169410708, 466.71, 223.85, 356.73, 2.3, 0.03, 3.07, tool_force, -0.04, -0.02, 0.07, actual_rep, 3, curr_step, 72, track_size, 84, robot_vel, 0.05, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.024, 0.146, 0.165, tool_momentum, -0.024, 0.146, 0.165, robot_mode, normal, 
05/04/2022 15:38:22:658, robot_pos_w_timestamp, 1649169410858, 466.71, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, -0.08, -0.09, 0.04, actual_rep, 3, curr_step, 75, track_size, 84, robot_vel, 0.01, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.027, 0.15, 0.165, tool_momentum, -0.026, 0.149, 0.165, robot_mode, normal, 
05/04/2022 15:38:22:825, robot_pos_w_timestamp, 1649169411007, 466.72, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, -0.05, -0.03, 0.07, actual_rep, 3, curr_step, 77, track_size, 84, robot_vel, 0.04, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.021, 0.149, 0.162, tool_momentum, -0.021, 0.153, 0.162, robot_mode, normal, 
05/04/2022 15:38:22:958, robot_pos_w_timestamp, 1649169411156, 466.72, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, -0.06, 0.0, 0.08, actual_rep, 3, curr_step, 80, track_size, 84, robot_vel, 0.01, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.021, 0.152, 0.162, tool_momentum, -0.021, 0.152, 0.162, robot_mode, normal, 
05/04/2022 15:38:23:110, robot_pos_w_timestamp, 1649169411307, 466.72, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, -0.07, -0.05, 0.06, actual_rep, 3, curr_step, 83, track_size, 84, robot_vel, 0.01, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.026, 0.154, 0.161, tool_momentum, -0.025, 0.155, 0.161, robot_mode, normal, 
05/04/2022 15:38:23:257, robot_pos_w_timestamp, 1649169411457, 466.72, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, -0.07, -0.03, 0.08, actual_rep, 3, curr_step, 84, track_size, 84, robot_vel, 0.01, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.026, 0.156, 0.161, tool_momentum, -0.025, 0.155, 0.161, robot_mode, normal, 
05/04/2022 15:38:23:424, robot_pos_w_timestamp, 1649169411603, 466.72, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, -0.07, -0.02, 0.08, actual_rep, 3, curr_step, 84, track_size, 84, robot_vel, 0.02, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.026, 0.156, 0.161, tool_momentum, -0.025, 0.155, 0.161, robot_mode, normal, 
05/04/2022 15:38:23:558, robot_pos_w_timestamp, 1649169411754, 466.72, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, -0.08, -0.03, 0.08, actual_rep, 3, curr_step, 84, track_size, 84, robot_vel, 0.0, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.027, 0.159, 0.16, tool_momentum, -0.027, 0.158, 0.16, robot_mode, normal, 
05/04/2022 15:38:23:750, robot_pos_w_timestamp, 1649169411903, 466.72, 223.85, 356.74, 2.3, 0.03, 3.07, tool_force, -0.08, -0.03, 0.07, actual_rep, 3, curr_step, 84, track_size, 84, robot_vel, 0.0, joints_pos, 24.12, 25.64, 2.14, -97.45, -2.03, 52.65, 75.35, tool_torque, -0.027, 0.159, 0.159, tool_momentum, -0.027, 0.158, 0.159, robot_mode, normal, 
