30/03/2022 10:43:23: File Created!
30/03/2022 10:43:23:374, robot_pos_w_timestamp, 1648629717651, 571.31, 339.04, 192.96, 2.29, 0.02, 3.07, tool_force, -0.37, -0.02, 0.26, actual_rep, 1, curr_step, 1, track_size, 67, robot_vel, 44.03, joints_pos, 41.12, 58.29, -18.28, -69.99, 19.69, 50.38, 68.29, tool_torque, -0.0040, -0.077, 0.091, tool_momentum, -0.0040, -0.077, 0.091, robot_mode, normal, 
30/03/2022 10:43:33:078, robot_pos_w_timestamp, 1648629727229, 625.87, 139.81, 271.99, 2.05, 0.1, 3.09, tool_force, -16.01, 7.45, -26.53, actual_rep, 1, curr_step, 18, track_size, 67, robot_vel, 37.81, joints_pos, 29.64, 50.18, -26.88, -75.11, 18.98, 54.77, 64.08, tool_torque, -0.154, -0.899, 0.302, tool_momentum, -0.15, -0.9, 0.302, robot_mode, impedance, 
30/03/2022 10:43:33:279, robot_pos_w_timestamp, 1648629727379, 624.34, 144.73, 271.2, 2.05, 0.1, 3.09, tool_force, -12.76, 7.56, -26.41, actual_rep, 1, curr_step, 18, track_size, 67, robot_vel, 37.52, joints_pos, 30.11, 50.21, -26.86, -75.19, 18.97, 54.75, 64.52, tool_torque, -0.11, -0.809, 0.256, tool_momentum, -0.081, -0.828, 0.258, robot_mode, impedance, 
30/03/2022 10:43:33:382, robot_pos_w_timestamp, 1648629727527, 621.87, 149.5, 269.91, 2.05, 0.1, 3.09, tool_force, -11.22, 8.46, -25.1, actual_rep, 1, curr_step, 18, track_size, 67, robot_vel, 39.05, joints_pos, 30.64, 50.17, -26.86, -75.5, 18.99, 54.56, 65.0, tool_torque, 0.117, -0.732, 0.327, tool_momentum, 0.123, -0.727, 0.326, robot_mode, impedance, 
30/03/2022 10:43:33:581, robot_pos_w_timestamp, 1648629727677, 619.32, 151.25, 267.79, 2.05, 0.1, 3.09, tool_force, -10.03, 6.95, -20.77, actual_rep, 1, curr_step, 18, track_size, 67, robot_vel, 32.47, joints_pos, 30.97, 50.16, -26.94, -75.94, 19.05, 54.34, 65.16, tool_torque, 0.073, -0.411, 0.321, tool_momentum, 0.082, -0.431, 0.324, robot_mode, impedance, 
30/03/2022 10:43:33:684, robot_pos_w_timestamp, 1648629727828, 613.34, 154.85, 261.09, 2.05, 0.09, 3.1, tool_force, -4.07, 1.98, -13.29, actual_rep, 1, curr_step, 18, track_size, 67, robot_vel, 75.62, joints_pos, 31.35, 50.15, -26.61, -77.03, 19.37, 53.65, 65.25, tool_torque, 0.143, -0.333, 0.375, tool_momentum, 0.14, -0.333, 0.375, robot_mode, impedance, 
30/03/2022 10:43:33:889, robot_pos_w_timestamp, 1648629727978, 606.29, 157.4, 253.98, 2.05, 0.09, 3.1, tool_force, -2.56, 0.55, -6.08, actual_rep, 1, curr_step, 18, track_size, 67, robot_vel, 64.05, joints_pos, 31.91, 50.03, -26.46, -78.53, 19.47, 52.4, 65.46, tool_torque, 0.362, -0.169, 0.403, tool_momentum, 0.348, -0.167, 0.403, robot_mode, impedance, 
30/03/2022 10:43:33:974, robot_pos_w_timestamp, 1648629728130, 600.41, 159.27, 250.01, 2.05, 0.09, 3.1, tool_force, -0.73, -0.83, -2.81, actual_rep, 1, curr_step, 18, track_size, 67, robot_vel, 44.92, joints_pos, 32.42, 49.79, -26.45, -79.73, 19.62, 51.51, 65.51, tool_torque, 0.46, -0.065, 0.339, tool_momentum, 0.485, -0.068, 0.339, robot_mode, impedance, 
30/03/2022 10:43:34:189, robot_pos_w_timestamp, 1648629728278, 596.32, 161.0, 248.87, 2.05, 0.09, 3.1, tool_force, 0.39, -0.48, -1.05, actual_rep, 1, curr_step, 19, track_size, 67, robot_vel, 25.33, joints_pos, 32.84, 49.47, -26.48, -80.54, 19.71, 50.97, 65.68, tool_torque, 0.521, -0.017, 0.315, tool_momentum, 0.522, -0.018, 0.316, robot_mode, impedance, 
30/03/2022 10:43:34:289, robot_pos_w_timestamp, 1648629728429, 593.19, 159.87, 254.23, 2.05, 0.09, 3.09, tool_force, 0.74, -0.43, -0.05, actual_rep, 1, curr_step, 19, track_size, 67, robot_vel, 47.43, joints_pos, 33.05, 48.58, -26.69, -81.31, 19.82, 50.97, 65.71, tool_torque, 0.444, 0.088, 0.319, tool_momentum, 0.423, 0.097, 0.319, robot_mode, impedance, 
30/03/2022 10:43:34:492, robot_pos_w_timestamp, 1648629728578, 589.19, 157.9, 256.5, 2.04, 0.09, 3.09, tool_force, 0.58, -0.38, -0.2, actual_rep, 1, curr_step, 20, track_size, 67, robot_vel, 28.37, joints_pos, 33.06, 47.84, -26.61, -82.27, 19.79, 50.57, 65.59, tool_torque, 0.63, -0.105, 0.506, tool_momentum, 0.623, -0.109, 0.508, robot_mode, impedance, 
30/03/2022 10:43:34:592, robot_pos_w_timestamp, 1648629728727, 587.08, 156.36, 261.83, 2.04, 0.08, 3.08, tool_force, 0.92, -0.57, -0.64, actual_rep, 1, curr_step, 21, track_size, 67, robot_vel, 46.61, joints_pos, 33.06, 47.0, -26.61, -82.85, 19.71, 50.54, 65.53, tool_torque, 0.427, -0.306, 0.546, tool_momentum, 0.439, -0.311, 0.546, robot_mode, impedance, 
30/03/2022 10:43:34:783, robot_pos_w_timestamp, 1648629728878, 584.12, 155.16, 266.06, 2.04, 0.08, 3.08, tool_force, 0.87, -0.37, 0.3, actual_rep, 1, curr_step, 21, track_size, 67, robot_vel, 32.95, joints_pos, 33.05, 46.23, -26.55, -83.46, 19.64, 50.65, 65.51, tool_torque, 0.289, -0.37, 0.575, tool_momentum, 0.297, -0.373, 0.575, robot_mode, impedance, 
30/03/2022 10:43:34:899, robot_pos_w_timestamp, 1648629729031, 581.63, 154.01, 271.85, 2.04, 0.08, 3.08, tool_force, 0.55, -0.26, 1.07, actual_rep, 1, curr_step, 22, track_size, 67, robot_vel, 45.37, joints_pos, 33.05, 45.38, -26.56, -83.94, 19.59, 50.97, 65.28, tool_torque, 0.188, -0.358, 0.622, tool_momentum, 0.204, -0.41, 0.63, robot_mode, normal, 
30/03/2022 10:43:35:054, robot_pos_w_timestamp, 1648629729182, 578.71, 152.22, 278.55, 2.04, 0.07, 3.08, tool_force, 0.77, 0.46, 0.6, actual_rep, 1, curr_step, 22, track_size, 67, robot_vel, 50.0, joints_pos, 32.95, 44.41, -26.53, -84.44, 19.68, 51.53, 64.96, tool_torque, 0.219, -0.699, 0.537, tool_momentum, 0.211, -0.701, 0.535, robot_mode, normal, 
30/03/2022 10:43:35:204, robot_pos_w_timestamp, 1648629729332, 575.52, 151.82, 284.34, 2.04, 0.06, 3.08, tool_force, 0.07, 0.9, 0.57, actual_rep, 1, curr_step, 23, track_size, 67, robot_vel, 41.12, joints_pos, 32.96, 43.54, -26.47, -84.9, 19.68, 52.11, 64.87, tool_torque, 0.07, -0.568, 0.439, tool_momentum, 0.067, -0.566, 0.439, robot_mode, normal, 
30/03/2022 10:43:35:328, robot_pos_w_timestamp, 1648629729481, 571.93, 151.76, 290.22, 2.04, 0.05, 3.08, tool_force, -0.33, 1.34, 0.54, actual_rep, 1, curr_step, 24, track_size, 67, robot_vel, 44.42, joints_pos, 33.01, 42.66, -26.39, -85.36, 19.64, 52.73, 64.87, tool_torque, 0.048, -0.342, 0.388, tool_momentum, 0.045, -0.323, 0.389, robot_mode, normal, 
30/03/2022 10:43:35:505, robot_pos_w_timestamp, 1648629729631, 568.2, 152.24, 295.96, 2.04, 0.04, 3.09, tool_force, -0.54, 0.97, 0.85, actual_rep, 1, curr_step, 24, track_size, 67, robot_vel, 43.67, joints_pos, 33.09, 41.75, -26.28, -85.84, 19.6, 53.3, 64.87, tool_torque, 0.0040, -0.218, 0.339, tool_momentum, 0.0020, -0.221, 0.339, robot_mode, normal, 
30/03/2022 10:43:35:705, robot_pos_w_timestamp, 1648629729779, 564.6, 152.9, 301.8, 2.04, 0.03, 3.09, tool_force, -0.58, 0.73, 0.53, actual_rep, 1, curr_step, 25, track_size, 67, robot_vel, 46.41, joints_pos, 33.19, 40.88, -26.18, -86.28, 19.57, 53.84, 64.87, tool_torque, -0.0030, -0.197, 0.341, tool_momentum, 0.0060, -0.192, 0.339, robot_mode, normal, 
30/03/2022 10:43:35:807, robot_pos_w_timestamp, 1648629729929, 560.96, 153.96, 307.6, 2.04, 0.03, 3.09, tool_force, -0.34, 1.03, 0.59, actual_rep, 1, curr_step, 25, track_size, 67, robot_vel, 46.56, joints_pos, 33.35, 40.01, -26.12, -86.71, 19.56, 54.38, 64.87, tool_torque, -0.0020, -0.257, 0.327, tool_momentum, 0.0, -0.255, 0.327, robot_mode, normal, 
30/03/2022 10:43:36:007, robot_pos_w_timestamp, 1648629730078, 557.44, 155.27, 313.29, 2.05, 0.02, 3.09, tool_force, -0.17, 0.98, 0.69, actual_rep, 1, curr_step, 26, track_size, 67, robot_vel, 43.63, joints_pos, 33.54, 39.16, -26.06, -87.11, 19.56, 54.83, 64.88, tool_torque, -0.042, -0.271, 0.318, tool_momentum, -0.049, -0.277, 0.318, robot_mode, normal, 
30/03/2022 10:43:36:107, robot_pos_w_timestamp, 1648629730231, 553.73, 156.79, 319.16, 2.05, 0.01, 3.08, tool_force, -0.69, 0.95, 0.81, actual_rep, 1, curr_step, 27, track_size, 67, robot_vel, 48.54, joints_pos, 33.78, 38.27, -26.02, -87.55, 19.56, 55.25, 64.88, tool_torque, -0.057, -0.182, 0.319, tool_momentum, -0.047, -0.188, 0.323, robot_mode, normal, 
30/03/2022 10:43:36:238, robot_pos_w_timestamp, 1648629730379, 549.89, 158.79, 325.01, 2.05, 0.0, 3.08, tool_force, -0.9, 1.17, 1.09, actual_rep, 1, curr_step, 27, track_size, 67, robot_vel, 45.3, joints_pos, 34.05, 37.36, -25.94, -87.98, 19.54, 55.66, 64.89, tool_torque, -0.025, -0.162, 0.29, tool_momentum, -0.032, -0.165, 0.291, robot_mode, normal, 
30/03/2022 10:43:36:386, robot_pos_w_timestamp, 1648629730530, 545.5, 161.66, 330.8, 2.06, 0.0, 3.08, tool_force, -0.59, 1.05, 1.08, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 58.59, joints_pos, 34.37, 36.46, -25.81, -88.41, 19.54, 56.12, 64.89, tool_torque, -0.0070, -0.239, 0.294, tool_momentum, -0.027, -0.243, 0.294, robot_mode, normal, 
30/03/2022 10:43:36:539, robot_pos_w_timestamp, 1648629730678, 540.61, 164.9, 336.69, 2.07, -0.01, 3.08, tool_force, -0.8, 0.82, 0.42, actual_rep, 1, curr_step, 29, track_size, 67, robot_vel, 55.07, joints_pos, 34.76, 35.5, -25.68, -88.91, 19.54, 56.58, 64.9, tool_torque, -0.051, -0.137, 0.28, tool_momentum, -0.031, -0.15, 0.28, robot_mode, normal, 
30/03/2022 10:43:36:692, robot_pos_w_timestamp, 1648629730831, 535.06, 169.44, 342.6, 2.07, -0.02, 3.08, tool_force, -0.68, 0.42, -0.78, actual_rep, 1, curr_step, 30, track_size, 67, robot_vel, 54.42, joints_pos, 35.28, 34.51, -25.54, -89.43, 19.54, 57.02, 64.97, tool_torque, -0.06, -0.151, 0.206, tool_momentum, -0.049, -0.146, 0.206, robot_mode, normal, 
30/03/2022 10:43:36:840, robot_pos_w_timestamp, 1648629730979, 529.06, 174.84, 348.12, 2.08, -0.03, 3.07, tool_force, -1.64, 0.13, -1.36, actual_rep, 1, curr_step, 31, track_size, 67, robot_vel, 63.81, joints_pos, 35.86, 33.49, -25.3, -90.04, 19.55, 57.17, 65.01, tool_torque, 0.015, -0.188, 0.157, tool_momentum, 0.0050, -0.192, 0.157, robot_mode, normal, 
30/03/2022 10:43:36:989, robot_pos_w_timestamp, 1648629731130, 524.53, 179.76, 351.89, 2.09, -0.04, 3.07, tool_force, -3.88, 0.66, -1.18, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 42.13, joints_pos, 36.35, 32.75, -25.08, -90.49, 19.54, 57.21, 64.99, tool_torque, 0.111, -0.306, 0.197, tool_momentum, 0.112, -0.314, 0.198, robot_mode, impedance, 
30/03/2022 10:43:37:144, robot_pos_w_timestamp, 1648629731278, 520.9, 181.49, 354.95, 2.1, -0.04, 3.07, tool_force, -4.99, -4.58, -6.37, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 34.32, joints_pos, 36.72, 32.14, -25.08, -90.9, 19.3, 57.32, 64.98, tool_torque, 0.152, -0.722, 0.486, tool_momentum, 0.161, -0.737, 0.489, robot_mode, impedance, 
30/03/2022 10:43:37:290, robot_pos_w_timestamp, 1648629731430, 517.31, 176.39, 359.77, 2.1, -0.03, 3.07, tool_force, -7.85, -10.33, -13.22, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 61.95, joints_pos, 36.81, 31.21, -25.46, -91.6, 18.69, 57.61, 64.93, tool_torque, 0.258, -1.269, 0.813, tool_momentum, 0.25, -1.271, 0.816, robot_mode, impedance, 
30/03/2022 10:43:37:491, robot_pos_w_timestamp, 1648629731583, 513.96, 169.95, 363.18, 2.1, -0.03, 3.07, tool_force, -7.85, -7.89, -15.94, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 43.59, joints_pos, 36.69, 30.33, -25.73, -92.43, 18.36, 57.53, 64.56, tool_torque, 0.758, -1.699, 0.961, tool_momentum, 0.759, -1.703, 0.96, robot_mode, impedance, 
30/03/2022 10:43:37:623, robot_pos_w_timestamp, 1648629731730, 512.38, 167.46, 365.71, 2.1, -0.03, 3.07, tool_force, -7.86, -8.79, -18.9, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 21.82, joints_pos, 36.62, 29.84, -25.76, -92.74, 18.01, 57.62, 64.52, tool_torque, 0.658, -2.001, 0.918, tool_momentum, 0.655, -2.005, 0.918, robot_mode, impedance, 
30/03/2022 10:43:37:741, robot_pos_w_timestamp, 1648629731880, 509.7, 166.58, 368.7, 2.1, -0.03, 3.08, tool_force, -5.84, -14.15, -25.03, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 34.61, joints_pos, 36.7, 29.34, -25.79, -92.96, 17.73, 58.18, 64.78, tool_torque, 0.787, -2.119, 1.111, tool_momentum, 0.783, -2.117, 1.109, robot_mode, impedance, 
30/03/2022 10:43:37:893, robot_pos_w_timestamp, 1648629732032, 506.02, 165.67, 371.62, 2.1, -0.03, 3.08, tool_force, -5.63, -15.43, -27.37, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 31.8, joints_pos, 36.97, 28.64, -25.89, -93.52, 17.24, 58.23, 65.1, tool_torque, 0.764, -2.131, 1.074, tool_momentum, 0.779, -2.134, 1.074, robot_mode, impedance, 
30/03/2022 10:43:38:045, robot_pos_w_timestamp, 1648629732180, 502.12, 165.31, 373.53, 2.1, -0.03, 3.08, tool_force, -4.96, -15.31, -29.06, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 27.43, joints_pos, 37.28, 28.03, -25.99, -94.11, 16.91, 58.21, 65.42, tool_torque, 0.957, -2.24, 1.119, tool_momentum, 0.96, -2.243, 1.119, robot_mode, impedance, 
30/03/2022 10:43:38:227, robot_pos_w_timestamp, 1648629732332, 498.52, 166.34, 373.72, 2.1, -0.03, 3.08, tool_force, -3.37, -15.87, -28.26, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 26.86, joints_pos, 37.62, 27.65, -26.01, -94.63, 16.82, 58.14, 65.73, tool_torque, 1.137, -2.117, 1.26, tool_momentum, 1.15, -2.118, 1.261, robot_mode, impedance, 
30/03/2022 10:43:38:409, robot_pos_w_timestamp, 1648629732481, 496.13, 166.23, 373.73, 2.1, -0.02, 3.08, tool_force, -5.25, -16.47, -27.85, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 14.78, joints_pos, 37.93, 27.38, -26.19, -95.07, 16.59, 57.96, 65.9, tool_torque, 1.228, -1.944, 1.232, tool_momentum, 1.226, -1.939, 1.232, robot_mode, impedance, 
30/03/2022 10:43:38:493, robot_pos_w_timestamp, 1648629732632, 495.64, 165.8, 372.49, 2.1, -0.02, 3.07, tool_force, -6.17, -11.3, -21.25, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 14.72, joints_pos, 38.01, 27.35, -26.25, -95.35, 16.63, 57.4, 65.72, tool_torque, 0.971, -1.768, 0.984, tool_momentum, 0.969, -1.773, 0.984, robot_mode, impedance, 
30/03/2022 10:43:38:707, robot_pos_w_timestamp, 1648629732782, 498.38, 169.19, 366.18, 2.1, -0.03, 3.06, tool_force, -5.38, -5.1, -11.49, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 57.28, joints_pos, 37.87, 28.16, -25.95, -95.21, 17.55, 56.34, 65.2, tool_torque, 0.631, -1.481, 0.745, tool_momentum, 0.626, -1.473, 0.745, robot_mode, impedance, 
30/03/2022 10:43:38:809, robot_pos_w_timestamp, 1648629732939, 504.46, 173.61, 361.64, 2.1, -0.03, 3.06, tool_force, -4.84, -5.19, -9.18, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 57.87, joints_pos, 37.66, 29.38, -25.76, -94.13, 18.39, 56.29, 64.92, tool_torque, 0.438, -1.373, 0.714, tool_momentum, 0.413, -1.374, 0.714, robot_mode, impedance, 
30/03/2022 10:43:38:952, robot_pos_w_timestamp, 1648629733089, 510.32, 174.62, 360.31, 2.1, -0.03, 3.06, tool_force, -6.56, -5.42, -8.75, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 40.09, joints_pos, 37.41, 30.25, -25.8, -93.07, 18.58, 56.64, 64.78, tool_torque, 0.204, -1.514, 0.613, tool_momentum, 0.209, -1.515, 0.612, robot_mode, impedance, 
30/03/2022 10:43:39:109, robot_pos_w_timestamp, 1648629733241, 514.47, 174.66, 359.39, 2.1, -0.03, 3.06, tool_force, -5.78, -3.8, -6.46, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 24.09, joints_pos, 37.05, 30.83, -25.72, -92.35, 18.99, 56.92, 64.42, tool_torque, 0.12, -1.248, 0.592, tool_momentum, 0.126, -1.238, 0.59, robot_mode, impedance, 
30/03/2022 10:43:39:255, robot_pos_w_timestamp, 1648629733391, 516.12, 179.4, 356.83, 2.11, -0.04, 3.06, tool_force, -2.73, -0.46, -2.15, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 47.14, joints_pos, 36.89, 31.31, -25.18, -91.92, 19.48, 56.82, 64.34, tool_torque, 0.14, -0.636, 0.398, tool_momentum, 0.151, -0.657, 0.398, robot_mode, impedance, 
30/03/2022 10:43:39:411, robot_pos_w_timestamp, 1648629733544, 517.32, 185.36, 354.41, 2.11, -0.05, 3.06, tool_force, -0.53, -0.57, -0.37, actual_rep, 1, curr_step, 33, track_size, 67, robot_vel, 32.65, joints_pos, 36.92, 31.82, -24.7, -91.42, 19.79, 56.82, 64.54, tool_torque, 0.0070, -0.299, 0.129, tool_momentum, 0.047, -0.313, 0.129, robot_mode, impedance, 
30/03/2022 10:43:39:644, robot_pos_w_timestamp, 1648629733695, 517.12, 192.01, 355.28, 2.12, -0.05, 3.06, tool_force, -2.02, -1.33, -0.87, actual_rep, 1, curr_step, 33, track_size, 67, robot_vel, 54.25, joints_pos, 37.21, 31.9, -24.33, -91.07, 19.91, 56.9, 64.57, tool_torque, -0.158, -0.202, 0.095, tool_momentum, -0.151, -0.207, 0.095, robot_mode, impedance, 
30/03/2022 10:43:39:746, robot_pos_w_timestamp, 1648629733845, 516.23, 191.8, 358.39, 2.12, -0.04, 3.06, tool_force, -5.06, -4.6, -7.37, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 41.16, joints_pos, 37.46, 31.57, -24.58, -91.09, 19.47, 57.18, 64.86, tool_torque, 0.01, -0.628, 0.238, tool_momentum, 0.03, -0.634, 0.24, robot_mode, impedance, 
30/03/2022 10:43:39:867, robot_pos_w_timestamp, 1648629734000, 513.86, 187.95, 363.4, 2.13, -0.04, 3.06, tool_force, -8.26, -7.38, -13.15, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 44.32, joints_pos, 37.49, 30.75, -24.78, -91.53, 18.93, 57.47, 64.61, tool_torque, 0.302, -1.235, 0.756, tool_momentum, 0.295, -1.233, 0.756, robot_mode, impedance, 
30/03/2022 10:43:40:012, robot_pos_w_timestamp, 1648629734143, 510.0, 184.14, 366.94, 2.13, -0.04, 3.06, tool_force, -9.49, -10.09, -16.97, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 48.58, joints_pos, 37.49, 29.86, -24.85, -92.28, 18.4, 57.48, 64.57, tool_torque, 0.396, -1.544, 0.861, tool_momentum, 0.394, -1.546, 0.861, robot_mode, impedance, 
30/03/2022 10:43:40:204, robot_pos_w_timestamp, 1648629734295, 505.71, 180.27, 369.61, 2.13, -0.04, 3.06, tool_force, -6.27, -11.5, -21.42, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 36.35, joints_pos, 37.49, 29.0, -24.95, -93.15, 18.12, 57.45, 64.55, tool_torque, 0.537, -1.891, 1.152, tool_momentum, 0.537, -1.895, 1.154, robot_mode, impedance, 
30/03/2022 10:43:40:315, robot_pos_w_timestamp, 1648629734447, 500.86, 177.64, 371.97, 2.13, -0.03, 3.06, tool_force, -9.48, -13.58, -23.35, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 36.69, joints_pos, 37.69, 28.13, -25.06, -94.03, 17.55, 57.34, 64.69, tool_torque, 0.604, -1.816, 0.953, tool_momentum, 0.617, -1.813, 0.953, robot_mode, impedance, 
30/03/2022 10:43:40:480, robot_pos_w_timestamp, 1648629734598, 497.88, 173.35, 373.57, 2.13, -0.03, 3.06, tool_force, -11.17, -14.65, -25.28, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 36.18, joints_pos, 37.73, 27.53, -25.33, -94.7, 17.26, 57.29, 64.59, tool_torque, 0.682, -1.946, 1.071, tool_momentum, 0.685, -1.948, 1.071, robot_mode, impedance, 
30/03/2022 10:43:40:651, robot_pos_w_timestamp, 1648629734747, 499.57, 168.09, 374.08, 2.13, -0.02, 3.05, tool_force, -18.52, -6.92, -22.1, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 42.21, joints_pos, 37.55, 27.44, -25.73, -94.85, 17.04, 56.74, 63.91, tool_torque, 0.739, -2.054, 0.574, tool_momentum, 0.735, -2.046, 0.574, robot_mode, impedance, 
30/03/2022 10:43:40:853, robot_pos_w_timestamp, 1648629734902, 506.63, 164.99, 373.33, 2.13, -0.02, 3.05, tool_force, -19.55, -2.97, -20.73, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 56.3, joints_pos, 36.89, 28.19, -25.83, -93.91, 17.58, 56.74, 62.93, tool_torque, 0.465, -2.224, 0.306, tool_momentum, 0.454, -2.241, 0.305, robot_mode, impedance, 
30/03/2022 10:43:40:922, robot_pos_w_timestamp, 1648629735054, 514.6, 166.05, 374.64, 2.13, -0.02, 3.05, tool_force, -17.55, -3.41, -25.84, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 57.23, joints_pos, 36.34, 29.1, -25.7, -92.33, 17.98, 57.62, 62.61, tool_torque, 0.358, -2.79, 0.351, tool_momentum, 0.365, -2.802, 0.346, robot_mode, impedance, 
30/03/2022 10:43:41:074, robot_pos_w_timestamp, 1648629735204, 519.36, 168.2, 377.87, 2.13, -0.02, 3.05, tool_force, -16.84, -4.63, -29.39, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 38.61, joints_pos, 36.19, 29.58, -25.66, -91.07, 17.96, 58.58, 62.77, tool_torque, 0.282, -2.872, 0.186, tool_momentum, 0.286, -2.871, 0.186, robot_mode, impedance, 
30/03/2022 10:43:41:224, robot_pos_w_timestamp, 1648629735356, 520.55, 169.75, 378.4, 2.14, -0.02, 3.05, tool_force, -15.04, -4.31, -28.68, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 15.2, joints_pos, 36.24, 29.75, -25.62, -90.74, 17.91, 58.8, 62.87, tool_torque, 0.181, -2.607, 0.089, tool_momentum, 0.18, -2.623, 0.09, robot_mode, impedance, 
30/03/2022 10:43:41:375, robot_pos_w_timestamp, 1648629735508, 519.74, 175.74, 378.51, 2.14, -0.03, 3.05, tool_force, -11.91, -0.75, -28.47, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 48.17, joints_pos, 36.51, 29.79, -25.25, -90.57, 18.05, 58.73, 63.24, tool_torque, 0.236, -2.423, -0.244, tool_momentum, 0.242, -2.425, -0.246, robot_mode, impedance, 
30/03/2022 10:43:41:527, robot_pos_w_timestamp, 1648629735661, 519.42, 182.93, 378.49, 2.14, -0.03, 3.05, tool_force, -7.28, 0.76, -26.67, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 52.4, joints_pos, 36.92, 29.99, -24.92, -90.2, 18.11, 58.84, 63.99, tool_torque, 0.106, -2.245, -0.213, tool_momentum, 0.111, -2.248, -0.213, robot_mode, impedance, 
30/03/2022 10:43:41:682, robot_pos_w_timestamp, 1648629735812, 516.88, 190.73, 377.18, 2.14, -0.04, 3.05, tool_force, -4.87, -0.65, -25.46, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 50.29, joints_pos, 37.54, 30.12, -24.69, -90.18, 18.15, 58.84, 64.9, tool_torque, 0.184, -2.053, -0.059, tool_momentum, 0.188, -2.047, -0.06, robot_mode, impedance, 
30/03/2022 10:43:41:830, robot_pos_w_timestamp, 1648629735964, 516.2, 193.12, 376.11, 2.14, -0.03, 3.05, tool_force, -8.76, 2.65, -21.11, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 13.61, joints_pos, 38.0, 30.22, -24.88, -90.26, 18.0, 58.52, 65.19, tool_torque, 0.324, -1.59, -0.307, tool_momentum, 0.321, -1.583, -0.307, robot_mode, impedance, 
30/03/2022 10:43:41:981, robot_pos_w_timestamp, 1648629736115, 516.94, 193.18, 371.52, 2.14, -0.03, 3.05, tool_force, -7.19, 3.31, -13.61, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 35.08, joints_pos, 37.94, 30.7, -24.9, -90.33, 18.46, 58.2, 65.0, tool_torque, 0.351, -1.353, 0.012, tool_momentum, 0.354, -1.343, 0.014, robot_mode, impedance, 
30/03/2022 10:43:42:132, robot_pos_w_timestamp, 1648629736265, 516.36, 197.24, 364.83, 2.14, -0.05, 3.05, tool_force, -2.76, 1.83, -5.37, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 58.41, joints_pos, 37.86, 31.3, -24.47, -90.43, 19.31, 57.84, 64.88, tool_torque, 0.363, -0.82, 0.33, tool_momentum, 0.384, -0.801, 0.33, robot_mode, impedance, 
30/03/2022 10:43:42:281, robot_pos_w_timestamp, 1648629736416, 515.2, 201.63, 359.76, 2.14, -0.05, 3.05, tool_force, -1.19, 0.96, -1.6, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 35.63, joints_pos, 37.93, 31.68, -24.05, -90.6, 19.74, 57.35, 64.93, tool_torque, 0.251, -0.228, 0.212, tool_momentum, 0.251, -0.229, 0.211, robot_mode, impedance, 
30/03/2022 10:43:42:432, robot_pos_w_timestamp, 1648629736566, 514.31, 203.16, 357.89, 2.14, -0.05, 3.05, tool_force, -1.09, 0.82, -0.36, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 13.14, joints_pos, 38.02, 31.77, -23.94, -90.73, 19.82, 57.16, 65.01, tool_torque, 0.274, 0.0050, 0.128, tool_momentum, 0.274, 0.01, 0.128, robot_mode, impedance, 
