29/04/2022 15:57:55: File Created!
29/04/2022 15:57:55:663, robot_pos_w_timestamp, 1651244173169, 612.9, 280.92, 203.78, 2.36, -0.03, 3.07, tool_force, -1.09, 0.24, 7.34, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.0, joints_pos, 21.53, 57.51, 4.57, -66.97, -0.97, 52.41, 69.3, tool_torque, -0.126, 0.407, 0.016, joint_torque, -0.44, 4.85, 0.03, -2.13, 0.1, -0.05, 0.1, robot_mode, normal, 
29/04/2022 15:58:04:701, robot_pos_w_timestamp, 1651244182161, 480.33, 227.22, 237.6, 2.32, -0.04, 3.06, tool_force, -1.7, -0.69, 7.41, actual_rep, 1, curr_step, 59, track_size, 99, robot_vel, 39.71, joints_pos, 20.59, 38.5, 5.06, -98.15, 1.06, 39.82, 70.6, tool_torque, -0.405, 0.787, -0.198, joint_torque, -0.72, 4.04, -0.06, -1.95, 0.1, -0.09, -0.08, robot_mode, normal, 
29/04/2022 15:58:04:854, robot_pos_w_timestamp, 1651244182311, 483.89, 233.0, 237.86, 2.32, -0.04, 3.06, tool_force, -1.69, -0.47, 7.4, actual_rep, 1, curr_step, 60, track_size, 99, robot_vel, 44.22, joints_pos, 21.07, 38.97, 5.04, -97.21, 0.79, 39.94, 71.61, tool_torque, -0.248, 0.817, -0.202, joint_torque, -0.56, 4.12, 0.03, -1.97, 0.11, 0.04, -0.1, robot_mode, normal, 
29/04/2022 15:58:05:688, robot_pos_w_timestamp, 1651244183100, 509.53, 258.97, 236.46, 2.28, -0.02, 3.07, tool_force, -1.6, -0.2, 7.82, actual_rep, 1, curr_step, 73, track_size, 99, robot_vel, 26.58, joints_pos, 23.04, 42.68, 4.8, -90.34, -1.47, 43.4, 76.78, tool_torque, -0.283, 0.807, -0.233, joint_torque, -0.56, 4.51, 0.09, -2.04, 0.13, -0.13, -0.13, robot_mode, normal, 
29/04/2022 15:58:05:800, robot_pos_w_timestamp, 1651244183248, 511.08, 259.65, 236.4, 2.28, -0.02, 3.07, tool_force, -1.46, -0.39, 6.76, actual_rep, 1, curr_step, 76, track_size, 99, robot_vel, 7.75, joints_pos, 23.04, 42.8, 4.82, -90.13, -1.61, 43.27, 76.96, tool_torque, -0.082, 0.609, -0.17, joint_torque, -0.37, 3.89, 0.0, -1.92, 0.12, 0.07, -0.12, robot_mode, normal, 
29/04/2022 15:58:05:950, robot_pos_w_timestamp, 1651244183400, 511.9, 259.86, 236.54, 2.28, -0.02, 3.07, tool_force, -0.74, 0.04, 7.83, actual_rep, 1, curr_step, 79, track_size, 99, robot_vel, 6.83, joints_pos, 23.03, 42.92, 4.83, -89.87, -1.62, 43.6, 76.97, tool_torque, -0.172, 0.471, -0.114, joint_torque, -0.36, 4.39, -0.1, -1.93, 0.12, -0.11, -0.08, robot_mode, normal, 
29/04/2022 15:58:06:097, robot_pos_w_timestamp, 1651244183548, 512.24, 260.11, 236.9, 2.28, -0.01, 3.07, tool_force, -1.54, 0.54, 7.28, actual_rep, 1, curr_step, 82, track_size, 99, robot_vel, 7.87, joints_pos, 23.2, 42.87, 4.78, -89.9, -2.45, 43.36, 77.67, tool_torque, 0.076, 0.746, -0.216, joint_torque, -0.44, 4.19, 0.04, -1.88, 0.12, 0.15, -0.15, robot_mode, normal, 
29/04/2022 15:58:06:248, robot_pos_w_timestamp, 1651244183699, 511.86, 260.0, 236.83, 2.28, -0.01, 3.06, tool_force, -0.19, 0.06, 6.91, actual_rep, 1, curr_step, 84, track_size, 99, robot_vel, 4.64, joints_pos, 23.11, 42.79, 4.83, -90.07, -2.17, 43.1, 77.49, tool_torque, 0.02, 0.074, 0.181, joint_torque, -0.32, 3.95, -0.27, -1.9, 0.08, 0.0, 0.23, robot_mode, normal, 
29/04/2022 15:58:06:398, robot_pos_w_timestamp, 1651244183850, 512.27, 260.3, 236.5, 2.28, -0.01, 3.07, tool_force, -0.86, 0.49, 7.99, actual_rep, 1, curr_step, 87, track_size, 99, robot_vel, 5.82, joints_pos, 23.18, 42.95, 4.82, -89.81, -2.39, 43.53, 77.66, tool_torque, -0.137, 0.426, -0.076, joint_torque, -0.26, 4.41, -0.01, -1.9, 0.1, -0.12, -0.01, robot_mode, normal, 
29/04/2022 15:58:06:547, robot_pos_w_timestamp, 1651244184000, 512.21, 260.29, 236.53, 2.28, -0.02, 3.07, tool_force, 0.3, -0.11, 7.5, actual_rep, 1, curr_step, 90, track_size, 99, robot_vel, 5.97, joints_pos, 23.01, 42.97, 4.89, -89.77, -1.67, 43.65, 77.1, tool_torque, -0.114, -0.191, 0.314, joint_torque, -0.15, 4.18, -0.28, -2.04, 0.07, -0.12, 0.35, robot_mode, normal, 
29/04/2022 15:58:06:699, robot_pos_w_timestamp, 1651244184150, 512.43, 260.16, 236.5, 2.28, -0.01, 3.07, tool_force, -1.04, 0.4, 7.36, actual_rep, 1, curr_step, 92, track_size, 99, robot_vel, 7.03, joints_pos, 23.19, 42.96, 4.75, -89.79, -2.24, 43.56, 77.49, tool_torque, 0.0010, 0.589, -0.102, joint_torque, -0.42, 4.28, 0.01, -1.89, 0.12, 0.05, -0.03, robot_mode, normal, 
29/04/2022 15:58:06:848, robot_pos_w_timestamp, 1651244184301, 512.24, 260.37, 236.62, 2.28, -0.01, 3.07, tool_force, -1.39, 0.4, 7.37, actual_rep, 1, curr_step, 95, track_size, 99, robot_vel, 1.86, joints_pos, 23.25, 42.94, 4.74, -89.8, -2.41, 43.56, 77.71, tool_torque, 0.042, 0.545, -0.057, joint_torque, -0.39, 4.29, -0.04, -1.91, 0.11, 0.07, 0.02, robot_mode, normal, 
29/04/2022 15:58:06:995, robot_pos_w_timestamp, 1651244184450, 512.2, 260.38, 236.59, 2.28, -0.01, 3.07, tool_force, -0.28, 0.56, 7.28, actual_rep, 1, curr_step, 97, track_size, 99, robot_vel, 0.69, joints_pos, 23.23, 42.94, 4.77, -89.81, -2.39, 43.56, 77.68, tool_torque, 0.122, 0.241, 0.026, joint_torque, -0.06, 4.21, -0.03, -1.92, 0.1, 0.09, 0.05, robot_mode, normal, 
29/04/2022 15:58:07:149, robot_pos_w_timestamp, 1651244184601, 512.23, 260.35, 236.59, 2.28, -0.01, 3.07, tool_force, -0.47, 0.51, 7.31, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.27, joints_pos, 23.23, 42.94, 4.76, -89.81, -2.39, 43.56, 77.68, tool_torque, 0.11, 0.266, 0.032, joint_torque, -0.13, 4.25, -0.04, -1.93, 0.1, 0.09, 0.07, robot_mode, normal, 
29/04/2022 15:58:07:298, robot_pos_w_timestamp, 1651244184753, 512.24, 260.35, 236.57, 2.28, -0.01, 3.07, tool_force, -0.48, 0.47, 7.35, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.08, joints_pos, 23.23, 42.94, 4.76, -89.8, -2.39, 43.56, 77.68, tool_torque, 0.09, 0.277, 0.027, joint_torque, -0.14, 4.25, -0.04, -1.94, 0.1, 0.08, 0.07, robot_mode, normal, 
29/04/2022 15:58:07:450, robot_pos_w_timestamp, 1651244184902, 512.24, 260.36, 236.57, 2.28, -0.01, 3.07, tool_force, -0.47, 0.48, 7.36, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.04, joints_pos, 23.23, 42.94, 4.76, -89.8, -2.39, 43.56, 77.68, tool_torque, 0.089, 0.271, 0.028, joint_torque, -0.14, 4.25, -0.04, -1.94, 0.1, 0.07, 0.07, robot_mode, normal, 
29/04/2022 15:58:07:601, robot_pos_w_timestamp, 1651244185052, 512.23, 260.36, 236.55, 2.28, -0.01, 3.07, tool_force, -0.4, 0.51, 7.41, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.09, joints_pos, 23.22, 42.95, 4.77, -89.8, -2.34, 43.56, 77.67, tool_torque, 0.095, 0.165, 0.076, joint_torque, -0.11, 4.24, -0.11, -1.92, 0.08, 0.06, 0.12, robot_mode, normal, 
29/04/2022 15:58:07:750, robot_pos_w_timestamp, 1651244185202, 512.23, 260.29, 236.52, 2.28, -0.02, 3.07, tool_force, 0.16, 0.31, 7.75, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 7.57, joints_pos, 23.05, 42.98, 4.84, -89.76, -1.64, 43.66, 77.09, tool_torque, -0.028, -0.178, 0.314, joint_torque, -0.17, 4.36, -0.32, -1.98, 0.06, -0.1, 0.35, robot_mode, normal, 
29/04/2022 15:58:07:901, robot_pos_w_timestamp, 1651244185353, 512.4, 260.14, 236.56, 2.28, -0.01, 3.07, tool_force, -1.63, 0.3, 7.41, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 4.59, joints_pos, 23.24, 42.95, 4.69, -89.79, -2.27, 43.58, 77.53, tool_torque, -0.014, 0.704, -0.135, joint_torque, -0.66, 4.35, -0.11, -1.89, 0.11, 0.06, -0.05, robot_mode, normal, 
29/04/2022 15:58:08:066, robot_pos_w_timestamp, 1651244185504, 512.28, 260.29, 236.91, 2.28, -0.01, 3.07, tool_force, -0.69, 0.58, 7.25, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 5.19, joints_pos, 23.27, 42.88, 4.7, -89.85, -2.34, 43.42, 77.67, tool_torque, 0.202, 0.386, -0.012, joint_torque, -0.23, 4.32, -0.05, -1.93, 0.09, 0.18, 0.06, robot_mode, normal, 
29/04/2022 15:58:08:202, robot_pos_w_timestamp, 1651244185653, 511.83, 260.05, 236.95, 2.28, -0.01, 3.06, tool_force, -0.1, 0.69, 7.17, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 8.04, joints_pos, 23.19, 42.76, 4.75, -90.1, -2.21, 43.02, 77.54, tool_torque, 0.146, 0.025, 0.196, joint_torque, -0.14, 3.92, -0.17, -1.76, 0.08, 0.03, 0.24, robot_mode, normal, 
29/04/2022 15:58:08:355, robot_pos_w_timestamp, 1651244185804, 511.84, 260.1, 236.51, 2.28, -0.01, 3.07, tool_force, -0.62, 0.46, 8.2, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 8.31, joints_pos, 23.21, 42.92, 4.76, -89.86, -2.24, 43.59, 77.61, tool_torque, -0.075, 0.196, 0.054, joint_torque, -0.22, 4.4, -0.14, -1.96, 0.09, -0.09, 0.1, robot_mode, normal, 
29/04/2022 15:58:08:503, robot_pos_w_timestamp, 1651244185953, 512.05, 260.14, 236.59, 2.28, -0.02, 3.07, tool_force, 0.08, -0.02, 7.57, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 8.48, joints_pos, 23.06, 42.93, 4.81, -89.83, -1.66, 43.57, 77.1, tool_torque, 0.058, -0.159, 0.302, joint_torque, -0.13, 4.43, -0.3, -2.06, 0.07, 0.02, 0.33, robot_mode, normal, 
29/04/2022 15:58:08:658, robot_pos_w_timestamp, 1651244186104, 510.93, 260.51, 236.59, 2.28, -0.02, 3.06, tool_force, -0.16, 1.17, 7.71, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 12.45, joints_pos, 23.07, 42.78, 4.85, -90.13, -1.43, 43.18, 77.02, tool_torque, 0.303, -0.093, 0.295, joint_torque, -0.09, 4.26, -0.27, -1.76, 0.06, 0.12, 0.34, robot_mode, normal, 
29/04/2022 15:58:08:818, robot_pos_w_timestamp, 1651244186254, 507.15, 258.63, 236.01, 2.28, -0.02, 3.06, tool_force, -0.23, 0.53, 7.29, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.06, joints_pos, 23.11, 42.3, 4.8, -91.17, -1.44, 42.39, 76.92, tool_torque, 0.29, 0.198, 0.199, joint_torque, -0.2, 4.2, -0.08, -1.98, 0.1, 0.26, 0.29, robot_mode, normal, 
29/04/2022 15:58:08:956, robot_pos_w_timestamp, 1651244186405, 502.83, 255.58, 235.95, 2.29, -0.02, 3.06, tool_force, 0.38, 1.34, 7.3, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.28, joints_pos, 23.03, 41.82, 4.75, -92.11, -1.44, 42.03, 76.46, tool_torque, 0.405, -0.13, 0.355, joint_torque, 0.19, 4.44, 0.0, -1.8, 0.1, 0.22, 0.41, robot_mode, normal, 
29/04/2022 15:58:09:105, robot_pos_w_timestamp, 1651244186551, 497.68, 251.11, 237.02, 2.29, -0.02, 3.06, tool_force, 0.64, 0.74, 6.18, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 33.52, joints_pos, 22.78, 40.99, 4.75, -93.49, -1.12, 41.36, 75.75, tool_torque, 0.426, -0.253, 0.381, joint_torque, 0.23, 3.67, -0.03, -1.65, 0.06, 0.24, 0.43, robot_mode, normal, 
29/04/2022 15:58:09:256, robot_pos_w_timestamp, 1651244186702, 492.88, 245.18, 237.35, 2.3, -0.03, 3.05, tool_force, 0.6, 1.54, 7.7, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 56.59, joints_pos, 22.28, 40.24, 4.76, -94.88, -0.33, 40.59, 74.25, tool_torque, 0.528, -0.268, 0.409, joint_torque, 0.28, 4.47, -0.04, -1.81, 0.06, 0.27, 0.46, robot_mode, normal, 
29/04/2022 15:58:09:411, robot_pos_w_timestamp, 1651244186852, 488.14, 239.47, 237.84, 2.31, -0.03, 3.05, tool_force, 0.42, 1.69, 7.98, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 49.27, joints_pos, 21.88, 39.49, 4.76, -96.21, -0.03, 39.97, 73.36, tool_torque, 0.568, -0.228, 0.402, joint_torque, 0.19, 4.45, -0.08, -1.83, 0.06, 0.26, 0.46, robot_mode, normal, 
29/04/2022 15:58:09:558, robot_pos_w_timestamp, 1651244186999, 484.22, 233.94, 237.98, 2.31, -0.04, 3.06, tool_force, 0.85, 0.89, 7.29, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.86, joints_pos, 21.4, 39.02, 4.78, -97.08, 0.66, 40.18, 71.95, tool_torque, 0.168, -0.523, 0.453, joint_torque, 0.4, 3.94, -0.03, -1.82, 0.05, -0.05, 0.48, robot_mode, normal, 
29/04/2022 15:58:09:708, robot_pos_w_timestamp, 1651244187147, 481.13, 228.18, 237.71, 2.32, -0.04, 3.06, tool_force, 0.54, 1.4, 7.21, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.13, joints_pos, 20.92, 38.55, 4.76, -98.02, 0.93, 39.91, 70.95, tool_torque, 0.441, -0.292, 0.421, joint_torque, 0.24, 4.21, -0.05, -1.75, 0.05, 0.18, 0.48, robot_mode, normal, 
29/04/2022 15:58:09:857, robot_pos_w_timestamp, 1651244187296, 478.18, 222.36, 237.46, 2.33, -0.04, 3.06, tool_force, 0.49, 1.31, 7.24, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.76, joints_pos, 20.44, 38.12, 4.75, -98.88, 1.22, 39.71, 69.75, tool_torque, 0.362, -0.289, 0.399, joint_torque, 0.13, 3.79, -0.06, -1.64, 0.03, 0.08, 0.48, robot_mode, normal, 
29/04/2022 15:58:10:014, robot_pos_w_timestamp, 1651244187448, 476.11, 216.48, 236.64, 2.34, -0.05, 3.07, tool_force, 0.16, 1.84, 8.08, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.31, joints_pos, 19.86, 37.89, 4.75, -99.5, 1.68, 39.8, 68.56, tool_torque, 0.361, -0.277, 0.41, joint_torque, 0.2, 4.34, -0.01, -1.71, 0.03, 0.04, 0.49, robot_mode, normal, 
29/04/2022 15:58:10:161, robot_pos_w_timestamp, 1651244187594, 474.26, 210.8, 236.11, 2.34, -0.05, 3.07, tool_force, 0.37, 1.54, 7.13, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.64, joints_pos, 19.33, 37.58, 4.74, -100.19, 1.81, 39.58, 67.46, tool_torque, 0.523, -0.212, 0.402, joint_torque, 0.11, 3.91, -0.08, -1.57, 0.02, 0.2, 0.49, robot_mode, normal, 
29/04/2022 15:58:10:312, robot_pos_w_timestamp, 1651244187744, 473.1, 204.99, 235.27, 2.35, -0.05, 3.08, tool_force, 0.25, 1.54, 8.14, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.97, joints_pos, 18.72, 37.43, 4.74, -100.65, 2.21, 39.71, 66.4, tool_torque, 0.234, -0.312, 0.397, joint_torque, 0.27, 3.92, 0.07, -1.54, 0.02, -0.09, 0.48, robot_mode, normal, 
29/04/2022 15:58:10:459, robot_pos_w_timestamp, 1651244187891, 472.78, 199.26, 234.44, 2.35, -0.06, 3.08, tool_force, -0.05, 1.29, 7.6, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.79, joints_pos, 18.1, 37.34, 4.73, -101.0, 2.42, 39.77, 65.22, tool_torque, 0.226, -0.295, 0.425, joint_torque, 0.11, 3.87, -0.02, -1.56, 0.02, -0.06, 0.52, robot_mode, normal, 
29/04/2022 15:58:10:625, robot_pos_w_timestamp, 1651244188051, 472.92, 192.91, 233.84, 2.36, -0.06, 3.08, tool_force, 0.16, 1.62, 7.75, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.0, joints_pos, 17.43, 37.22, 4.71, -101.35, 2.55, 39.7, 64.27, tool_torque, 0.375, -0.188, 0.419, joint_torque, 0.05, 4.01, -0.01, -1.62, 0.02, 0.08, 0.53, robot_mode, normal, 
29/04/2022 15:58:10:761, robot_pos_w_timestamp, 1651244188189, 473.62, 187.64, 233.36, 2.36, -0.06, 3.08, tool_force, -0.11, 1.9, 7.76, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.17, joints_pos, 16.85, 37.17, 4.69, -101.55, 2.64, 39.67, 63.2, tool_torque, 0.445, -0.204, 0.414, joint_torque, 0.24, 4.01, 0.07, -1.53, 0.02, 0.08, 0.51, robot_mode, normal, 
29/04/2022 15:58:10:910, robot_pos_w_timestamp, 1651244188337, 474.84, 181.91, 232.89, 2.37, -0.06, 3.08, tool_force, -0.03, 1.91, 7.52, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.55, joints_pos, 16.19, 37.15, 4.67, -101.69, 2.72, 39.64, 62.31, tool_torque, 0.46, -0.134, 0.388, joint_torque, 0.17, 3.93, 0.08, -1.57, 0.02, 0.13, 0.5, robot_mode, normal, 
29/04/2022 15:58:11:065, robot_pos_w_timestamp, 1651244188486, 476.37, 176.09, 232.49, 2.37, -0.06, 3.08, tool_force, -0.27, 1.73, 7.49, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.26, joints_pos, 15.51, 37.15, 4.65, -101.78, 2.8, 39.62, 61.49, tool_torque, 0.445, -0.122, 0.383, joint_torque, 0.18, 3.91, 0.08, -1.55, 0.02, 0.13, 0.48, robot_mode, normal, 
29/04/2022 15:58:11:213, robot_pos_w_timestamp, 1651244188634, 478.17, 170.27, 231.97, 2.37, -0.06, 3.08, tool_force, -0.11, 1.79, 7.44, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.45, joints_pos, 14.84, 37.19, 4.64, -101.81, 2.83, 39.61, 60.75, tool_torque, 0.462, -0.139, 0.382, joint_torque, 0.2, 3.91, 0.09, -1.56, 0.02, 0.13, 0.49, robot_mode, normal, 
29/04/2022 15:58:11:366, robot_pos_w_timestamp, 1651244188783, 480.06, 164.53, 231.32, 2.37, -0.06, 3.08, tool_force, -0.07, 1.35, 7.34, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.53, joints_pos, 14.15, 37.27, 4.63, -101.81, 2.86, 39.61, 60.01, tool_torque, 0.384, -0.151, 0.397, joint_torque, 0.19, 3.79, 0.1, -1.6, 0.03, 0.1, 0.5, robot_mode, normal, 
29/04/2022 15:58:11:515, robot_pos_w_timestamp, 1651244188933, 482.06, 158.6, 230.56, 2.37, -0.06, 3.09, tool_force, 0.02, 0.54, 7.8, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.79, joints_pos, 13.56, 37.41, 4.55, -101.69, 2.71, 39.87, 59.46, tool_torque, 0.041, -0.158, 0.371, joint_torque, -0.02, 3.96, 0.0, -1.79, 0.07, -0.12, 0.48, robot_mode, normal, 
29/04/2022 15:58:11:670, robot_pos_w_timestamp, 1651244189083, 484.53, 152.92, 229.78, 2.37, -0.06, 3.09, tool_force, 0.27, 0.49, 7.79, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.34, joints_pos, 12.89, 37.58, 4.51, -101.52, 2.61, 40.0, 58.84, tool_torque, 0.016, -0.219, 0.39, joint_torque, 0.03, 3.79, 0.03, -1.74, 0.07, -0.15, 0.5, robot_mode, normal, 
29/04/2022 15:58:11:818, robot_pos_w_timestamp, 1651244189230, 487.48, 147.05, 229.13, 2.37, -0.06, 3.09, tool_force, 0.46, 0.51, 7.8, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.61, joints_pos, 12.2, 37.78, 4.51, -101.28, 2.56, 40.15, 58.01, tool_torque, 0.042, -0.306, 0.382, joint_torque, 0.16, 3.69, 0.02, -1.75, 0.07, -0.16, 0.46, robot_mode, normal, 
29/04/2022 15:58:11:970, robot_pos_w_timestamp, 1651244189382, 491.0, 141.18, 228.48, 2.38, -0.06, 3.09, tool_force, 0.34, 0.45, 7.84, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 47.47, joints_pos, 11.47, 38.07, 4.51, -100.85, 2.47, 40.54, 57.08, tool_torque, -0.049, -0.233, 0.35, joint_torque, 0.07, 3.88, 0.05, -1.84, 0.08, -0.19, 0.45, robot_mode, normal, 
29/04/2022 15:58:12:117, robot_pos_w_timestamp, 1651244189528, 495.18, 135.56, 227.89, 2.38, -0.06, 3.1, tool_force, 0.69, 1.02, 7.83, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.95, joints_pos, 10.82, 38.44, 4.49, -100.26, 2.13, 41.08, 56.55, tool_torque, 0.041, -0.329, 0.377, joint_torque, 0.32, 3.94, 0.15, -1.81, 0.07, -0.2, 0.46, robot_mode, normal, 
29/04/2022 15:58:12:273, robot_pos_w_timestamp, 1651244189679, 499.81, 129.74, 227.47, 2.38, -0.06, 3.1, tool_force, -0.11, 0.15, 7.54, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 47.13, joints_pos, 10.0, 38.85, 4.53, -99.56, 2.36, 41.69, 55.6, tool_torque, 0.036, -0.423, 0.414, joint_torque, 0.16, 3.78, -0.02, -1.85, 0.03, -0.21, 0.47, robot_mode, normal, 
29/04/2022 15:58:12:427, robot_pos_w_timestamp, 1651244189830, 505.42, 123.56, 226.89, 2.37, -0.06, 3.1, tool_force, 0.41, 0.14, 7.59, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 53.81, joints_pos, 9.31, 39.27, 4.46, -98.85, 2.12, 41.88, 55.41, tool_torque, -0.104, -0.207, 0.354, joint_torque, -0.19, 3.84, -0.11, -1.9, 0.06, -0.2, 0.47, robot_mode, normal, 
29/04/2022 15:58:12:572, robot_pos_w_timestamp, 1651244189975, 510.99, 118.09, 226.39, 2.37, -0.05, 3.1, tool_force, -0.13, 0.83, 8.0, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 56.98, joints_pos, 8.76, 39.69, 4.38, -98.15, 1.64, 41.99, 55.2, tool_torque, -0.021, -0.067, 0.287, joint_torque, -0.05, 4.05, 0.0, -1.75, 0.07, -0.15, 0.37, robot_mode, normal, 
29/04/2022 15:58:12:719, robot_pos_w_timestamp, 1651244190123, 516.51, 112.56, 224.69, 2.36, -0.05, 3.1, tool_force, -0.09, 0.24, 7.69, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 54.34, joints_pos, 8.15, 40.26, 4.3, -97.39, 1.42, 42.06, 55.23, tool_torque, -0.133, -0.121, 0.232, joint_torque, -0.06, 3.69, -0.05, -1.78, 0.06, -0.2, 0.31, robot_mode, normal, 
29/04/2022 15:58:12:872, robot_pos_w_timestamp, 1651244190274, 522.13, 108.06, 222.28, 2.36, -0.05, 3.1, tool_force, -0.03, 0.36, 7.17, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.76, joints_pos, 7.66, 40.92, 4.29, -96.59, 0.96, 42.04, 55.29, tool_torque, -0.026, 0.038, 0.135, joint_torque, 0.04, 4.01, 0.01, -1.85, 0.1, -0.07, 0.18, robot_mode, normal, 
29/04/2022 15:58:13:019, robot_pos_w_timestamp, 1651244190421, 528.0, 104.65, 219.76, 2.35, -0.04, 3.11, tool_force, 0.05, 0.62, 7.26, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 52.3, joints_pos, 7.32, 41.7, 4.29, -95.58, 0.28, 42.34, 55.51, tool_torque, -0.141, -0.086, 0.046, joint_torque, 0.34, 3.92, 0.1, -1.82, 0.09, -0.19, 0.03, robot_mode, normal, 
29/04/2022 15:58:13:175, robot_pos_w_timestamp, 1651244190570, 533.75, 103.11, 217.78, 2.35, -0.03, 3.11, tool_force, -0.22, -0.05, 7.71, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.94, joints_pos, 7.15, 42.39, 4.29, -94.61, -0.27, 42.48, 55.75, tool_torque, -0.213, -0.05, 0.019, joint_torque, 0.23, 3.89, 0.07, -1.86, 0.1, -0.19, -0.01, robot_mode, normal, 
29/04/2022 15:58:13:323, robot_pos_w_timestamp, 1651244190718, 539.51, 101.74, 215.88, 2.35, -0.03, 3.11, tool_force, -0.27, 0.37, 8.23, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.43, joints_pos, 6.99, 43.11, 4.28, -93.58, -0.73, 42.7, 55.94, tool_torque, -0.185, 0.084, -0.0010, joint_torque, 0.12, 4.37, 0.03, -1.93, 0.11, -0.18, 0.0, robot_mode, normal, 
29/04/2022 15:58:13:473, robot_pos_w_timestamp, 1651244190867, 545.29, 100.59, 214.02, 2.35, -0.02, 3.11, tool_force, -0.25, 0.23, 7.56, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.69, joints_pos, 6.87, 43.8, 4.27, -92.57, -1.2, 42.89, 56.15, tool_torque, -0.216, 0.047, 0.023, joint_torque, -0.01, 4.48, -0.1, -2.09, 0.11, -0.16, 0.02, robot_mode, normal, 
29/04/2022 15:58:13:631, robot_pos_w_timestamp, 1651244191015, 550.99, 100.81, 212.31, 2.35, -0.01, 3.11, tool_force, -0.37, -0.25, 7.47, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.43, joints_pos, 6.88, 44.55, 4.33, -91.45, -1.89, 43.05, 56.65, tool_torque, -0.233, 0.041, 0.018, joint_torque, -0.11, 3.95, -0.15, -1.71, 0.1, -0.21, 0.01, robot_mode, normal, 
29/04/2022 15:58:13:774, robot_pos_w_timestamp, 1651244191165, 556.8, 102.28, 210.76, 2.35, -0.01, 3.11, tool_force, -0.89, 0.01, 7.67, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.48, joints_pos, 6.96, 45.29, 4.4, -90.26, -2.38, 43.68, 57.11, tool_torque, -0.351, 0.137, -0.015, joint_torque, -0.44, 3.93, -0.29, -1.75, 0.1, -0.2, 0.0, robot_mode, normal, 
29/04/2022 15:58:13:927, robot_pos_w_timestamp, 1651244191314, 562.7, 104.8, 209.13, 2.35, -0.01, 3.12, tool_force, -0.08, 0.12, 7.68, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.1, joints_pos, 7.04, 46.14, 4.56, -88.88, -2.6, 44.47, 57.37, tool_torque, -0.219, -0.021, 0.02, joint_torque, 0.11, 3.97, -0.01, -1.86, 0.11, -0.21, 0.0, robot_mode, normal, 
