06/04/2022 14:41:55: File Created!
06/04/2022 14:41:55:252, robot_pos_w_timestamp, 1649252427225, 588.17, 324.56, 216.56, 2.31, -0.01, 3.08, tool_force, -0.84, -0.1, 0.27, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 0.08, joints_pos, 38.27, 57.25, -17.42, -67.56, 19.28, 54.78, 65.62, tool_torque, -0.01, 0.074, 0.031, tool_momentum, -0.013, 0.074, 0.031, robot_mode, normal, 
06/04/2022 14:42:47:246, robot_pos_w_timestamp, 1649252478411, 588.21, 324.49, 216.53, 2.31, -0.01, 3.08, tool_force, -0.92, -0.03, 0.21, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.55, joints_pos, 38.27, 57.25, -17.43, -67.56, 19.27, 54.76, 65.63, tool_torque, 0.055, 0.053, 0.057, tool_momentum, 0.053, 0.048, 0.058, robot_mode, normal, 
06/04/2022 14:42:47:400, robot_pos_w_timestamp, 1649252478563, 588.16, 324.56, 216.56, 2.31, -0.01, 3.08, tool_force, -0.98, 0.09, 0.28, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.42, joints_pos, 38.27, 57.24, -17.41, -67.57, 19.27, 54.76, 65.63, tool_torque, 0.042, 0.071, 0.051, tool_momentum, 0.043, 0.069, 0.051, robot_mode, normal, 
06/04/2022 14:42:47:551, robot_pos_w_timestamp, 1649252478714, 588.16, 324.56, 216.56, 2.31, -0.01, 3.08, tool_force, -0.87, 0.09, 0.3, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.08, joints_pos, 38.27, 57.24, -17.41, -67.57, 19.27, 54.76, 65.63, tool_torque, 0.041, 0.061, 0.056, tool_momentum, 0.04, 0.062, 0.056, robot_mode, normal, 
06/04/2022 14:42:47:701, robot_pos_w_timestamp, 1649252478865, 588.15, 324.56, 216.56, 2.31, -0.01, 3.08, tool_force, -0.9, 0.0, 0.22, actual_rep, 2, curr_step, 77, track_size, 77, robot_vel, 0.05, joints_pos, 38.27, 57.24, -17.41, -67.57, 19.27, 54.76, 65.64, tool_torque, 0.033, 0.065, 0.054, tool_momentum, 0.032, 0.066, 0.054, robot_mode, normal, 
06/04/2022 14:42:47:864, robot_pos_w_timestamp, 1649252479029, 588.22, 324.24, 216.49, 2.31, -0.01, 3.08, tool_force, -1.8, -0.01, 0.38, actual_rep, 3, curr_step, 2, track_size, 77, robot_vel, 0.36, joints_pos, 38.25, 57.24, -17.44, -67.59, 19.25, 54.76, 65.65, tool_torque, -0.0090, 0.188, 0.019, tool_momentum, -0.0050, 0.177, 0.019, robot_mode, normal, 
06/04/2022 14:42:48:005, robot_pos_w_timestamp, 1649252479168, 588.99, 318.98, 215.44, 2.3, 0.0, 3.09, tool_force, -0.63, 0.81, 0.83, actual_rep, 3, curr_step, 3, track_size, 77, robot_vel, 43.52, joints_pos, 38.08, 57.21, -17.73, -67.92, 19.17, 54.76, 65.68, tool_torque, 0.126, 0.043, 0.095, tool_momentum, 0.123, 0.045, 0.095, robot_mode, normal, 
06/04/2022 14:42:48:180, robot_pos_w_timestamp, 1649252479324, 589.5, 313.04, 214.62, 2.3, 0.0, 3.1, tool_force, 0.02, 0.26, 0.18, actual_rep, 3, curr_step, 4, track_size, 77, robot_vel, 41.7, joints_pos, 37.89, 57.1, -18.03, -68.39, 19.07, 54.72, 65.64, tool_torque, 0.139, -0.059, 0.143, tool_momentum, 0.147, -0.077, 0.143, robot_mode, normal, 
06/04/2022 14:42:48:327, robot_pos_w_timestamp, 1649252479474, 590.07, 307.35, 214.12, 2.29, 0.01, 3.1, tool_force, 0.38, 0.29, -0.25, actual_rep, 3, curr_step, 5, track_size, 77, robot_vel, 38.46, joints_pos, 37.76, 56.99, -18.41, -68.81, 19.05, 54.69, 65.64, tool_torque, 0.141, -0.076, 0.195, tool_momentum, 0.15, -0.069, 0.197, robot_mode, normal, 
06/04/2022 14:42:48:481, robot_pos_w_timestamp, 1649252479628, 590.67, 301.53, 213.99, 2.28, 0.01, 3.1, tool_force, 0.46, 0.81, 0.33, actual_rep, 3, curr_step, 6, track_size, 77, robot_vel, 41.59, joints_pos, 37.62, 56.83, -18.79, -69.27, 19.05, 54.6, 65.57, tool_torque, 0.265, -0.202, 0.32, tool_momentum, 0.274, -0.213, 0.323, robot_mode, normal, 
06/04/2022 14:42:48:642, robot_pos_w_timestamp, 1649252479782, 591.29, 295.58, 214.27, 2.28, 0.02, 3.11, tool_force, 0.78, 1.04, 0.23, actual_rep, 3, curr_step, 7, track_size, 77, robot_vel, 43.82, joints_pos, 37.45, 56.62, -19.14, -69.76, 19.05, 54.46, 65.47, tool_torque, 0.31, -0.21, 0.396, tool_momentum, 0.294, -0.194, 0.393, robot_mode, normal, 
06/04/2022 14:42:48:818, robot_pos_w_timestamp, 1649252479933, 591.89, 289.8, 214.87, 2.27, 0.02, 3.11, tool_force, 0.87, 1.11, 0.13, actual_rep, 3, curr_step, 8, track_size, 77, robot_vel, 41.63, joints_pos, 37.27, 56.38, -19.48, -70.24, 19.04, 54.33, 65.35, tool_torque, 0.311, -0.215, 0.435, tool_momentum, 0.315, -0.212, 0.435, robot_mode, normal, 
06/04/2022 14:42:48:930, robot_pos_w_timestamp, 1649252480087, 592.56, 283.86, 215.99, 2.26, 0.03, 3.11, tool_force, 0.9, 0.93, -0.13, actual_rep, 3, curr_step, 8, track_size, 77, robot_vel, 38.08, joints_pos, 37.09, 56.09, -19.8, -70.74, 19.04, 54.14, 65.21, tool_torque, 0.298, -0.216, 0.418, tool_momentum, 0.304, -0.208, 0.418, robot_mode, normal, 
06/04/2022 14:42:49:087, robot_pos_w_timestamp, 1649252480240, 592.9, 278.03, 217.22, 2.26, 0.03, 3.11, tool_force, 0.89, 1.18, 0.33, actual_rep, 3, curr_step, 9, track_size, 77, robot_vel, 41.12, joints_pos, 36.9, 55.77, -20.11, -71.27, 19.04, 54.05, 65.01, tool_torque, 0.372, -0.261, 0.419, tool_momentum, 0.367, -0.241, 0.417, robot_mode, normal, 
06/04/2022 14:42:49:275, robot_pos_w_timestamp, 1649252480391, 592.87, 271.37, 218.6, 2.25, 0.03, 3.11, tool_force, 0.81, 1.14, 0.57, actual_rep, 3, curr_step, 10, track_size, 77, robot_vel, 40.43, joints_pos, 36.67, 55.38, -20.43, -71.92, 19.04, 53.93, 64.74, tool_torque, 0.346, -0.318, 0.437, tool_momentum, 0.341, -0.327, 0.437, robot_mode, normal, 
06/04/2022 14:42:49:495, robot_pos_w_timestamp, 1649252480545, 592.75, 266.21, 219.8, 2.25, 0.03, 3.12, tool_force, 1.18, 1.16, -0.11, actual_rep, 3, curr_step, 11, track_size, 77, robot_vel, 39.74, joints_pos, 36.5, 55.06, -20.67, -72.44, 19.04, 53.84, 64.52, tool_torque, 0.391, -0.389, 0.479, tool_momentum, 0.394, -0.393, 0.479, robot_mode, rotation_overlay, 
06/04/2022 14:42:49:579, robot_pos_w_timestamp, 1649252480696, 592.34, 264.6, 220.44, 2.25, 0.03, 3.12, tool_force, 1.76, 1.43, 0.7, actual_rep, 3, curr_step, 11, track_size, 77, robot_vel, 3.22, joints_pos, 36.46, 54.91, -20.7, -72.66, 19.04, 53.78, 64.45, tool_torque, 0.318, -0.4, 0.37, tool_momentum, 0.28, -0.383, 0.368, robot_mode, rotation_overlay, 
06/04/2022 14:42:49:693, robot_pos_w_timestamp, 1649252480833, 592.56, 263.39, 219.91, 2.26, 0.04, 3.12, tool_force, 0.42, 0.81, 0.03, actual_rep, 3, curr_step, 11, track_size, 77, robot_vel, 10.1, joints_pos, 36.45, 54.96, -20.82, -72.69, 18.99, 53.82, 63.59, tool_torque, 0.244, -0.319, 0.477, tool_momentum, 0.234, -0.325, 0.477, robot_mode, rotation_overlay, 
06/04/2022 14:42:49:870, robot_pos_w_timestamp, 1649252481003, 592.2, 261.34, 220.72, 2.32, 0.04, 3.12, tool_force, 0.84, 1.37, 0.22, actual_rep, 3, curr_step, 11, track_size, 77, robot_vel, 16.68, joints_pos, 36.33, 54.75, -20.79, -72.95, 18.9, 53.8, 59.86, tool_torque, 0.397, -0.41, 0.546, tool_momentum, 0.397, -0.407, 0.546, robot_mode, rotation_overlay, 
06/04/2022 14:42:50:017, robot_pos_w_timestamp, 1649252481155, 591.88, 259.45, 221.33, 2.38, 0.04, 3.12, tool_force, 0.36, 1.5, 0.27, actual_rep, 3, curr_step, 12, track_size, 77, robot_vel, 15.77, joints_pos, 36.17, 54.57, -20.74, -73.18, 18.9, 53.75, 56.32, tool_torque, 0.506, -0.372, 0.56, tool_momentum, 0.495, -0.374, 0.56, robot_mode, rotation_overlay, 
06/04/2022 14:42:50:171, robot_pos_w_timestamp, 1649252481305, 591.56, 257.63, 221.89, 2.41, 0.04, 3.13, tool_force, 0.54, 1.0, -0.19, actual_rep, 3, curr_step, 12, track_size, 77, robot_vel, 13.5, joints_pos, 36.11, 54.41, -20.8, -73.41, 18.9, 53.73, 54.39, tool_torque, 0.4, -0.312, 0.511, tool_momentum, 0.405, -0.309, 0.511, robot_mode, rotation_overlay, 
06/04/2022 14:42:50:358, robot_pos_w_timestamp, 1649252481438, 591.29, 256.83, 222.27, 2.42, 0.04, 3.13, tool_force, 0.47, 1.07, 0.53, actual_rep, 3, curr_step, 12, track_size, 77, robot_vel, 12.93, joints_pos, 36.1, 54.33, -20.84, -73.53, 18.9, 53.73, 54.14, tool_torque, 0.398, -0.277, 0.437, tool_momentum, 0.396, -0.281, 0.432, robot_mode, rotation_overlay, 
06/04/2022 14:42:50:467, robot_pos_w_timestamp, 1649252481588, 591.3, 256.19, 221.46, 2.4, 0.04, 3.13, tool_force, -0.77, 0.69, 0.58, actual_rep, 3, curr_step, 12, track_size, 77, robot_vel, 10.43, joints_pos, 36.09, 54.39, -20.94, -73.58, 19.13, 53.68, 54.68, tool_torque, 0.186, 0.11, 0.019, tool_momentum, 0.173, 0.119, 0.016, robot_mode, rotation_overlay, 
06/04/2022 14:42:50:620, robot_pos_w_timestamp, 1649252481740, 591.08, 254.99, 221.74, 2.36, 0.04, 3.12, tool_force, -0.51, 0.53, 0.33, actual_rep, 3, curr_step, 12, track_size, 77, robot_vel, 7.49, joints_pos, 36.15, 54.33, -21.16, -73.73, 19.35, 53.69, 57.15, tool_torque, 0.104, 0.017, -0.024, tool_momentum, 0.099, 0.0080, -0.024, robot_mode, rotation_overlay, 
06/04/2022 14:42:50:776, robot_pos_w_timestamp, 1649252481892, 590.72, 253.81, 222.15, 2.28, 0.03, 3.12, tool_force, -0.83, 0.4, 0.44, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 8.27, joints_pos, 36.23, 54.26, -21.4, -73.89, 19.54, 53.75, 61.53, tool_torque, 0.038, 0.149, -0.068, tool_momentum, 0.043, 0.141, -0.068, robot_mode, rotation_overlay, 
06/04/2022 14:42:50:956, robot_pos_w_timestamp, 1649252482042, 590.37, 252.73, 222.61, 2.18, 0.03, 3.12, tool_force, -0.88, 0.5, 0.6, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 6.63, joints_pos, 36.3, 54.2, -21.61, -73.99, 19.59, 53.89, 67.09, tool_torque, -0.011, 0.227, -0.117, tool_momentum, -0.015, 0.224, -0.118, robot_mode, rotation_overlay, 
06/04/2022 14:42:51:116, robot_pos_w_timestamp, 1649252482218, 589.98, 251.43, 223.08, 2.1, 0.03, 3.12, tool_force, -0.31, 0.6, 0.62, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 7.91, joints_pos, 36.28, 54.09, -21.69, -74.17, 19.61, 53.93, 71.45, tool_torque, 0.066, 0.073, -0.074, tool_momentum, 0.065, 0.078, -0.074, robot_mode, rotation_overlay, 
06/04/2022 14:42:51:239, robot_pos_w_timestamp, 1649252482353, 589.69, 250.37, 223.52, 2.07, 0.03, 3.12, tool_force, -0.1, 0.64, 0.46, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 8.96, joints_pos, 36.22, 53.97, -21.68, -74.32, 19.6, 53.9, 72.92, tool_torque, 0.106, -0.026, -0.055, tool_momentum, 0.107, -0.029, -0.055, robot_mode, rotation_overlay, 
06/04/2022 14:42:51:421, robot_pos_w_timestamp, 1649252482491, 589.32, 249.78, 223.78, 2.07, 0.03, 3.12, tool_force, -0.49, 0.37, 0.0, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 4.31, joints_pos, 36.15, 53.86, -21.6, -74.47, 19.6, 53.8, 73.12, tool_torque, 0.174, -0.217, 0.036, tool_momentum, 0.163, -0.222, 0.037, robot_mode, rotation_overlay, 
06/04/2022 14:42:51:621, robot_pos_w_timestamp, 1649252482661, 588.98, 248.93, 223.19, 2.08, 0.03, 3.12, tool_force, 0.76, 0.76, -0.07, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 4.77, joints_pos, 36.13, 53.86, -21.6, -74.57, 19.48, 53.78, 72.12, tool_torque, 0.246, -0.349, 0.461, tool_momentum, 0.25, -0.351, 0.462, robot_mode, rotation_overlay, 
06/04/2022 14:42:51:714, robot_pos_w_timestamp, 1649252482810, 588.57, 247.8, 223.68, 2.13, 0.03, 3.12, tool_force, 1.15, 1.06, 0.36, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 10.47, joints_pos, 36.06, 53.75, -21.59, -74.71, 19.43, 53.88, 69.06, tool_torque, 0.253, -0.56, 0.541, tool_momentum, 0.251, -0.565, 0.541, robot_mode, rotation_overlay, 
06/04/2022 14:42:51:894, robot_pos_w_timestamp, 1649252482966, 587.87, 246.5, 224.22, 2.22, 0.03, 3.13, tool_force, 0.96, 1.22, 0.36, actual_rep, 3, curr_step, 13, track_size, 77, robot_vel, 11.29, joints_pos, 35.93, 53.55, -21.46, -74.96, 19.29, 53.8, 62.95, tool_torque, 0.432, -0.566, 0.606, tool_momentum, 0.431, -0.563, 0.606, robot_mode, rotation_overlay, 
06/04/2022 14:42:52:027, robot_pos_w_timestamp, 1649252483122, 587.34, 245.11, 224.81, 2.32, 0.03, 3.13, tool_force, 0.77, 1.28, 0.02, actual_rep, 3, curr_step, 14, track_size, 77, robot_vel, 10.76, joints_pos, 35.74, 53.33, -21.26, -75.21, 19.2, 53.71, 58.25, tool_torque, 0.522, -0.537, 0.611, tool_momentum, 0.519, -0.536, 0.611, robot_mode, rotation_overlay, 
06/04/2022 14:42:52:186, robot_pos_w_timestamp, 1649252483283, 586.63, 243.72, 225.4, 2.39, 0.03, 3.13, tool_force, 0.64, 1.38, 0.04, actual_rep, 3, curr_step, 14, track_size, 77, robot_vel, 9.46, joints_pos, 35.67, 53.15, -21.23, -75.46, 19.15, 53.69, 54.49, tool_torque, 0.527, -0.448, 0.572, tool_momentum, 0.523, -0.443, 0.572, robot_mode, rotation_overlay, 
06/04/2022 14:42:52:349, robot_pos_w_timestamp, 1649252483441, 585.99, 242.3, 225.92, 2.41, 0.03, 3.14, tool_force, 0.66, 1.24, 0.1, actual_rep, 3, curr_step, 14, track_size, 77, robot_vel, 10.9, joints_pos, 35.65, 53.0, -21.3, -75.68, 19.12, 53.71, 52.94, tool_torque, 0.441, -0.431, 0.545, tool_momentum, 0.432, -0.424, 0.54, robot_mode, rotation_overlay, 
06/04/2022 14:42:52:608, robot_pos_w_timestamp, 1649252483580, 585.69, 241.95, 226.02, 2.41, 0.03, 3.14, tool_force, 0.21, 1.18, 0.16, actual_rep, 3, curr_step, 14, track_size, 77, robot_vel, 2.76, joints_pos, 35.66, 52.96, -21.33, -75.75, 19.11, 53.72, 52.84, tool_torque, 0.328, -0.243, 0.37, tool_momentum, 0.319, -0.243, 0.37, robot_mode, rotation_overlay, 
06/04/2022 14:42:52:705, robot_pos_w_timestamp, 1649252483750, 585.52, 240.86, 225.68, 2.39, 0.03, 3.14, tool_force, 0.01, 0.44, 0.08, actual_rep, 3, curr_step, 14, track_size, 77, robot_vel, 4.71, joints_pos, 35.67, 52.95, -21.5, -75.89, 19.44, 53.67, 54.2, tool_torque, 0.158, -0.065, -0.0090, tool_momentum, 0.154, -0.057, -0.011, robot_mode, rotation_overlay, 
06/04/2022 14:42:52:821, robot_pos_w_timestamp, 1649252483891, 584.9, 239.88, 226.16, 2.33, 0.03, 3.13, tool_force, -0.8, 0.83, 0.47, actual_rep, 3, curr_step, 14, track_size, 77, robot_vel, 8.93, joints_pos, 35.78, 52.85, -21.72, -76.1, 19.63, 53.67, 57.37, tool_torque, 0.167, 0.11, -0.04, tool_momentum, 0.165, 0.111, -0.04, robot_mode, rotation_overlay, 
06/04/2022 14:42:53:009, robot_pos_w_timestamp, 1649252484044, 584.3, 238.8, 226.69, 2.24, 0.03, 3.13, tool_force, -0.86, 0.52, 0.55, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 9.29, joints_pos, 35.84, 52.76, -21.92, -76.25, 19.78, 53.81, 62.55, tool_torque, 0.029, 0.144, -0.075, tool_momentum, 0.02, 0.146, -0.077, robot_mode, rotation_overlay, 
06/04/2022 14:42:53:133, robot_pos_w_timestamp, 1649252484206, 583.76, 237.83, 227.25, 2.14, 0.03, 3.13, tool_force, -0.79, 0.55, 0.37, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 8.52, joints_pos, 35.86, 52.64, -22.01, -76.41, 19.81, 53.88, 67.86, tool_torque, 0.023, 0.143, -0.086, tool_momentum, 0.028, 0.14, -0.086, robot_mode, rotation_overlay, 
06/04/2022 14:42:53:284, robot_pos_w_timestamp, 1649252484356, 583.2, 236.84, 227.83, 2.09, 0.03, 3.13, tool_force, -0.31, 0.66, 0.39, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 8.6, joints_pos, 35.82, 52.49, -22.02, -76.61, 19.81, 53.85, 70.76, tool_torque, 0.086, 0.04, -0.046, tool_momentum, 0.086, 0.039, -0.046, robot_mode, rotation_overlay, 
06/04/2022 14:42:53:482, robot_pos_w_timestamp, 1649252484526, 582.49, 235.8, 228.47, 2.07, 0.03, 3.13, tool_force, 0.59, 1.0, 0.71, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 9.42, joints_pos, 35.74, 52.3, -21.93, -76.85, 19.75, 53.75, 71.68, tool_torque, 0.267, -0.249, 0.085, tool_momentum, 0.205, -0.117, 0.066, robot_mode, rotation_overlay, 
06/04/2022 14:42:53:656, robot_pos_w_timestamp, 1649252484658, 582.14, 235.68, 228.27, 2.07, 0.03, 3.13, tool_force, 0.71, 1.08, 0.23, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 4.0, joints_pos, 35.7, 52.26, -21.84, -76.93, 19.66, 53.71, 71.72, tool_torque, 0.303, -0.364, 0.193, tool_momentum, 0.299, -0.366, 0.193, robot_mode, rotation_overlay, 
06/04/2022 14:42:53:764, robot_pos_w_timestamp, 1649252484808, 581.84, 235.09, 228.05, 2.09, 0.03, 3.13, tool_force, 1.48, 0.66, -0.2, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 1.87, joints_pos, 35.7, 52.25, -21.86, -77.0, 19.6, 53.74, 70.2, tool_torque, 0.249, -0.571, 0.511, tool_momentum, 0.245, -0.574, 0.512, robot_mode, rotation_overlay, 
06/04/2022 14:42:53:911, robot_pos_w_timestamp, 1649252484957, 581.32, 234.32, 228.68, 2.15, 0.03, 3.13, tool_force, 0.95, 0.98, 0.31, actual_rep, 3, curr_step, 15, track_size, 77, robot_vel, 7.97, joints_pos, 35.65, 52.1, -21.83, -77.16, 19.53, 53.72, 66.64, tool_torque, 0.333, -0.527, 0.553, tool_momentum, 0.342, -0.53, 0.555, robot_mode, rotation_overlay, 
06/04/2022 14:42:54:068, robot_pos_w_timestamp, 1649252485114, 580.63, 233.4, 229.42, 2.25, 0.03, 3.14, tool_force, 1.05, 1.16, -0.28, actual_rep, 3, curr_step, 16, track_size, 77, robot_vel, 9.11, joints_pos, 35.49, 51.88, -21.61, -77.39, 19.35, 53.65, 61.02, tool_torque, 0.506, -0.599, 0.619, tool_momentum, 0.505, -0.581, 0.618, robot_mode, rotation_overlay, 
06/04/2022 14:42:54:231, robot_pos_w_timestamp, 1649252485256, 580.06, 232.42, 229.93, 2.34, 0.03, 3.14, tool_force, 0.59, 1.34, 0.21, actual_rep, 3, curr_step, 16, track_size, 77, robot_vel, 9.22, joints_pos, 35.31, 51.68, -21.4, -77.6, 19.22, 53.55, 56.2, tool_torque, 0.519, -0.495, 0.602, tool_momentum, 0.521, -0.493, 0.602, robot_mode, rotation_overlay, 
06/04/2022 14:42:54:365, robot_pos_w_timestamp, 1649252485406, 579.47, 231.5, 230.55, 2.39, 0.02, 3.14, tool_force, 0.19, 1.32, -0.08, actual_rep, 3, curr_step, 16, track_size, 77, robot_vel, 8.3, joints_pos, 35.24, 51.52, -21.33, -77.78, 19.16, 53.55, 52.93, tool_torque, 0.521, -0.403, 0.574, tool_momentum, 0.518, -0.403, 0.574, robot_mode, rotation_overlay, 
06/04/2022 14:42:54:669, robot_pos_w_timestamp, 1649252485684, 578.52, 230.35, 231.15, 2.42, 0.02, -3.14, tool_force, -0.04, 1.22, 0.02, actual_rep, 3, curr_step, 16, track_size, 77, robot_vel, 1.49, joints_pos, 35.24, 51.35, -21.38, -78.03, 19.14, 53.55, 51.63, tool_torque, 0.366, -0.211, 0.327, tool_momentum, 0.36, -0.208, 0.324, robot_mode, rotation_overlay, 
06/04/2022 14:42:54:844, robot_pos_w_timestamp, 1649252485832, 578.28, 229.62, 230.93, 2.39, 0.02, 3.14, tool_force, -0.49, 0.57, 0.2, actual_rep, 3, curr_step, 16, track_size, 77, robot_vel, 4.62, joints_pos, 35.23, 51.32, -21.45, -78.14, 19.23, 53.51, 52.94, tool_torque, 0.243, -0.072, 0.012, tool_momentum, 0.25, -0.075, 0.012, robot_mode, rotation_overlay, 
06/04/2022 14:42:54:992, robot_pos_w_timestamp, 1649252485986, 577.47, 228.6, 231.58, 2.33, 0.02, 3.14, tool_force, -1.32, 0.75, 0.62, actual_rep, 3, curr_step, 16, track_size, 77, robot_vel, 8.29, joints_pos, 35.33, 51.18, -21.68, -78.39, 19.56, 53.53, 56.08, tool_torque, 0.134, 0.166, -0.046, tool_momentum, 0.125, 0.161, -0.046, robot_mode, rotation_overlay, 
06/04/2022 14:42:55:201, robot_pos_w_timestamp, 1649252486136, 576.76, 227.75, 232.22, 2.24, 0.02, 3.14, tool_force, -1.0, 0.43, 0.52, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 8.85, joints_pos, 35.44, 51.08, -21.92, -78.55, 19.76, 53.66, 61.3, tool_torque, 0.0010, 0.174, -0.076, tool_momentum, -0.0070, 0.176, -0.076, robot_mode, rotation_overlay, 
06/04/2022 14:42:55:303, robot_pos_w_timestamp, 1649252486285, 576.09, 227.0, 232.99, 2.14, 0.02, 3.14, tool_force, -0.93, 0.88, 0.64, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 8.92, joints_pos, 35.48, 50.93, -22.02, -78.75, 19.82, 53.71, 66.75, tool_torque, 0.064, 0.17, -0.093, tool_momentum, 0.061, 0.168, -0.093, robot_mode, rotation_overlay, 
06/04/2022 14:42:55:505, robot_pos_w_timestamp, 1649252486438, 575.34, 226.12, 233.63, 2.09, 0.02, 3.14, tool_force, -0.47, 0.89, 0.42, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 9.52, joints_pos, 35.46, 50.77, -22.02, -78.93, 19.82, 53.71, 69.38, tool_torque, 0.102, 0.059, -0.039, tool_momentum, 0.099, 0.055, -0.039, robot_mode, rotation_overlay, 
06/04/2022 14:42:55:607, robot_pos_w_timestamp, 1649252486589, 574.61, 225.31, 234.3, 2.07, 0.02, 3.14, tool_force, -0.03, 0.62, 0.14, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 8.54, joints_pos, 35.39, 50.58, -21.95, -79.15, 19.76, 53.64, 70.51, tool_torque, 0.157, -0.123, 0.04, tool_momentum, 0.17, -0.12, 0.041, robot_mode, rotation_overlay, 
06/04/2022 14:42:55:813, robot_pos_w_timestamp, 1649252486725, 574.17, 225.12, 234.26, 2.07, 0.02, 3.14, tool_force, 0.39, 0.92, -0.04, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 6.78, joints_pos, 35.34, 50.51, -21.83, -79.27, 19.68, 53.52, 70.57, tool_torque, 0.287, -0.243, 0.173, tool_momentum, 0.297, -0.241, 0.18, robot_mode, rotation_overlay, 
06/04/2022 14:42:55:906, robot_pos_w_timestamp, 1649252486869, 573.79, 224.83, 234.12, 2.09, 0.02, 3.14, tool_force, 0.49, 1.06, 0.36, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 4.76, joints_pos, 35.33, 50.48, -21.82, -79.34, 19.59, 53.55, 69.15, tool_torque, 0.278, -0.394, 0.464, tool_momentum, 0.286, -0.399, 0.465, robot_mode, rotation_overlay, 
06/04/2022 14:42:56:042, robot_pos_w_timestamp, 1649252487021, 573.17, 224.21, 234.8, 2.15, 0.02, 3.14, tool_force, 0.75, 0.95, 0.29, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 8.51, joints_pos, 35.3, 50.33, -21.79, -79.49, 19.54, 53.58, 65.77, tool_torque, 0.269, -0.488, 0.501, tool_momentum, 0.263, -0.487, 0.501, robot_mode, rotation_overlay, 
06/04/2022 14:42:56:233, robot_pos_w_timestamp, 1649252487174, 572.28, 223.5, 235.61, 2.25, 0.02, 3.14, tool_force, 0.53, 1.26, 0.12, actual_rep, 3, curr_step, 17, track_size, 77, robot_vel, 9.59, joints_pos, 35.18, 50.1, -21.6, -79.73, 19.36, 53.52, 60.33, tool_torque, 0.447, -0.497, 0.583, tool_momentum, 0.448, -0.5, 0.583, robot_mode, rotation_overlay, 
06/04/2022 14:42:56:416, robot_pos_w_timestamp, 1649252487324, 571.45, 222.67, 236.42, 2.34, 0.02, -3.14, tool_force, 0.39, 1.19, -0.25, actual_rep, 3, curr_step, 18, track_size, 77, robot_vel, 9.28, joints_pos, 35.02, 49.86, -21.38, -79.96, 19.2, 53.46, 55.16, tool_torque, 0.509, -0.46, 0.593, tool_momentum, 0.498, -0.451, 0.593, robot_mode, rotation_overlay, 
06/04/2022 14:42:56:504, robot_pos_w_timestamp, 1649252487474, 570.63, 221.94, 237.16, 2.39, 0.01, -3.14, tool_force, 0.22, 1.32, 0.07, actual_rep, 3, curr_step, 18, track_size, 77, robot_vel, 9.07, joints_pos, 34.97, 49.67, -21.31, -80.17, 19.14, 53.45, 51.93, tool_torque, 0.527, -0.413, 0.573, tool_momentum, 0.528, -0.412, 0.573, robot_mode, rotation_overlay, 
06/04/2022 14:42:56:723, robot_pos_w_timestamp, 1649252487627, 569.74, 221.19, 237.89, 2.42, 0.01, -3.14, tool_force, 0.02, 1.25, 0.17, actual_rep, 3, curr_step, 18, track_size, 77, robot_vel, 9.47, joints_pos, 34.97, 49.5, -21.33, -80.38, 19.14, 53.48, 50.66, tool_torque, 0.42, -0.343, 0.507, tool_momentum, 0.409, -0.343, 0.506, robot_mode, rotation_overlay, 
06/04/2022 14:42:56:803, robot_pos_w_timestamp, 1649252487756, 569.36, 220.95, 238.04, 2.42, 0.01, -3.14, tool_force, -0.1, 1.23, 0.1, actual_rep, 3, curr_step, 18, track_size, 77, robot_vel, 4.33, joints_pos, 34.97, 49.44, -21.34, -80.47, 19.14, 53.47, 50.59, tool_torque, 0.401, -0.228, 0.346, tool_momentum, 0.398, -0.213, 0.344, robot_mode, normal, 
