30/03/2022 17:05:43: File Created!
30/03/2022 17:05:43:138, robot_pos_w_timestamp, 1648652658117, 612.88, 280.94, 203.69, 2.36, -0.03, 3.07, tool_force, 0.45, -0.54, -0.07, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 23.57, joints_pos, 36.47, 59.59, -22.94, -66.97, 27.91, 55.42, 53.75, tool_torque, -0.068, -0.276, 0.121, tool_momentum, -0.068, -0.277, 0.121, robot_mode, normal, 
30/03/2022 17:05:53:104, robot_pos_w_timestamp, 1648652668018, 508.29, 120.58, 220.81, 2.37, -0.06, 3.11, tool_force, 1.15, -0.93, 16.0, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.23, joints_pos, 29.37, 42.35, -22.69, -98.4, 27.4, 45.14, 36.33, tool_torque, 1.89, -0.022, 0.016, tool_momentum, 1.888, -0.023, 0.016, robot_mode, normal, 
30/03/2022 17:05:53:216, robot_pos_w_timestamp, 1648652668164, 508.29, 120.58, 220.82, 2.37, -0.06, 3.11, tool_force, 1.1, -1.01, 16.12, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.01, joints_pos, 29.37, 42.35, -22.69, -98.4, 27.4, 45.14, 36.32, tool_torque, 1.877, -0.025, 0.0090, tool_momentum, 1.878, -0.026, 0.01, robot_mode, normal, 
30/03/2022 17:05:53:381, robot_pos_w_timestamp, 1648652668314, 508.29, 120.56, 220.82, 2.37, -0.06, 3.11, tool_force, 1.02, -0.86, 16.09, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.22, joints_pos, 29.37, 42.35, -22.69, -98.4, 27.4, 45.14, 36.32, tool_torque, 1.9, -0.029, 0.024, tool_momentum, 1.901, -0.03, 0.024, robot_mode, normal, 
30/03/2022 17:05:53:614, robot_pos_w_timestamp, 1648652668470, 508.3, 120.52, 220.82, 2.37, -0.06, 3.11, tool_force, 0.84, -0.83, 16.06, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.21, joints_pos, 29.36, 42.35, -22.7, -98.4, 27.4, 45.14, 36.32, tool_torque, 1.914, -0.029, 0.046, tool_momentum, 1.914, -0.028, 0.046, robot_mode, normal, 
30/03/2022 17:05:53:712, robot_pos_w_timestamp, 1648652668616, 508.32, 120.47, 220.83, 2.37, -0.06, 3.11, tool_force, 0.59, -0.73, 16.15, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.17, joints_pos, 29.36, 42.35, -22.7, -98.4, 27.41, 45.14, 36.32, tool_torque, 1.934, -0.028, 0.074, tool_momentum, 1.934, -0.029, 0.074, robot_mode, normal, 
30/03/2022 17:05:53:820, robot_pos_w_timestamp, 1648652668764, 508.32, 120.45, 220.81, 2.37, -0.06, 3.11, tool_force, 0.54, -0.79, 16.2, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.26, joints_pos, 29.36, 42.35, -22.7, -98.4, 27.41, 45.14, 36.32, tool_torque, 1.934, -0.024, 0.072, tool_momentum, 1.934, -0.024, 0.072, robot_mode, normal, 
30/03/2022 17:05:54:017, robot_pos_w_timestamp, 1648652668914, 508.32, 120.43, 220.77, 2.37, -0.06, 3.11, tool_force, 0.5, -0.8, 16.27, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.38, joints_pos, 29.36, 42.36, -22.7, -98.4, 27.41, 45.14, 36.32, tool_torque, 1.948, -0.022, 0.076, tool_momentum, 1.948, -0.022, 0.076, robot_mode, normal, 
30/03/2022 17:05:54:120, robot_pos_w_timestamp, 1648652669063, 508.33, 120.44, 220.77, 2.37, -0.06, 3.11, tool_force, 0.41, -0.71, 16.13, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.14, joints_pos, 29.36, 42.36, -22.7, -98.4, 27.41, 45.13, 36.32, tool_torque, 1.947, -0.01, 0.084, tool_momentum, 1.948, -0.01, 0.084, robot_mode, normal, 
30/03/2022 17:05:54:318, robot_pos_w_timestamp, 1648652669212, 508.34, 120.41, 220.78, 2.37, -0.06, 3.11, tool_force, 0.28, -0.75, 15.96, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 0.49, joints_pos, 29.36, 42.36, -22.71, -98.4, 27.42, 45.13, 36.31, tool_torque, 1.92, -0.0020, 0.088, tool_momentum, 1.921, -0.0010, 0.088, robot_mode, normal, 
30/03/2022 17:05:54:423, robot_pos_w_timestamp, 1648652669360, 508.5, 120.25, 221.06, 2.37, -0.06, 3.11, tool_force, -0.74, -0.22, 14.58, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 3.8, joints_pos, 29.36, 42.33, -22.73, -98.39, 27.44, 45.13, 36.3, tool_torque, 1.783, 0.0040, 0.184, tool_momentum, 1.766, 0.0060, 0.184, robot_mode, normal, 
30/03/2022 17:05:54:621, robot_pos_w_timestamp, 1648652669509, 508.76, 120.22, 222.41, 2.37, -0.06, 3.1, tool_force, -0.75, 0.21, 9.05, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 10.93, joints_pos, 29.35, 42.17, -22.77, -98.39, 27.48, 45.17, 36.26, tool_torque, 1.087, -0.124, 0.199, tool_momentum, 1.073, -0.125, 0.2, robot_mode, normal, 
30/03/2022 17:05:54:726, robot_pos_w_timestamp, 1648652669660, 508.28, 121.01, 223.81, 2.37, -0.06, 3.1, tool_force, -2.41, -0.4, 6.23, actual_rep, 1, curr_step, 38, track_size, 99, robot_vel, 8.31, joints_pos, 29.4, 41.99, -22.72, -98.44, 27.48, 45.34, 36.28, tool_torque, 0.467, 0.072, 0.138, tool_momentum, 0.44, 0.108, 0.135, robot_mode, normal, 
30/03/2022 17:05:54:931, robot_pos_w_timestamp, 1648652669808, 504.42, 125.2, 224.74, 2.37, -0.06, 3.1, tool_force, -5.08, 0.85, 5.09, actual_rep, 1, curr_step, 39, track_size, 99, robot_vel, 35.81, joints_pos, 29.87, 41.6, -22.56, -98.94, 27.38, 45.26, 36.65, tool_torque, 0.427, 0.232, 0.249, tool_momentum, 0.417, 0.244, 0.248, robot_mode, normal, 
30/03/2022 17:05:55:030, robot_pos_w_timestamp, 1648652669959, 501.36, 129.35, 224.98, 2.38, -0.07, 3.1, tool_force, -5.12, 1.4, 5.08, actual_rep, 1, curr_step, 40, track_size, 99, robot_vel, 35.61, joints_pos, 30.32, 41.36, -22.46, -99.31, 27.54, 45.1, 36.63, tool_torque, 0.67, 0.222, 0.345, tool_momentum, 0.65, 0.221, 0.344, robot_mode, normal, 
30/03/2022 17:05:55:232, robot_pos_w_timestamp, 1648652670109, 497.92, 132.84, 225.35, 2.38, -0.06, 3.1, tool_force, -4.9, 0.13, 5.31, actual_rep, 1, curr_step, 41, track_size, 99, robot_vel, 33.0, joints_pos, 31.07, 41.09, -22.65, -99.81, 27.23, 44.73, 37.26, tool_torque, 0.414, 0.448, 0.121, tool_momentum, 0.414, 0.461, 0.121, robot_mode, normal, 
30/03/2022 17:05:55:340, robot_pos_w_timestamp, 1648652670263, 494.51, 138.88, 225.45, 2.38, -0.06, 3.1, tool_force, -6.54, 0.82, 7.3, actual_rep, 1, curr_step, 42, track_size, 99, robot_vel, 44.37, joints_pos, 31.76, 40.83, -22.53, -100.26, 27.51, 44.24, 37.73, tool_torque, 0.793, 0.574, 0.191, tool_momentum, 0.811, 0.548, 0.196, robot_mode, normal, 
30/03/2022 17:05:55:549, robot_pos_w_timestamp, 1648652670411, 491.05, 141.63, 225.54, 2.37, -0.06, 3.09, tool_force, -4.36, -0.49, 7.9, actual_rep, 1, curr_step, 43, track_size, 99, robot_vel, 21.0, joints_pos, 32.26, 40.54, -22.63, -100.83, 27.94, 43.83, 37.98, tool_torque, 0.737, 0.532, 0.015, tool_momentum, 0.731, 0.538, 0.015, robot_mode, normal, 
30/03/2022 17:05:55:645, robot_pos_w_timestamp, 1648652670560, 488.78, 145.91, 225.34, 2.37, -0.06, 3.09, tool_force, -3.4, 1.87, 9.99, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 31.32, joints_pos, 32.87, 40.47, -22.69, -101.03, 27.92, 43.66, 38.7, tool_torque, 1.196, 0.259, 0.129, tool_momentum, 1.208, 0.24, 0.129, robot_mode, normal, 
30/03/2022 17:05:55:798, robot_pos_w_timestamp, 1648652670711, 486.99, 150.18, 225.27, 2.37, -0.06, 3.09, tool_force, -5.11, -0.12, 11.06, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 47.47, joints_pos, 33.32, 40.41, -22.6, -101.14, 28.02, 43.55, 39.21, tool_torque, 1.265, 0.355, 0.226, tool_momentum, 1.281, 0.356, 0.228, robot_mode, normal, 
30/03/2022 17:05:55:938, robot_pos_w_timestamp, 1648652670862, 486.35, 150.53, 224.86, 2.37, -0.06, 3.1, tool_force, -3.99, -0.19, 13.69, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 4.03, joints_pos, 33.56, 40.46, -22.79, -101.19, 27.98, 43.55, 39.3, tool_torque, 1.308, 0.463, 0.099, tool_momentum, 1.316, 0.458, 0.099, robot_mode, normal, 
30/03/2022 17:05:56:093, robot_pos_w_timestamp, 1648652671014, 486.27, 150.78, 224.47, 2.37, -0.06, 3.1, tool_force, -3.04, -0.49, 13.49, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 2.39, joints_pos, 33.56, 40.51, -22.77, -101.19, 28.03, 43.54, 39.26, tool_torque, 1.547, 0.203, 0.204, tool_momentum, 1.549, 0.198, 0.204, robot_mode, normal, 
30/03/2022 17:05:56:240, robot_pos_w_timestamp, 1648652671163, 486.26, 150.78, 224.41, 2.37, -0.06, 3.1, tool_force, -2.78, -0.27, 13.75, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.6, joints_pos, 33.56, 40.51, -22.77, -101.19, 28.03, 43.54, 39.26, tool_torque, 1.644, 0.182, 0.214, tool_momentum, 1.644, 0.183, 0.214, robot_mode, normal, 
30/03/2022 17:05:56:408, robot_pos_w_timestamp, 1648652671323, 486.28, 150.74, 224.33, 2.37, -0.06, 3.1, tool_force, -3.17, -0.3, 13.94, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.16, joints_pos, 33.56, 40.52, -22.77, -101.19, 28.04, 43.53, 39.26, tool_torque, 1.665, 0.199, 0.248, tool_momentum, 1.666, 0.198, 0.248, robot_mode, normal, 
30/03/2022 17:05:56:557, robot_pos_w_timestamp, 1648652671473, 486.29, 150.71, 224.29, 2.37, -0.06, 3.1, tool_force, -3.06, -0.35, 13.98, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.61, joints_pos, 33.56, 40.53, -22.77, -101.19, 28.04, 43.53, 39.25, tool_torque, 1.679, 0.159, 0.267, tool_momentum, 1.679, 0.159, 0.267, robot_mode, normal, 
30/03/2022 17:05:56:744, robot_pos_w_timestamp, 1648652671623, 486.31, 150.69, 224.25, 2.37, -0.06, 3.1, tool_force, -3.13, -0.39, 14.09, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.38, joints_pos, 33.56, 40.54, -22.78, -101.19, 28.04, 43.53, 39.25, tool_torque, 1.684, 0.153, 0.285, tool_momentum, 1.684, 0.153, 0.285, robot_mode, normal, 
30/03/2022 17:05:56:858, robot_pos_w_timestamp, 1648652671774, 486.34, 150.68, 224.23, 2.37, -0.06, 3.1, tool_force, -3.23, -0.37, 14.11, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.18, joints_pos, 33.56, 40.54, -22.78, -101.18, 28.04, 43.53, 39.25, tool_torque, 1.689, 0.15, 0.301, tool_momentum, 1.689, 0.151, 0.301, robot_mode, normal, 
30/03/2022 17:05:57:012, robot_pos_w_timestamp, 1648652671924, 486.36, 150.67, 224.23, 2.37, -0.06, 3.1, tool_force, -3.34, -0.33, 14.19, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.13, joints_pos, 33.56, 40.54, -22.78, -101.18, 28.04, 43.53, 39.25, tool_torque, 1.693, 0.142, 0.308, tool_momentum, 1.692, 0.143, 0.308, robot_mode, normal, 
30/03/2022 17:05:57:159, robot_pos_w_timestamp, 1648652672073, 486.36, 150.66, 224.21, 2.37, -0.06, 3.1, tool_force, -3.26, -0.36, 14.2, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.15, joints_pos, 33.56, 40.54, -22.78, -101.18, 28.04, 43.53, 39.25, tool_torque, 1.679, 0.146, 0.297, tool_momentum, 1.677, 0.146, 0.297, robot_mode, normal, 
30/03/2022 17:05:57:311, robot_pos_w_timestamp, 1648652672222, 486.35, 150.67, 224.18, 2.37, -0.06, 3.1, tool_force, -3.3, -0.39, 14.24, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.31, joints_pos, 33.56, 40.55, -22.78, -101.18, 28.04, 43.52, 39.25, tool_torque, 1.702, 0.153, 0.298, tool_momentum, 1.702, 0.153, 0.298, robot_mode, normal, 
30/03/2022 17:05:57:465, robot_pos_w_timestamp, 1648652672376, 486.37, 150.64, 224.16, 2.37, -0.06, 3.1, tool_force, -3.44, -0.33, 14.34, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.24, joints_pos, 33.55, 40.55, -22.78, -101.18, 28.05, 43.52, 39.25, tool_torque, 1.725, 0.125, 0.328, tool_momentum, 1.726, 0.123, 0.328, robot_mode, normal, 
30/03/2022 17:05:57:614, robot_pos_w_timestamp, 1648652672524, 486.41, 150.63, 224.13, 2.37, -0.06, 3.1, tool_force, -3.44, -0.37, 14.4, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.43, joints_pos, 33.55, 40.56, -22.78, -101.17, 28.05, 43.52, 39.25, tool_torque, 1.718, 0.117, 0.332, tool_momentum, 1.716, 0.117, 0.331, robot_mode, normal, 
30/03/2022 17:05:57:760, robot_pos_w_timestamp, 1648652672673, 486.41, 150.61, 224.11, 2.37, -0.06, 3.1, tool_force, -3.52, -0.38, 14.43, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.13, joints_pos, 33.55, 40.56, -22.79, -101.17, 28.05, 43.52, 39.25, tool_torque, 1.712, 0.119, 0.337, tool_momentum, 1.712, 0.12, 0.337, robot_mode, normal, 
30/03/2022 17:05:57:912, robot_pos_w_timestamp, 1648652672823, 486.43, 150.62, 224.11, 2.37, -0.06, 3.1, tool_force, -3.48, -0.36, 14.39, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.11, joints_pos, 33.55, 40.56, -22.79, -101.17, 28.05, 43.52, 39.25, tool_torque, 1.694, 0.121, 0.331, tool_momentum, 1.694, 0.12, 0.331, robot_mode, normal, 
30/03/2022 17:05:58:064, robot_pos_w_timestamp, 1648652672973, 486.42, 150.62, 224.11, 2.37, -0.06, 3.1, tool_force, -3.58, -0.34, 14.42, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.04, joints_pos, 33.55, 40.56, -22.79, -101.17, 28.05, 43.52, 39.25, tool_torque, 1.703, 0.131, 0.327, tool_momentum, 1.704, 0.13, 0.327, robot_mode, normal, 
30/03/2022 17:05:58:211, robot_pos_w_timestamp, 1648652673122, 486.44, 150.61, 224.12, 2.37, -0.06, 3.1, tool_force, -3.62, -0.32, 14.36, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.15, joints_pos, 33.55, 40.56, -22.79, -101.17, 28.05, 43.52, 39.25, tool_torque, 1.708, 0.113, 0.341, tool_momentum, 1.708, 0.113, 0.341, robot_mode, normal, 
30/03/2022 17:05:58:365, robot_pos_w_timestamp, 1648652673273, 486.44, 150.6, 224.11, 2.37, -0.06, 3.1, tool_force, -3.58, -0.33, 14.42, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.15, joints_pos, 33.55, 40.56, -22.79, -101.17, 28.05, 43.52, 39.25, tool_torque, 1.694, 0.118, 0.339, tool_momentum, 1.694, 0.117, 0.339, robot_mode, normal, 
30/03/2022 17:05:58:536, robot_pos_w_timestamp, 1648652673423, 486.44, 150.6, 224.11, 2.37, -0.06, 3.1, tool_force, -3.72, -0.33, 14.5, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.08, joints_pos, 33.55, 40.56, -22.79, -101.17, 28.05, 43.52, 39.25, tool_torque, 1.713, 0.119, 0.347, tool_momentum, 1.715, 0.117, 0.347, robot_mode, normal, 
30/03/2022 17:05:58:702, robot_pos_w_timestamp, 1648652673571, 486.46, 150.58, 224.11, 2.37, -0.06, 3.1, tool_force, -3.71, -0.32, 14.48, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.11, joints_pos, 33.55, 40.57, -22.79, -101.17, 28.05, 43.52, 39.25, tool_torque, 1.722, 0.096, 0.358, tool_momentum, 1.723, 0.096, 0.359, robot_mode, normal, 
30/03/2022 17:05:58:903, robot_pos_w_timestamp, 1648652673724, 486.47, 150.58, 224.1, 2.37, -0.06, 3.1, tool_force, -3.67, -0.37, 14.4, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.05, joints_pos, 33.55, 40.57, -22.79, -101.16, 28.05, 43.52, 39.25, tool_torque, 1.698, 0.099, 0.347, tool_momentum, 1.698, 0.099, 0.347, robot_mode, normal, 
30/03/2022 17:05:59:004, robot_pos_w_timestamp, 1648652673872, 486.48, 150.59, 224.11, 2.37, -0.06, 3.1, tool_force, -3.7, -0.3, 14.33, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.33, joints_pos, 33.55, 40.57, -22.79, -101.16, 28.05, 43.52, 39.25, tool_torque, 1.698, 0.094, 0.35, tool_momentum, 1.698, 0.093, 0.35, robot_mode, normal, 
30/03/2022 17:05:59:121, robot_pos_w_timestamp, 1648652674023, 486.49, 150.58, 224.12, 2.37, -0.06, 3.1, tool_force, -3.71, -0.27, 14.34, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.11, joints_pos, 33.55, 40.57, -22.79, -101.16, 28.05, 43.52, 39.25, tool_torque, 1.69, 0.091, 0.35, tool_momentum, 1.688, 0.091, 0.35, robot_mode, normal, 
30/03/2022 17:05:59:312, robot_pos_w_timestamp, 1648652674174, 486.5, 150.57, 224.12, 2.37, -0.06, 3.1, tool_force, -3.76, -0.34, 14.34, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.19, joints_pos, 33.55, 40.57, -22.79, -101.16, 28.05, 43.52, 39.25, tool_torque, 1.69, 0.083, 0.356, tool_momentum, 1.69, 0.084, 0.356, robot_mode, normal, 
30/03/2022 17:05:59:419, robot_pos_w_timestamp, 1648652674325, 486.5, 150.56, 224.12, 2.37, -0.06, 3.1, tool_force, -3.81, -0.25, 14.42, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.02, joints_pos, 33.55, 40.57, -22.79, -101.16, 28.05, 43.52, 39.25, tool_torque, 1.704, 0.08, 0.367, tool_momentum, 1.703, 0.081, 0.367, robot_mode, normal, 
30/03/2022 17:05:59:619, robot_pos_w_timestamp, 1648652674475, 486.5, 150.56, 224.09, 2.37, -0.06, 3.1, tool_force, -3.9, -0.26, 14.55, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.15, joints_pos, 33.55, 40.57, -22.79, -101.16, 28.06, 43.52, 39.25, tool_torque, 1.709, 0.101, 0.369, tool_momentum, 1.707, 0.102, 0.369, robot_mode, normal, 
30/03/2022 17:05:59:720, robot_pos_w_timestamp, 1648652674625, 486.54, 150.54, 224.07, 2.37, -0.06, 3.1, tool_force, -4.03, -0.24, 14.59, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.23, joints_pos, 33.55, 40.58, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.72, 0.077, 0.386, tool_momentum, 1.722, 0.075, 0.386, robot_mode, normal, 
30/03/2022 17:05:59:895, robot_pos_w_timestamp, 1648652674776, 486.55, 150.54, 224.04, 2.37, -0.06, 3.1, tool_force, -4.02, -0.25, 14.7, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.18, joints_pos, 33.55, 40.58, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.728, 0.081, 0.392, tool_momentum, 1.728, 0.081, 0.392, robot_mode, normal, 
30/03/2022 17:06:00:023, robot_pos_w_timestamp, 1648652674929, 486.55, 150.53, 224.0, 2.37, -0.06, 3.1, tool_force, -4.06, -0.25, 14.76, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.32, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.741, 0.077, 0.396, tool_momentum, 1.744, 0.076, 0.396, robot_mode, normal, 
30/03/2022 17:06:00:216, robot_pos_w_timestamp, 1648652675080, 486.56, 150.54, 223.99, 2.37, -0.06, 3.1, tool_force, -3.95, -0.24, 14.81, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.05, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.722, 0.083, 0.381, tool_momentum, 1.721, 0.084, 0.381, robot_mode, normal, 
30/03/2022 17:06:00:328, robot_pos_w_timestamp, 1648652675231, 486.56, 150.55, 223.98, 2.37, -0.06, 3.1, tool_force, -4.01, -0.23, 14.84, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.11, joints_pos, 33.55, 40.59, -22.79, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.738, 0.089, 0.381, tool_momentum, 1.739, 0.089, 0.38, robot_mode, normal, 
30/03/2022 17:06:00:523, robot_pos_w_timestamp, 1648652675385, 486.55, 150.54, 223.96, 2.37, -0.06, 3.1, tool_force, -3.99, -0.23, 14.93, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.25, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.754, 0.078, 0.387, tool_momentum, 1.754, 0.078, 0.387, robot_mode, normal, 
30/03/2022 17:06:00:705, robot_pos_w_timestamp, 1648652675553, 486.55, 150.55, 223.96, 2.37, -0.06, 3.1, tool_force, -4.01, -0.22, 14.89, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.02, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.765, 0.087, 0.391, tool_momentum, 1.765, 0.088, 0.391, robot_mode, normal, 
30/03/2022 17:06:00:824, robot_pos_w_timestamp, 1648652675703, 486.55, 150.53, 223.95, 2.37, -0.06, 3.1, tool_force, -4.04, -0.22, 14.87, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.04, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.761, 0.089, 0.396, tool_momentum, 1.762, 0.088, 0.396, robot_mode, normal, 
30/03/2022 17:06:00:977, robot_pos_w_timestamp, 1648652675853, 486.55, 150.55, 223.94, 2.37, -0.06, 3.1, tool_force, -3.94, -0.3, 14.9, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.08, joints_pos, 33.55, 40.59, -22.79, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.747, 0.092, 0.386, tool_momentum, 1.748, 0.092, 0.386, robot_mode, normal, 
30/03/2022 17:06:01:129, robot_pos_w_timestamp, 1648652676007, 486.55, 150.54, 223.95, 2.37, -0.06, 3.1, tool_force, -4.03, -0.21, 14.89, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.07, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.768, 0.089, 0.393, tool_momentum, 1.768, 0.088, 0.394, robot_mode, normal, 
30/03/2022 17:06:01:249, robot_pos_w_timestamp, 1648652676153, 486.56, 150.54, 223.95, 2.37, -0.06, 3.1, tool_force, -4.03, -0.21, 14.91, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.03, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.76, 0.092, 0.393, tool_momentum, 1.76, 0.091, 0.393, robot_mode, normal, 
30/03/2022 17:06:01:430, robot_pos_w_timestamp, 1648652676303, 486.56, 150.53, 223.95, 2.37, -0.06, 3.1, tool_force, -4.06, -0.21, 14.89, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.08, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.763, 0.086, 0.397, tool_momentum, 1.762, 0.086, 0.397, robot_mode, normal, 
30/03/2022 17:06:01:636, robot_pos_w_timestamp, 1648652676455, 486.58, 150.53, 223.96, 2.37, -0.06, 3.1, tool_force, -4.02, -0.24, 14.82, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.13, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.752, 0.07, 0.399, tool_momentum, 1.75, 0.07, 0.399, robot_mode, normal, 
30/03/2022 17:06:01:736, robot_pos_w_timestamp, 1648652676606, 486.57, 150.53, 223.95, 2.37, -0.06, 3.1, tool_force, -3.99, -0.28, 14.9, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.05, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.733, 0.084, 0.392, tool_momentum, 1.732, 0.085, 0.392, robot_mode, normal, 
30/03/2022 17:06:01:936, robot_pos_w_timestamp, 1648652676758, 486.57, 150.54, 223.95, 2.37, -0.06, 3.1, tool_force, -4.02, -0.27, 14.89, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.06, joints_pos, 33.55, 40.59, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.741, 0.085, 0.394, tool_momentum, 1.741, 0.085, 0.394, robot_mode, normal, 
30/03/2022 17:06:02:035, robot_pos_w_timestamp, 1648652676910, 486.57, 150.52, 223.94, 2.37, -0.06, 3.1, tool_force, -4.14, -0.14, 14.9, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.24, joints_pos, 33.55, 40.6, -22.8, -101.15, 28.06, 43.52, 39.24, tool_torque, 1.772, 0.078, 0.41, tool_momentum, 1.773, 0.078, 0.41, robot_mode, normal, 
30/03/2022 17:06:02:236, robot_pos_w_timestamp, 1648652677062, 486.59, 150.5, 223.93, 2.37, -0.06, 3.1, tool_force, -4.17, -0.22, 14.93, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.32, joints_pos, 33.55, 40.6, -22.8, -101.14, 28.06, 43.52, 39.24, tool_torque, 1.773, 0.073, 0.417, tool_momentum, 1.773, 0.073, 0.417, robot_mode, normal, 
30/03/2022 17:06:02:330, robot_pos_w_timestamp, 1648652677211, 486.6, 150.51, 223.92, 2.37, -0.06, 3.1, tool_force, -4.14, -0.25, 14.96, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.2, joints_pos, 33.55, 40.6, -22.8, -101.14, 28.07, 43.52, 39.24, tool_torque, 1.76, 0.07, 0.415, tool_momentum, 1.76, 0.07, 0.415, robot_mode, normal, 
30/03/2022 17:06:02:540, robot_pos_w_timestamp, 1648652677362, 486.6, 150.52, 223.91, 2.37, -0.06, 3.1, tool_force, -4.08, -0.29, 15.02, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.15, joints_pos, 33.55, 40.6, -22.8, -101.14, 28.07, 43.52, 39.24, tool_torque, 1.743, 0.082, 0.402, tool_momentum, 1.742, 0.083, 0.402, robot_mode, normal, 
30/03/2022 17:06:02:613, robot_pos_w_timestamp, 1648652677513, 486.6, 150.51, 223.91, 2.37, -0.06, 3.1, tool_force, -4.23, -0.19, 15.02, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.1, joints_pos, 33.55, 40.6, -22.8, -101.14, 28.07, 43.52, 39.24, tool_torque, 1.77, 0.085, 0.409, tool_momentum, 1.771, 0.086, 0.409, robot_mode, normal, 
