29/04/2022 15:42:20: File Created!
29/04/2022 15:42:20:937, robot_pos_w_timestamp, 1651243237381, 612.87, 280.93, 203.71, 2.36, -0.03, 3.07, tool_force, -1.02, 0.08, 7.26, actual_rep, 2, curr_step, 1, track_size, 99, robot_vel, 29.47, joints_pos, 21.94, 57.49, 3.83, -66.97, -0.18, 52.4, 68.86, tool_torque, -0.174, 0.331, 0.085, robot_mode, normal, 
29/04/2022 15:42:31:577, robot_pos_w_timestamp, 1651243247987, 506.32, 256.75, 234.06, 2.28, -0.02, 3.06, tool_force, -3.5, -1.77, 19.96, actual_rep, 2, curr_step, 71, track_size, 99, robot_vel, 48.75, joints_pos, 23.49, 42.4, 3.98, -91.31, -0.31, 42.2, 75.72, tool_torque, 0.287, 0.878, -0.167, robot_mode, normal, 
29/04/2022 15:42:31:721, robot_pos_w_timestamp, 1651243248135, 510.29, 258.99, 233.82, 2.28, -0.02, 3.07, tool_force, -3.22, -0.87, 21.69, actual_rep, 2, curr_step, 74, track_size, 99, robot_vel, 24.99, joints_pos, 23.6, 43.0, 3.98, -90.17, -0.77, 43.32, 76.27, tool_torque, 0.485, 0.918, -0.203, robot_mode, normal, 
29/04/2022 15:42:31:872, robot_pos_w_timestamp, 1651243248284, 511.28, 259.31, 233.62, 2.28, -0.02, 3.07, tool_force, -2.88, -1.12, 21.25, actual_rep, 2, curr_step, 76, track_size, 99, robot_vel, 3.48, joints_pos, 23.58, 43.09, 4.01, -90.05, -0.84, 43.23, 76.37, tool_torque, 0.701, 0.531, -0.053, robot_mode, normal, 
29/04/2022 15:42:32:023, robot_pos_w_timestamp, 1651243248432, 512.14, 259.68, 233.37, 2.28, -0.02, 3.07, tool_force, -2.81, -0.87, 22.93, actual_rep, 2, curr_step, 79, track_size, 99, robot_vel, 9.49, joints_pos, 23.58, 43.25, 4.01, -89.78, -0.82, 43.5, 76.38, tool_torque, 0.649, 0.528, -0.033, robot_mode, normal, 
29/04/2022 15:42:32:181, robot_pos_w_timestamp, 1651243248581, 512.49, 259.8, 233.89, 2.28, -0.01, 3.07, tool_force, -3.87, -0.67, 22.02, actual_rep, 2, curr_step, 81, track_size, 99, robot_vel, 5.96, joints_pos, 23.75, 43.17, 3.95, -89.84, -1.62, 43.22, 77.04, tool_torque, 0.955, 0.918, -0.123, robot_mode, normal, 
29/04/2022 15:42:32:341, robot_pos_w_timestamp, 1651243248729, 512.21, 259.64, 233.87, 2.28, -0.01, 3.07, tool_force, -3.07, -0.48, 22.31, actual_rep, 2, curr_step, 84, track_size, 99, robot_vel, 4.41, joints_pos, 23.66, 43.1, 4.0, -89.98, -1.43, 43.0, 76.91, tool_torque, 0.936, 0.292, 0.218, robot_mode, normal, 
29/04/2022 15:42:32:483, robot_pos_w_timestamp, 1651243248878, 512.59, 259.93, 233.46, 2.28, -0.01, 3.07, tool_force, -3.1, -0.86, 22.78, actual_rep, 2, curr_step, 87, track_size, 99, robot_vel, 7.01, joints_pos, 23.72, 43.26, 3.98, -89.74, -1.57, 43.41, 77.03, tool_torque, 0.697, 0.552, 0.0040, robot_mode, normal, 
29/04/2022 15:42:32:625, robot_pos_w_timestamp, 1651243249026, 512.53, 259.97, 233.55, 2.28, -0.02, 3.07, tool_force, -2.51, -1.08, 22.41, actual_rep, 2, curr_step, 90, track_size, 99, robot_vel, 2.11, joints_pos, 23.54, 43.28, 4.08, -89.69, -0.92, 43.55, 76.54, tool_torque, 0.752, -0.096, 0.447, robot_mode, normal, 
29/04/2022 15:42:32:783, robot_pos_w_timestamp, 1651243249177, 512.71, 259.82, 233.48, 2.28, -0.01, 3.07, tool_force, -3.39, -0.93, 21.96, actual_rep, 2, curr_step, 92, track_size, 99, robot_vel, 4.2, joints_pos, 23.69, 43.27, 3.98, -89.71, -1.5, 43.47, 76.94, tool_torque, 0.864, 0.751, -0.024, robot_mode, normal, 
29/04/2022 15:42:32:929, robot_pos_w_timestamp, 1651243249324, 512.58, 259.99, 233.59, 2.28, -0.01, 3.07, tool_force, -3.78, -0.82, 22.1, actual_rep, 2, curr_step, 95, track_size, 99, robot_vel, 1.19, joints_pos, 23.76, 43.26, 3.96, -89.72, -1.68, 43.46, 77.15, tool_torque, 0.902, 0.68, 0.023, robot_mode, normal, 
29/04/2022 15:42:33:081, robot_pos_w_timestamp, 1651243249473, 512.57, 259.96, 233.58, 2.28, -0.01, 3.07, tool_force, -3.21, -0.51, 22.18, actual_rep, 2, curr_step, 98, track_size, 99, robot_vel, 0.26, joints_pos, 23.73, 43.26, 3.98, -89.73, -1.66, 43.46, 77.13, tool_torque, 0.991, 0.37, 0.146, robot_mode, normal, 
29/04/2022 15:42:33:230, robot_pos_w_timestamp, 1651243249621, 512.57, 259.95, 233.57, 2.28, -0.01, 3.07, tool_force, -3.19, -0.5, 22.46, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.3, joints_pos, 23.74, 43.26, 3.98, -89.73, -1.66, 43.46, 77.13, tool_torque, 0.991, 0.41, 0.14, robot_mode, normal, 
29/04/2022 15:42:33:382, robot_pos_w_timestamp, 1651243249771, 512.55, 259.97, 233.54, 2.28, -0.01, 3.07, tool_force, -3.08, -0.57, 22.52, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.13, joints_pos, 23.74, 43.26, 3.98, -89.73, -1.66, 43.46, 77.13, tool_torque, 0.987, 0.421, 0.134, robot_mode, normal, 
29/04/2022 15:42:33:550, robot_pos_w_timestamp, 1651243249919, 512.55, 259.98, 233.53, 2.28, -0.01, 3.07, tool_force, -3.05, -0.57, 22.43, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.04, joints_pos, 23.74, 43.26, 3.98, -89.73, -1.66, 43.46, 77.13, tool_torque, 0.992, 0.414, 0.133, robot_mode, normal, 
29/04/2022 15:42:33:684, robot_pos_w_timestamp, 1651243250068, 512.38, 260.12, 233.51, 2.28, -0.02, 3.07, tool_force, -2.88, -0.51, 22.57, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 3.24, joints_pos, 23.67, 43.27, 4.03, -89.72, -1.29, 43.52, 76.9, tool_torque, 0.922, -0.028, 0.353, robot_mode, normal, 
29/04/2022 15:42:33:832, robot_pos_w_timestamp, 1651243250218, 512.49, 259.96, 233.49, 2.28, -0.02, 3.07, tool_force, -2.15, -0.79, 22.62, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.73, joints_pos, 23.58, 43.28, 4.05, -89.7, -0.94, 43.55, 76.54, tool_torque, 0.866, -0.129, 0.425, robot_mode, normal, 
29/04/2022 15:42:33:986, robot_pos_w_timestamp, 1651243250364, 512.51, 259.93, 233.59, 2.28, -0.01, 3.07, tool_force, -4.09, -0.5, 22.64, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 3.15, joints_pos, 23.79, 43.25, 3.92, -89.73, -1.67, 43.47, 77.14, tool_torque, 0.954, 0.831, -0.051, robot_mode, normal, 
29/04/2022 15:42:34:133, robot_pos_w_timestamp, 1651243250513, 512.68, 260.03, 233.9, 2.28, -0.01, 3.07, tool_force, -2.96, -0.25, 22.27, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 5.8, joints_pos, 23.73, 43.16, 3.97, -89.86, -1.56, 43.05, 77.06, tool_torque, 1.224, 0.356, 0.205, robot_mode, normal, 
29/04/2022 15:42:34:325, robot_pos_w_timestamp, 1651243250662, 511.97, 259.4, 233.97, 2.28, -0.01, 3.07, tool_force, -3.28, -0.18, 23.08, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 8.93, joints_pos, 23.71, 43.1, 3.96, -89.96, -1.52, 43.2, 76.99, tool_torque, 0.884, 0.206, 0.276, robot_mode, normal, 
29/04/2022 15:42:34:433, robot_pos_w_timestamp, 1651243250809, 512.15, 259.84, 233.35, 2.28, -0.02, 3.07, tool_force, -3.24, -1.15, 22.63, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 7.06, joints_pos, 23.65, 43.25, 4.03, -89.78, -1.31, 43.47, 76.89, tool_torque, 0.799, -0.0010, 0.338, robot_mode, normal, 
29/04/2022 15:42:34:589, robot_pos_w_timestamp, 1651243250958, 512.4, 259.93, 233.56, 2.28, -0.02, 3.07, tool_force, -3.19, -0.72, 22.49, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 2.56, joints_pos, 23.56, 43.23, 4.06, -89.8, -0.95, 43.31, 76.56, tool_torque, 1.106, 0.063, 0.416, robot_mode, normal, 
29/04/2022 15:42:34:739, robot_pos_w_timestamp, 1651243251108, 511.18, 259.68, 233.59, 2.28, -0.02, 3.07, tool_force, -4.41, 0.44, 22.23, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 10.23, joints_pos, 23.55, 43.07, 4.06, -90.11, -0.7, 43.06, 76.42, tool_torque, 1.174, -0.278, 0.592, robot_mode, normal, 
29/04/2022 15:42:34:889, robot_pos_w_timestamp, 1651243251258, 507.28, 257.54, 233.06, 2.28, -0.02, 3.06, tool_force, -6.71, 0.3, 22.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 38.97, joints_pos, 23.58, 42.6, 4.0, -91.12, -0.78, 42.29, 76.35, tool_torque, 1.178, 0.126, 0.578, robot_mode, normal, 
29/04/2022 15:42:35:041, robot_pos_w_timestamp, 1651243251406, 502.77, 253.72, 233.08, 2.29, -0.02, 3.07, tool_force, -6.54, 1.91, 22.01, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 44.76, joints_pos, 23.43, 42.02, 3.97, -92.26, -0.74, 41.84, 75.85, tool_torque, 1.299, -0.222, 0.709, robot_mode, normal, 
29/04/2022 15:42:35:190, robot_pos_w_timestamp, 1651243251554, 497.43, 248.37, 233.99, 2.29, -0.02, 3.06, tool_force, -7.18, 2.07, 22.2, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 55.17, joints_pos, 23.0, 41.14, 4.01, -93.76, -0.02, 40.96, 74.5, tool_torque, 1.321, -0.393, 0.766, robot_mode, normal, 
29/04/2022 15:42:35:348, robot_pos_w_timestamp, 1651243251710, 492.34, 242.17, 234.53, 2.3, -0.03, 3.06, tool_force, -6.54, 1.99, 22.95, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 47.2, joints_pos, 22.57, 40.35, 4.01, -95.2, 0.38, 40.29, 73.45, tool_torque, 1.484, -0.518, 0.793, robot_mode, normal, 
29/04/2022 15:42:35:492, robot_pos_w_timestamp, 1651243251853, 487.89, 236.8, 235.01, 2.31, -0.03, 3.05, tool_force, -7.06, 2.6, 23.16, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 46.48, joints_pos, 22.21, 39.65, 3.99, -96.43, 0.74, 39.68, 72.53, tool_torque, 1.503, -0.524, 0.807, robot_mode, normal, 
29/04/2022 15:42:35:645, robot_pos_w_timestamp, 1651243252002, 485.61, 234.29, 235.01, 2.31, -0.03, 3.06, tool_force, -6.15, 2.15, 22.69, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 27.25, joints_pos, 21.97, 39.46, 4.02, -96.79, 1.09, 40.11, 71.64, tool_torque, 1.062, -0.782, 0.815, robot_mode, normal, 
29/04/2022 15:42:35:792, robot_pos_w_timestamp, 1651243252149, 483.34, 230.17, 234.82, 2.32, -0.04, 3.06, tool_force, -5.88, 2.83, 22.97, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 42.75, joints_pos, 21.61, 39.15, 4.0, -97.42, 1.6, 40.04, 70.74, tool_torque, 1.429, -0.759, 0.8, robot_mode, normal, 
29/04/2022 15:42:35:942, robot_pos_w_timestamp, 1651243252299, 480.64, 225.28, 234.77, 2.32, -0.04, 3.06, tool_force, -6.37, 2.39, 22.51, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 34.24, joints_pos, 21.32, 38.7, 3.9, -98.28, 1.63, 39.64, 70.06, tool_torque, 1.439, -0.492, 0.76, robot_mode, normal, 
29/04/2022 15:42:36:132, robot_pos_w_timestamp, 1651243252447, 478.35, 219.88, 234.32, 2.33, -0.04, 3.07, tool_force, -6.88, 1.92, 21.69, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 34.55, joints_pos, 20.85, 38.39, 3.87, -98.97, 2.02, 39.57, 68.79, tool_torque, 1.127, -0.504, 0.741, robot_mode, normal, 
29/04/2022 15:42:36:246, robot_pos_w_timestamp, 1651243252598, 476.35, 214.09, 233.5, 2.34, -0.05, 3.07, tool_force, -6.55, 1.65, 22.58, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 51.91, joints_pos, 20.28, 38.15, 3.88, -99.6, 2.41, 39.59, 67.7, tool_torque, 1.126, -0.391, 0.662, robot_mode, normal, 
29/04/2022 15:42:36:394, robot_pos_w_timestamp, 1651243252743, 474.6, 208.48, 232.96, 2.34, -0.05, 3.07, tool_force, -6.04, 2.0, 22.19, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 41.32, joints_pos, 19.75, 37.87, 3.88, -100.25, 2.57, 39.4, 66.55, tool_torque, 1.363, -0.237, 0.627, robot_mode, normal, 
29/04/2022 15:42:36:543, robot_pos_w_timestamp, 1651243252894, 473.51, 202.71, 232.18, 2.35, -0.06, 3.08, tool_force, -4.95, 1.62, 22.16, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 47.67, joints_pos, 19.13, 37.75, 3.88, -100.64, 2.98, 39.69, 65.5, tool_torque, 1.037, -0.478, 0.595, robot_mode, normal, 
29/04/2022 15:42:36:850, robot_pos_w_timestamp, 1651243253190, 473.38, 191.39, 230.85, 2.36, -0.06, 3.08, tool_force, -4.06, 1.65, 21.87, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 42.57, joints_pos, 17.91, 37.55, 3.86, -101.32, 3.28, 39.62, 63.46, tool_torque, 1.309, -0.133, 0.467, robot_mode, normal, 
29/04/2022 15:42:36:999, robot_pos_w_timestamp, 1651243253337, 474.28, 185.65, 230.28, 2.37, -0.06, 3.08, tool_force, -3.65, 1.69, 22.11, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 35.78, joints_pos, 17.28, 37.52, 3.84, -101.51, 3.36, 39.58, 62.26, tool_torque, 1.352, -0.101, 0.448, robot_mode, normal, 
29/04/2022 15:42:37:151, robot_pos_w_timestamp, 1651243253488, 475.61, 179.79, 229.74, 2.37, -0.06, 3.08, tool_force, -3.6, 1.76, 22.58, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 40.4, joints_pos, 16.62, 37.51, 3.82, -101.63, 3.43, 39.54, 61.44, tool_torque, 1.422, -0.049, 0.405, robot_mode, normal, 
29/04/2022 15:42:37:301, robot_pos_w_timestamp, 1651243253637, 477.19, 174.13, 229.3, 2.37, -0.06, 3.08, tool_force, -2.97, 1.61, 22.66, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 40.07, joints_pos, 15.94, 37.52, 3.81, -101.7, 3.5, 39.52, 60.64, tool_torque, 1.416, 0.023, 0.346, robot_mode, normal, 
29/04/2022 15:42:37:451, robot_pos_w_timestamp, 1651243253786, 479.05, 168.26, 228.72, 2.37, -0.06, 3.08, tool_force, -3.2, 1.4, 22.8, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 38.99, joints_pos, 15.27, 37.58, 3.79, -101.72, 3.52, 39.51, 59.92, tool_torque, 1.431, 0.01, 0.357, robot_mode, normal, 
29/04/2022 15:42:37:601, robot_pos_w_timestamp, 1651243253935, 480.94, 162.46, 227.99, 2.37, -0.06, 3.08, tool_force, -2.05, 0.97, 22.94, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 40.57, joints_pos, 14.58, 37.67, 3.79, -101.71, 3.55, 39.5, 59.19, tool_torque, 1.409, -0.073, 0.311, robot_mode, normal, 
29/04/2022 15:42:37:752, robot_pos_w_timestamp, 1651243254085, 482.99, 156.52, 227.22, 2.37, -0.06, 3.09, tool_force, -2.15, 0.14, 23.56, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 43.01, joints_pos, 14.0, 37.83, 3.68, -101.55, 3.32, 39.84, 58.7, tool_torque, 0.943, -0.035, 0.268, robot_mode, normal, 
29/04/2022 15:42:37:916, robot_pos_w_timestamp, 1651243254245, 485.76, 150.41, 226.35, 2.37, -0.06, 3.09, tool_force, -1.51, -0.1, 23.54, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 48.12, joints_pos, 13.29, 38.02, 3.66, -101.36, 3.25, 39.96, 58.0, tool_torque, 0.916, -0.016, 0.218, robot_mode, normal, 
29/04/2022 15:42:38:068, robot_pos_w_timestamp, 1651243254394, 488.86, 144.69, 225.64, 2.37, -0.06, 3.09, tool_force, -0.9, -0.13, 23.6, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 44.7, joints_pos, 12.55, 38.25, 3.66, -101.07, 3.23, 40.1, 57.05, tool_torque, 0.949, -0.062, 0.237, robot_mode, normal, 
29/04/2022 15:42:38:218, robot_pos_w_timestamp, 1651243254541, 492.49, 138.79, 225.09, 2.38, -0.06, 3.1, tool_force, -1.03, -0.07, 23.82, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 46.3, joints_pos, 11.84, 38.56, 3.67, -100.59, 3.09, 40.6, 56.15, tool_torque, 0.899, -0.145, 0.261, robot_mode, normal, 
29/04/2022 15:42:38:365, robot_pos_w_timestamp, 1651243254691, 496.97, 133.25, 224.35, 2.38, -0.06, 3.1, tool_force, -0.45, 0.84, 24.57, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 55.5, joints_pos, 11.2, 38.97, 3.66, -99.94, 2.65, 41.13, 55.79, tool_torque, 1.067, -0.184, 0.244, robot_mode, normal, 
29/04/2022 15:42:38:519, robot_pos_w_timestamp, 1651243254839, 501.12, 128.18, 224.07, 2.38, -0.07, 3.1, tool_force, -1.9, -0.43, 24.31, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 44.36, joints_pos, 10.35, 39.35, 3.79, -99.27, 3.16, 41.83, 54.71, tool_torque, 1.093, -0.29, 0.323, robot_mode, normal, 
29/04/2022 15:42:38:668, robot_pos_w_timestamp, 1651243254990, 505.34, 123.4, 223.56, 2.37, -0.06, 3.1, tool_force, -0.67, -0.02, 23.97, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 40.2, joints_pos, 9.9, 39.62, 3.68, -98.83, 2.73, 41.7, 54.91, tool_torque, 1.148, 0.356, -0.126, robot_mode, normal, 
29/04/2022 15:42:38:821, robot_pos_w_timestamp, 1651243255136, 510.5, 118.67, 223.23, 2.37, -0.06, 3.1, tool_force, 0.17, -0.37, 23.97, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 51.79, joints_pos, 9.46, 40.02, 3.52, -98.11, 2.55, 41.91, 54.57, tool_torque, 1.023, 0.199, 0.074, robot_mode, normal, 
29/04/2022 15:42:38:978, robot_pos_w_timestamp, 1651243255286, 514.71, 114.43, 222.19, 2.36, -0.05, 3.1, tool_force, 0.99, 0.3, 23.86, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 30.92, joints_pos, 9.04, 40.4, 3.47, -97.57, 2.02, 41.85, 54.8, tool_torque, 1.222, 0.052, -0.093, robot_mode, normal, 
29/04/2022 15:42:39:119, robot_pos_w_timestamp, 1651243255433, 520.2, 109.43, 219.79, 2.36, -0.05, 3.1, tool_force, -0.31, -0.46, 24.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 52.46, joints_pos, 8.48, 41.05, 3.42, -96.81, 1.9, 41.89, 54.52, tool_torque, 1.023, 0.273, 0.039, robot_mode, normal, 
29/04/2022 15:42:39:272, robot_pos_w_timestamp, 1651243255585, 525.97, 105.71, 217.13, 2.35, -0.04, 3.11, tool_force, 1.08, -1.04, 24.94, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 48.56, joints_pos, 8.09, 41.81, 3.42, -95.86, 1.2, 42.1, 54.86, tool_torque, 0.855, 0.338, -0.253, robot_mode, normal, 
29/04/2022 15:42:39:458, robot_pos_w_timestamp, 1651243255732, 531.58, 103.84, 214.65, 2.35, -0.04, 3.11, tool_force, 1.96, -0.59, 26.56, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 44.55, joints_pos, 7.89, 42.55, 3.42, -94.89, 0.6, 42.24, 55.12, tool_torque, 1.033, 0.213, -0.273, robot_mode, normal, 
29/04/2022 15:42:39:580, robot_pos_w_timestamp, 1651243255883, 537.23, 102.41, 212.3, 2.35, -0.03, 3.11, tool_force, 1.59, -1.23, 29.49, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 39.73, joints_pos, 7.74, 43.29, 3.4, -93.89, 0.13, 42.42, 55.32, tool_torque, 0.987, 0.378, -0.325, robot_mode, normal, 
29/04/2022 15:42:39:724, robot_pos_w_timestamp, 1651243256031, 543.07, 101.12, 210.3, 2.35, -0.03, 3.11, tool_force, 2.4, -1.37, 28.97, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 42.65, joints_pos, 7.59, 44.02, 3.4, -92.86, -0.3, 42.64, 55.5, tool_torque, 0.954, 0.385, -0.347, robot_mode, normal, 
29/04/2022 15:42:39:881, robot_pos_w_timestamp, 1651243256180, 547.75, 99.86, 208.29, 2.35, -0.02, 3.11, tool_force, 2.66, -0.88, 29.61, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 34.66, joints_pos, 7.44, 44.65, 3.42, -92.01, -0.72, 42.88, 55.69, tool_torque, 1.024, 0.505, -0.355, robot_mode, normal, 
29/04/2022 15:42:40:025, robot_pos_w_timestamp, 1651243256327, 547.92, 99.65, 208.36, 2.35, -0.02, 3.11, tool_force, 0.01, -0.11, 30.96, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 7.65, joints_pos, 7.32, 44.64, 3.55, -92.01, -0.87, 42.86, 55.8, tool_torque, 1.376, 0.52, -0.227, robot_mode, normal, 
29/04/2022 15:42:40:178, robot_pos_w_timestamp, 1651243256477, 547.91, 99.65, 208.16, 2.35, -0.02, 3.11, tool_force, -0.12, -0.21, 30.93, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 1.55, joints_pos, 7.31, 44.66, 3.57, -92.02, -0.91, 42.8, 55.83, tool_torque, 1.397, 0.449, -0.183, robot_mode, normal, 
29/04/2022 15:42:40:323, robot_pos_w_timestamp, 1651243256625, 548.12, 99.73, 208.85, 2.35, -0.02, 3.11, tool_force, 0.2, 0.22, 27.49, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 8.03, joints_pos, 7.31, 44.6, 3.58, -91.99, -0.91, 42.85, 55.85, tool_torque, 1.098, 0.323, -0.171, robot_mode, normal, 
29/04/2022 15:42:40:481, robot_pos_w_timestamp, 1651243256775, 548.1, 99.62, 209.26, 2.35, -0.02, 3.11, tool_force, -0.4, 0.19, 24.81, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 2.33, joints_pos, 7.29, 44.54, 3.58, -92.01, -0.91, 42.85, 55.86, tool_torque, 1.047, 0.218, -0.061, robot_mode, normal, 
29/04/2022 15:42:40:629, robot_pos_w_timestamp, 1651243256923, 551.7, 100.07, 210.03, 2.35, -0.01, 3.11, tool_force, -0.75, -0.67, 16.51, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 36.5, joints_pos, 7.37, 44.75, 3.55, -91.43, -1.23, 42.82, 56.13, tool_torque, 0.398, 0.478, -0.145, robot_mode, normal, 
29/04/2022 15:42:40:783, robot_pos_w_timestamp, 1651243257072, 557.75, 102.35, 209.0, 2.35, -0.01, 3.12, tool_force, 0.21, -1.02, 12.81, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 43.23, joints_pos, 7.5, 45.57, 3.64, -90.0, -1.69, 43.69, 56.59, tool_torque, -0.05, 0.347, -0.148, robot_mode, normal, 
29/04/2022 15:42:40:966, robot_pos_w_timestamp, 1651243257220, 563.57, 105.13, 208.37, 2.35, -0.02, 3.12, tool_force, -0.08, -0.69, 9.11, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 47.56, joints_pos, 7.55, 46.3, 3.85, -88.67, -1.83, 44.55, 56.84, tool_torque, -0.206, 0.114, -0.059, robot_mode, normal, 
29/04/2022 15:42:41:085, robot_pos_w_timestamp, 1651243257371, 569.62, 108.47, 207.38, 2.35, -0.02, 3.12, tool_force, -0.8, -0.21, 8.0, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 42.28, joints_pos, 7.62, 47.11, 4.06, -87.25, -1.82, 45.23, 57.01, tool_torque, -0.348, 0.161, -0.024, robot_mode, normal, 
29/04/2022 15:42:41:241, robot_pos_w_timestamp, 1651243257516, 575.15, 112.4, 206.46, 2.35, -0.02, 3.12, tool_force, -0.74, -0.3, 7.84, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 45.6, joints_pos, 7.9, 47.83, 4.1, -85.96, -1.88, 45.86, 57.32, tool_torque, -0.383, 0.128, -0.031, robot_mode, normal, 
29/04/2022 15:42:41:386, robot_pos_w_timestamp, 1651243257666, 580.98, 117.0, 205.8, 2.35, -0.02, 3.13, tool_force, -0.79, -0.52, 7.48, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 56.51, joints_pos, 8.35, 48.69, 4.08, -84.36, -2.21, 46.92, 57.91, tool_torque, -0.409, 0.323, -0.068, robot_mode, normal, 
29/04/2022 15:42:41:532, robot_pos_w_timestamp, 1651243257813, 586.84, 121.89, 205.2, 2.35, -0.01, 3.13, tool_force, -0.77, -0.45, 7.42, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 57.25, joints_pos, 8.82, 49.42, 4.06, -82.99, -2.71, 47.48, 58.65, tool_torque, -0.425, 0.257, -0.07, robot_mode, normal, 
29/04/2022 15:42:41:717, robot_pos_w_timestamp, 1651243257963, 592.24, 127.21, 204.83, 2.35, -0.01, 3.13, tool_force, -1.15, -0.43, 7.2, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 45.34, joints_pos, 9.29, 50.16, 4.06, -81.56, -2.93, 48.24, 59.39, tool_torque, -0.453, 0.284, -0.067, robot_mode, normal, 
29/04/2022 15:42:41:833, robot_pos_w_timestamp, 1651243258111, 597.22, 133.2, 204.45, 2.34, -0.01, 3.14, tool_force, -1.14, -0.38, 6.87, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 47.66, joints_pos, 9.83, 50.96, 4.08, -80.01, -3.3, 49.44, 60.39, tool_torque, -0.377, 0.299, -0.047, robot_mode, normal, 
29/04/2022 15:42:41:987, robot_pos_w_timestamp, 1651243258260, 600.39, 138.95, 203.84, 2.34, -0.02, -3.14, tool_force, -0.85, -0.32, 7.66, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 39.82, joints_pos, 10.2, 51.58, 4.2, -78.88, -3.17, 50.28, 60.94, tool_torque, -0.38, 0.168, -0.048, robot_mode, normal, 
29/04/2022 15:42:42:157, robot_pos_w_timestamp, 1651243258413, 603.05, 144.92, 203.17, 2.33, -0.02, -3.13, tool_force, -1.07, -0.09, 7.5, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 41.82, joints_pos, 10.74, 52.16, 4.18, -77.83, -3.25, 51.03, 61.84, tool_torque, -0.332, 0.255, -0.043, robot_mode, normal, 
29/04/2022 15:42:42:287, robot_pos_w_timestamp, 1651243258558, 605.28, 150.53, 202.45, 2.32, -0.02, -3.13, tool_force, -0.45, 0.08, 7.47, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 42.16, joints_pos, 11.23, 52.64, 4.17, -76.98, -3.26, 51.52, 62.69, tool_torque, -0.324, 0.205, -0.044, robot_mode, normal, 
