26/04/2022 13:47:19: File Created!
26/04/2022 13:47:19:945, robot_pos_w_timestamp, 1650977138266, 601.99, 292.08, 234.74, 2.44, -0.02, 3.06, tool_force, 0.04, -1.03, 0.39, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 3.29, joints_pos, 49.75, 63.25, -47.23, -68.51, -129.74, -64.3, -140.12, tool_torque, 0.269, -0.29, 0.175, tool_momentum, 0.269, -0.289, 0.175, robot_mode, rotation_overlay, 
26/04/2022 13:47:29:221, robot_pos_w_timestamp, 1650977147518, 489.79, 241.85, 359.8, 2.37, 0.0, 3.11, tool_force, 0.42, -0.44, 0.31, actual_rep, 1, curr_step, 70, track_size, 77, robot_vel, 0.09, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.343, -0.321, 0.206, tool_momentum, 0.342, -0.322, 0.206, robot_mode, rotation_overlay, 
26/04/2022 13:47:29:409, robot_pos_w_timestamp, 1650977147669, 489.8, 241.85, 359.8, 2.37, 0.0, 3.11, tool_force, 0.4, -0.45, 0.34, actual_rep, 1, curr_step, 73, track_size, 77, robot_vel, 0.03, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.34, -0.317, 0.208, tool_momentum, 0.341, -0.318, 0.208, robot_mode, rotation_overlay, 
26/04/2022 13:47:29:509, robot_pos_w_timestamp, 1650977147816, 489.8, 241.85, 359.8, 2.37, 0.0, 3.11, tool_force, 0.38, -0.43, 0.32, actual_rep, 1, curr_step, 76, track_size, 77, robot_vel, 0.01, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.341, -0.317, 0.211, tool_momentum, 0.342, -0.318, 0.211, robot_mode, rotation_overlay, 
26/04/2022 13:47:29:710, robot_pos_w_timestamp, 1650977147966, 489.8, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.39, -0.43, 0.34, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.341, -0.32, 0.212, tool_momentum, 0.341, -0.319, 0.212, robot_mode, rotation_overlay, 
26/04/2022 13:47:29:811, robot_pos_w_timestamp, 1650977148116, 489.8, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.38, -0.43, 0.33, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.341, -0.318, 0.213, tool_momentum, 0.341, -0.317, 0.213, robot_mode, rotation_overlay, 
26/04/2022 13:47:30:012, robot_pos_w_timestamp, 1650977148264, 489.8, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.37, -0.43, 0.32, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.343, -0.318, 0.215, tool_momentum, 0.343, -0.318, 0.215, robot_mode, rotation_overlay, 
26/04/2022 13:47:30:111, robot_pos_w_timestamp, 1650977148412, 489.8, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.36, -0.41, 0.34, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.02, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.343, -0.317, 0.214, tool_momentum, 0.342, -0.314, 0.214, robot_mode, rotation_overlay, 
26/04/2022 13:47:30:313, robot_pos_w_timestamp, 1650977148562, 489.79, 241.86, 359.8, 2.37, 0.0, 3.11, tool_force, 0.35, -0.41, 0.34, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.02, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.342, -0.316, 0.215, tool_momentum, 0.342, -0.316, 0.215, robot_mode, rotation_overlay, 
26/04/2022 13:47:30:396, robot_pos_w_timestamp, 1650977148710, 489.79, 241.85, 359.81, 2.37, 0.0, 3.11, tool_force, 0.39, -0.41, 0.36, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.14, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.335, -0.327, 0.217, tool_momentum, 0.334, -0.325, 0.217, robot_mode, rotation_overlay, 
26/04/2022 13:47:30:614, robot_pos_w_timestamp, 1650977148862, 489.78, 241.83, 359.82, 2.37, 0.0, 3.11, tool_force, 0.38, -0.36, 0.39, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.24, joints_pos, 59.48, 38.12, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.335, -0.332, 0.218, tool_momentum, 0.334, -0.33, 0.218, robot_mode, rotation_overlay, 
26/04/2022 13:47:30:714, robot_pos_w_timestamp, 1650977149009, 489.82, 241.79, 359.77, 2.37, 0.0, 3.11, tool_force, 0.65, -0.32, 0.26, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.34, joints_pos, 59.47, 38.13, -48.18, -90.78, -148.26, -63.68, -132.1, tool_torque, 0.399, -0.383, 0.248, tool_momentum, 0.398, -0.385, 0.248, robot_mode, rotation_overlay, 
26/04/2022 13:47:30:916, robot_pos_w_timestamp, 1650977149159, 489.97, 241.96, 358.9, 2.37, 0.0, 3.11, tool_force, 1.16, -0.36, 0.0, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 9.18, joints_pos, 59.44, 38.22, -48.13, -90.77, -148.23, -63.61, -132.1, tool_torque, 0.547, -0.425, 0.306, tool_momentum, 0.548, -0.421, 0.306, robot_mode, rotation_overlay, 
26/04/2022 13:47:31:020, robot_pos_w_timestamp, 1650977149306, 489.72, 241.94, 358.87, 2.37, 0.0, 3.11, tool_force, 0.62, -0.22, -0.02, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 4.8, joints_pos, 59.46, 38.21, -48.14, -90.81, -148.21, -63.65, -132.41, tool_torque, 0.466, -0.343, 0.438, tool_momentum, 0.474, -0.344, 0.44, robot_mode, rotation_overlay, 
26/04/2022 13:47:31:211, robot_pos_w_timestamp, 1650977149458, 487.51, 241.75, 357.77, 2.38, 0.0, 3.11, tool_force, 0.27, 0.77, -0.12, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 18.1, joints_pos, 59.6, 37.99, -48.04, -91.26, -148.23, -63.41, -132.62, tool_torque, 0.542, -0.353, 0.458, tool_momentum, 0.532, -0.348, 0.458, robot_mode, rotation_overlay, 
26/04/2022 13:47:31:325, robot_pos_w_timestamp, 1650977149610, 485.95, 241.22, 357.2, 2.38, -0.02, 3.11, tool_force, 0.83, -0.02, -0.02, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 8.13, joints_pos, 59.42, 37.85, -47.91, -91.5, -147.6, -63.75, -133.07, tool_torque, 0.469, -0.541, 0.504, tool_momentum, 0.471, -0.526, 0.504, robot_mode, rotation_overlay, 
26/04/2022 13:47:31:482, robot_pos_w_timestamp, 1650977149761, 486.56, 237.81, 358.49, 2.38, -0.04, 3.1, tool_force, 2.07, 0.48, 0.1, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 35.95, joints_pos, 58.79, 37.68, -48.03, -91.59, -146.12, -64.59, -134.43, tool_torque, 0.431, -0.692, 0.513, tool_momentum, 0.38, -0.641, 0.513, robot_mode, rotation_overlay, 
26/04/2022 13:47:31:629, robot_pos_w_timestamp, 1650977149908, 488.68, 232.01, 359.06, 2.38, -0.06, 3.1, tool_force, 0.81, -0.57, 0.45, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.84, joints_pos, 57.87, 37.7, -48.02, -91.48, -145.25, -65.48, -135.62, tool_torque, 0.35, -0.632, 0.528, tool_momentum, 0.372, -0.652, 0.528, robot_mode, rotation_overlay, 
26/04/2022 13:47:31:763, robot_pos_w_timestamp, 1650977150057, 491.0, 226.02, 358.89, 2.38, -0.07, 3.1, tool_force, 0.21, -0.12, 0.69, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 44.86, joints_pos, 57.14, 37.7, -48.03, -91.53, -145.01, -65.65, -136.45, tool_torque, 0.388, -0.51, 0.495, tool_momentum, 0.375, -0.531, 0.496, robot_mode, rotation_overlay, 
26/04/2022 13:47:31:934, robot_pos_w_timestamp, 1650977150209, 493.33, 220.33, 358.02, 2.38, -0.07, 3.1, tool_force, 0.88, -0.03, 0.15, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 46.09, joints_pos, 56.41, 37.8, -48.03, -91.57, -144.66, -65.85, -137.35, tool_torque, 0.399, -0.552, 0.497, tool_momentum, 0.392, -0.527, 0.492, robot_mode, rotation_overlay, 
26/04/2022 13:47:32:137, robot_pos_w_timestamp, 1650977150358, 495.99, 214.51, 356.56, 2.38, -0.07, 3.1, tool_force, 1.09, 0.06, 0.02, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 43.72, joints_pos, 55.7, 37.99, -48.03, -91.56, -144.52, -65.89, -138.35, tool_torque, 0.53, -0.519, 0.512, tool_momentum, 0.526, -0.483, 0.508, robot_mode, rotation_overlay, 
26/04/2022 13:47:32:235, robot_pos_w_timestamp, 1650977150507, 498.33, 208.73, 354.64, 2.39, -0.07, 3.1, tool_force, 0.66, 0.0, -0.62, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 43.81, joints_pos, 55.1, 38.22, -48.09, -91.62, -144.52, -65.81, -139.23, tool_torque, 0.634, -0.295, 0.505, tool_momentum, 0.637, -0.3, 0.505, robot_mode, rotation_overlay, 
26/04/2022 13:47:32:438, robot_pos_w_timestamp, 1650977150655, 500.81, 202.95, 352.15, 2.39, -0.07, 3.11, tool_force, 0.88, 0.21, -0.5, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 49.05, joints_pos, 54.44, 38.53, -48.1, -91.61, -144.52, -65.8, -140.04, tool_torque, 0.62, -0.287, 0.474, tool_momentum, 0.617, -0.275, 0.474, robot_mode, rotation_overlay, 
26/04/2022 13:47:32:535, robot_pos_w_timestamp, 1650977150808, 503.55, 197.06, 348.85, 2.39, -0.07, 3.11, tool_force, 1.01, 0.29, -0.56, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 51.14, joints_pos, 53.69, 38.93, -48.07, -91.64, -144.26, -65.7, -141.2, tool_torque, 0.741, -0.33, 0.494, tool_momentum, 0.745, -0.326, 0.494, robot_mode, rotation_overlay, 
26/04/2022 13:47:32:738, robot_pos_w_timestamp, 1650977150955, 506.14, 191.32, 345.18, 2.4, -0.07, 3.11, tool_force, 0.24, -0.01, -0.81, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 56.22, joints_pos, 53.02, 39.38, -48.07, -91.67, -144.13, -65.5, -142.16, tool_torque, 0.722, -0.225, 0.479, tool_momentum, 0.731, -0.219, 0.479, robot_mode, rotation_overlay, 
26/04/2022 13:47:32:836, robot_pos_w_timestamp, 1650977151105, 508.9, 185.55, 341.09, 2.4, -0.06, 3.12, tool_force, 0.38, 0.12, -0.84, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 48.39, joints_pos, 52.4, 39.91, -48.1, -91.65, -144.17, -65.26, -142.94, tool_torque, 0.647, -0.164, 0.463, tool_momentum, 0.656, -0.181, 0.463, robot_mode, rotation_overlay, 
26/04/2022 13:47:33:047, robot_pos_w_timestamp, 1650977151252, 511.79, 179.08, 335.57, 2.4, -0.06, 3.12, tool_force, 0.87, 0.36, -0.71, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 56.27, joints_pos, 51.55, 40.55, -48.04, -91.68, -143.74, -64.92, -144.34, tool_torque, 0.779, -0.223, 0.489, tool_momentum, 0.765, -0.188, 0.491, robot_mode, rotation_overlay, 
26/04/2022 13:47:33:123, robot_pos_w_timestamp, 1650977151406, 514.85, 174.04, 330.47, 2.41, -0.06, 3.12, tool_force, 0.59, 0.13, -0.83, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 57.88, joints_pos, 50.87, 41.17, -47.97, -91.67, -143.31, -64.59, -145.61, tool_torque, 0.815, -0.31, 0.503, tool_momentum, 0.825, -0.308, 0.501, robot_mode, rotation_overlay, 
26/04/2022 13:47:33:342, robot_pos_w_timestamp, 1650977151555, 518.01, 168.89, 324.63, 2.42, -0.06, 3.12, tool_force, 0.4, 0.52, -0.26, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 52.3, joints_pos, 50.18, 41.89, -47.93, -91.65, -142.85, -64.1, -146.74, tool_torque, 0.889, -0.255, 0.508, tool_momentum, 0.885, -0.264, 0.508, robot_mode, rotation_overlay, 
26/04/2022 13:47:33:444, robot_pos_w_timestamp, 1650977151704, 520.85, 164.42, 318.88, 2.42, -0.05, 3.12, tool_force, 0.86, -0.1, -1.02, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 52.85, joints_pos, 49.61, 42.61, -47.93, -91.65, -142.32, -63.55, -147.66, tool_torque, 0.83, -0.307, 0.498, tool_momentum, 0.827, -0.303, 0.495, robot_mode, rotation_overlay, 
26/04/2022 13:47:33:648, robot_pos_w_timestamp, 1650977151853, 523.66, 160.43, 313.12, 2.42, -0.05, 3.12, tool_force, 0.38, -0.13, -0.38, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 50.69, joints_pos, 49.03, 43.38, -47.93, -91.55, -141.65, -63.27, -148.54, tool_torque, 0.785, -0.233, 0.472, tool_momentum, 0.767, -0.249, 0.468, robot_mode, rotation_overlay, 
26/04/2022 13:47:33:747, robot_pos_w_timestamp, 1650977152004, 526.96, 156.82, 307.17, 2.42, -0.06, 3.12, tool_force, 0.54, -0.14, -0.11, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 49.07, joints_pos, 48.34, 44.28, -47.89, -91.27, -140.73, -63.23, -149.53, tool_torque, 0.838, -0.267, 0.492, tool_momentum, 0.835, -0.255, 0.489, robot_mode, rotation_overlay, 
26/04/2022 13:47:33:922, robot_pos_w_timestamp, 1650977152154, 530.59, 154.01, 301.42, 2.42, -0.06, 3.12, tool_force, 0.59, -0.33, -0.51, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 47.44, joints_pos, 47.7, 45.1, -47.81, -91.01, -139.66, -62.94, -150.47, tool_torque, 0.839, -0.249, 0.496, tool_momentum, 0.827, -0.244, 0.495, robot_mode, rotation_overlay, 
26/04/2022 13:47:34:049, robot_pos_w_timestamp, 1650977152304, 534.74, 151.67, 295.5, 2.41, -0.06, 3.11, tool_force, 0.93, -0.85, -0.31, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 48.78, joints_pos, 46.99, 46.09, -47.71, -90.51, -138.55, -63.0, -150.97, tool_torque, 0.633, -0.514, 0.454, tool_momentum, 0.641, -0.513, 0.451, robot_mode, rotation_overlay, 
26/04/2022 13:47:34:193, robot_pos_w_timestamp, 1650977152461, 539.99, 149.72, 289.45, 2.4, -0.07, 3.11, tool_force, 0.56, -0.69, -0.77, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 51.51, joints_pos, 46.29, 47.17, -47.67, -89.88, -137.24, -62.88, -151.35, tool_torque, 0.725, -0.266, 0.453, tool_momentum, 0.724, -0.263, 0.451, robot_mode, rotation_overlay, 
26/04/2022 13:47:34:352, robot_pos_w_timestamp, 1650977152601, 544.78, 148.26, 283.98, 2.39, -0.07, 3.1, tool_force, 0.76, -0.44, -0.74, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 61.11, joints_pos, 45.76, 48.21, -47.67, -89.2, -136.35, -62.84, -151.37, tool_torque, 0.749, -0.274, 0.424, tool_momentum, 0.759, -0.279, 0.424, robot_mode, rotation_overlay, 
26/04/2022 13:47:34:593, robot_pos_w_timestamp, 1650977152782, 551.36, 146.33, 276.92, 2.38, -0.07, 3.1, tool_force, 0.95, -0.33, -0.39, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 56.69, joints_pos, 45.06, 49.6, -47.7, -88.22, -135.28, -62.83, -151.53, tool_torque, 0.684, -0.362, 0.417, tool_momentum, 0.69, -0.376, 0.417, robot_mode, rotation_overlay, 
26/04/2022 13:47:34:699, robot_pos_w_timestamp, 1650977152922, 556.71, 144.99, 271.64, 2.38, -0.06, 3.11, tool_force, 0.91, -1.19, -0.04, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 57.02, joints_pos, 44.58, 50.72, -47.73, -87.29, -135.0, -62.85, -151.6, tool_torque, 0.468, -0.319, 0.261, tool_momentum, 0.45, -0.297, 0.257, robot_mode, rotation_overlay, 
26/04/2022 13:47:34:816, robot_pos_w_timestamp, 1650977153075, 562.64, 144.58, 266.59, 2.38, -0.06, 3.11, tool_force, 0.92, -1.24, 0.13, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 54.22, joints_pos, 44.14, 51.89, -47.79, -86.19, -134.67, -62.94, -151.71, tool_torque, 0.346, -0.383, 0.304, tool_momentum, 0.346, -0.367, 0.306, robot_mode, rotation_overlay, 
26/04/2022 13:47:35:007, robot_pos_w_timestamp, 1650977153224, 568.5, 144.91, 261.86, 2.39, -0.05, 3.12, tool_force, 0.92, -1.13, 0.41, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 51.78, joints_pos, 43.8, 53.12, -47.87, -84.89, -134.74, -62.94, -151.62, tool_torque, 0.416, -0.39, 0.193, tool_momentum, 0.388, -0.359, 0.182, robot_mode, rotation_overlay, 
26/04/2022 13:47:35:123, robot_pos_w_timestamp, 1650977153379, 574.56, 146.04, 258.49, 2.39, -0.04, 3.12, tool_force, 2.24, -0.06, -0.6, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 53.9, joints_pos, 43.57, 54.02, -47.89, -83.86, -134.65, -62.81, -151.66, tool_torque, 0.762, -0.47, 0.338, tool_momentum, 0.757, -0.463, 0.339, robot_mode, rotation_overlay, 
26/04/2022 13:47:35:304, robot_pos_w_timestamp, 1650977153528, 580.26, 148.41, 255.26, 2.4, -0.03, 3.12, tool_force, 1.35, -0.92, -0.5, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 46.44, joints_pos, 43.41, 54.91, -47.9, -82.77, -134.51, -62.59, -151.43, tool_torque, 0.637, -0.304, 0.16, tool_momentum, 0.657, -0.309, 0.16, robot_mode, rotation_overlay, 
26/04/2022 13:47:35:423, robot_pos_w_timestamp, 1650977153683, 586.12, 152.83, 252.23, 2.4, -0.02, 3.12, tool_force, 1.43, -1.39, -0.35, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 56.26, joints_pos, 43.29, 55.88, -47.88, -81.43, -134.28, -62.69, -150.92, tool_torque, 0.345, -0.538, 0.101, tool_momentum, 0.355, -0.536, 0.101, robot_mode, rotation_overlay, 
26/04/2022 13:47:35:577, robot_pos_w_timestamp, 1650977153831, 591.43, 158.56, 250.03, 2.4, -0.01, 3.12, tool_force, 0.14, -1.39, 0.97, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 56.61, joints_pos, 43.31, 56.73, -47.84, -80.11, -134.2, -62.75, -150.09, tool_torque, 0.315, -0.308, 0.058, tool_momentum, 0.329, -0.299, 0.056, robot_mode, rotation_overlay, 
26/04/2022 13:47:35:728, robot_pos_w_timestamp, 1650977153980, 595.59, 164.23, 248.83, 2.39, -0.01, 3.12, tool_force, 0.08, -0.83, 0.35, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 47.27, joints_pos, 43.44, 57.36, -47.85, -79.04, -134.24, -62.76, -148.98, tool_torque, 0.225, -0.231, 0.045, tool_momentum, 0.224, -0.229, 0.045, robot_mode, rotation_overlay, 
26/04/2022 13:47:35:929, robot_pos_w_timestamp, 1650977154129, 599.31, 170.09, 248.01, 2.39, 0.0, 3.12, tool_force, -0.47, -0.96, 0.15, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.56, joints_pos, 43.6, 57.88, -47.83, -78.09, -134.17, -62.62, -147.88, tool_torque, 0.448, -0.021, 0.046, tool_momentum, 0.433, -0.016, 0.045, robot_mode, rotation_overlay, 
26/04/2022 13:47:36:028, robot_pos_w_timestamp, 1650977154279, 602.43, 175.79, 247.31, 2.38, 0.01, 3.11, tool_force, -0.24, -0.83, -0.07, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 45.89, joints_pos, 43.76, 58.33, -47.79, -77.24, -134.06, -62.54, -146.99, tool_torque, 0.402, -0.101, 0.023, tool_momentum, 0.395, -0.093, 0.023, robot_mode, rotation_overlay, 
26/04/2022 13:47:36:229, robot_pos_w_timestamp, 1650977154427, 605.33, 181.59, 246.67, 2.38, 0.01, 3.11, tool_force, -0.75, -1.46, 0.69, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 41.15, joints_pos, 43.88, 58.81, -47.74, -76.31, -134.03, -62.72, -146.19, tool_torque, 0.192, -0.158, 0.023, tool_momentum, 0.224, -0.185, 0.025, robot_mode, rotation_overlay, 
26/04/2022 13:47:36:328, robot_pos_w_timestamp, 1650977154576, 607.88, 187.26, 246.29, 2.38, 0.01, 3.11, tool_force, -0.61, -1.26, 0.48, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.04, joints_pos, 44.07, 59.24, -47.73, -75.43, -134.14, -62.77, -145.33, tool_torque, 0.14, -0.127, 0.031, tool_momentum, 0.147, -0.136, 0.031, robot_mode, rotation_overlay, 
26/04/2022 13:47:36:532, robot_pos_w_timestamp, 1650977154726, 610.19, 193.21, 245.9, 2.38, 0.02, 3.11, tool_force, -0.23, -1.4, 0.52, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 41.73, joints_pos, 44.26, 59.63, -47.7, -74.65, -134.1, -62.81, -144.63, tool_torque, 0.177, -0.199, 0.026, tool_momentum, 0.182, -0.217, 0.027, robot_mode, rotation_overlay, 
26/04/2022 13:47:36:630, robot_pos_w_timestamp, 1650977154875, 612.21, 198.84, 245.45, 2.38, 0.02, 3.1, tool_force, -0.81, -1.19, 0.9, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 37.68, joints_pos, 44.44, 59.98, -47.66, -73.93, -133.92, -62.81, -144.05, tool_torque, 0.269, -0.117, 0.033, tool_momentum, 0.272, -0.114, 0.033, robot_mode, rotation_overlay, 
26/04/2022 13:47:36:835, robot_pos_w_timestamp, 1650977155023, 613.87, 204.71, 244.96, 2.38, 0.03, 3.1, tool_force, -0.72, -0.98, 0.4, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.72, joints_pos, 44.72, 60.36, -47.71, -73.25, -133.95, -62.77, -143.32, tool_torque, 0.277, -0.013, 0.026, tool_momentum, 0.276, -0.018, 0.026, robot_mode, rotation_overlay, 
26/04/2022 13:47:36:931, robot_pos_w_timestamp, 1650977155175, 615.04, 210.69, 244.39, 2.39, 0.03, 3.1, tool_force, -0.15, -0.96, -0.28, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 39.68, joints_pos, 44.97, 60.65, -47.65, -72.68, -133.79, -62.72, -143.2, tool_torque, 0.432, -0.098, 0.129, tool_momentum, 0.431, -0.093, 0.129, robot_mode, rotation_overlay, 
26/04/2022 13:47:37:138, robot_pos_w_timestamp, 1650977155322, 615.76, 216.35, 243.51, 2.4, 0.03, 3.09, tool_force, -0.28, -0.85, 0.27, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.76, joints_pos, 45.21, 60.93, -47.58, -72.18, -133.62, -62.68, -143.15, tool_torque, 0.434, -0.097, 0.092, tool_momentum, 0.435, -0.088, 0.092, robot_mode, rotation_overlay, 
26/04/2022 13:47:37:239, robot_pos_w_timestamp, 1650977155472, 616.22, 222.1, 242.64, 2.4, 0.03, 3.09, tool_force, -0.18, -1.33, 0.1, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.63, joints_pos, 45.5, 61.24, -47.57, -71.68, -133.49, -62.73, -143.0, tool_torque, 0.286, -0.206, 0.06, tool_momentum, 0.299, -0.223, 0.061, robot_mode, rotation_overlay, 
26/04/2022 13:47:37:440, robot_pos_w_timestamp, 1650977155619, 616.27, 228.04, 241.63, 2.41, 0.03, 3.09, tool_force, -0.57, -1.02, 0.27, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.14, joints_pos, 45.84, 61.5, -47.56, -71.29, -133.2, -62.67, -142.9, tool_torque, 0.39, -0.026, 0.071, tool_momentum, 0.384, -0.013, 0.07, robot_mode, rotation_overlay, 
26/04/2022 13:47:37:548, robot_pos_w_timestamp, 1650977155768, 615.98, 233.67, 240.69, 2.42, 0.03, 3.08, tool_force, -0.13, -1.04, -0.07, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 38.99, joints_pos, 46.18, 61.73, -47.57, -70.98, -132.89, -62.63, -142.83, tool_torque, 0.423, -0.061, 0.073, tool_momentum, 0.422, -0.063, 0.073, robot_mode, rotation_overlay, 
26/04/2022 13:47:37:848, robot_pos_w_timestamp, 1650977156068, 614.51, 245.31, 238.67, 2.43, 0.02, 3.08, tool_force, -0.17, -1.48, 0.57, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.4, joints_pos, 46.82, 62.22, -47.53, -70.28, -132.29, -63.03, -142.67, tool_torque, 0.199, -0.299, 0.055, tool_momentum, 0.185, -0.276, 0.052, robot_mode, rotation_overlay, 
26/04/2022 13:47:38:015, robot_pos_w_timestamp, 1650977156216, 613.53, 251.14, 237.76, 2.43, 0.02, 3.08, tool_force, -0.01, -1.51, 0.51, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 39.77, joints_pos, 47.13, 62.45, -47.5, -69.91, -132.0, -63.33, -142.55, tool_torque, 0.179, -0.289, 0.049, tool_momentum, 0.167, -0.286, 0.049, robot_mode, rotation_overlay, 
26/04/2022 13:47:38:169, robot_pos_w_timestamp, 1650977156367, 612.59, 256.83, 237.13, 2.44, 0.01, 3.08, tool_force, -0.66, -1.3, 0.43, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 38.41, joints_pos, 47.48, 62.63, -47.49, -69.63, -131.69, -63.41, -142.5, tool_torque, 0.249, -0.166, 0.074, tool_momentum, 0.247, -0.164, 0.075, robot_mode, rotation_overlay, 
26/04/2022 13:47:38:705, robot_pos_w_timestamp, 1650977156813, 608.55, 274.19, 235.88, 2.45, 0.0, 3.07, tool_force, -0.76, -1.68, 0.28, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 35.7, joints_pos, 48.62, 63.04, -47.49, -68.98, -130.68, -63.7, -141.82, tool_torque, 0.147, -0.116, 0.0090, tool_momentum, 0.158, -0.119, 0.0090, robot_mode, rotation_overlay, 
26/04/2022 13:47:38:771, robot_pos_w_timestamp, 1650977156962, 606.76, 279.96, 235.66, 2.45, 0.0, 3.06, tool_force, 0.17, -1.54, 0.22, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.26, joints_pos, 49.06, 63.1, -47.5, -68.89, -130.28, -63.67, -141.33, tool_torque, 0.253, -0.211, 0.0070, tool_momentum, 0.244, -0.204, 0.0050, robot_mode, rotation_overlay, 
26/04/2022 13:47:38:971, robot_pos_w_timestamp, 1650977157111, 604.84, 285.69, 235.33, 2.44, -0.01, 3.06, tool_force, -0.3, -1.82, 0.25, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 38.33, joints_pos, 49.46, 63.22, -47.5, -68.72, -129.97, -63.85, -140.71, tool_torque, 0.042, -0.185, -0.039, tool_momentum, 0.047, -0.171, -0.039, robot_mode, rotation_overlay, 
