26/04/2022 13:44:13: File Created!
26/04/2022 13:44:13:664, robot_pos_w_timestamp, 1650976952271, 601.79, 292.06, 235.88, 2.44, -0.02, 3.06, tool_force, -0.39, -0.55, 0.53, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 5.28, joints_pos, 49.44, 62.79, -46.45, -68.59, -130.5, -63.98, -139.81, tool_torque, 0.316, -0.246, 0.312, tool_momentum, 0.317, -0.247, 0.312, robot_mode, rotation_overlay, 
26/04/2022 13:44:23:419, robot_pos_w_timestamp, 1650976961960, 489.8, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.47, -0.32, 0.27, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 59.0, 37.8, -47.36, -90.77, -148.89, -63.46, -131.67, tool_torque, 0.378, -0.328, 0.248, tool_momentum, 0.378, -0.328, 0.248, robot_mode, rotation_overlay, 
26/04/2022 13:44:23:559, robot_pos_w_timestamp, 1650976962108, 489.8, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.47, -0.31, 0.29, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 59.0, 37.8, -47.36, -90.77, -148.89, -63.46, -131.67, tool_torque, 0.38, -0.33, 0.25, tool_momentum, 0.379, -0.33, 0.25, robot_mode, rotation_overlay, 
26/04/2022 13:44:23:690, robot_pos_w_timestamp, 1650976962257, 489.8, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.49, -0.33, 0.27, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.0, joints_pos, 59.0, 37.8, -47.36, -90.77, -148.89, -63.46, -131.67, tool_torque, 0.378, -0.331, 0.25, tool_momentum, 0.378, -0.331, 0.25, robot_mode, rotation_overlay, 
26/04/2022 13:44:23:859, robot_pos_w_timestamp, 1650976962407, 489.79, 241.89, 359.81, 2.37, 0.0, 3.11, tool_force, 0.46, -0.33, 0.28, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 59.0, 37.8, -47.36, -90.77, -148.89, -63.46, -131.67, tool_torque, 0.376, -0.325, 0.25, tool_momentum, 0.376, -0.325, 0.25, robot_mode, rotation_overlay, 
26/04/2022 13:44:24:062, robot_pos_w_timestamp, 1650976962554, 489.79, 241.88, 359.81, 2.37, 0.0, 3.11, tool_force, 0.47, -0.29, 0.3, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.06, joints_pos, 59.0, 37.8, -47.36, -90.77, -148.89, -63.46, -131.66, tool_torque, 0.372, -0.327, 0.254, tool_momentum, 0.372, -0.328, 0.254, robot_mode, rotation_overlay, 
26/04/2022 13:44:24:163, robot_pos_w_timestamp, 1650976962704, 489.79, 241.86, 359.83, 2.37, 0.0, 3.11, tool_force, 0.47, -0.28, 0.32, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.16, joints_pos, 59.0, 37.8, -47.36, -90.77, -148.89, -63.46, -131.66, tool_torque, 0.365, -0.328, 0.257, tool_momentum, 0.365, -0.329, 0.257, robot_mode, rotation_overlay, 
26/04/2022 13:44:24:363, robot_pos_w_timestamp, 1650976962853, 489.79, 241.86, 359.84, 2.37, 0.0, 3.11, tool_force, 0.42, -0.26, 0.27, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.58, joints_pos, 59.0, 37.8, -47.36, -90.77, -148.89, -63.46, -131.66, tool_torque, 0.383, -0.315, 0.255, tool_momentum, 0.386, -0.319, 0.255, robot_mode, rotation_overlay, 
26/04/2022 13:44:24:462, robot_pos_w_timestamp, 1650976963003, 489.92, 241.73, 359.45, 2.37, 0.0, 3.11, tool_force, 0.8, -0.32, 0.02, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 5.07, joints_pos, 58.97, 37.84, -47.36, -90.77, -148.89, -63.43, -131.67, tool_torque, 0.462, -0.358, 0.334, tool_momentum, 0.458, -0.355, 0.334, robot_mode, rotation_overlay, 
26/04/2022 13:44:24:666, robot_pos_w_timestamp, 1650976963151, 490.07, 242.07, 358.95, 2.37, 0.0, 3.11, tool_force, 0.77, -0.32, -0.07, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 2.19, joints_pos, 58.96, 37.91, -47.33, -90.75, -148.82, -63.4, -131.67, tool_torque, 0.502, -0.329, 0.334, tool_momentum, 0.5, -0.328, 0.334, robot_mode, rotation_overlay, 
26/04/2022 13:44:24:763, robot_pos_w_timestamp, 1650976963303, 489.01, 241.86, 358.5, 2.38, 0.0, 3.11, tool_force, 0.03, 0.41, -0.33, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 12.59, joints_pos, 59.02, 37.82, -47.3, -90.95, -148.85, -63.39, -132.17, tool_torque, 0.59, -0.212, 0.474, tool_momentum, 0.593, -0.207, 0.473, robot_mode, rotation_overlay, 
26/04/2022 13:44:24:967, robot_pos_w_timestamp, 1650976963449, 486.53, 241.85, 357.48, 2.38, -0.01, 3.11, tool_force, -0.48, 0.5, -0.01, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 20.39, joints_pos, 59.09, 37.58, -47.14, -91.39, -148.67, -63.28, -132.29, tool_torque, 0.542, -0.258, 0.475, tool_momentum, 0.543, -0.261, 0.475, robot_mode, rotation_overlay, 
26/04/2022 13:44:25:046, robot_pos_w_timestamp, 1650976963599, 486.43, 240.78, 357.71, 2.38, -0.02, 3.11, tool_force, 0.77, 0.68, 0.31, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 11.88, joints_pos, 58.74, 37.47, -47.1, -91.49, -147.62, -63.64, -133.1, tool_torque, 0.566, -0.656, 0.552, tool_momentum, 0.563, -0.652, 0.551, robot_mode, rotation_overlay, 
26/04/2022 13:44:25:267, robot_pos_w_timestamp, 1650976963748, 486.97, 236.66, 358.68, 2.38, -0.04, 3.1, tool_force, 1.74, -0.65, -0.24, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.38, joints_pos, 58.23, 37.31, -47.25, -91.64, -146.69, -64.24, -134.16, tool_torque, 0.339, -0.708, 0.514, tool_momentum, 0.349, -0.712, 0.512, robot_mode, rotation_overlay, 
26/04/2022 13:44:25:371, robot_pos_w_timestamp, 1650976963898, 489.06, 230.73, 359.11, 2.38, -0.06, 3.1, tool_force, 0.86, -0.76, -0.03, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 37.42, joints_pos, 57.27, 37.35, -47.24, -91.54, -145.75, -65.22, -135.42, tool_torque, 0.291, -0.543, 0.497, tool_momentum, 0.302, -0.568, 0.502, robot_mode, rotation_overlay, 
26/04/2022 13:44:25:570, robot_pos_w_timestamp, 1650976964045, 491.54, 225.16, 358.76, 2.38, -0.07, 3.1, tool_force, 1.12, -0.64, 0.01, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 38.34, joints_pos, 56.53, 37.41, -47.21, -91.51, -145.58, -65.44, -136.19, tool_torque, 0.324, -0.648, 0.52, tool_momentum, 0.33, -0.663, 0.52, robot_mode, rotation_overlay, 
26/04/2022 13:44:25:670, robot_pos_w_timestamp, 1650976964196, 493.84, 219.16, 357.82, 2.38, -0.07, 3.1, tool_force, 0.83, -0.51, 0.03, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.34, joints_pos, 55.78, 37.5, -47.22, -91.56, -145.18, -65.64, -137.14, tool_torque, 0.345, -0.552, 0.513, tool_momentum, 0.352, -0.563, 0.513, robot_mode, rotation_overlay, 
26/04/2022 13:44:25:857, robot_pos_w_timestamp, 1650976964346, 496.54, 213.38, 356.21, 2.38, -0.07, 3.1, tool_force, 0.41, 0.35, 0.01, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 43.33, joints_pos, 55.1, 37.71, -47.24, -91.56, -145.12, -65.61, -138.15, tool_torque, 0.609, -0.323, 0.52, tool_momentum, 0.605, -0.321, 0.52, robot_mode, rotation_overlay, 
26/04/2022 13:44:25:977, robot_pos_w_timestamp, 1650976964496, 498.82, 207.62, 354.13, 2.39, -0.07, 3.11, tool_force, 0.9, 0.26, -0.51, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 46.08, joints_pos, 54.49, 37.95, -47.27, -91.62, -145.12, -65.55, -138.99, tool_torque, 0.691, -0.295, 0.515, tool_momentum, 0.701, -0.297, 0.514, robot_mode, rotation_overlay, 
26/04/2022 13:44:26:127, robot_pos_w_timestamp, 1650976964645, 501.33, 201.85, 351.57, 2.39, -0.07, 3.11, tool_force, 0.9, 0.06, -0.58, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 45.52, joints_pos, 53.82, 38.28, -47.28, -91.61, -145.1, -65.55, -139.86, tool_torque, 0.616, -0.293, 0.486, tool_momentum, 0.612, -0.279, 0.486, robot_mode, rotation_overlay, 
26/04/2022 13:44:26:275, robot_pos_w_timestamp, 1650976964795, 504.0, 196.05, 348.23, 2.39, -0.07, 3.11, tool_force, 0.51, 0.12, -0.54, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 50.15, joints_pos, 53.08, 38.68, -47.26, -91.64, -144.81, -65.42, -141.02, tool_torque, 0.729, -0.294, 0.49, tool_momentum, 0.724, -0.284, 0.49, robot_mode, rotation_overlay, 
26/04/2022 13:44:26:406, robot_pos_w_timestamp, 1650976964943, 506.72, 190.21, 344.38, 2.4, -0.07, 3.11, tool_force, 0.24, 0.61, -0.38, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 47.95, joints_pos, 52.41, 39.14, -47.26, -91.67, -144.72, -65.18, -141.9, tool_torque, 0.754, -0.209, 0.488, tool_momentum, 0.761, -0.212, 0.488, robot_mode, rotation_overlay, 
26/04/2022 13:44:26:580, robot_pos_w_timestamp, 1650976965092, 509.43, 184.43, 340.24, 2.4, -0.06, 3.12, tool_force, 0.3, -0.17, -0.67, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 52.68, joints_pos, 51.79, 39.69, -47.3, -91.65, -144.76, -64.95, -142.79, tool_torque, 0.66, -0.141, 0.475, tool_momentum, 0.67, -0.153, 0.475, robot_mode, rotation_overlay, 
26/04/2022 13:44:26:781, robot_pos_w_timestamp, 1650976965241, 512.38, 178.66, 335.11, 2.41, -0.06, 3.12, tool_force, 0.46, 0.27, -0.78, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 55.93, joints_pos, 51.03, 40.28, -47.23, -91.67, -144.34, -64.63, -144.04, tool_torque, 0.751, -0.162, 0.499, tool_momentum, 0.751, -0.169, 0.5, robot_mode, rotation_overlay, 
26/04/2022 13:44:26:879, robot_pos_w_timestamp, 1650976965390, 515.47, 172.98, 329.21, 2.41, -0.06, 3.12, tool_force, 0.61, 0.42, -0.61, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 59.81, joints_pos, 50.22, 40.99, -47.16, -91.67, -143.8, -64.27, -145.51, tool_torque, 0.898, -0.296, 0.516, tool_momentum, 0.892, -0.3, 0.515, robot_mode, rotation_overlay, 
26/04/2022 13:44:27:083, robot_pos_w_timestamp, 1650976965539, 518.61, 167.99, 323.45, 2.42, -0.05, 3.12, tool_force, 1.11, -0.21, -1.01, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 59.74, joints_pos, 49.61, 41.7, -47.14, -91.65, -143.39, -63.68, -146.51, tool_torque, 0.827, -0.279, 0.529, tool_momentum, 0.834, -0.282, 0.53, robot_mode, rotation_overlay, 
26/04/2022 13:44:27:186, robot_pos_w_timestamp, 1650976965690, 521.37, 163.57, 317.7, 2.42, -0.05, 3.12, tool_force, 0.79, 0.29, -0.7, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 50.93, joints_pos, 49.04, 42.41, -47.15, -91.65, -142.83, -63.2, -147.42, tool_torque, 0.867, -0.239, 0.493, tool_momentum, 0.862, -0.229, 0.494, robot_mode, rotation_overlay, 
26/04/2022 13:44:27:387, robot_pos_w_timestamp, 1650976965836, 524.09, 160.19, 312.1, 2.42, -0.05, 3.12, tool_force, 3.75, 0.23, -1.47, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 43.22, joints_pos, 48.48, 43.18, -47.11, -91.5, -142.12, -62.99, -148.25, tool_torque, 0.784, -0.374, 0.643, tool_momentum, 0.799, -0.376, 0.646, robot_mode, rotation_overlay, 
26/04/2022 13:44:27:482, robot_pos_w_timestamp, 1650976965986, 526.63, 158.77, 306.74, 2.42, -0.06, 3.12, tool_force, 15.78, 5.57, -4.09, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 37.64, joints_pos, 48.0, 43.96, -47.0, -91.23, -141.3, -62.96, -148.89, tool_torque, 0.86, -0.56, 0.814, tool_momentum, 0.878, -0.583, 0.817, robot_mode, rotation_overlay, 
26/04/2022 13:44:27:689, robot_pos_w_timestamp, 1650976966147, 529.81, 157.36, 300.97, 2.42, -0.06, 3.11, tool_force, 23.98, 9.81, -6.1, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 44.92, joints_pos, 47.56, 44.8, -46.98, -91.03, -140.19, -62.52, -149.73, tool_torque, 0.978, -0.662, 0.977, tool_momentum, 0.968, -0.66, 0.977, robot_mode, rotation_overlay, 
26/04/2022 13:44:27:765, robot_pos_w_timestamp, 1650976966284, 532.03, 156.43, 299.6, 2.41, -0.06, 3.11, tool_force, 24.45, 11.53, -4.43, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 16.19, joints_pos, 47.35, 45.19, -47.13, -90.74, -139.6, -62.68, -150.01, tool_torque, 0.581, -0.823, 0.727, tool_momentum, 0.558, -0.86, 0.727, robot_mode, rotation_overlay, 
26/04/2022 13:44:27:987, robot_pos_w_timestamp, 1650976966433, 534.68, 155.49, 294.19, 2.41, -0.07, 3.11, tool_force, 27.27, 10.86, -5.73, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 50.96, joints_pos, 46.88, 46.01, -47.0, -90.35, -138.84, -62.77, -150.16, tool_torque, 0.74, -1.081, 0.968, tool_momentum, 0.773, -1.101, 0.973, robot_mode, rotation_overlay, 
26/04/2022 13:44:28:089, robot_pos_w_timestamp, 1650976966583, 536.3, 154.56, 293.55, 2.41, -0.07, 3.11, tool_force, 21.88, 10.91, -4.77, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 10.36, joints_pos, 46.76, 46.26, -47.14, -90.19, -138.48, -62.66, -150.3, tool_torque, 0.811, -0.705, 0.672, tool_momentum, 0.825, -0.719, 0.674, robot_mode, rotation_overlay, 
26/04/2022 13:44:28:293, robot_pos_w_timestamp, 1650976966734, 540.4, 152.29, 288.07, 2.4, -0.07, 3.1, tool_force, 15.59, 8.22, -1.07, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 52.86, joints_pos, 46.1, 47.1, -47.03, -89.78, -137.34, -62.5, -150.85, tool_torque, 0.689, -0.335, 0.682, tool_momentum, 0.669, -0.335, 0.678, robot_mode, rotation_overlay, 
26/04/2022 13:44:28:392, robot_pos_w_timestamp, 1650976966901, 545.5, 149.25, 282.58, 2.39, -0.07, 3.1, tool_force, 6.61, 4.11, -1.11, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 51.66, joints_pos, 45.43, 48.11, -47.0, -89.13, -136.67, -62.3, -150.87, tool_torque, 0.695, -0.254, 0.287, tool_momentum, 0.63, -0.248, 0.287, robot_mode, rotation_overlay, 
26/04/2022 13:44:28:564, robot_pos_w_timestamp, 1650976967030, 550.76, 146.96, 277.01, 2.38, -0.07, 3.1, tool_force, 2.24, 0.66, -0.28, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 66.46, joints_pos, 44.75, 49.16, -46.93, -88.34, -135.98, -62.33, -151.07, tool_torque, 0.517, -0.315, 0.322, tool_momentum, 0.533, -0.338, 0.327, robot_mode, rotation_overlay, 
26/04/2022 13:44:28:695, robot_pos_w_timestamp, 1650976967180, 556.64, 144.91, 271.38, 2.38, -0.06, 3.11, tool_force, 0.13, -0.91, 0.46, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 52.4, joints_pos, 44.12, 50.36, -46.91, -87.3, -135.65, -62.42, -151.24, tool_torque, 0.436, -0.312, 0.308, tool_momentum, 0.41, -0.277, 0.3, robot_mode, rotation_overlay, 
26/04/2022 13:44:28:837, robot_pos_w_timestamp, 1650976967328, 562.4, 144.77, 266.77, 2.38, -0.06, 3.11, tool_force, 0.42, -0.66, 0.79, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 50.48, joints_pos, 43.73, 51.47, -46.95, -86.21, -135.45, -62.6, -151.18, tool_torque, 0.445, -0.48, 0.271, tool_momentum, 0.468, -0.499, 0.274, robot_mode, rotation_overlay, 
26/04/2022 13:44:28:997, robot_pos_w_timestamp, 1650976967478, 568.03, 144.52, 262.36, 2.39, -0.05, 3.12, tool_force, 0.75, -0.73, 0.63, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 49.65, joints_pos, 43.43, 52.55, -47.04, -85.14, -135.5, -62.54, -151.22, tool_torque, 0.536, -0.331, 0.234, tool_momentum, 0.523, -0.334, 0.231, robot_mode, rotation_overlay, 
26/04/2022 13:44:29:199, robot_pos_w_timestamp, 1650976967627, 573.74, 145.83, 258.93, 2.39, -0.04, 3.12, tool_force, 0.98, -0.8, 0.3, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 48.44, joints_pos, 43.21, 53.53, -47.11, -84.04, -135.4, -62.44, -151.28, tool_torque, 0.67, -0.309, 0.29, tool_momentum, 0.661, -0.315, 0.29, robot_mode, rotation_overlay, 
26/04/2022 13:44:29:303, robot_pos_w_timestamp, 1650976967775, 579.65, 148.16, 255.58, 2.4, -0.03, 3.12, tool_force, 0.66, -0.88, -0.42, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 45.77, joints_pos, 43.02, 54.46, -47.11, -82.89, -135.28, -62.27, -151.1, tool_torque, 0.605, -0.169, 0.147, tool_momentum, 0.612, -0.181, 0.147, robot_mode, rotation_overlay, 
26/04/2022 13:44:29:506, robot_pos_w_timestamp, 1650976967924, 585.24, 152.26, 252.71, 2.4, -0.02, 3.12, tool_force, 1.82, -1.15, -0.09, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 55.53, joints_pos, 42.9, 55.36, -47.07, -81.63, -135.06, -62.33, -150.61, tool_torque, 0.446, -0.538, 0.093, tool_momentum, 0.434, -0.533, 0.09, robot_mode, rotation_overlay, 
26/04/2022 13:44:29:606, robot_pos_w_timestamp, 1650976968085, 591.24, 158.39, 250.22, 2.4, -0.01, 3.12, tool_force, 0.76, -1.23, -0.1, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 58.91, joints_pos, 42.9, 56.31, -47.02, -80.17, -134.99, -62.39, -149.75, tool_torque, 0.265, -0.39, 0.066, tool_momentum, 0.246, -0.387, 0.067, robot_mode, rotation_overlay, 
26/04/2022 13:44:29:809, robot_pos_w_timestamp, 1650976968223, 595.19, 163.54, 248.99, 2.39, -0.01, 3.12, tool_force, 0.07, -1.19, 0.08, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 47.94, joints_pos, 43.02, 56.93, -47.03, -79.15, -135.0, -62.4, -148.73, tool_torque, 0.264, -0.219, 0.055, tool_momentum, 0.267, -0.219, 0.055, robot_mode, rotation_overlay, 
26/04/2022 13:44:29:910, robot_pos_w_timestamp, 1650976968371, 598.87, 169.24, 248.08, 2.39, 0.0, 3.12, tool_force, -0.7, -1.09, 0.2, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 46.55, joints_pos, 43.19, 57.47, -47.02, -78.2, -135.0, -62.32, -147.62, tool_torque, 0.369, 0.0050, 0.039, tool_momentum, 0.363, 0.0090, 0.038, robot_mode, rotation_overlay, 
26/04/2022 13:44:30:110, robot_pos_w_timestamp, 1650976968521, 602.07, 175.0, 247.34, 2.38, 0.01, 3.11, tool_force, -0.83, -1.0, 0.49, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.78, joints_pos, 43.35, 57.93, -46.99, -77.34, -134.86, -62.2, -146.72, tool_torque, 0.434, -0.0020, 0.05, tool_momentum, 0.435, -0.0050, 0.05, robot_mode, rotation_overlay, 
26/04/2022 13:44:30:188, robot_pos_w_timestamp, 1650976968667, 604.94, 180.8, 246.74, 2.38, 0.01, 3.11, tool_force, -0.42, -1.37, 0.45, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 41.42, joints_pos, 43.48, 58.4, -46.94, -76.43, -134.82, -62.37, -145.91, tool_torque, 0.203, -0.221, 0.035, tool_momentum, 0.211, -0.215, 0.035, robot_mode, rotation_overlay, 
26/04/2022 13:44:30:410, robot_pos_w_timestamp, 1650976968819, 607.56, 186.69, 246.3, 2.38, 0.01, 3.11, tool_force, -0.31, -1.17, 0.92, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 41.56, joints_pos, 43.69, 58.85, -46.94, -75.55, -134.88, -62.42, -145.07, tool_torque, 0.194, -0.205, 0.04, tool_momentum, 0.189, -0.193, 0.038, robot_mode, rotation_overlay, 
26/04/2022 13:44:30:513, robot_pos_w_timestamp, 1650976968965, 609.94, 192.35, 245.95, 2.38, 0.02, 3.11, tool_force, -0.12, -1.08, 0.64, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.91, joints_pos, 43.89, 59.26, -46.95, -74.73, -134.94, -62.51, -144.32, tool_torque, 0.175, -0.208, 0.044, tool_momentum, 0.16, -0.217, 0.045, robot_mode, rotation_overlay, 
26/04/2022 13:44:30:712, robot_pos_w_timestamp, 1650976969116, 612.06, 198.15, 245.53, 2.38, 0.02, 3.1, tool_force, -0.73, -1.2, 0.24, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 38.61, joints_pos, 44.04, 59.6, -46.87, -74.0, -134.71, -62.5, -143.76, tool_torque, 0.212, -0.077, 0.029, tool_momentum, 0.198, -0.071, 0.029, robot_mode, rotation_overlay, 
26/04/2022 13:44:30:813, robot_pos_w_timestamp, 1650976969263, 613.67, 203.93, 245.05, 2.38, 0.03, 3.1, tool_force, -0.16, -0.79, 0.17, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 38.53, joints_pos, 44.32, 59.97, -46.9, -73.34, -134.76, -62.45, -143.03, tool_torque, 0.366, -0.074, 0.06, tool_momentum, 0.364, -0.068, 0.06, robot_mode, rotation_overlay, 
26/04/2022 13:44:30:998, robot_pos_w_timestamp, 1650976969415, 614.87, 209.95, 244.47, 2.39, 0.03, 3.1, tool_force, -0.12, -0.94, 0.16, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.67, joints_pos, 44.59, 60.29, -46.87, -72.73, -134.61, -62.43, -142.83, tool_torque, 0.424, -0.104, 0.129, tool_momentum, 0.428, -0.11, 0.129, robot_mode, rotation_overlay, 
26/04/2022 13:44:31:114, robot_pos_w_timestamp, 1650976969561, 615.75, 215.6, 243.66, 2.4, 0.03, 3.1, tool_force, -0.31, -0.55, 0.19, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.95, joints_pos, 44.83, 60.58, -46.82, -72.22, -134.42, -62.39, -142.82, tool_torque, 0.491, -0.079, 0.146, tool_momentum, 0.478, -0.071, 0.146, robot_mode, rotation_overlay, 
26/04/2022 13:44:31:269, robot_pos_w_timestamp, 1650976969715, 616.16, 221.46, 242.76, 2.4, 0.03, 3.09, tool_force, -0.4, -1.24, 0.3, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 36.53, joints_pos, 45.14, 60.88, -46.82, -71.73, -134.27, -62.42, -142.67, tool_torque, 0.314, -0.118, 0.056, tool_momentum, 0.298, -0.115, 0.054, robot_mode, rotation_overlay, 
26/04/2022 13:44:31:415, robot_pos_w_timestamp, 1650976969864, 616.28, 227.35, 241.76, 2.41, 0.03, 3.09, tool_force, -0.38, -1.23, 0.31, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 36.16, joints_pos, 45.46, 61.16, -46.8, -71.32, -134.0, -62.4, -142.56, tool_torque, 0.39, -0.102, 0.078, tool_momentum, 0.393, -0.09, 0.078, robot_mode, rotation_overlay, 
26/04/2022 13:44:31:540, robot_pos_w_timestamp, 1650976970011, 616.05, 233.02, 240.8, 2.41, 0.03, 3.09, tool_force, -0.11, -0.98, -0.15, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.95, joints_pos, 45.81, 61.39, -46.8, -71.01, -133.71, -62.32, -142.5, tool_torque, 0.465, -0.057, 0.09, tool_momentum, 0.461, -0.048, 0.091, robot_mode, rotation_overlay, 
26/04/2022 13:44:31:715, robot_pos_w_timestamp, 1650976970155, 615.44, 238.64, 239.79, 2.42, 0.03, 3.08, tool_force, -0.3, -1.15, 0.47, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.31, joints_pos, 46.14, 61.64, -46.8, -70.69, -133.39, -62.44, -142.42, tool_torque, 0.248, -0.25, 0.072, tool_momentum, 0.237, -0.252, 0.072, robot_mode, rotation_overlay, 
26/04/2022 13:44:31:918, robot_pos_w_timestamp, 1650976970307, 614.63, 244.51, 238.77, 2.43, 0.02, 3.08, tool_force, -0.22, -1.34, 0.79, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.8, joints_pos, 46.45, 61.88, -46.77, -70.32, -133.08, -62.68, -142.34, tool_torque, 0.211, -0.274, 0.073, tool_momentum, 0.197, -0.259, 0.073, robot_mode, rotation_overlay, 
26/04/2022 13:44:32:015, robot_pos_w_timestamp, 1650976970453, 613.67, 250.2, 237.88, 2.43, 0.02, 3.08, tool_force, 0.1, -1.54, 0.43, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.36, joints_pos, 46.76, 62.11, -46.75, -69.96, -132.8, -62.98, -142.24, tool_torque, 0.181, -0.351, 0.078, tool_momentum, 0.172, -0.354, 0.078, robot_mode, rotation_overlay, 
26/04/2022 13:44:32:220, robot_pos_w_timestamp, 1650976970607, 612.72, 256.18, 237.21, 2.44, 0.01, 3.08, tool_force, -0.6, -1.36, 0.39, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 40.66, joints_pos, 47.13, 62.31, -46.74, -69.65, -132.47, -63.09, -142.18, tool_torque, 0.246, -0.268, 0.101, tool_momentum, 0.259, -0.272, 0.102, robot_mode, rotation_overlay, 
26/04/2022 13:44:32:319, robot_pos_w_timestamp, 1650976970751, 611.5, 261.88, 236.64, 2.44, 0.01, 3.07, tool_force, -0.78, -1.23, 0.41, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 39.3, joints_pos, 47.51, 62.44, -46.74, -69.48, -132.14, -63.07, -142.13, tool_torque, 0.305, -0.143, 0.079, tool_momentum, 0.299, -0.144, 0.079, robot_mode, rotation_overlay, 
26/04/2022 13:44:32:436, robot_pos_w_timestamp, 1650976970902, 610.08, 267.68, 236.23, 2.45, 0.01, 3.07, tool_force, -0.59, -1.53, 0.55, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 41.17, joints_pos, 47.88, 62.59, -46.74, -69.22, -131.83, -63.29, -141.83, tool_torque, 0.171, -0.293, 0.053, tool_momentum, 0.172, -0.307, 0.054, robot_mode, rotation_overlay, 
26/04/2022 13:44:32:581, robot_pos_w_timestamp, 1650976971049, 608.77, 273.48, 235.93, 2.45, 0.0, 3.07, tool_force, -0.23, -1.6, 0.3, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 38.86, joints_pos, 48.25, 62.72, -46.74, -68.99, -131.48, -63.38, -141.53, tool_torque, 0.207, -0.267, 0.039, tool_momentum, 0.221, -0.278, 0.04, robot_mode, rotation_overlay, 
