21/03/2022 15:59:48: File Created!
21/03/2022 15:59:48:409, robot_pos_w_timestamp, 1647874708193, 524.52, 330.03, 202.33, 2.28, 0.0, 3.06, tool_force, -1.0, -0.18, 0.33, actual_rep, 1, curr_step, 1, track_size, 82, robot_vel, 0.0, joints_pos, 41.42, 51.69, -14.64, -80.79, 17.56, 44.9, 69.84, tool_torque, -0.022, -0.056, 0.162, tool_momentum, -0.022, -0.056, 0.162, robot_mode, normal, 
21/03/2022 15:59:57:850, robot_pos_w_timestamp, 1647874717454, 562.14, 86.9, 235.86, 2.13, 0.23, -3.14, tool_force, 1.95, 1.24, -0.1, actual_rep, 1, curr_step, 23, track_size, 82, robot_vel, 49.56, joints_pos, 31.34, 45.87, -28.28, -91.46, 11.23, 42.15, 61.26, tool_torque, 0.383, -0.84, 0.493, tool_momentum, 0.369, -0.83, 0.492, robot_mode, normal, 
21/03/2022 15:59:57:999, robot_pos_w_timestamp, 1647874717605, 559.79, 84.75, 241.7, 2.14, 0.22, -3.14, tool_force, 1.59, 1.21, 0.33, actual_rep, 1, curr_step, 24, track_size, 82, robot_vel, 42.81, joints_pos, 31.1, 44.94, -28.16, -91.92, 11.17, 42.56, 60.53, tool_torque, 0.363, -0.883, 0.554, tool_momentum, 0.354, -0.875, 0.553, robot_mode, normal, 
21/03/2022 15:59:58:155, robot_pos_w_timestamp, 1647874717755, 557.43, 84.12, 247.71, 2.15, 0.22, -3.14, tool_force, 1.51, 0.89, 0.02, actual_rep, 1, curr_step, 25, track_size, 82, robot_vel, 42.04, joints_pos, 31.03, 44.05, -28.1, -92.28, 11.12, 43.15, 59.98, tool_torque, 0.305, -0.905, 0.563, tool_momentum, 0.315, -0.906, 0.564, robot_mode, normal, 
21/03/2022 15:59:58:301, robot_pos_w_timestamp, 1647874717902, 554.56, 84.79, 253.28, 2.15, 0.21, -3.14, tool_force, 1.58, 0.85, -0.34, actual_rep, 1, curr_step, 26, track_size, 82, robot_vel, 43.22, joints_pos, 31.02, 43.18, -27.94, -92.64, 11.12, 43.83, 59.72, tool_torque, 0.294, -0.968, 0.57, tool_momentum, 0.295, -0.972, 0.571, robot_mode, normal, 
21/03/2022 15:59:58:451, robot_pos_w_timestamp, 1647874718050, 551.21, 86.67, 259.03, 2.15, 0.19, -3.14, tool_force, 1.36, 0.94, 0.02, actual_rep, 1, curr_step, 26, track_size, 82, robot_vel, 52.1, joints_pos, 31.02, 42.22, -27.64, -93.03, 11.16, 44.58, 59.58, tool_torque, 0.317, -0.861, 0.513, tool_momentum, 0.32, -0.856, 0.513, robot_mode, normal, 
21/03/2022 15:59:58:605, robot_pos_w_timestamp, 1647874718199, 547.61, 89.66, 264.77, 2.15, 0.18, -3.14, tool_force, 0.77, 0.68, -0.05, actual_rep, 1, curr_step, 27, track_size, 82, robot_vel, 50.29, joints_pos, 31.04, 41.24, -27.24, -93.41, 11.24, 45.27, 59.49, tool_torque, 0.194, -0.703, 0.459, tool_momentum, 0.199, -0.706, 0.459, robot_mode, normal, 
21/03/2022 15:59:58:752, robot_pos_w_timestamp, 1647874718347, 543.83, 93.75, 270.54, 2.15, 0.17, -3.14, tool_force, -0.22, 0.61, 0.26, actual_rep, 1, curr_step, 28, track_size, 82, robot_vel, 57.1, joints_pos, 31.09, 40.21, -26.72, -93.82, 11.36, 45.91, 59.49, tool_torque, 0.177, -0.59, 0.375, tool_momentum, 0.189, -0.599, 0.376, robot_mode, normal, 
21/03/2022 15:59:58:900, robot_pos_w_timestamp, 1647874718497, 540.25, 97.44, 275.49, 2.16, 0.15, 3.14, tool_force, -0.27, 0.6, -0.26, actual_rep, 1, curr_step, 29, track_size, 82, robot_vel, 41.48, joints_pos, 31.14, 39.31, -26.28, -94.24, 11.4, 46.32, 59.52, tool_torque, 0.079, -0.399, 0.279, tool_momentum, 0.082, -0.429, 0.283, robot_mode, sine_overlay, 
21/03/2022 15:59:59:054, robot_pos_w_timestamp, 1647874718628, 539.76, 97.23, 274.55, 2.16, 0.16, 3.14, tool_force, 0.92, -0.02, -0.86, actual_rep, 1, curr_step, 29, track_size, 82, robot_vel, 8.39, joints_pos, 31.12, 39.35, -26.2, -94.34, 11.24, 46.15, 59.65, tool_torque, 0.242, -0.453, 0.216, tool_momentum, 0.239, -0.454, 0.216, robot_mode, sine_overlay, 
21/03/2022 15:59:59:204, robot_pos_w_timestamp, 1647874718779, 539.98, 103.77, 277.64, 2.16, 0.14, 3.13, tool_force, 0.32, 0.46, 0.51, actual_rep, 1, curr_step, 29, track_size, 82, robot_vel, 72.5, joints_pos, 31.31, 39.08, -25.85, -93.98, 11.97, 46.75, 59.6, tool_torque, 0.075, -0.399, 0.23, tool_momentum, 0.058, -0.392, 0.23, robot_mode, sine_overlay, 
21/03/2022 15:59:59:354, robot_pos_w_timestamp, 1647874718929, 539.01, 107.16, 281.51, 2.16, 0.14, 3.13, tool_force, 0.2, -0.21, -0.11, actual_rep, 1, curr_step, 30, track_size, 82, robot_vel, 19.13, joints_pos, 31.5, 38.68, -25.71, -93.91, 11.9, 47.36, 59.85, tool_torque, -0.102, -0.34, 0.114, tool_momentum, -0.106, -0.33, 0.114, robot_mode, sine_overlay, 
21/03/2022 15:59:59:540, robot_pos_w_timestamp, 1647874719078, 534.74, 110.28, 283.76, 2.16, 0.12, 3.13, tool_force, -0.81, 1.27, 0.5, actual_rep, 1, curr_step, 30, track_size, 82, robot_vel, 54.73, joints_pos, 31.54, 37.77, -25.21, -94.62, 12.31, 47.6, 59.84, tool_torque, 0.108, -0.238, 0.217, tool_momentum, 0.116, -0.232, 0.218, robot_mode, sine_overlay, 
21/03/2022 15:59:59:658, robot_pos_w_timestamp, 1647874719226, 527.77, 109.45, 287.78, 2.16, 0.12, 3.12, tool_force, -1.13, 0.57, 0.02, actual_rep, 1, curr_step, 31, track_size, 82, robot_vel, 58.88, joints_pos, 31.6, 36.69, -25.05, -95.81, 12.04, 47.23, 59.76, tool_torque, 0.284, -0.057, 0.302, tool_momentum, 0.272, -0.036, 0.298, robot_mode, sine_overlay, 
21/03/2022 15:59:59:811, robot_pos_w_timestamp, 1647874719376, 524.25, 115.97, 293.52, 2.16, 0.1, 3.11, tool_force, -0.85, 0.74, 0.13, actual_rep, 1, curr_step, 32, track_size, 82, robot_vel, 72.21, joints_pos, 31.69, 35.6, -24.29, -96.23, 12.41, 47.18, 59.9, tool_torque, 0.153, -0.072, 0.119, tool_momentum, 0.144, -0.065, 0.119, robot_mode, sine_overlay, 
21/03/2022 15:59:59:964, robot_pos_w_timestamp, 1647874719525, 525.33, 124.47, 299.19, 2.17, 0.09, 3.1, tool_force, -2.25, -2.14, 2.31, actual_rep, 1, curr_step, 33, track_size, 82, robot_vel, 73.32, joints_pos, 31.85, 35.23, -23.65, -95.58, 12.51, 47.91, 60.28, tool_torque, -0.194, 0.073, 0.0060, tool_momentum, -0.191, 0.013, 0.0040, robot_mode, sine_overlay, 
21/03/2022 16:00:00:111, robot_pos_w_timestamp, 1647874719676, 523.34, 126.31, 300.87, 2.17, 0.09, 3.1, tool_force, -1.08, 0.63, 0.14, actual_rep, 1, curr_step, 33, track_size, 82, robot_vel, 21.4, joints_pos, 32.04, 34.95, -23.62, -95.72, 12.51, 48.27, 60.39, tool_torque, 0.116, 0.175, 0.015, tool_momentum, 0.106, 0.187, 0.012, robot_mode, sine_overlay, 
21/03/2022 16:00:00:264, robot_pos_w_timestamp, 1647874719805, 522.98, 126.3, 300.55, 2.17, 0.09, 3.1, tool_force, -1.46, 0.94, 0.12, actual_rep, 1, curr_step, 33, track_size, 82, robot_vel, 5.49, joints_pos, 32.05, 34.93, -23.6, -95.82, 12.51, 48.11, 60.4, tool_torque, 0.209, 0.142, 0.053, tool_momentum, 0.215, 0.144, 0.053, robot_mode, normal, 
21/03/2022 16:00:00:411, robot_pos_w_timestamp, 1647874719956, 521.76, 129.84, 303.09, 2.17, 0.08, 3.1, tool_force, -1.04, 0.43, 0.8, actual_rep, 1, curr_step, 33, track_size, 82, robot_vel, 50.51, joints_pos, 32.24, 34.57, -23.4, -95.84, 12.69, 48.37, 60.4, tool_torque, 0.0070, -0.143, 0.099, tool_momentum, -0.0020, -0.153, 0.099, robot_mode, normal, 
21/03/2022 16:00:00:562, robot_pos_w_timestamp, 1647874720103, 518.03, 134.42, 308.5, 2.18, 0.08, 3.09, tool_force, -1.55, 0.5, 0.72, actual_rep, 1, curr_step, 34, track_size, 82, robot_vel, 56.9, joints_pos, 32.68, 33.68, -23.2, -96.23, 12.73, 48.6, 60.61, tool_torque, -0.022, 0.0050, 0.029, tool_momentum, -0.016, 0.01, 0.029, robot_mode, normal, 
21/03/2022 16:00:00:737, robot_pos_w_timestamp, 1647874720253, 514.35, 140.76, 313.42, 2.18, 0.07, 3.09, tool_force, -1.59, 0.37, 0.95, actual_rep, 1, curr_step, 35, track_size, 82, robot_vel, 50.37, joints_pos, 33.19, 32.86, -22.89, -96.56, 12.73, 48.86, 61.11, tool_torque, -0.067, -0.041, 0.031, tool_momentum, -0.081, -0.035, 0.031, robot_mode, normal, 
21/03/2022 16:00:00:864, robot_pos_w_timestamp, 1647874720400, 510.84, 146.07, 316.36, 2.18, 0.07, 3.08, tool_force, -1.35, 0.43, 0.39, actual_rep, 1, curr_step, 36, track_size, 82, robot_vel, 50.96, joints_pos, 33.6, 32.32, -22.61, -96.8, 12.73, 48.94, 61.68, tool_torque, -0.081, -0.035, 0.01, tool_momentum, -0.087, -0.03, 0.01, robot_mode, normal, 
21/03/2022 16:00:01:015, robot_pos_w_timestamp, 1647874720551, 507.29, 151.81, 319.12, 2.18, 0.06, 3.07, tool_force, -2.0, 0.56, 0.9, actual_rep, 1, curr_step, 37, track_size, 82, robot_vel, 48.28, joints_pos, 34.06, 31.78, -22.32, -97.1, 12.77, 48.97, 62.41, tool_torque, -0.03, 0.0020, 0.023, tool_momentum, -0.028, -0.0080, 0.023, robot_mode, normal, 
21/03/2022 16:00:01:166, robot_pos_w_timestamp, 1647874720699, 503.75, 157.77, 321.37, 2.17, 0.05, 3.07, tool_force, -1.62, 0.55, 0.78, actual_rep, 1, curr_step, 38, track_size, 82, robot_vel, 48.17, joints_pos, 34.57, 31.3, -22.04, -97.38, 12.77, 48.99, 63.39, tool_torque, -0.041, -0.0060, 0.024, tool_momentum, -0.043, -0.015, 0.026, robot_mode, normal, 
21/03/2022 16:00:01:330, robot_pos_w_timestamp, 1647874720848, 500.04, 163.86, 323.11, 2.16, 0.05, 3.07, tool_force, -1.8, 0.6, 0.44, actual_rep, 1, curr_step, 39, track_size, 82, robot_vel, 41.77, joints_pos, 35.16, 30.86, -21.82, -97.69, 12.75, 48.99, 64.61, tool_torque, 0.017, 0.082, 0.0090, tool_momentum, 0.01, 0.089, 0.0070, robot_mode, normal, 
21/03/2022 16:00:01:466, robot_pos_w_timestamp, 1647874720999, 496.5, 169.35, 324.08, 2.16, 0.05, 3.06, tool_force, -1.47, 0.65, -0.03, actual_rep, 1, curr_step, 40, track_size, 82, robot_vel, 48.94, joints_pos, 35.74, 30.58, -21.66, -97.92, 12.66, 48.97, 65.63, tool_torque, 0.087, 0.096, 0.026, tool_momentum, 0.091, 0.095, 0.026, robot_mode, normal, 
21/03/2022 16:00:01:618, robot_pos_w_timestamp, 1647874721147, 492.94, 174.98, 324.63, 2.15, 0.05, 3.06, tool_force, -1.82, 0.94, 0.39, actual_rep, 1, curr_step, 42, track_size, 82, robot_vel, 45.43, joints_pos, 36.41, 30.34, -21.55, -98.17, 12.44, 48.93, 66.72, tool_torque, 0.156, 0.178, 0.013, tool_momentum, 0.149, 0.189, 0.013, robot_mode, normal, 
21/03/2022 16:00:01:770, robot_pos_w_timestamp, 1647874721297, 489.45, 180.89, 324.3, 2.15, 0.05, 3.07, tool_force, -1.35, 0.95, 0.18, actual_rep, 1, curr_step, 45, track_size, 82, robot_vel, 46.26, joints_pos, 37.23, 30.25, -21.52, -98.36, 11.97, 48.87, 67.92, tool_torque, 0.182, 0.199, 0.0070, tool_momentum, 0.179, 0.215, 0.0070, robot_mode, normal, 
21/03/2022 16:00:01:934, robot_pos_w_timestamp, 1647874721457, 486.82, 187.1, 324.12, 2.15, 0.05, 3.07, tool_force, -1.62, 0.95, 0.3, actual_rep, 1, curr_step, 47, track_size, 82, robot_vel, 42.81, joints_pos, 38.09, 30.25, -21.57, -98.42, 11.57, 48.79, 69.21, tool_torque, 0.162, 0.324, -0.037, tool_momentum, 0.162, 0.323, -0.037, robot_mode, normal, 
21/03/2022 16:00:02:072, robot_pos_w_timestamp, 1647874721596, 484.74, 192.51, 324.45, 2.14, 0.06, 3.07, tool_force, -1.53, 0.88, 0.73, actual_rep, 1, curr_step, 50, track_size, 82, robot_vel, 42.73, joints_pos, 38.85, 30.23, -21.66, -98.41, 11.35, 48.77, 70.23, tool_torque, 0.079, 0.396, -0.046, tool_momentum, 0.077, 0.359, -0.045, robot_mode, normal, 
21/03/2022 16:00:02:251, robot_pos_w_timestamp, 1647874721747, 481.65, 198.48, 326.51, 2.14, 0.05, 3.07, tool_force, -1.7, 0.41, 0.78, actual_rep, 1, curr_step, 53, track_size, 82, robot_vel, 47.99, joints_pos, 39.66, 29.99, -21.76, -98.42, 11.38, 49.1, 71.02, tool_torque, -0.14, 0.294, -0.084, tool_momentum, -0.14, 0.295, -0.084, robot_mode, normal, 
21/03/2022 16:00:02:373, robot_pos_w_timestamp, 1647874721898, 477.06, 204.19, 327.79, 2.15, 0.05, 3.07, tool_force, -1.56, 0.95, 1.49, actual_rep, 1, curr_step, 55, track_size, 82, robot_vel, 50.69, joints_pos, 40.42, 29.66, -21.78, -98.7, 11.63, 49.3, 71.34, tool_torque, -0.048, 0.195, -0.072, tool_momentum, -0.04, 0.201, -0.072, robot_mode, normal, 
21/03/2022 16:00:02:535, robot_pos_w_timestamp, 1647874722054, 474.67, 205.7, 327.89, 2.15, 0.05, 3.07, tool_force, -1.27, 0.61, 0.55, actual_rep, 1, curr_step, 58, track_size, 82, robot_vel, 8.56, joints_pos, 40.96, 29.52, -22.12, -98.96, 11.77, 49.21, 71.39, tool_torque, 0.071, 0.224, 0.012, tool_momentum, 0.073, 0.222, 0.012, robot_mode, normal, 
21/03/2022 16:00:02:675, robot_pos_w_timestamp, 1647874722198, 475.56, 205.63, 329.19, 2.15, 0.05, 3.07, tool_force, -0.78, 0.62, 1.1, actual_rep, 1, curr_step, 61, track_size, 82, robot_vel, 10.44, joints_pos, 41.05, 29.53, -22.33, -98.78, 11.9, 49.42, 71.28, tool_torque, -0.091, -0.011, 0.168, tool_momentum, -0.093, -0.012, 0.168, robot_mode, normal, 
21/03/2022 16:00:02:829, robot_pos_w_timestamp, 1647874722348, 475.67, 205.42, 328.57, 2.15, 0.05, 3.07, tool_force, -0.55, -0.52, 0.04, actual_rep, 1, curr_step, 63, track_size, 82, robot_vel, 7.36, joints_pos, 41.05, 29.61, -22.35, -98.77, 11.89, 49.42, 71.28, tool_torque, -0.108, -0.057, 0.183, tool_momentum, -0.1, -0.06, 0.183, robot_mode, normal, 
21/03/2022 16:00:02:977, robot_pos_w_timestamp, 1647874722498, 475.75, 205.63, 328.34, 2.15, 0.05, 3.07, tool_force, -0.49, -0.16, 0.0, actual_rep, 1, curr_step, 66, track_size, 82, robot_vel, 1.95, joints_pos, 41.05, 29.64, -22.33, -98.76, 11.93, 49.38, 71.3, tool_torque, 0.024, -0.117, 0.183, tool_momentum, 0.023, -0.117, 0.183, robot_mode, normal, 
21/03/2022 16:00:03:132, robot_pos_w_timestamp, 1647874722650, 475.82, 205.66, 328.36, 2.15, 0.05, 3.07, tool_force, -0.44, -0.21, 0.1, actual_rep, 1, curr_step, 69, track_size, 82, robot_vel, 0.71, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.93, 49.39, 71.29, tool_torque, -0.02, -0.15, 0.208, tool_momentum, -0.019, -0.149, 0.208, robot_mode, normal, 
21/03/2022 16:00:03:278, robot_pos_w_timestamp, 1647874722799, 475.82, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.42, -0.12, 0.07, actual_rep, 1, curr_step, 72, track_size, 82, robot_vel, 0.07, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.93, 49.39, 71.29, tool_torque, 0.019, -0.149, 0.217, tool_momentum, 0.018, -0.15, 0.217, robot_mode, normal, 
21/03/2022 16:00:03:434, robot_pos_w_timestamp, 1647874722948, 475.83, 205.64, 328.33, 2.15, 0.05, 3.07, tool_force, -0.44, -0.16, 0.05, actual_rep, 1, curr_step, 75, track_size, 82, robot_vel, 0.04, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.011, -0.136, 0.218, tool_momentum, 0.011, -0.136, 0.218, robot_mode, normal, 
21/03/2022 16:00:03:578, robot_pos_w_timestamp, 1647874723099, 475.83, 205.64, 328.33, 2.15, 0.05, 3.07, tool_force, -0.45, -0.14, 0.05, actual_rep, 1, curr_step, 77, track_size, 82, robot_vel, 0.03, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.014, -0.139, 0.22, tool_momentum, 0.015, -0.138, 0.22, robot_mode, normal, 
21/03/2022 16:00:03:735, robot_pos_w_timestamp, 1647874723249, 475.82, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.48, -0.13, 0.07, actual_rep, 1, curr_step, 80, track_size, 82, robot_vel, 0.01, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.014, -0.131, 0.22, tool_momentum, 0.014, -0.131, 0.22, robot_mode, normal, 
21/03/2022 16:00:03:883, robot_pos_w_timestamp, 1647874723398, 475.82, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.48, -0.12, 0.06, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.01, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.019, -0.133, 0.222, tool_momentum, 0.019, -0.133, 0.222, robot_mode, normal, 
21/03/2022 16:00:04:034, robot_pos_w_timestamp, 1647874723549, 475.82, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.49, -0.12, 0.04, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.01, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.02, -0.132, 0.221, tool_momentum, 0.02, -0.133, 0.222, robot_mode, normal, 
21/03/2022 16:00:04:217, robot_pos_w_timestamp, 1647874723698, 475.82, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.48, -0.1, 0.08, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.01, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.019, -0.131, 0.22, tool_momentum, 0.019, -0.132, 0.22, robot_mode, normal, 
21/03/2022 16:00:04:334, robot_pos_w_timestamp, 1647874723848, 475.83, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.47, -0.12, 0.06, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.04, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.019, -0.134, 0.222, tool_momentum, 0.019, -0.135, 0.222, robot_mode, normal, 
21/03/2022 16:00:04:530, robot_pos_w_timestamp, 1647874723998, 475.83, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.47, -0.09, 0.06, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.02, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.021, -0.132, 0.223, tool_momentum, 0.02, -0.132, 0.223, robot_mode, normal, 
21/03/2022 16:00:04:639, robot_pos_w_timestamp, 1647874724152, 475.83, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.48, -0.11, 0.08, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.01, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.29, tool_torque, 0.016, -0.132, 0.223, tool_momentum, 0.015, -0.13, 0.223, robot_mode, normal, 
21/03/2022 16:00:04:819, robot_pos_w_timestamp, 1647874724299, 475.82, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.49, -0.08, 0.06, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.02, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.28, tool_torque, 0.024, -0.128, 0.224, tool_momentum, 0.024, -0.128, 0.224, robot_mode, normal, 
21/03/2022 16:00:04:975, robot_pos_w_timestamp, 1647874724451, 475.82, 205.64, 328.32, 2.15, 0.05, 3.07, tool_force, -0.53, -0.04, 0.13, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 0.04, joints_pos, 41.05, 29.65, -22.34, -98.75, 11.94, 49.39, 71.28, tool_torque, 0.019, -0.111, 0.206, tool_momentum, 0.016, -0.111, 0.206, robot_mode, normal, 
21/03/2022 16:00:05:127, robot_pos_w_timestamp, 1647874724601, 475.81, 205.5, 328.52, 2.15, 0.05, 3.07, tool_force, -0.42, 0.08, 0.48, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 2.95, joints_pos, 41.05, 29.62, -22.36, -98.75, 11.94, 49.41, 71.27, tool_torque, -0.026, -0.137, 0.241, tool_momentum, -0.023, -0.137, 0.241, robot_mode, normal, 
21/03/2022 16:00:05:242, robot_pos_w_timestamp, 1647874724751, 475.6, 205.6, 329.11, 2.15, 0.05, 3.07, tool_force, -0.86, 0.32, 0.71, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 4.23, joints_pos, 41.06, 29.54, -22.33, -98.78, 11.9, 49.42, 71.26, tool_torque, -0.062, -0.033, 0.217, tool_momentum, -0.065, -0.011, 0.216, robot_mode, normal, 
21/03/2022 16:00:05:414, robot_pos_w_timestamp, 1647874724909, 474.68, 205.8, 327.76, 2.15, 0.05, 3.07, tool_force, -0.78, 0.53, -0.08, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 9.74, joints_pos, 41.06, 29.59, -22.25, -98.93, 11.91, 49.32, 71.26, tool_torque, 0.152, -0.075, 0.245, tool_momentum, 0.15, -0.069, 0.244, robot_mode, normal, 
21/03/2022 16:00:05:546, robot_pos_w_timestamp, 1647874725055, 475.38, 205.31, 328.06, 2.15, 0.05, 3.07, tool_force, -0.17, 0.22, 0.22, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 23.47, joints_pos, 41.04, 29.61, -22.35, -98.85, 11.92, 49.29, 71.26, tool_torque, 0.167, -0.169, 0.238, tool_momentum, 0.166, -0.178, 0.238, robot_mode, normal, 
21/03/2022 16:00:05:695, robot_pos_w_timestamp, 1647874725206, 478.51, 201.98, 328.4, 2.14, 0.05, 3.07, tool_force, 0.69, -0.39, -0.04, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 28.99, joints_pos, 40.87, 29.81, -22.72, -98.59, 11.94, 49.36, 71.18, tool_torque, 0.033, -0.489, 0.385, tool_momentum, 0.058, -0.495, 0.389, robot_mode, normal, 
21/03/2022 16:00:05:846, robot_pos_w_timestamp, 1647874725356, 481.28, 198.96, 325.85, 2.14, 0.06, 3.07, tool_force, 1.56, -0.08, -0.63, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 29.82, joints_pos, 40.73, 30.24, -23.01, -98.49, 11.73, 48.94, 71.07, tool_torque, 0.206, -0.637, 0.503, tool_momentum, 0.206, -0.644, 0.503, robot_mode, normal, 
21/03/2022 16:00:05:996, robot_pos_w_timestamp, 1647874725506, 482.61, 195.03, 323.92, 2.14, 0.06, 3.07, tool_force, 1.43, 0.42, -0.6, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 28.06, joints_pos, 40.42, 30.41, -23.13, -98.6, 11.74, 48.75, 70.36, tool_torque, 0.304, -0.634, 0.506, tool_momentum, 0.307, -0.622, 0.502, robot_mode, normal, 
21/03/2022 16:00:06:145, robot_pos_w_timestamp, 1647874725657, 484.32, 189.0, 323.86, 2.15, 0.06, 3.07, tool_force, 0.4, 0.5, 0.0, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 42.96, joints_pos, 39.63, 30.35, -23.09, -98.68, 12.09, 48.83, 69.12, tool_torque, 0.144, -0.569, 0.496, tool_momentum, 0.138, -0.565, 0.496, robot_mode, normal, 
21/03/2022 16:00:06:297, robot_pos_w_timestamp, 1647874725808, 487.23, 183.05, 324.48, 2.15, 0.05, 3.07, tool_force, 0.97, -0.25, -0.38, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 46.3, joints_pos, 38.62, 30.28, -22.86, -98.6, 12.49, 48.84, 67.96, tool_torque, 0.14, -0.757, 0.537, tool_momentum, 0.15, -0.769, 0.537, robot_mode, normal, 
21/03/2022 16:00:06:449, robot_pos_w_timestamp, 1647874725960, 490.68, 177.07, 324.58, 2.15, 0.05, 3.07, tool_force, 0.5, -0.21, -0.03, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 43.75, joints_pos, 37.57, 30.35, -22.58, -98.42, 12.68, 48.84, 66.95, tool_torque, 0.159, -0.762, 0.513, tool_momentum, 0.162, -0.77, 0.511, robot_mode, normal, 
21/03/2022 16:00:06:599, robot_pos_w_timestamp, 1647874726108, 494.18, 171.34, 324.54, 2.15, 0.05, 3.06, tool_force, 0.91, -0.93, -0.7, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 45.75, joints_pos, 36.65, 30.48, -22.41, -98.18, 12.87, 48.9, 65.88, tool_torque, 0.022, -0.764, 0.542, tool_momentum, 0.03, -0.781, 0.542, robot_mode, normal, 
21/03/2022 16:00:06:747, robot_pos_w_timestamp, 1647874726259, 497.76, 165.46, 323.78, 2.16, 0.05, 3.07, tool_force, 1.06, -0.41, -0.04, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 44.59, joints_pos, 35.82, 30.72, -22.34, -97.92, 12.87, 48.93, 64.84, tool_torque, 0.093, -0.766, 0.547, tool_momentum, 0.09, -0.756, 0.547, robot_mode, normal, 
21/03/2022 16:00:06:899, robot_pos_w_timestamp, 1647874726409, 501.36, 159.79, 322.33, 2.17, 0.06, 3.07, tool_force, 0.73, -0.58, -0.22, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 46.16, joints_pos, 35.1, 31.08, -22.34, -97.64, 12.77, 48.94, 63.84, tool_torque, 0.052, -0.682, 0.538, tool_momentum, 0.045, -0.669, 0.538, robot_mode, normal, 
21/03/2022 16:00:07:046, robot_pos_w_timestamp, 1647874726559, 505.0, 153.98, 320.35, 2.17, 0.06, 3.07, tool_force, 0.79, -0.2, 0.01, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 50.11, joints_pos, 34.42, 31.5, -22.39, -97.34, 12.67, 48.94, 62.93, tool_torque, 0.075, -0.574, 0.508, tool_momentum, 0.075, -0.58, 0.509, robot_mode, normal, 
21/03/2022 16:00:07:200, robot_pos_w_timestamp, 1647874726710, 508.64, 148.28, 317.91, 2.18, 0.06, 3.08, tool_force, 0.6, -0.11, -0.23, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 48.03, joints_pos, 33.8, 32.01, -22.5, -97.02, 12.55, 48.93, 62.15, tool_torque, 0.107, -0.481, 0.485, tool_momentum, 0.111, -0.493, 0.485, robot_mode, normal, 
