29/04/2022 17:25:46: File Created!
29/04/2022 17:25:46:643, robot_pos_w_timestamp, 1651249444559, 612.9, 280.92, 203.78, 2.36, -0.03, 3.07, tool_force, -1.11, 0.41, 7.42, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.0, joints_pos, 21.13, 57.54, 5.3, -66.97, -1.75, 52.42, 69.73, tool_torque, -0.086, 0.376, 0.018, joint_torque, -0.42, 4.89, -0.06, -2.11, 0.1, -0.05, 0.09, robot_mode, normal, 
29/04/2022 17:25:55:533, robot_pos_w_timestamp, 1651249453328, 477.02, 219.17, 236.89, 2.34, -0.05, 3.06, tool_force, -1.96, -0.32, 6.89, actual_rep, 1, curr_step, 58, track_size, 99, robot_vel, 45.62, joints_pos, 19.26, 38.06, 5.83, -99.2, 0.79, 39.65, 69.48, tool_torque, -0.193, 0.814, -0.178, joint_torque, -0.59, 3.78, -0.05, -1.81, 0.1, 0.07, -0.07, robot_mode, normal, 
29/04/2022 17:25:55:657, robot_pos_w_timestamp, 1651249453476, 479.17, 224.99, 237.51, 2.33, -0.04, 3.06, tool_force, -1.69, -0.22, 7.67, actual_rep, 1, curr_step, 59, track_size, 99, robot_vel, 41.59, joints_pos, 19.84, 38.36, 5.79, -98.5, 0.47, 39.73, 70.78, tool_torque, -0.222, 0.811, -0.209, joint_torque, -0.5, 4.06, 0.04, -1.84, 0.1, 0.0, -0.1, robot_mode, normal, 
29/04/2022 17:25:55:807, robot_pos_w_timestamp, 1651249453625, 482.31, 230.77, 237.77, 2.32, -0.04, 3.06, tool_force, -1.12, -0.79, 7.46, actual_rep, 1, curr_step, 60, track_size, 99, robot_vel, 46.68, joints_pos, 20.34, 38.83, 5.77, -97.55, 0.29, 40.0, 71.62, tool_torque, -0.297, 0.632, -0.19, joint_torque, -0.27, 3.97, 0.11, -1.87, 0.1, -0.05, -0.12, robot_mode, normal, 
29/04/2022 17:25:55:958, robot_pos_w_timestamp, 1651249453773, 486.06, 236.49, 237.9, 2.31, -0.03, 3.05, tool_force, -2.09, -0.38, 7.19, actual_rep, 1, curr_step, 61, track_size, 99, robot_vel, 46.48, joints_pos, 20.89, 39.27, 5.72, -96.7, -0.36, 39.81, 72.93, tool_torque, -0.152, 0.854, -0.222, joint_torque, -0.52, 4.15, 0.04, -2.01, 0.11, 0.1, -0.12, robot_mode, normal, 
29/04/2022 17:25:56:127, robot_pos_w_timestamp, 1651249453924, 490.45, 242.34, 237.63, 2.31, -0.03, 3.05, tool_force, -2.59, -0.88, 7.47, actual_rep, 1, curr_step, 64, track_size, 99, robot_vel, 54.29, joints_pos, 21.36, 40.01, 5.68, -95.35, -0.53, 40.27, 74.0, tool_torque, -0.405, 0.973, -0.258, joint_torque, -0.9, 4.01, -0.12, -1.91, 0.11, -0.07, -0.13, robot_mode, normal, 
29/04/2022 17:25:56:258, robot_pos_w_timestamp, 1651249454074, 495.8, 247.96, 236.97, 2.3, -0.03, 3.05, tool_force, -1.72, -0.81, 7.69, actual_rep, 1, curr_step, 67, track_size, 99, robot_vel, 49.94, joints_pos, 21.82, 40.75, 5.61, -94.04, -1.23, 40.98, 75.28, tool_torque, -0.311, 0.767, -0.224, joint_torque, -0.55, 4.02, 0.0, -1.79, 0.11, -0.11, -0.14, robot_mode, normal, 
29/04/2022 17:25:56:412, robot_pos_w_timestamp, 1651249454226, 501.77, 253.45, 236.36, 2.29, -0.02, 3.06, tool_force, -1.67, -0.44, 8.04, actual_rep, 1, curr_step, 69, track_size, 99, robot_vel, 55.34, joints_pos, 22.2, 41.63, 5.56, -92.46, -1.62, 41.75, 76.21, tool_torque, -0.307, 0.814, -0.246, joint_torque, -0.47, 4.29, 0.1, -1.96, 0.12, -0.11, -0.15, robot_mode, normal, 
29/04/2022 17:25:56:570, robot_pos_w_timestamp, 1651249454373, 507.26, 257.66, 236.47, 2.28, -0.02, 3.06, tool_force, -1.59, -0.64, 7.23, actual_rep, 1, curr_step, 72, track_size, 99, robot_vel, 44.61, joints_pos, 22.42, 42.34, 5.55, -91.05, -1.91, 42.59, 76.94, tool_torque, -0.374, 0.764, -0.248, joint_torque, -0.48, 3.99, 0.09, -1.91, 0.13, -0.14, -0.16, robot_mode, normal, 
29/04/2022 17:25:56:710, robot_pos_w_timestamp, 1651249454524, 510.72, 259.39, 236.39, 2.28, -0.02, 3.07, tool_force, -1.58, -0.19, 7.26, actual_rep, 1, curr_step, 75, track_size, 99, robot_vel, 26.12, joints_pos, 22.52, 42.82, 5.54, -90.15, -2.31, 43.41, 77.38, tool_torque, -0.154, 0.745, -0.217, joint_torque, -0.49, 4.36, 0.01, -1.95, 0.12, 0.0, -0.13, robot_mode, normal, 
29/04/2022 17:25:56:858, robot_pos_w_timestamp, 1651249454673, 511.41, 259.6, 236.56, 2.28, -0.02, 3.07, tool_force, -0.95, -0.54, 7.08, actual_rep, 1, curr_step, 77, track_size, 99, robot_vel, 3.15, joints_pos, 22.5, 42.88, 5.56, -89.99, -2.31, 43.53, 77.44, tool_torque, -0.212, 0.429, -0.137, joint_torque, -0.27, 4.03, -0.09, -1.97, 0.1, -0.08, -0.11, robot_mode, normal, 
29/04/2022 17:25:57:012, robot_pos_w_timestamp, 1651249454823, 512.26, 259.7, 236.57, 2.28, -0.02, 3.07, tool_force, -1.71, -0.45, 7.31, actual_rep, 1, curr_step, 80, track_size, 99, robot_vel, 5.8, joints_pos, 22.59, 42.95, 5.5, -89.84, -2.75, 43.58, 77.76, tool_torque, -0.171, 0.845, -0.246, joint_torque, -0.66, 4.26, -0.05, -2.0, 0.14, 0.02, -0.17, robot_mode, normal, 
29/04/2022 17:25:57:169, robot_pos_w_timestamp, 1651249454974, 512.07, 260.2, 236.77, 2.28, -0.01, 3.06, tool_force, -0.82, 1.24, 7.84, actual_rep, 1, curr_step, 83, track_size, 99, robot_vel, 5.35, joints_pos, 22.64, 42.84, 5.54, -90.04, -3.01, 43.05, 78.12, tool_torque, 0.255, 0.489, -0.066, joint_torque, -0.36, 4.62, -0.18, -1.88, 0.09, 0.17, 0.01, robot_mode, normal, 
29/04/2022 17:25:57:314, robot_pos_w_timestamp, 1651249455124, 512.03, 259.99, 236.82, 2.28, -0.01, 3.07, tool_force, -0.46, -0.39, 7.16, actual_rep, 1, curr_step, 86, track_size, 99, robot_vel, 2.32, joints_pos, 22.63, 42.9, 5.53, -89.91, -2.99, 43.44, 78.05, tool_torque, -0.146, 0.273, 0.05, joint_torque, -0.23, 3.97, -0.05, -2.01, 0.12, -0.06, 0.09, robot_mode, normal, 
29/04/2022 17:25:57:465, robot_pos_w_timestamp, 1651249455275, 512.15, 260.51, 236.43, 2.28, -0.02, 3.07, tool_force, -0.63, -0.02, 7.41, actual_rep, 1, curr_step, 88, track_size, 99, robot_vel, 4.75, joints_pos, 22.6, 43.0, 5.6, -89.8, -2.78, 43.6, 77.94, tool_torque, -0.102, 0.154, 0.088, joint_torque, -0.34, 4.1, -0.28, -1.85, 0.07, -0.1, 0.14, robot_mode, normal, 
29/04/2022 17:25:57:647, robot_pos_w_timestamp, 1651249455425, 512.26, 260.2, 236.53, 2.28, -0.02, 3.07, tool_force, 0.19, 0.49, 7.78, actual_rep, 1, curr_step, 91, track_size, 99, robot_vel, 3.0, joints_pos, 22.51, 43.01, 5.6, -89.77, -2.46, 43.68, 77.6, tool_torque, 0.025, -0.031, 0.193, joint_torque, 0.08, 4.33, -0.07, -1.99, 0.11, -0.03, 0.21, robot_mode, normal, 
29/04/2022 17:25:57:794, robot_pos_w_timestamp, 1651249455575, 512.21, 260.45, 236.52, 2.28, -0.01, 3.07, tool_force, -0.84, 0.12, 7.15, actual_rep, 1, curr_step, 94, track_size, 99, robot_vel, 5.2, joints_pos, 22.76, 42.98, 5.45, -89.8, -3.1, 43.58, 78.18, tool_torque, -0.0070, 0.637, -0.178, joint_torque, -0.15, 4.18, 0.23, -1.97, 0.13, 0.09, -0.09, robot_mode, normal, 
29/04/2022 17:25:57:925, robot_pos_w_timestamp, 1651249455739, 512.22, 260.37, 236.58, 2.28, -0.01, 3.07, tool_force, -0.62, 0.66, 7.46, actual_rep, 1, curr_step, 97, track_size, 99, robot_vel, 1.03, joints_pos, 22.73, 42.97, 5.48, -89.8, -3.07, 43.58, 78.15, tool_torque, 0.125, 0.306, -0.0010, joint_torque, -0.11, 4.33, -0.07, -1.91, 0.11, 0.08, 0.03, robot_mode, normal, 
29/04/2022 17:25:58:065, robot_pos_w_timestamp, 1651249455876, 512.25, 260.33, 236.57, 2.28, -0.01, 3.07, tool_force, -0.54, 0.68, 7.45, actual_rep, 1, curr_step, 98, track_size, 99, robot_vel, 0.58, joints_pos, 22.72, 42.98, 5.47, -89.8, -3.08, 43.58, 78.15, tool_torque, 0.123, 0.288, 0.0060, joint_torque, -0.11, 4.29, -0.07, -1.91, 0.11, 0.08, 0.04, robot_mode, normal, 
29/04/2022 17:25:58:215, robot_pos_w_timestamp, 1651249456026, 512.26, 260.33, 236.57, 2.28, -0.01, 3.07, tool_force, -0.65, 0.52, 7.37, actual_rep, 1, curr_step, 95, track_size, 99, robot_vel, 0.15, joints_pos, 22.72, 42.98, 5.47, -89.8, -3.08, 43.58, 78.15, tool_torque, 0.099, 0.329, -0.0040, joint_torque, -0.19, 4.26, -0.1, -1.92, 0.11, 0.09, 0.03, robot_mode, normal, 
29/04/2022 17:25:58:366, robot_pos_w_timestamp, 1651249456175, 512.27, 260.33, 236.57, 2.28, -0.01, 3.07, tool_force, -0.62, 0.52, 7.4, actual_rep, 1, curr_step, 93, track_size, 99, robot_vel, 0.07, joints_pos, 22.72, 42.98, 5.47, -89.8, -3.08, 43.58, 78.15, tool_torque, 0.093, 0.315, -0.0010, joint_torque, -0.16, 4.28, -0.09, -1.93, 0.11, 0.08, 0.03, robot_mode, normal, 
29/04/2022 17:25:58:550, robot_pos_w_timestamp, 1651249456327, 512.27, 260.33, 236.56, 2.28, -0.01, 3.07, tool_force, -0.6, 0.51, 7.38, actual_rep, 1, curr_step, 90, track_size, 99, robot_vel, 0.02, joints_pos, 22.72, 42.98, 5.47, -89.8, -3.08, 43.58, 78.15, tool_torque, 0.088, 0.322, -0.0050, joint_torque, -0.16, 4.27, -0.08, -1.92, 0.11, 0.07, 0.03, robot_mode, normal, 
29/04/2022 17:25:58:667, robot_pos_w_timestamp, 1651249456476, 512.01, 260.55, 236.52, 2.28, -0.02, 3.07, tool_force, -0.14, 0.5, 7.53, actual_rep, 1, curr_step, 87, track_size, 99, robot_vel, 7.31, joints_pos, 22.65, 42.99, 5.53, -89.79, -2.72, 43.66, 77.94, tool_torque, 0.065, -0.045, 0.177, joint_torque, 0.03, 4.38, -0.16, -2.01, 0.08, -0.01, 0.21, robot_mode, normal, 
29/04/2022 17:25:58:854, robot_pos_w_timestamp, 1651249456629, 512.23, 260.32, 236.52, 2.28, -0.02, 3.07, tool_force, 0.62, 0.36, 7.5, actual_rep, 1, curr_step, 84, track_size, 99, robot_vel, 2.12, joints_pos, 22.58, 43.01, 5.53, -89.76, -2.39, 43.69, 77.57, tool_torque, 0.017, -0.102, 0.216, joint_torque, 0.18, 4.13, -0.04, -1.96, 0.09, -0.03, 0.24, robot_mode, normal, 
29/04/2022 17:25:58:968, robot_pos_w_timestamp, 1651249456776, 512.18, 260.3, 236.66, 2.28, -0.01, 3.07, tool_force, -1.35, 0.54, 7.67, actual_rep, 1, curr_step, 81, track_size, 99, robot_vel, 3.24, joints_pos, 22.78, 42.96, 5.42, -89.81, -3.1, 43.6, 78.18, tool_torque, 0.068, 0.613, -0.168, joint_torque, -0.14, 4.32, 0.14, -1.92, 0.13, 0.1, -0.1, robot_mode, normal, 
29/04/2022 17:25:59:269, robot_pos_w_timestamp, 1651249457075, 511.73, 259.82, 236.94, 2.28, -0.01, 3.07, tool_force, -0.56, -0.02, 7.33, actual_rep, 1, curr_step, 76, track_size, 99, robot_vel, 2.79, joints_pos, 22.71, 42.85, 5.44, -89.97, -2.99, 43.44, 78.08, tool_torque, -0.107, 0.29, 0.048, joint_torque, -0.32, 4.15, -0.12, -2.0, 0.11, -0.04, 0.1, robot_mode, normal, 
29/04/2022 17:25:59:421, robot_pos_w_timestamp, 1651249457226, 511.84, 260.42, 236.44, 2.28, -0.02, 3.07, tool_force, 1.01, 0.73, 8.02, actual_rep, 1, curr_step, 73, track_size, 99, robot_vel, 5.19, joints_pos, 22.58, 42.98, 5.56, -89.82, -2.46, 43.64, 77.71, tool_torque, 0.083, -0.354, 0.292, joint_torque, 0.58, 4.45, 0.02, -2.03, 0.09, -0.06, 0.28, robot_mode, normal, 
29/04/2022 17:25:59:608, robot_pos_w_timestamp, 1651249457375, 511.9, 260.48, 236.57, 2.28, -0.02, 3.06, tool_force, 0.04, 1.33, 7.54, actual_rep, 1, curr_step, 70, track_size, 99, robot_vel, 7.78, joints_pos, 22.57, 42.91, 5.56, -89.95, -2.35, 43.3, 77.58, tool_torque, 0.29, -0.047, 0.209, joint_torque, 0.15, 4.3, -0.09, -1.78, 0.07, 0.1, 0.23, robot_mode, normal, 
29/04/2022 17:25:59:724, robot_pos_w_timestamp, 1651249457527, 509.84, 259.97, 236.45, 2.28, -0.02, 3.06, tool_force, -0.17, 1.15, 7.56, actual_rep, 1, curr_step, 68, track_size, 99, robot_vel, 12.38, joints_pos, 22.56, 42.69, 5.56, -90.41, -2.08, 43.03, 77.42, tool_torque, 0.346, 0.039, 0.223, joint_torque, -0.16, 4.16, -0.24, -1.62, 0.06, 0.16, 0.27, robot_mode, normal, 
29/04/2022 17:25:59:913, robot_pos_w_timestamp, 1651249457676, 505.41, 257.46, 236.37, 2.29, -0.02, 3.06, tool_force, 0.63, 0.99, 6.86, actual_rep, 1, curr_step, 65, track_size, 99, robot_vel, 29.2, joints_pos, 22.58, 42.12, 5.48, -91.51, -2.2, 42.33, 77.17, tool_torque, 0.305, -0.071, 0.275, joint_torque, 0.26, 3.92, 0.09, -1.48, 0.09, 0.13, 0.33, robot_mode, normal, 
29/04/2022 17:26:00:027, robot_pos_w_timestamp, 1651249457828, 500.07, 253.21, 236.28, 2.29, -0.02, 3.06, tool_force, 0.09, 1.4, 8.62, actual_rep, 1, curr_step, 62, track_size, 99, robot_vel, 49.39, joints_pos, 22.38, 41.45, 5.47, -92.82, -2.03, 41.71, 76.68, tool_torque, 0.437, -0.095, 0.316, joint_torque, 0.11, 4.23, -0.12, -1.85, 0.06, 0.26, 0.38, robot_mode, normal, 
29/04/2022 17:26:00:211, robot_pos_w_timestamp, 1651249457977, 494.76, 247.37, 237.15, 2.3, -0.03, 3.05, tool_force, 0.77, 1.22, 7.73, actual_rep, 1, curr_step, 60, track_size, 99, robot_vel, 48.95, joints_pos, 21.9, 40.55, 5.48, -94.39, -1.17, 40.81, 75.14, tool_torque, 0.495, -0.254, 0.357, joint_torque, 0.38, 4.45, -0.03, -1.85, 0.06, 0.25, 0.39, robot_mode, normal, 
29/04/2022 17:26:00:324, robot_pos_w_timestamp, 1651249458128, 490.1, 241.71, 237.67, 2.3, -0.03, 3.05, tool_force, -0.07, 1.61, 7.53, actual_rep, 1, curr_step, 60, track_size, 99, robot_vel, 48.15, joints_pos, 21.5, 39.83, 5.48, -95.66, -0.89, 40.24, 74.27, tool_torque, 0.497, -0.2, 0.371, joint_torque, 0.2, 4.0, -0.11, -1.66, 0.05, 0.24, 0.41, robot_mode, normal, 
29/04/2022 17:26:00:517, robot_pos_w_timestamp, 1651249458279, 485.44, 235.95, 238.0, 2.31, -0.03, 3.06, tool_force, 0.74, 1.19, 7.58, actual_rep, 1, curr_step, 58, track_size, 99, robot_vel, 45.48, joints_pos, 21.05, 39.18, 5.49, -96.83, -0.38, 40.01, 73.01, tool_torque, 0.313, -0.374, 0.385, joint_torque, 0.22, 3.93, -0.16, -1.68, 0.04, 0.05, 0.41, robot_mode, normal, 
29/04/2022 17:26:00:625, robot_pos_w_timestamp, 1651249458429, 482.5, 230.23, 237.73, 2.32, -0.04, 3.06, tool_force, -0.04, 1.45, 8.37, actual_rep, 1, curr_step, 57, track_size, 99, robot_vel, 45.17, joints_pos, 20.53, 38.8, 5.48, -97.6, 0.24, 40.06, 71.79, tool_torque, 0.362, -0.243, 0.364, joint_torque, 0.14, 4.29, -0.14, -1.72, 0.04, 0.09, 0.41, robot_mode, normal, 
29/04/2022 17:26:00:820, robot_pos_w_timestamp, 1651249458580, 479.16, 224.42, 237.6, 2.33, -0.04, 3.06, tool_force, 0.14, 1.56, 7.44, actual_rep, 1, curr_step, 55, track_size, 99, robot_vel, 41.93, joints_pos, 20.1, 38.27, 5.44, -98.62, 0.37, 39.67, 70.76, tool_torque, 0.475, -0.196, 0.354, joint_torque, 0.26, 4.04, 0.03, -1.63, 0.04, 0.19, 0.4, robot_mode, normal, 
29/04/2022 17:26:00:929, robot_pos_w_timestamp, 1651249458729, 476.97, 218.73, 236.96, 2.33, -0.05, 3.07, tool_force, -0.09, 1.25, 7.78, actual_rep, 1, curr_step, 55, track_size, 99, robot_vel, 43.0, joints_pos, 19.53, 38.03, 5.44, -99.22, 0.97, 39.86, 69.38, tool_torque, 0.233, -0.151, 0.332, joint_torque, 0.01, 3.96, -0.12, -1.58, 0.03, -0.01, 0.41, robot_mode, normal, 
29/04/2022 17:26:01:122, robot_pos_w_timestamp, 1651249458879, 474.93, 212.99, 236.31, 2.34, -0.05, 3.07, tool_force, 0.01, 1.71, 7.53, actual_rep, 1, curr_step, 54, track_size, 99, robot_vel, 41.42, joints_pos, 19.0, 37.72, 5.44, -99.94, 1.09, 39.64, 68.41, tool_torque, 0.435, -0.153, 0.355, joint_torque, 0.07, 3.92, -0.09, -1.58, 0.02, 0.16, 0.42, robot_mode, normal, 
29/04/2022 17:26:01:229, robot_pos_w_timestamp, 1651249459030, 473.45, 207.12, 235.55, 2.35, -0.05, 3.07, tool_force, 0.22, 1.68, 7.48, actual_rep, 1, curr_step, 53, track_size, 99, robot_vel, 42.47, joints_pos, 18.42, 37.5, 5.43, -100.52, 1.39, 39.59, 67.28, tool_torque, 0.309, -0.171, 0.33, joint_torque, 0.06, 3.78, -0.08, -1.49, 0.02, 0.03, 0.4, robot_mode, normal, 
29/04/2022 17:26:01:424, robot_pos_w_timestamp, 1651249459180, 472.99, 201.35, 234.74, 2.35, -0.06, 3.08, tool_force, 0.08, 1.75, 8.1, actual_rep, 1, curr_step, 52, track_size, 99, robot_vel, 36.5, joints_pos, 17.79, 37.42, 5.42, -100.84, 1.74, 39.77, 66.12, tool_torque, 0.255, -0.228, 0.335, joint_torque, 0.16, 3.97, -0.05, -1.51, 0.02, -0.06, 0.4, robot_mode, normal, 
29/04/2022 17:26:01:536, robot_pos_w_timestamp, 1651249459331, 472.9, 195.57, 234.18, 2.36, -0.06, 3.08, tool_force, -0.25, 1.76, 7.55, actual_rep, 1, curr_step, 51, track_size, 99, robot_vel, 35.82, joints_pos, 17.16, 37.29, 5.41, -101.21, 1.86, 39.73, 65.13, tool_torque, 0.355, -0.173, 0.372, joint_torque, 0.06, 3.98, -0.1, -1.49, 0.01, 0.03, 0.46, robot_mode, normal, 
29/04/2022 17:26:01:703, robot_pos_w_timestamp, 1651249459480, 473.36, 189.85, 233.56, 2.36, -0.06, 3.08, tool_force, 0.26, 1.92, 7.58, actual_rep, 1, curr_step, 50, track_size, 99, robot_vel, 40.91, joints_pos, 16.56, 37.22, 5.39, -101.47, 1.95, 39.66, 64.15, tool_torque, 0.432, -0.253, 0.393, joint_torque, 0.25, 3.92, 0.01, -1.54, 0.02, 0.07, 0.47, robot_mode, normal, 
29/04/2022 17:26:01:833, robot_pos_w_timestamp, 1651249459631, 474.41, 184.02, 233.06, 2.37, -0.06, 3.08, tool_force, -0.6, 1.81, 7.67, actual_rep, 1, curr_step, 49, track_size, 99, robot_vel, 38.25, joints_pos, 15.89, 37.19, 5.36, -101.64, 2.07, 39.64, 63.09, tool_torque, 0.415, -0.09, 0.361, joint_torque, 0.05, 3.98, -0.04, -1.5, 0.02, 0.09, 0.46, robot_mode, normal, 
29/04/2022 17:26:01:989, robot_pos_w_timestamp, 1651249459784, 475.86, 178.06, 232.6, 2.37, -0.06, 3.08, tool_force, -0.11, 1.81, 7.7, actual_rep, 1, curr_step, 48, track_size, 99, robot_vel, 39.42, joints_pos, 15.22, 37.18, 5.33, -101.75, 2.12, 39.61, 62.26, tool_torque, 0.4, -0.089, 0.352, joint_torque, 0.15, 3.93, 0.02, -1.53, 0.02, 0.1, 0.45, robot_mode, normal, 
29/04/2022 17:26:02:137, robot_pos_w_timestamp, 1651249459935, 477.55, 172.22, 232.16, 2.37, -0.06, 3.08, tool_force, -0.22, 1.76, 7.52, actual_rep, 1, curr_step, 47, track_size, 99, robot_vel, 40.76, joints_pos, 14.55, 37.2, 5.32, -101.8, 2.18, 39.6, 61.49, tool_torque, 0.426, -0.098, 0.353, joint_torque, 0.03, 3.83, -0.08, -1.5, 0.01, 0.11, 0.44, robot_mode, normal, 
29/04/2022 17:26:02:334, robot_pos_w_timestamp, 1651249460086, 479.47, 166.35, 231.53, 2.37, -0.06, 3.08, tool_force, -0.42, 1.62, 7.59, actual_rep, 1, curr_step, 46, track_size, 99, robot_vel, 41.18, joints_pos, 13.85, 37.27, 5.31, -101.81, 2.23, 39.59, 60.72, tool_torque, 0.43, -0.101, 0.359, joint_torque, 0.21, 3.95, 0.04, -1.56, 0.02, 0.12, 0.44, robot_mode, normal, 
29/04/2022 17:26:02:444, robot_pos_w_timestamp, 1651249460237, 481.16, 160.59, 230.78, 2.37, -0.06, 3.08, tool_force, 0.49, 1.05, 7.68, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 40.84, joints_pos, 13.19, 37.38, 5.29, -101.77, 2.19, 39.75, 60.06, tool_torque, 0.166, -0.239, 0.369, joint_torque, 0.21, 3.8, 0.05, -1.77, 0.05, -0.05, 0.46, robot_mode, normal, 
29/04/2022 17:26:02:637, robot_pos_w_timestamp, 1651249460387, 483.63, 154.82, 230.05, 2.37, -0.06, 3.09, tool_force, 0.1, 0.86, 7.94, actual_rep, 1, curr_step, 43, track_size, 99, robot_vel, 42.98, joints_pos, 12.56, 37.55, 5.25, -101.58, 1.96, 39.97, 59.58, tool_torque, 0.081, -0.15, 0.356, joint_torque, -0.1, 3.91, -0.11, -1.75, 0.06, -0.09, 0.45, robot_mode, normal, 
29/04/2022 17:26:02:746, robot_pos_w_timestamp, 1651249460536, 486.46, 149.03, 229.34, 2.37, -0.06, 3.09, tool_force, 0.27, 0.78, 7.74, actual_rep, 1, curr_step, 42, track_size, 99, robot_vel, 41.62, joints_pos, 11.89, 37.75, 5.22, -101.35, 1.93, 40.11, 58.87, tool_torque, 0.11, -0.278, 0.379, joint_torque, 0.23, 3.69, 0.07, -1.68, 0.06, -0.11, 0.46, robot_mode, normal, 
29/04/2022 17:26:02:938, robot_pos_w_timestamp, 1651249460686, 489.79, 143.18, 228.69, 2.37, -0.06, 3.09, tool_force, 0.22, 0.75, 7.97, actual_rep, 1, curr_step, 41, track_size, 99, robot_vel, 44.58, joints_pos, 11.17, 37.99, 5.2, -101.02, 1.9, 40.33, 57.8, tool_torque, 0.057, -0.201, 0.352, joint_torque, 0.02, 3.96, -0.09, -1.83, 0.07, -0.13, 0.44, robot_mode, normal, 
29/04/2022 17:26:03:046, robot_pos_w_timestamp, 1651249460836, 493.8, 137.49, 228.16, 2.38, -0.06, 3.1, tool_force, 0.21, 0.78, 7.77, actual_rep, 1, curr_step, 40, track_size, 99, robot_vel, 47.66, joints_pos, 10.52, 38.35, 5.19, -100.43, 1.51, 40.94, 57.28, tool_torque, 0.0040, -0.221, 0.338, joint_torque, 0.07, 3.91, -0.03, -1.82, 0.07, -0.17, 0.41, robot_mode, normal, 
29/04/2022 17:26:03:241, robot_pos_w_timestamp, 1651249460987, 498.05, 131.58, 227.57, 2.38, -0.06, 3.1, tool_force, 0.39, 0.88, 8.43, actual_rep, 1, curr_step, 38, track_size, 99, robot_vel, 50.28, joints_pos, 9.76, 38.73, 5.2, -99.83, 1.51, 41.47, 56.51, tool_torque, 0.112, -0.333, 0.375, joint_torque, 0.16, 4.15, -0.07, -1.86, 0.04, -0.17, 0.44, robot_mode, normal, 
29/04/2022 17:26:03:346, robot_pos_w_timestamp, 1651249461138, 503.56, 125.59, 227.01, 2.37, -0.06, 3.1, tool_force, -0.64, 0.6, 8.31, actual_rep, 1, curr_step, 37, track_size, 99, robot_vel, 60.64, joints_pos, 8.97, 39.17, 5.18, -99.09, 1.69, 41.8, 55.89, tool_torque, 0.104, -0.214, 0.343, joint_torque, 0.05, 4.13, -0.15, -1.8, 0.04, -0.17, 0.41, robot_mode, normal, 
29/04/2022 17:26:03:544, robot_pos_w_timestamp, 1651249461287, 509.09, 119.96, 226.65, 2.37, -0.06, 3.1, tool_force, 0.16, 0.37, 7.59, actual_rep, 1, curr_step, 36, track_size, 99, robot_vel, 56.44, joints_pos, 8.42, 39.56, 5.08, -98.38, 1.19, 41.96, 55.73, tool_torque, -0.039, -0.135, 0.321, joint_torque, -0.03, 3.91, -0.06, -1.8, 0.08, -0.14, 0.4, robot_mode, normal, 
29/04/2022 17:26:03:648, robot_pos_w_timestamp, 1651249461440, 514.52, 114.54, 225.41, 2.36, -0.05, 3.1, tool_force, 0.64, 0.58, 7.75, actual_rep, 1, curr_step, 33, track_size, 99, robot_vel, 45.89, joints_pos, 7.88, 40.05, 4.99, -97.69, 0.83, 41.97, 55.84, tool_torque, -0.05, -0.138, 0.166, joint_torque, 0.36, 3.92, 0.14, -1.85, 0.09, -0.15, 0.19, robot_mode, normal, 
29/04/2022 17:26:03:844, robot_pos_w_timestamp, 1651249461588, 520.22, 109.6, 223.17, 2.36, -0.05, 3.1, tool_force, 0.31, 0.82, 7.35, actual_rep, 1, curr_step, 30, track_size, 99, robot_vel, 49.45, joints_pos, 7.34, 40.7, 4.95, -96.88, 0.48, 42.04, 55.66, tool_torque, 0.16, -0.207, 0.275, joint_torque, 0.55, 4.03, 0.2, -1.84, 0.1, -0.05, 0.28, robot_mode, normal, 
29/04/2022 17:26:03:951, robot_pos_w_timestamp, 1651249461740, 526.0, 105.83, 220.62, 2.35, -0.04, 3.1, tool_force, -0.54, 0.42, 7.42, actual_rep, 1, curr_step, 27, track_size, 99, robot_vel, 47.1, joints_pos, 6.95, 41.46, 4.94, -95.91, -0.18, 42.24, 55.93, tool_torque, -0.174, 0.075, 0.043, joint_torque, -0.19, 4.19, -0.24, -1.84, 0.08, -0.16, 0.05, robot_mode, normal, 
29/04/2022 17:26:04:144, robot_pos_w_timestamp, 1651249461890, 531.77, 103.8, 218.47, 2.35, -0.04, 3.11, tool_force, 0.01, 0.47, 7.74, actual_rep, 1, curr_step, 26, track_size, 99, robot_vel, 41.45, joints_pos, 6.75, 42.19, 4.94, -94.92, -0.78, 42.45, 56.19, tool_torque, -0.088, -0.066, 0.048, joint_torque, 0.31, 4.17, -0.02, -1.9, 0.1, -0.14, 0.01, robot_mode, normal, 
29/04/2022 17:26:04:250, robot_pos_w_timestamp, 1651249462041, 537.62, 102.39, 216.57, 2.35, -0.03, 3.11, tool_force, 0.03, 0.19, 7.5, actual_rep, 1, curr_step, 26, track_size, 99, robot_vel, 42.19, joints_pos, 6.61, 42.9, 4.91, -93.91, -1.24, 42.65, 56.36, tool_torque, -0.173, -0.01, 0.016, joint_torque, 0.21, 3.91, 0.0, -1.78, 0.11, -0.17, -0.01, robot_mode, normal, 
