26/04/2022 15:26:11: File Created!
26/04/2022 15:26:11:213, robot_pos_w_timestamp, 1650983071363, 612.87, 280.93, 203.71, 2.36, -0.03, 3.07, tool_force, 0.3, 2.06, 7.42, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.0, joints_pos, 22.43, 57.46, 2.93, -66.98, 0.78, 52.39, 68.33, tool_torque, 0.394, -0.264, 0.396, robot_mode, normal, 
26/04/2022 15:26:21:890, robot_pos_w_timestamp, 1650983082005, 512.14, 260.14, 236.66, 2.28, -0.01, 3.07, tool_force, -1.08, -0.74, 7.06, actual_rep, 1, curr_step, 86, track_size, 99, robot_vel, 5.96, joints_pos, 24.32, 42.86, 3.19, -89.85, -0.81, 43.49, 76.55, tool_torque, -0.248, 0.541, -0.067, robot_mode, normal, 
26/04/2022 15:26:22:077, robot_pos_w_timestamp, 1650983082155, 512.12, 260.55, 236.49, 2.28, -0.02, 3.07, tool_force, 1.02, 0.68, 8.08, actual_rep, 1, curr_step, 89, track_size, 99, robot_vel, 3.06, joints_pos, 24.17, 42.93, 3.29, -89.76, -0.12, 43.65, 76.05, tool_torque, 0.016, -0.312, 0.323, robot_mode, normal, 
26/04/2022 15:26:22:193, robot_pos_w_timestamp, 1650983082305, 512.36, 260.26, 236.48, 2.28, -0.02, 3.07, tool_force, 0.15, 0.22, 7.41, actual_rep, 1, curr_step, 92, track_size, 99, robot_vel, 0.93, joints_pos, 24.25, 42.92, 3.2, -89.76, -0.42, 43.58, 76.2, tool_torque, -0.027, 0.248, 0.045, robot_mode, normal, 
26/04/2022 15:26:22:346, robot_pos_w_timestamp, 1650983082454, 512.21, 260.53, 236.59, 2.28, -0.01, 3.07, tool_force, -0.59, 0.6, 7.4, actual_rep, 1, curr_step, 94, track_size, 99, robot_vel, 6.38, joints_pos, 24.39, 42.89, 3.16, -89.79, -0.86, 43.55, 76.61, tool_torque, 0.053, 0.542, -0.079, robot_mode, normal, 
26/04/2022 15:26:22:493, robot_pos_w_timestamp, 1650983082604, 512.25, 260.39, 236.56, 2.28, -0.01, 3.07, tool_force, -0.08, 0.92, 7.51, actual_rep, 1, curr_step, 97, track_size, 99, robot_vel, 0.57, joints_pos, 24.36, 42.89, 3.16, -89.8, -0.81, 43.54, 76.57, tool_torque, 0.167, 0.145, 0.074, robot_mode, normal, 
26/04/2022 15:26:22:667, robot_pos_w_timestamp, 1650983082753, 512.25, 260.4, 236.54, 2.28, -0.01, 3.07, tool_force, -0.39, 0.7, 7.5, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.15, joints_pos, 24.36, 42.9, 3.16, -89.8, -0.81, 43.54, 76.57, tool_torque, 0.117, 0.255, 0.048, robot_mode, normal, 
26/04/2022 15:26:22:791, robot_pos_w_timestamp, 1650983082902, 512.26, 260.4, 236.54, 2.28, -0.01, 3.07, tool_force, -0.41, 0.68, 7.5, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.14, joints_pos, 24.36, 42.9, 3.16, -89.79, -0.81, 43.54, 76.57, tool_torque, 0.109, 0.265, 0.039, robot_mode, normal, 
26/04/2022 15:26:22:948, robot_pos_w_timestamp, 1650983083053, 512.26, 260.4, 236.54, 2.28, -0.01, 3.07, tool_force, -0.41, 0.74, 7.59, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.02, joints_pos, 24.36, 42.9, 3.16, -89.79, -0.81, 43.54, 76.57, tool_torque, 0.109, 0.265, 0.039, robot_mode, normal, 
26/04/2022 15:26:23:095, robot_pos_w_timestamp, 1650983083200, 512.27, 260.4, 236.53, 2.28, -0.01, 3.07, tool_force, -0.44, 0.74, 7.62, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.02, joints_pos, 24.36, 42.9, 3.16, -89.79, -0.81, 43.54, 76.57, tool_torque, 0.107, 0.256, 0.041, robot_mode, normal, 
26/04/2022 15:26:23:249, robot_pos_w_timestamp, 1650983083350, 512.09, 260.63, 236.54, 2.28, -0.02, 3.07, tool_force, 1.09, 0.63, 7.8, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 3.3, joints_pos, 24.22, 42.92, 3.22, -89.76, -0.06, 43.66, 76.02, tool_torque, 0.072, -0.376, 0.353, robot_mode, normal, 
26/04/2022 15:26:23:399, robot_pos_w_timestamp, 1650983083499, 512.38, 260.35, 236.51, 2.28, -0.02, 3.07, tool_force, 0.0, 0.51, 7.69, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 3.95, joints_pos, 24.3, 42.92, 3.14, -89.76, -0.37, 43.58, 76.2, tool_torque, 0.015, 0.303, 0.023, robot_mode, normal, 
26/04/2022 15:26:23:556, robot_pos_w_timestamp, 1650983083652, 512.14, 260.38, 236.78, 2.28, -0.01, 3.07, tool_force, -0.93, 0.8, 7.49, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 6.0, joints_pos, 24.42, 42.86, 3.1, -89.82, -0.8, 43.55, 76.57, tool_torque, 0.094, 0.485, -0.046, robot_mode, normal, 
26/04/2022 15:26:23:701, robot_pos_w_timestamp, 1650983083797, 512.08, 260.34, 236.81, 2.28, -0.01, 3.06, tool_force, 0.4, 1.51, 7.79, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 6.65, joints_pos, 24.34, 42.74, 3.15, -90.08, -0.61, 42.9, 76.42, tool_torque, 0.331, -0.103, 0.233, robot_mode, normal, 
26/04/2022 15:26:23:854, robot_pos_w_timestamp, 1650983083949, 511.84, 259.93, 236.78, 2.28, -0.01, 3.07, tool_force, -0.63, -0.17, 7.14, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 4.64, joints_pos, 24.37, 42.82, 3.11, -89.91, -0.73, 43.53, 76.5, tool_torque, -0.19, 0.332, 0.017, robot_mode, normal, 
26/04/2022 15:26:24:007, robot_pos_w_timestamp, 1650983084098, 511.86, 260.36, 236.45, 2.28, -0.02, 3.07, tool_force, 0.72, 0.28, 7.53, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 3.38, joints_pos, 24.21, 42.89, 3.22, -89.83, -0.06, 43.61, 76.02, tool_torque, -0.025, -0.324, 0.343, robot_mode, normal, 
26/04/2022 15:26:24:155, robot_pos_w_timestamp, 1650983084247, 511.57, 260.61, 236.51, 2.28, -0.02, 3.06, tool_force, -0.08, 1.32, 7.62, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 7.67, joints_pos, 24.22, 42.8, 3.25, -90.02, 0.0, 43.18, 75.98, tool_torque, 0.29, -0.091, 0.251, robot_mode, normal, 
26/04/2022 15:26:24:307, robot_pos_w_timestamp, 1650983084396, 509.07, 259.61, 236.2, 2.28, -0.02, 3.06, tool_force, -0.5, 2.1, 7.75, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 32.59, joints_pos, 24.22, 42.52, 3.22, -90.62, 0.21, 42.82, 75.82, tool_torque, 0.373, 0.081, 0.25, robot_mode, normal, 
26/04/2022 15:26:24:463, robot_pos_w_timestamp, 1650983084551, 504.26, 256.55, 236.23, 2.29, -0.02, 3.06, tool_force, -0.09, 2.36, 8.03, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 30.06, joints_pos, 24.21, 41.93, 3.16, -91.75, 0.11, 42.3, 75.45, tool_torque, 0.417, 0.028, 0.36, robot_mode, normal, 
26/04/2022 15:26:24:605, robot_pos_w_timestamp, 1650983084696, 499.26, 252.5, 236.51, 2.29, -0.02, 3.06, tool_force, 0.52, 0.87, 6.81, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 53.55, joints_pos, 24.02, 41.21, 3.16, -93.07, 0.28, 41.49, 74.92, tool_torque, 0.321, -0.34, 0.417, robot_mode, normal, 
26/04/2022 15:26:24:756, robot_pos_w_timestamp, 1650983084845, 494.04, 246.57, 237.13, 2.3, -0.03, 3.05, tool_force, 0.51, 2.0, 8.19, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 54.87, joints_pos, 23.55, 40.38, 3.17, -94.56, 1.18, 40.73, 73.34, tool_torque, 0.543, -0.267, 0.413, robot_mode, normal, 
26/04/2022 15:26:24:906, robot_pos_w_timestamp, 1650983084993, 489.39, 240.97, 237.67, 2.31, -0.03, 3.05, tool_force, 0.79, 1.49, 7.39, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 46.32, joints_pos, 23.18, 39.64, 3.16, -95.86, 1.43, 40.15, 72.46, tool_torque, 0.475, -0.364, 0.406, robot_mode, normal, 
26/04/2022 15:26:25:063, robot_pos_w_timestamp, 1650983085142, 485.02, 235.56, 237.97, 2.31, -0.03, 3.06, tool_force, 0.5, 1.5, 7.79, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.74, joints_pos, 22.76, 39.05, 3.17, -96.91, 1.96, 40.06, 71.19, tool_torque, 0.267, -0.392, 0.428, robot_mode, normal, 
26/04/2022 15:26:25:207, robot_pos_w_timestamp, 1650983085291, 482.22, 229.78, 237.69, 2.32, -0.04, 3.06, tool_force, 0.56, 1.74, 7.84, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 49.65, joints_pos, 22.26, 38.67, 3.15, -97.7, 2.49, 40.03, 70.05, tool_torque, 0.373, -0.347, 0.427, robot_mode, normal, 
26/04/2022 15:26:25:361, robot_pos_w_timestamp, 1650983085440, 478.9, 224.0, 237.55, 2.33, -0.04, 3.06, tool_force, 0.62, 2.26, 7.99, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.9, joints_pos, 21.81, 38.16, 3.13, -98.7, 2.63, 39.7, 68.94, tool_torque, 0.489, -0.287, 0.424, robot_mode, normal, 
26/04/2022 15:26:25:511, robot_pos_w_timestamp, 1650983085590, 476.84, 218.19, 236.82, 2.33, -0.05, 3.07, tool_force, 0.44, 2.07, 8.15, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.5, joints_pos, 21.26, 37.92, 3.12, -99.3, 3.12, 39.82, 67.71, tool_torque, 0.337, -0.339, 0.426, robot_mode, normal, 
26/04/2022 15:26:25:666, robot_pos_w_timestamp, 1650983085741, 474.78, 212.33, 236.22, 2.34, -0.05, 3.07, tool_force, 0.15, 2.41, 7.97, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.0, joints_pos, 20.73, 37.61, 3.11, -100.02, 3.31, 39.62, 66.63, tool_torque, 0.519, -0.257, 0.42, robot_mode, normal, 
26/04/2022 15:26:25:812, robot_pos_w_timestamp, 1650983085889, 473.34, 206.57, 235.45, 2.35, -0.05, 3.07, tool_force, 0.04, 2.03, 7.83, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.24, joints_pos, 20.17, 37.42, 3.1, -100.55, 3.61, 39.69, 65.54, tool_torque, 0.352, -0.304, 0.442, robot_mode, normal, 
26/04/2022 15:26:25:960, robot_pos_w_timestamp, 1650983086038, 473.0, 200.86, 234.62, 2.35, -0.06, 3.08, tool_force, 0.27, 2.34, 8.16, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.51, joints_pos, 19.54, 37.34, 3.09, -100.86, 3.91, 39.85, 64.37, tool_torque, 0.357, -0.33, 0.464, robot_mode, normal, 
26/04/2022 15:26:26:116, robot_pos_w_timestamp, 1650983086188, 472.93, 195.07, 234.08, 2.36, -0.06, 3.08, tool_force, 0.0, 2.6, 8.19, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.57, joints_pos, 18.92, 37.22, 3.08, -101.22, 4.05, 39.8, 63.38, tool_torque, 0.485, -0.287, 0.458, robot_mode, normal, 
26/04/2022 15:26:26:262, robot_pos_w_timestamp, 1650983086336, 473.51, 189.3, 233.49, 2.36, -0.06, 3.08, tool_force, 0.43, 2.61, 7.66, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.87, joints_pos, 18.32, 37.15, 3.05, -101.47, 4.14, 39.74, 62.37, tool_torque, 0.521, -0.288, 0.432, robot_mode, normal, 
26/04/2022 15:26:26:415, robot_pos_w_timestamp, 1650983086485, 474.61, 183.51, 232.98, 2.37, -0.06, 3.08, tool_force, -0.31, 2.7, 7.93, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.07, joints_pos, 17.65, 37.12, 3.02, -101.63, 4.26, 39.72, 61.32, tool_torque, 0.559, -0.208, 0.428, robot_mode, normal, 
26/04/2022 15:26:26:567, robot_pos_w_timestamp, 1650983086636, 476.09, 177.66, 232.53, 2.37, -0.06, 3.08, tool_force, -0.34, 2.42, 7.79, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.06, joints_pos, 17.01, 37.12, 2.97, -101.73, 4.32, 39.69, 60.51, tool_torque, 0.517, -0.177, 0.422, robot_mode, normal, 
26/04/2022 15:26:26:716, robot_pos_w_timestamp, 1650983086787, 477.78, 171.83, 232.07, 2.37, -0.06, 3.08, tool_force, 0.12, 2.62, 7.74, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.36, joints_pos, 16.36, 37.14, 2.92, -101.79, 4.4, 39.67, 59.73, tool_torque, 0.564, -0.271, 0.448, robot_mode, normal, 
26/04/2022 15:26:26:869, robot_pos_w_timestamp, 1650983086935, 479.68, 166.01, 231.44, 2.37, -0.06, 3.08, tool_force, 0.24, 2.38, 7.63, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.01, joints_pos, 15.68, 37.21, 2.91, -101.79, 4.44, 39.66, 58.97, tool_torque, 0.511, -0.229, 0.432, robot_mode, normal, 
26/04/2022 15:26:27:016, robot_pos_w_timestamp, 1650983087085, 481.5, 160.08, 230.68, 2.37, -0.06, 3.09, tool_force, 0.54, 1.44, 8.24, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.04, joints_pos, 15.05, 37.32, 2.83, -101.73, 4.4, 39.84, 58.32, tool_torque, 0.23, -0.347, 0.416, robot_mode, normal, 
26/04/2022 15:26:27:170, robot_pos_w_timestamp, 1650983087233, 483.82, 154.4, 229.93, 2.37, -0.06, 3.09, tool_force, 0.59, 0.91, 7.98, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.7, joints_pos, 14.45, 37.49, 2.75, -101.56, 4.25, 40.05, 57.77, tool_torque, 0.158, -0.403, 0.439, robot_mode, normal, 
26/04/2022 15:26:27:317, robot_pos_w_timestamp, 1650983087383, 486.73, 148.6, 229.26, 2.37, -0.06, 3.09, tool_force, 0.59, 0.71, 7.78, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.44, joints_pos, 13.77, 37.68, 2.73, -101.33, 4.2, 40.17, 57.07, tool_torque, 0.117, -0.327, 0.415, robot_mode, normal, 
26/04/2022 15:26:27:472, robot_pos_w_timestamp, 1650983087530, 490.09, 142.81, 228.61, 2.38, -0.06, 3.09, tool_force, 0.63, 0.99, 7.95, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.87, joints_pos, 13.03, 37.94, 2.74, -100.98, 4.16, 40.43, 56.01, tool_torque, 0.157, -0.433, 0.447, robot_mode, normal, 
26/04/2022 15:26:27:625, robot_pos_w_timestamp, 1650983087681, 494.22, 136.98, 228.04, 2.38, -0.06, 3.1, tool_force, 0.43, 0.46, 7.94, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 47.11, joints_pos, 12.36, 38.31, 2.72, -100.38, 3.79, 41.01, 55.49, tool_torque, 0.104, -0.433, 0.438, robot_mode, normal, 
26/04/2022 15:26:27:774, robot_pos_w_timestamp, 1650983087828, 498.39, 131.17, 227.52, 2.38, -0.06, 3.1, tool_force, 0.49, 1.03, 8.09, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 47.86, joints_pos, 11.59, 38.68, 2.74, -99.76, 3.79, 41.59, 54.71, tool_torque, 0.214, -0.519, 0.445, robot_mode, normal, 
26/04/2022 15:26:27:923, robot_pos_w_timestamp, 1650983087979, 503.96, 125.28, 226.92, 2.37, -0.06, 3.1, tool_force, 0.18, 0.96, 8.06, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 54.95, joints_pos, 10.83, 39.12, 2.72, -99.05, 3.88, 41.85, 54.24, tool_torque, 0.142, -0.421, 0.421, robot_mode, normal, 
26/04/2022 15:26:28:074, robot_pos_w_timestamp, 1650983088128, 509.67, 119.5, 226.54, 2.37, -0.06, 3.1, tool_force, 0.58, 0.5, 7.35, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 62.88, joints_pos, 10.25, 39.53, 2.62, -98.32, 3.41, 41.99, 54.02, tool_torque, 0.0070, -0.314, 0.371, robot_mode, normal, 
26/04/2022 15:26:28:223, robot_pos_w_timestamp, 1650983088278, 515.1, 114.06, 225.15, 2.36, -0.05, 3.1, tool_force, 0.25, 0.47, 7.65, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 50.89, joints_pos, 9.67, 40.04, 2.53, -97.59, 3.15, 42.04, 54.06, tool_torque, -0.106, -0.139, 0.191, robot_mode, normal, 
26/04/2022 15:26:28:373, robot_pos_w_timestamp, 1650983088425, 520.98, 109.06, 222.78, 2.36, -0.05, 3.1, tool_force, 0.71, 1.14, 8.03, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 57.68, joints_pos, 9.1, 40.73, 2.51, -96.76, 2.76, 42.07, 54.01, tool_torque, 0.192, -0.273, 0.248, robot_mode, normal, 
26/04/2022 15:26:28:527, robot_pos_w_timestamp, 1650983088575, 526.75, 105.41, 220.28, 2.35, -0.04, 3.1, tool_force, -0.16, 0.55, 7.81, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.81, joints_pos, 8.73, 41.48, 2.5, -95.8, 2.13, 42.27, 54.18, tool_torque, -0.06, -0.119, 0.046, robot_mode, normal, 
26/04/2022 15:26:28:675, robot_pos_w_timestamp, 1650983088723, 532.47, 103.64, 218.22, 2.35, -0.03, 3.11, tool_force, -0.47, 0.54, 7.77, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.34, joints_pos, 8.53, 42.19, 2.5, -94.82, 1.58, 42.47, 54.44, tool_torque, -0.098, -0.018, 0.029, robot_mode, normal, 
26/04/2022 15:26:28:825, robot_pos_w_timestamp, 1650983088874, 538.24, 102.24, 216.31, 2.35, -0.03, 3.11, tool_force, 0.38, 0.32, 7.74, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.87, joints_pos, 8.36, 42.9, 2.49, -93.8, 1.12, 42.67, 54.63, tool_torque, -0.126, -0.137, 0.027, robot_mode, normal, 
26/04/2022 15:26:28:983, robot_pos_w_timestamp, 1650983089022, 544.08, 100.84, 214.38, 2.35, -0.02, 3.11, tool_force, 0.21, 0.59, 7.99, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 35.33, joints_pos, 8.2, 43.61, 2.49, -92.78, 0.69, 42.86, 54.82, tool_torque, -0.112, -0.129, 0.038, robot_mode, normal, 
26/04/2022 15:26:29:136, robot_pos_w_timestamp, 1650983089172, 549.81, 100.71, 212.63, 2.35, -0.02, 3.11, tool_force, -0.29, 0.15, 7.43, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 36.95, joints_pos, 8.17, 44.3, 2.51, -91.75, 0.05, 42.94, 55.26, tool_torque, -0.185, 0.021, -0.0090, robot_mode, normal, 
26/04/2022 15:26:29:277, robot_pos_w_timestamp, 1650983089320, 555.55, 102.03, 211.08, 2.35, -0.01, 3.11, tool_force, -0.32, -0.1, 7.31, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.49, joints_pos, 8.2, 45.06, 2.63, -90.54, -0.48, 43.5, 55.73, tool_torque, -0.264, 0.044, -0.014, robot_mode, normal, 
26/04/2022 15:26:29:430, robot_pos_w_timestamp, 1650983089471, 561.35, 104.32, 209.42, 2.35, -0.01, 3.12, tool_force, -0.68, 0.16, 7.2, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.14, joints_pos, 8.22, 45.92, 2.82, -89.16, -0.8, 44.28, 56.09, tool_torque, -0.238, 0.0020, 0.0020, robot_mode, normal, 
26/04/2022 15:26:29:580, robot_pos_w_timestamp, 1650983089618, 567.23, 107.17, 207.97, 2.35, -0.02, 3.12, tool_force, -0.63, -0.06, 8.26, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.35, joints_pos, 8.24, 46.74, 3.04, -87.79, -0.79, 44.99, 56.23, tool_torque, -0.241, 0.083, -0.0070, robot_mode, normal, 
26/04/2022 15:26:29:728, robot_pos_w_timestamp, 1650983089770, 573.06, 110.91, 206.86, 2.35, -0.02, 3.12, tool_force, -0.61, -0.33, 7.89, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.61, joints_pos, 8.43, 47.52, 3.16, -86.45, -0.9, 45.61, 56.54, tool_torque, -0.352, 0.111, -0.028, robot_mode, normal, 
26/04/2022 15:26:29:903, robot_pos_w_timestamp, 1650983089936, 579.4, 115.73, 205.89, 2.35, -0.02, 3.12, tool_force, -0.77, -0.38, 7.82, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 49.18, joints_pos, 8.81, 48.42, 3.2, -84.83, -1.17, 46.59, 57.09, tool_torque, -0.365, 0.173, -0.048, robot_mode, normal, 
26/04/2022 15:26:30:051, robot_pos_w_timestamp, 1650983090084, 585.28, 120.46, 205.23, 2.35, -0.02, 3.13, tool_force, -1.18, -0.35, 7.84, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 51.7, joints_pos, 9.27, 49.22, 3.18, -83.34, -1.68, 47.32, 57.85, tool_torque, -0.39, 0.308, -0.082, robot_mode, normal, 
26/04/2022 15:26:30:204, robot_pos_w_timestamp, 1650983090236, 591.04, 125.86, 204.97, 2.35, -0.01, 3.13, tool_force, -0.66, -0.25, 7.15, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 57.56, joints_pos, 9.73, 49.93, 3.19, -81.93, -1.92, 47.96, 58.43, tool_torque, -0.413, 0.293, -0.096, robot_mode, normal, 
26/04/2022 15:26:30:352, robot_pos_w_timestamp, 1650983090386, 596.1, 131.79, 204.54, 2.34, -0.01, 3.14, tool_force, -1.25, -0.36, 7.3, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 51.18, joints_pos, 10.27, 50.74, 3.19, -80.4, -2.33, 49.12, 59.58, tool_torque, -0.435, 0.296, -0.077, robot_mode, normal, 
26/04/2022 15:26:30:504, robot_pos_w_timestamp, 1650983090533, 599.6, 137.37, 203.94, 2.34, -0.02, 3.14, tool_force, -1.24, 0.06, 7.43, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.97, joints_pos, 10.61, 51.39, 3.32, -79.18, -2.21, 50.01, 60.08, tool_torque, -0.327, 0.173, -0.051, robot_mode, normal, 
26/04/2022 15:26:30:654, robot_pos_w_timestamp, 1650983090684, 602.32, 143.28, 203.39, 2.33, -0.02, -3.14, tool_force, -1.0, -0.27, 7.49, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.94, joints_pos, 11.14, 51.98, 3.32, -78.1, -2.34, 50.89, 61.0, tool_torque, -0.377, 0.25, -0.074, robot_mode, normal, 
26/04/2022 15:26:30:805, robot_pos_w_timestamp, 1650983090833, 604.72, 149.03, 202.56, 2.33, -0.02, -3.13, tool_force, -1.4, -0.48, 7.4, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.92, joints_pos, 11.63, 52.49, 3.31, -77.2, -2.36, 51.36, 61.89, tool_torque, -0.396, 0.356, -0.08, robot_mode, normal, 
26/04/2022 15:26:30:954, robot_pos_w_timestamp, 1650983090983, 607.1, 154.8, 201.78, 2.32, -0.02, -3.13, tool_force, -1.09, 0.11, 7.68, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.95, joints_pos, 12.16, 52.98, 3.29, -76.36, -2.6, 51.68, 62.92, tool_torque, -0.347, 0.33, -0.088, robot_mode, normal, 
26/04/2022 15:26:31:104, robot_pos_w_timestamp, 1650983091132, 609.37, 160.54, 201.08, 2.31, -0.01, -3.13, tool_force, -1.13, 0.02, 7.41, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.99, joints_pos, 12.69, 53.43, 3.27, -75.57, -2.88, 51.91, 63.95, tool_torque, -0.381, 0.311, -0.072, robot_mode, normal, 
26/04/2022 15:26:31:257, robot_pos_w_timestamp, 1650983091281, 611.34, 166.45, 200.37, 2.31, -0.01, -3.13, tool_force, -1.35, 0.0, 7.71, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.72, joints_pos, 13.24, 53.87, 3.25, -74.82, -3.19, 52.11, 64.98, tool_torque, -0.39, 0.401, -0.106, robot_mode, normal, 
26/04/2022 15:26:31:406, robot_pos_w_timestamp, 1650983091431, 613.21, 172.21, 199.74, 2.3, 0.0, -3.13, tool_force, -0.93, -0.16, 7.03, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.57, joints_pos, 13.74, 54.26, 3.27, -74.12, -3.36, 52.23, 65.75, tool_torque, -0.385, 0.418, -0.116, robot_mode, normal, 
26/04/2022 15:26:31:558, robot_pos_w_timestamp, 1650983091581, 614.82, 177.94, 199.17, 2.3, 0.0, -3.14, tool_force, -1.05, 0.24, 7.63, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.43, joints_pos, 14.16, 54.61, 3.32, -73.52, -3.36, 52.24, 66.27, tool_torque, -0.264, 0.287, -0.076, robot_mode, normal, 
26/04/2022 15:26:31:708, robot_pos_w_timestamp, 1650983091730, 616.0, 183.72, 198.7, 2.3, 0.0, -3.14, tool_force, -1.13, 0.08, 7.78, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.86, joints_pos, 14.64, 54.95, 3.33, -72.91, -3.38, 52.37, 66.77, tool_torque, -0.284, 0.334, -0.065, robot_mode, normal, 
26/04/2022 15:26:31:857, robot_pos_w_timestamp, 1650983091880, 617.14, 189.5, 198.3, 2.3, 0.0, 3.14, tool_force, -0.7, -0.09, 6.8, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.47, joints_pos, 15.09, 55.27, 3.35, -72.33, -3.37, 52.49, 67.23, tool_torque, -0.307, 0.312, -0.085, robot_mode, normal, 
26/04/2022 15:26:32:009, robot_pos_w_timestamp, 1650983092032, 618.09, 195.36, 198.01, 2.3, 0.0, 3.14, tool_force, -1.04, 0.22, 7.23, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.9, joints_pos, 15.6, 55.54, 3.33, -71.85, -3.48, 52.42, 67.79, tool_torque, -0.131, 0.452, -0.092, robot_mode, normal, 
26/04/2022 15:26:32:161, robot_pos_w_timestamp, 1650983092180, 618.78, 201.05, 197.73, 2.3, 0.01, 3.13, tool_force, -1.5, 0.26, 7.54, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 35.83, joints_pos, 16.09, 55.78, 3.32, -71.4, -3.6, 52.34, 68.29, tool_torque, -0.127, 0.61, -0.107, robot_mode, normal, 
26/04/2022 15:26:32:309, robot_pos_w_timestamp, 1650983092332, 619.25, 206.92, 197.57, 2.3, 0.0, 3.13, tool_force, -1.07, 0.06, 6.87, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.74, joints_pos, 16.45, 56.02, 3.46, -70.96, -3.42, 52.34, 68.4, tool_torque, -0.094, 0.367, -0.028, robot_mode, normal, 
26/04/2022 15:26:32:466, robot_pos_w_timestamp, 1650983092483, 619.67, 212.75, 197.46, 2.31, 0.0, 3.12, tool_force, -1.01, 0.02, 7.29, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.82, joints_pos, 16.85, 56.25, 3.54, -70.5, -3.22, 52.34, 68.48, tool_torque, -0.107, 0.392, -0.056, robot_mode, normal, 
