22/03/2022 14:59:27: File Created!
22/03/2022 14:59:27:083, robot_pos_w_timestamp, 1647957485777, 536.65, 303.05, 194.85, 2.29, 0.04, 3.08, tool_force, 0.35, 0.86, 6.04, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 8.22, joints_pos, 42.3, 53.01, -19.5, -81.07, 19.7, 45.28, 65.88, tool_torque, 0.0090, -0.304, 0.287, tool_momentum, 0.012, -0.303, 0.286, robot_mode, rotation_overlay, 
22/03/2022 14:59:36:474, robot_pos_w_timestamp, 1647957494962, 583.17, 143.0, 202.89, 2.25, 0.06, 3.14, tool_force, 1.27, 2.23, 6.23, actual_rep, 1, curr_step, 25, track_size, 95, robot_vel, 42.08, joints_pos, 28.52, 51.42, -21.46, -83.46, 18.52, 47.11, 53.45, tool_torque, 0.297, -0.697, 0.497, tool_momentum, 0.297, -0.701, 0.498, robot_mode, normal, 
22/03/2022 14:59:36:626, robot_pos_w_timestamp, 1647957495108, 581.31, 137.24, 205.83, 2.25, 0.05, 3.14, tool_force, 1.18, 2.11, 6.06, actual_rep, 1, curr_step, 26, track_size, 95, robot_vel, 48.82, joints_pos, 27.99, 50.83, -21.39, -84.04, 18.7, 47.38, 52.68, tool_torque, 0.277, -0.67, 0.485, tool_momentum, 0.282, -0.673, 0.487, robot_mode, normal, 
22/03/2022 14:59:36:776, robot_pos_w_timestamp, 1647957495259, 578.68, 131.41, 209.34, 2.25, 0.05, -3.14, tool_force, 0.96, 2.41, 6.29, actual_rep, 1, curr_step, 27, track_size, 95, robot_vel, 46.91, joints_pos, 27.61, 50.1, -21.4, -84.8, 18.49, 47.48, 52.17, tool_torque, 0.295, -0.653, 0.499, tool_momentum, 0.296, -0.65, 0.499, robot_mode, normal, 
22/03/2022 14:59:36:927, robot_pos_w_timestamp, 1647957495408, 575.22, 126.16, 213.97, 2.26, 0.04, -3.13, tool_force, 0.63, 2.61, 6.88, actual_rep, 1, curr_step, 28, track_size, 95, robot_vel, 55.7, joints_pos, 27.21, 49.33, -21.4, -85.43, 18.4, 48.36, 51.21, tool_torque, 0.344, -0.591, 0.469, tool_momentum, 0.34, -0.586, 0.468, robot_mode, normal, 
22/03/2022 14:59:37:076, robot_pos_w_timestamp, 1647957495555, 570.95, 121.07, 219.66, 2.26, 0.04, -3.13, tool_force, 0.75, 1.81, 6.3, actual_rep, 1, curr_step, 29, track_size, 95, robot_vel, 54.32, joints_pos, 26.92, 48.21, -21.38, -86.49, 18.17, 48.46, 50.72, tool_torque, 0.299, -0.645, 0.505, tool_momentum, 0.313, -0.658, 0.506, robot_mode, normal, 
22/03/2022 14:59:37:228, robot_pos_w_timestamp, 1647957495704, 566.6, 116.97, 225.62, 2.27, 0.03, -3.13, tool_force, 0.93, 2.29, 6.09, actual_rep, 1, curr_step, 31, track_size, 95, robot_vel, 59.23, joints_pos, 26.64, 47.09, -21.33, -87.48, 18.15, 48.7, 49.74, tool_torque, 0.389, -0.696, 0.528, tool_momentum, 0.378, -0.691, 0.527, robot_mode, normal, 
22/03/2022 14:59:37:377, robot_pos_w_timestamp, 1647957495853, 562.69, 114.04, 231.46, 2.27, 0.03, -3.14, tool_force, 0.64, 2.92, 5.95, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 44.64, joints_pos, 26.55, 45.97, -21.33, -88.51, 18.09, 48.39, 49.31, tool_torque, 0.743, -0.437, 0.5, tool_momentum, 0.765, -0.451, 0.502, robot_mode, sine_overlay, 
22/03/2022 14:59:37:530, robot_pos_w_timestamp, 1647957495986, 560.45, 113.14, 232.7, 2.27, 0.03, -3.14, tool_force, -0.51, 4.18, 7.74, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 13.18, joints_pos, 26.45, 45.54, -21.17, -89.06, 18.09, 48.03, 49.16, tool_torque, 0.888, -0.258, 0.411, tool_momentum, 0.873, -0.248, 0.407, robot_mode, sine_overlay, 
22/03/2022 14:59:37:711, robot_pos_w_timestamp, 1647957496134, 560.94, 113.28, 233.61, 2.27, 0.03, -3.14, tool_force, 0.0, 1.6, 7.08, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 26.05, joints_pos, 26.44, 45.53, -21.23, -88.87, 18.21, 48.41, 49.14, tool_torque, 0.189, -0.487, 0.364, tool_momentum, 0.176, -0.514, 0.365, robot_mode, sine_overlay, 
22/03/2022 14:59:37:828, robot_pos_w_timestamp, 1647957496286, 561.66, 114.68, 237.67, 2.27, 0.02, 3.14, tool_force, 1.56, 0.33, 4.91, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 7.84, joints_pos, 26.45, 45.25, -21.24, -88.64, 18.48, 48.97, 48.96, tool_torque, 0.079, -0.569, 0.36, tool_momentum, 0.089, -0.56, 0.36, robot_mode, sine_overlay, 
22/03/2022 14:59:37:983, robot_pos_w_timestamp, 1647957496436, 562.14, 114.79, 236.07, 2.27, 0.02, -3.14, tool_force, -0.55, 1.73, 6.95, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 8.76, joints_pos, 26.46, 45.5, -21.27, -88.47, 18.46, 49.09, 49.01, tool_torque, 0.021, -0.214, 0.216, tool_momentum, 0.013, -0.224, 0.217, robot_mode, sine_overlay, 
22/03/2022 14:59:38:134, robot_pos_w_timestamp, 1647957496587, 559.43, 110.85, 235.24, 2.27, 0.02, -3.13, tool_force, 0.86, 1.86, 5.59, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 42.54, joints_pos, 26.42, 45.34, -21.54, -89.06, 18.4, 49.08, 48.74, tool_torque, 0.26, -0.372, 0.408, tool_momentum, 0.26, -0.374, 0.408, robot_mode, sine_overlay, 
22/03/2022 14:59:38:288, robot_pos_w_timestamp, 1647957496736, 552.0, 105.11, 240.37, 2.27, 0.02, -3.13, tool_force, -0.21, 3.34, 6.94, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 79.99, joints_pos, 26.41, 43.93, -21.83, -90.79, 18.39, 48.75, 48.08, tool_torque, 0.632, -0.1, 0.399, tool_momentum, 0.628, -0.099, 0.399, robot_mode, sine_overlay, 
22/03/2022 14:59:38:434, robot_pos_w_timestamp, 1647957496887, 546.15, 102.75, 242.32, 2.27, 0.02, -3.14, tool_force, -0.09, 2.36, 5.8, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 37.43, joints_pos, 26.38, 43.01, -21.69, -92.12, 18.29, 47.8, 47.84, tool_torque, 0.621, -0.31, 0.458, tool_momentum, 0.643, -0.344, 0.462, robot_mode, sine_overlay, 
22/03/2022 14:59:38:628, robot_pos_w_timestamp, 1647957497037, 549.65, 107.16, 243.28, 2.27, 0.02, 3.14, tool_force, 0.83, 0.18, 5.34, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 44.4, joints_pos, 26.37, 43.27, -21.34, -91.3, 18.3, 48.02, 48.15, tool_torque, 0.016, -0.388, 0.139, tool_momentum, 0.0050, -0.384, 0.139, robot_mode, sine_overlay, 
22/03/2022 14:59:38:735, robot_pos_w_timestamp, 1647957497187, 556.65, 113.54, 246.15, 2.27, 0.02, 3.14, tool_force, -0.78, 0.9, 6.83, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 72.51, joints_pos, 26.53, 43.81, -21.23, -89.66, 18.29, 49.14, 48.81, tool_torque, -0.166, -0.077, -0.01, tool_momentum, -0.19, -0.089, -0.011, robot_mode, sine_overlay, 
22/03/2022 14:59:38:925, robot_pos_w_timestamp, 1647957497341, 558.81, 115.54, 247.97, 2.27, 0.02, 3.14, tool_force, -0.65, 0.89, 6.71, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 9.33, joints_pos, 26.71, 43.97, -21.33, -89.07, 17.94, 49.74, 49.29, tool_torque, -0.244, 0.076, -0.059, tool_momentum, -0.246, 0.083, -0.059, robot_mode, sine_overlay, 
22/03/2022 14:59:39:038, robot_pos_w_timestamp, 1647957497488, 557.15, 112.63, 246.21, 2.27, 0.02, -3.14, tool_force, -0.24, 2.0, 6.73, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 40.71, joints_pos, 26.62, 43.99, -21.47, -89.42, 17.94, 49.74, 49.09, tool_torque, 0.096, -0.119, 0.203, tool_momentum, 0.09, -0.121, 0.205, robot_mode, sine_overlay, 
22/03/2022 14:59:39:242, robot_pos_w_timestamp, 1647957497651, 550.37, 106.24, 246.14, 2.27, 0.02, -3.13, tool_force, 0.21, 2.39, 5.1, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 55.27, joints_pos, 26.46, 43.19, -21.65, -91.01, 17.91, 49.07, 48.52, tool_torque, 0.472, -0.145, 0.403, tool_momentum, 0.445, -0.146, 0.401, robot_mode, sine_overlay, 
22/03/2022 14:59:39:341, robot_pos_w_timestamp, 1647957497789, 542.74, 102.58, 251.43, 2.27, 0.02, -3.14, tool_force, -0.4, 2.44, 6.15, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 80.14, joints_pos, 26.48, 41.72, -21.7, -92.67, 17.72, 48.65, 48.17, tool_torque, 0.45, -0.025, 0.361, tool_momentum, 0.462, -0.012, 0.36, robot_mode, sine_overlay, 
22/03/2022 14:59:39:517, robot_pos_w_timestamp, 1647957497941, 538.94, 102.51, 254.21, 2.27, 0.02, 3.14, tool_force, -0.6, 2.02, 5.57, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 20.1, joints_pos, 26.49, 40.95, -21.46, -93.49, 17.5, 48.01, 48.23, tool_torque, 0.435, -0.128, 0.286, tool_momentum, 0.441, -0.136, 0.286, robot_mode, sine_overlay, 
22/03/2022 14:59:39:643, robot_pos_w_timestamp, 1647957498090, 544.27, 107.99, 254.68, 2.27, 0.02, 3.13, tool_force, 0.25, 0.04, 5.42, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 65.6, joints_pos, 26.52, 41.5, -21.11, -92.25, 17.53, 48.45, 48.72, tool_torque, -0.117, -0.32, 0.057, tool_momentum, -0.112, -0.316, 0.057, robot_mode, sine_overlay, 
22/03/2022 14:59:39:799, robot_pos_w_timestamp, 1647957498243, 550.4, 115.26, 259.3, 2.27, 0.02, 3.13, tool_force, -0.99, 0.75, 6.24, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 63.64, joints_pos, 26.82, 41.76, -21.02, -90.83, 17.62, 49.42, 49.38, tool_torque, -0.208, 0.01, -0.062, tool_momentum, -0.211, 0.022, -0.062, robot_mode, sine_overlay, 
22/03/2022 14:59:39:939, robot_pos_w_timestamp, 1647957498388, 550.46, 114.7, 258.51, 2.27, 0.02, 3.13, tool_force, -0.8, 1.07, 6.61, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 23.03, joints_pos, 26.93, 41.92, -21.23, -90.8, 17.49, 49.56, 49.5, tool_torque, -0.189, 0.12, -0.0020, tool_momentum, -0.195, 0.125, -0.0020, robot_mode, sine_overlay, 
22/03/2022 14:59:40:244, robot_pos_w_timestamp, 1647957498689, 539.33, 104.94, 258.38, 2.27, 0.02, 3.14, tool_force, -0.91, 3.24, 7.08, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 73.12, joints_pos, 26.73, 40.67, -21.57, -93.2, 17.51, 48.93, 48.53, tool_torque, 0.526, -0.083, 0.398, tool_momentum, 0.533, -0.085, 0.398, robot_mode, sine_overlay, 
22/03/2022 14:59:40:394, robot_pos_w_timestamp, 1647957498838, 531.46, 102.94, 264.6, 2.27, 0.01, 3.13, tool_force, 0.52, 1.56, 4.02, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 56.05, joints_pos, 26.73, 39.11, -21.5, -94.79, 17.67, 48.58, 48.1, tool_torque, 0.458, -0.344, 0.407, tool_momentum, 0.461, -0.35, 0.409, robot_mode, sine_overlay, 
22/03/2022 14:59:40:545, robot_pos_w_timestamp, 1647957498988, 531.39, 104.89, 265.16, 2.27, 0.01, 3.12, tool_force, -0.22, 1.23, 5.24, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 28.43, joints_pos, 26.75, 38.99, -21.24, -94.79, 17.63, 48.27, 48.24, tool_torque, 0.294, -0.19, 0.219, tool_momentum, 0.284, -0.189, 0.216, robot_mode, sine_overlay, 
22/03/2022 14:59:40:697, robot_pos_w_timestamp, 1647957499138, 537.91, 112.27, 266.82, 2.27, 0.01, 3.12, tool_force, -1.99, 1.01, 7.27, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 69.81, joints_pos, 26.94, 39.65, -20.97, -93.16, 17.65, 49.31, 48.96, tool_torque, -0.102, 0.056, -0.025, tool_momentum, -0.092, 0.062, -0.027, robot_mode, sine_overlay, 
22/03/2022 14:59:40:853, robot_pos_w_timestamp, 1647957499290, 541.29, 117.75, 270.44, 2.27, 0.01, 3.13, tool_force, 0.29, -0.33, 5.43, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 13.39, joints_pos, 27.43, 39.85, -21.09, -92.19, 17.17, 50.21, 49.9, tool_torque, -0.448, -0.0020, -0.086, tool_momentum, -0.444, 0.0020, -0.086, robot_mode, sine_overlay, 
22/03/2022 14:59:40:998, robot_pos_w_timestamp, 1647957499438, 540.58, 116.11, 268.43, 2.27, 0.01, 3.13, tool_force, -0.98, 2.09, 6.83, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 21.84, joints_pos, 27.43, 40.01, -21.25, -92.33, 17.17, 50.26, 49.83, tool_torque, -0.041, 0.025, 0.128, tool_momentum, -0.04, 0.024, 0.131, robot_mode, sine_overlay, 
22/03/2022 14:59:41:147, robot_pos_w_timestamp, 1647957499588, 535.62, 110.47, 267.8, 2.27, 0.01, 3.14, tool_force, 0.19, 2.25, 5.77, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 67.14, joints_pos, 27.27, 39.5, -21.47, -93.45, 17.19, 49.95, 49.3, tool_torque, 0.412, -0.126, 0.369, tool_momentum, 0.434, -0.127, 0.367, robot_mode, sine_overlay, 
22/03/2022 14:59:41:303, robot_pos_w_timestamp, 1647957499741, 527.06, 106.62, 270.72, 2.28, 0.01, 3.14, tool_force, -0.63, 2.96, 6.49, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 69.57, joints_pos, 27.27, 38.15, -21.49, -95.24, 17.11, 49.33, 48.47, tool_torque, 0.496, 0.029, 0.38, tool_momentum, 0.48, 0.0090, 0.379, robot_mode, sine_overlay, 
22/03/2022 14:59:41:448, robot_pos_w_timestamp, 1647957499889, 520.79, 106.0, 275.45, 2.28, 0.01, 3.13, tool_force, -0.87, 1.45, 4.9, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 25.39, joints_pos, 27.46, 36.91, -21.4, -96.49, 16.7, 48.73, 48.51, tool_torque, 0.222, 0.193, 0.151, tool_momentum, 0.226, 0.207, 0.15, robot_mode, sine_overlay, 
22/03/2022 14:59:41:603, robot_pos_w_timestamp, 1647957500040, 524.09, 110.35, 275.85, 2.28, 0.01, 3.12, tool_force, -0.69, 0.29, 5.77, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 60.41, joints_pos, 27.45, 37.22, -21.02, -95.75, 16.76, 48.82, 48.82, tool_torque, -0.096, -0.046, 0.024, tool_momentum, -0.105, -0.051, 0.022, robot_mode, sine_overlay, 
22/03/2022 14:59:41:750, robot_pos_w_timestamp, 1647957500189, 530.48, 119.85, 279.21, 2.28, 0.01, 3.12, tool_force, -0.41, 0.55, 6.9, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 86.26, joints_pos, 27.72, 37.67, -20.6, -94.16, 16.88, 49.71, 49.7, tool_torque, -0.203, -0.1, -0.024, tool_momentum, -0.209, -0.089, -0.026, robot_mode, sine_overlay, 
22/03/2022 14:59:41:898, robot_pos_w_timestamp, 1647957500339, 531.73, 122.1, 280.2, 2.28, 0.01, 3.12, tool_force, -1.76, 0.85, 6.91, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 18.8, joints_pos, 28.17, 37.85, -20.93, -93.8, 16.63, 50.04, 50.2, tool_torque, -0.305, 0.296, -0.089, tool_momentum, -0.302, 0.302, -0.089, robot_mode, sine_overlay, 
22/03/2022 14:59:42:052, robot_pos_w_timestamp, 1647957500490, 529.66, 119.28, 278.57, 2.28, 0.01, 3.13, tool_force, -0.45, 1.79, 6.37, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 42.5, joints_pos, 28.17, 37.82, -21.2, -94.25, 16.71, 50.06, 49.93, tool_torque, 0.052, -0.052, 0.226, tool_momentum, 0.044, -0.062, 0.227, robot_mode, sine_overlay, 
22/03/2022 14:59:42:201, robot_pos_w_timestamp, 1647957500641, 523.17, 113.25, 278.41, 2.28, 0.01, 3.13, tool_force, -0.11, 2.01, 5.34, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 66.85, joints_pos, 28.06, 37.05, -21.43, -95.68, 16.73, 49.54, 49.26, tool_torque, 0.356, -0.057, 0.348, tool_momentum, 0.37, -0.042, 0.347, robot_mode, sine_overlay, 
22/03/2022 14:59:42:355, robot_pos_w_timestamp, 1647957500795, 513.72, 112.76, 284.37, 2.29, 0.0, 3.12, tool_force, -0.65, 2.74, 5.32, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 77.42, joints_pos, 28.16, 35.38, -21.25, -97.34, 16.9, 49.45, 48.53, tool_torque, 0.491, -0.042, 0.365, tool_momentum, 0.493, -0.038, 0.365, robot_mode, sine_overlay, 
22/03/2022 14:59:42:701, robot_pos_w_timestamp, 1647957501094, 516.26, 117.92, 285.34, 2.29, 0.0, 3.12, tool_force, -1.59, 0.83, 7.32, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 71.01, joints_pos, 28.27, 35.67, -20.9, -96.57, 16.87, 49.64, 48.97, tool_torque, -0.193, 0.144, -0.035, tool_momentum, -0.194, 0.14, -0.035, robot_mode, sine_overlay, 
22/03/2022 14:59:42:805, robot_pos_w_timestamp, 1647957501225, 518.76, 117.67, 283.86, 2.29, 0.0, 3.12, tool_force, -0.16, -0.43, 4.85, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 30.89, joints_pos, 28.27, 36.05, -21.0, -96.24, 16.84, 49.69, 48.97, tool_torque, -0.295, -0.106, 0.058, tool_momentum, -0.273, -0.112, 0.061, robot_mode, normal, 
22/03/2022 14:59:43:005, robot_pos_w_timestamp, 1647957501378, 516.55, 121.25, 287.99, 2.3, 0.0, 3.11, tool_force, -0.59, 0.64, 5.37, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 59.05, joints_pos, 28.53, 35.37, -20.8, -96.53, 16.83, 49.74, 48.97, tool_torque, -0.11, 0.025, 0.057, tool_momentum, -0.07, 0.078, 0.058, robot_mode, normal, 
22/03/2022 14:59:43:109, robot_pos_w_timestamp, 1647957501526, 511.15, 125.28, 293.24, 2.31, 0.0, 3.11, tool_force, -1.51, 1.72, 6.28, actual_rep, 1, curr_step, 44, track_size, 95, robot_vel, 67.2, joints_pos, 29.14, 34.31, -20.7, -97.28, 16.42, 49.78, 49.15, tool_torque, -0.025, -0.011, 0.032, tool_momentum, -0.0080, -0.024, 0.034, robot_mode, normal, 
22/03/2022 14:59:43:308, robot_pos_w_timestamp, 1647957501678, 505.32, 130.84, 298.44, 2.31, 0.0, 3.1, tool_force, -0.69, 1.94, 5.47, actual_rep, 1, curr_step, 45, track_size, 95, robot_vel, 61.67, joints_pos, 29.95, 33.25, -20.68, -98.07, 16.23, 49.63, 49.79, tool_torque, 0.22, 0.173, 0.0030, tool_momentum, 0.201, 0.193, 0.0010, robot_mode, normal, 
22/03/2022 14:59:43:409, robot_pos_w_timestamp, 1647957501828, 499.25, 136.55, 302.99, 2.32, 0.0, 3.1, tool_force, -2.0, 1.68, 6.08, actual_rep, 1, curr_step, 46, track_size, 95, robot_vel, 62.44, joints_pos, 30.85, 32.27, -20.7, -98.82, 15.93, 49.62, 50.19, tool_torque, -0.011, 0.362, -0.061, tool_momentum, -0.015, 0.368, -0.061, robot_mode, normal, 
22/03/2022 14:59:43:579, robot_pos_w_timestamp, 1647957501978, 493.76, 142.37, 307.06, 2.32, 0.0, 3.09, tool_force, -1.43, 1.91, 5.43, actual_rep, 1, curr_step, 47, track_size, 95, robot_vel, 56.03, joints_pos, 31.69, 31.36, -20.7, -99.54, 15.91, 49.41, 50.91, tool_torque, 0.172, 0.284, -0.045, tool_momentum, 0.165, 0.294, -0.045, robot_mode, normal, 
22/03/2022 14:59:43:712, robot_pos_w_timestamp, 1647957502129, 487.75, 147.98, 310.67, 2.32, 0.0, 3.09, tool_force, -1.6, 2.14, 6.15, actual_rep, 1, curr_step, 48, track_size, 95, robot_vel, 63.57, joints_pos, 32.59, 30.51, -20.71, -100.21, 15.65, 49.44, 51.78, tool_torque, 0.086, 0.267, -0.078, tool_momentum, 0.076, 0.274, -0.078, robot_mode, normal, 
22/03/2022 14:59:43:914, robot_pos_w_timestamp, 1647957502280, 482.02, 153.71, 313.75, 2.32, -0.01, 3.09, tool_force, -1.2, 1.11, 5.81, actual_rep, 1, curr_step, 49, track_size, 95, robot_vel, 57.72, joints_pos, 33.38, 29.79, -20.69, -100.78, 15.81, 49.68, 52.7, tool_torque, -0.118, 0.067, -0.074, tool_momentum, -0.105, 0.055, -0.07, robot_mode, normal, 
22/03/2022 14:59:44:015, robot_pos_w_timestamp, 1647957502429, 476.59, 159.63, 316.4, 2.31, -0.01, 3.09, tool_force, -2.06, 2.14, 5.95, actual_rep, 1, curr_step, 50, track_size, 95, robot_vel, 60.51, joints_pos, 34.28, 29.11, -20.7, -101.34, 15.63, 49.54, 53.83, tool_torque, 0.157, 0.26, -0.044, tool_momentum, 0.159, 0.247, -0.044, robot_mode, normal, 
22/03/2022 14:59:44:217, robot_pos_w_timestamp, 1647957502580, 470.77, 165.26, 318.7, 2.3, -0.01, 3.08, tool_force, -1.82, 1.73, 6.01, actual_rep, 1, curr_step, 52, track_size, 95, robot_vel, 57.29, joints_pos, 35.23, 28.39, -20.71, -102.04, 15.53, 49.28, 55.1, tool_torque, 0.156, 0.463, -0.054, tool_momentum, 0.171, 0.439, -0.052, robot_mode, normal, 
22/03/2022 14:59:44:318, robot_pos_w_timestamp, 1647957502731, 465.95, 171.25, 320.25, 2.3, -0.01, 3.08, tool_force, -1.29, 2.35, 5.91, actual_rep, 1, curr_step, 53, track_size, 95, robot_vel, 53.91, joints_pos, 36.1, 27.95, -20.71, -102.43, 15.28, 49.23, 56.28, tool_torque, 0.21, 0.348, -0.055, tool_momentum, 0.205, 0.358, -0.054, robot_mode, normal, 
22/03/2022 14:59:44:518, robot_pos_w_timestamp, 1647957502881, 461.76, 176.96, 321.17, 2.3, -0.01, 3.08, tool_force, -1.23, 2.0, 5.57, actual_rep, 1, curr_step, 55, track_size, 95, robot_vel, 48.8, joints_pos, 36.96, 27.61, -20.71, -102.77, 15.12, 49.06, 57.26, tool_torque, 0.251, 0.281, -0.023, tool_momentum, 0.256, 0.294, -0.023, robot_mode, normal, 
22/03/2022 14:59:44:620, robot_pos_w_timestamp, 1647957503031, 458.22, 182.74, 320.47, 2.29, -0.01, 3.07, tool_force, -1.36, 1.92, 5.59, actual_rep, 1, curr_step, 58, track_size, 95, robot_vel, 45.97, joints_pos, 37.78, 27.44, -20.7, -103.19, 15.13, 48.38, 58.38, tool_torque, 0.285, 0.25, -0.023, tool_momentum, 0.288, 0.243, -0.022, robot_mode, normal, 
22/03/2022 14:59:44:819, robot_pos_w_timestamp, 1647957503183, 456.02, 188.48, 318.64, 2.29, 0.0, 3.07, tool_force, -1.22, 2.14, 5.51, actual_rep, 1, curr_step, 60, track_size, 95, robot_vel, 41.9, joints_pos, 38.58, 27.59, -20.71, -103.31, 14.87, 47.87, 59.59, tool_torque, 0.271, 0.385, -0.05, tool_momentum, 0.259, 0.39, -0.051, robot_mode, normal, 
22/03/2022 14:59:44:921, robot_pos_w_timestamp, 1647957503331, 454.75, 194.32, 316.72, 2.28, 0.0, 3.07, tool_force, -0.64, 1.06, 5.54, actual_rep, 1, curr_step, 63, track_size, 95, robot_vel, 39.69, joints_pos, 39.34, 27.87, -20.72, -103.24, 14.6, 47.46, 60.71, tool_torque, 0.16, 0.322, -0.056, tool_momentum, 0.15, 0.335, -0.056, robot_mode, normal, 
22/03/2022 14:59:45:124, robot_pos_w_timestamp, 1647957503482, 454.59, 199.11, 315.88, 2.27, 0.01, 3.07, tool_force, -0.75, 0.8, 5.57, actual_rep, 1, curr_step, 66, track_size, 95, robot_vel, 32.81, joints_pos, 40.0, 28.14, -20.84, -103.01, 14.36, 47.27, 62.14, tool_torque, 0.109, 0.4, -0.097, tool_momentum, 0.103, 0.407, -0.097, robot_mode, normal, 
22/03/2022 14:59:45:225, robot_pos_w_timestamp, 1647957503633, 455.12, 199.13, 315.7, 2.27, 0.01, 3.07, tool_force, -0.46, 0.74, 5.61, actual_rep, 1, curr_step, 68, track_size, 95, robot_vel, 11.47, joints_pos, 40.24, 28.24, -21.12, -102.94, 14.28, 47.26, 62.36, tool_torque, 0.066, 0.143, 0.078, tool_momentum, 0.056, 0.143, 0.08, robot_mode, normal, 
22/03/2022 14:59:45:427, robot_pos_w_timestamp, 1647957503782, 454.82, 199.6, 315.74, 2.27, 0.01, 3.07, tool_force, -0.17, 1.43, 5.51, actual_rep, 1, curr_step, 71, track_size, 95, robot_vel, 5.03, joints_pos, 40.23, 28.22, -21.07, -102.96, 14.39, 47.25, 62.29, tool_torque, 0.314, -0.046, 0.198, tool_momentum, 0.321, -0.045, 0.197, robot_mode, normal, 
22/03/2022 14:59:45:526, robot_pos_w_timestamp, 1647957503933, 454.92, 199.66, 315.84, 2.27, 0.01, 3.07, tool_force, -0.17, 1.1, 5.81, actual_rep, 1, curr_step, 74, track_size, 95, robot_vel, 0.46, joints_pos, 40.23, 28.22, -21.06, -102.94, 14.37, 47.26, 62.3, tool_torque, 0.181, -0.047, 0.154, tool_momentum, 0.179, -0.049, 0.154, robot_mode, normal, 
22/03/2022 14:59:45:728, robot_pos_w_timestamp, 1647957504082, 454.9, 199.7, 315.78, 2.27, 0.01, 3.07, tool_force, -0.03, 0.97, 5.5, actual_rep, 1, curr_step, 77, track_size, 95, robot_vel, 0.78, joints_pos, 40.23, 28.22, -21.06, -102.94, 14.36, 47.26, 62.31, tool_torque, 0.218, -0.05, 0.155, tool_momentum, 0.217, -0.052, 0.155, robot_mode, normal, 
22/03/2022 14:59:45:827, robot_pos_w_timestamp, 1647957504233, 454.95, 199.74, 315.74, 2.27, 0.01, 3.07, tool_force, 0.05, 0.8, 5.41, actual_rep, 1, curr_step, 79, track_size, 95, robot_vel, 0.43, joints_pos, 40.23, 28.23, -21.05, -102.93, 14.36, 47.26, 62.31, tool_torque, 0.201, -0.052, 0.15, tool_momentum, 0.201, -0.052, 0.15, robot_mode, normal, 
22/03/2022 14:59:46:020, robot_pos_w_timestamp, 1647957504383, 454.97, 199.75, 315.73, 2.27, 0.01, 3.07, tool_force, -0.01, 0.82, 5.44, actual_rep, 1, curr_step, 82, track_size, 95, robot_vel, 0.16, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.36, 47.26, 62.31, tool_torque, 0.207, -0.042, 0.151, tool_momentum, 0.208, -0.043, 0.151, robot_mode, normal, 
22/03/2022 14:59:46:129, robot_pos_w_timestamp, 1647957504534, 454.97, 199.75, 315.73, 2.27, 0.01, 3.07, tool_force, 0.0, 0.9, 5.5, actual_rep, 1, curr_step, 85, track_size, 95, robot_vel, 0.01, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.36, 47.26, 62.31, tool_torque, 0.214, -0.053, 0.154, tool_momentum, 0.214, -0.052, 0.154, robot_mode, normal, 
