30/03/2022 11:53:52: File Created!
30/03/2022 11:53:52:746, robot_pos_w_timestamp, 1648633947132, 568.93, 342.5, 194.07, 2.29, 0.02, 3.07, tool_force, 0.75, -0.21, 5.73, actual_rep, 1, curr_step, 1, track_size, 67, robot_vel, 0.08, joints_pos, 55.3, 65.77, -45.48, -70.06, 48.78, 58.54, 54.18, tool_torque, -0.176, -0.468, 0.183, tool_momentum, -0.175, -0.465, 0.183, robot_mode, normal, 
30/03/2022 11:54:02:217, robot_pos_w_timestamp, 1648633956591, 566.41, 152.31, 299.23, 2.04, 0.04, 3.09, tool_force, -0.8, 2.1, 5.89, actual_rep, 1, curr_step, 25, track_size, 67, robot_vel, 44.93, joints_pos, 45.36, 47.67, -46.49, -86.0, 37.32, 58.87, 53.77, tool_torque, -0.032, -0.281, 0.179, tool_momentum, -0.031, -0.274, 0.176, robot_mode, normal, 
30/03/2022 11:54:02:366, robot_pos_w_timestamp, 1648633956741, 563.15, 153.34, 304.85, 2.04, 0.03, 3.09, tool_force, -0.8, 2.43, 6.03, actual_rep, 1, curr_step, 25, track_size, 67, robot_vel, 46.97, joints_pos, 45.56, 46.8, -46.43, -86.33, 36.93, 59.4, 53.79, tool_torque, 0.0080, -0.276, 0.213, tool_momentum, 0.0040, -0.28, 0.211, robot_mode, normal, 
30/03/2022 11:54:02:515, robot_pos_w_timestamp, 1648633956894, 559.44, 154.49, 310.68, 2.05, 0.02, 3.09, tool_force, -0.71, 2.73, 6.2, actual_rep, 1, curr_step, 26, track_size, 67, robot_vel, 47.69, joints_pos, 45.89, 45.86, -46.42, -86.79, 36.57, 59.76, 53.82, tool_torque, 0.03, -0.289, 0.212, tool_momentum, 0.028, -0.298, 0.212, robot_mode, normal, 
30/03/2022 11:54:02:664, robot_pos_w_timestamp, 1648633957042, 555.9, 155.93, 316.27, 2.05, 0.02, 3.08, tool_force, -1.09, 2.47, 6.41, actual_rep, 1, curr_step, 26, track_size, 67, robot_vel, 43.73, joints_pos, 46.24, 44.89, -46.41, -87.32, 36.39, 59.86, 53.93, tool_torque, 0.023, -0.141, 0.148, tool_momentum, 0.029, -0.14, 0.15, robot_mode, normal, 
30/03/2022 11:54:02:815, robot_pos_w_timestamp, 1648633957192, 552.02, 157.69, 321.96, 2.05, 0.01, 3.08, tool_force, -1.03, 2.9, 7.39, actual_rep, 1, curr_step, 27, track_size, 67, robot_vel, 46.08, joints_pos, 46.64, 43.95, -46.4, -87.79, 36.09, 60.13, 54.01, tool_torque, 0.106, -0.269, 0.202, tool_momentum, 0.107, -0.274, 0.202, robot_mode, normal, 
30/03/2022 11:54:02:976, robot_pos_w_timestamp, 1648633957350, 548.2, 160.32, 327.41, 2.06, 0.0, 3.08, tool_force, -0.3, 2.69, 6.78, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 43.29, joints_pos, 47.07, 43.05, -46.34, -88.17, 35.72, 60.43, 54.11, tool_torque, 0.146, -0.228, 0.14, tool_momentum, 0.159, -0.229, 0.138, robot_mode, impedance, 
30/03/2022 11:54:03:116, robot_pos_w_timestamp, 1648633957492, 544.91, 164.49, 330.3, 2.07, -0.01, 3.08, tool_force, 0.11, 3.71, 8.45, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 46.62, joints_pos, 47.44, 42.46, -46.09, -88.4, 35.53, 60.69, 54.23, tool_torque, 0.245, -0.22, 0.109, tool_momentum, 0.243, -0.213, 0.109, robot_mode, impedance, 
30/03/2022 11:54:03:270, robot_pos_w_timestamp, 1648633957642, 542.34, 167.98, 333.23, 2.07, -0.01, 3.08, tool_force, 2.03, 2.4, 7.64, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 22.48, joints_pos, 47.81, 42.01, -45.97, -88.51, 35.2, 61.0, 54.56, tool_torque, 0.206, -0.232, -0.018, tool_momentum, 0.206, -0.232, -0.019, robot_mode, impedance, 
30/03/2022 11:54:03:419, robot_pos_w_timestamp, 1648633957792, 540.31, 170.21, 331.57, 2.07, -0.01, 3.09, tool_force, 4.1, 1.45, 9.96, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 25.98, joints_pos, 47.99, 41.99, -45.76, -88.72, 35.11, 60.98, 54.63, tool_torque, 0.558, 0.0060, -0.341, tool_momentum, 0.557, 0.0040, -0.345, robot_mode, impedance, 
30/03/2022 11:54:03:567, robot_pos_w_timestamp, 1648633957941, 537.32, 174.95, 329.32, 2.08, -0.02, 3.09, tool_force, 8.72, -0.91, 11.32, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 41.23, joints_pos, 48.37, 41.97, -45.44, -88.97, 35.11, 60.93, 54.87, tool_torque, 0.714, 0.089, -0.747, tool_momentum, 0.716, 0.096, -0.747, robot_mode, impedance, 
30/03/2022 11:54:03:718, robot_pos_w_timestamp, 1648633958091, 534.01, 178.84, 328.36, 2.08, -0.02, 3.09, tool_force, 11.57, -2.76, 11.11, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 35.47, joints_pos, 48.97, 41.84, -45.44, -89.36, 34.97, 60.76, 55.19, tool_torque, 0.829, 0.185, -1.018, tool_momentum, 0.827, 0.188, -1.018, robot_mode, impedance, 
30/03/2022 11:54:03:868, robot_pos_w_timestamp, 1648633958240, 529.7, 181.11, 328.24, 2.08, -0.01, 3.09, tool_force, 11.22, -4.81, 11.69, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 31.56, joints_pos, 49.65, 41.48, -45.59, -90.04, 34.81, 60.41, 55.51, tool_torque, 0.82, 0.382, -1.078, tool_momentum, 0.824, 0.382, -1.078, robot_mode, impedance, 
30/03/2022 11:54:04:021, robot_pos_w_timestamp, 1648633958389, 525.58, 179.58, 328.19, 2.08, -0.01, 3.09, tool_force, 10.4, -5.63, 11.72, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 26.91, joints_pos, 50.12, 41.02, -45.88, -90.96, 34.65, 59.93, 55.53, tool_torque, 0.898, 0.362, -0.926, tool_momentum, 0.901, 0.365, -0.926, robot_mode, impedance, 
30/03/2022 11:54:04:170, robot_pos_w_timestamp, 1648633958539, 522.82, 178.48, 328.84, 2.08, -0.01, 3.09, tool_force, 10.04, -5.56, 9.91, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 18.09, joints_pos, 50.35, 40.58, -45.95, -91.56, 34.55, 59.58, 55.48, tool_torque, 0.825, 0.342, -0.785, tool_momentum, 0.828, 0.345, -0.785, robot_mode, impedance, 
30/03/2022 11:54:04:328, robot_pos_w_timestamp, 1648633958688, 522.41, 176.36, 330.55, 2.07, -0.01, 3.08, tool_force, 7.42, -4.72, 7.87, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 24.4, joints_pos, 50.36, 40.28, -46.11, -91.79, 34.42, 59.37, 55.47, tool_torque, 0.617, 0.138, -0.493, tool_momentum, 0.596, 0.132, -0.493, robot_mode, impedance, 
30/03/2022 11:54:04:473, robot_pos_w_timestamp, 1648633958837, 524.02, 172.34, 332.75, 2.07, 0.0, 3.08, tool_force, 5.35, -4.23, 5.2, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 31.45, joints_pos, 50.18, 40.17, -46.45, -91.75, 34.37, 59.33, 55.33, tool_torque, 0.28, -0.258, -0.072, tool_momentum, 0.271, -0.263, -0.068, robot_mode, impedance, 
30/03/2022 11:54:04:628, robot_pos_w_timestamp, 1648633958986, 526.17, 169.21, 334.32, 2.07, 0.0, 3.08, tool_force, 3.81, -3.77, 3.71, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 25.56, joints_pos, 49.83, 40.17, -46.56, -91.54, 34.4, 59.42, 55.11, tool_torque, -0.091, -0.482, 0.147, tool_momentum, -0.1, -0.469, 0.146, robot_mode, impedance, 
30/03/2022 11:54:04:775, robot_pos_w_timestamp, 1648633959135, 528.58, 167.07, 335.73, 2.07, 0.0, 3.08, tool_force, 2.84, -3.22, 1.86, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 23.74, joints_pos, 49.44, 40.21, -46.56, -91.22, 34.49, 59.59, 54.9, tool_torque, -0.311, -0.506, 0.257, tool_momentum, -0.314, -0.505, 0.258, robot_mode, impedance, 
30/03/2022 11:54:04:927, robot_pos_w_timestamp, 1648633959286, 530.8, 165.91, 336.81, 2.07, 0.0, 3.07, tool_force, 2.5, -2.37, 1.22, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 14.4, joints_pos, 49.11, 40.31, -46.51, -90.84, 34.54, 59.84, 54.79, tool_torque, -0.396, -0.596, 0.336, tool_momentum, -0.402, -0.58, 0.334, robot_mode, impedance, 
30/03/2022 11:54:05:074, robot_pos_w_timestamp, 1648633959432, 532.57, 165.74, 336.8, 2.07, 0.0, 3.07, tool_force, 1.82, -1.68, 1.77, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 12.26, joints_pos, 48.89, 40.49, -46.44, -90.51, 34.58, 59.97, 54.78, tool_torque, -0.36, -0.578, 0.356, tool_momentum, -0.358, -0.584, 0.357, robot_mode, impedance, 
30/03/2022 11:54:05:233, robot_pos_w_timestamp, 1648633959584, 534.44, 165.74, 336.34, 2.07, 0.0, 3.08, tool_force, 1.38, -0.78, 2.44, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 13.08, joints_pos, 48.72, 40.76, -46.44, -90.17, 34.7, 60.09, 54.78, tool_torque, -0.338, -0.614, 0.432, tool_momentum, -0.334, -0.618, 0.434, robot_mode, impedance, 
30/03/2022 11:54:05:377, robot_pos_w_timestamp, 1648633959732, 535.41, 167.12, 337.23, 2.07, -0.01, 3.08, tool_force, -0.04, 1.14, 4.66, actual_rep, 1, curr_step, 29, track_size, 67, robot_vel, 15.32, joints_pos, 48.66, 40.9, -46.43, -89.76, 34.9, 60.7, 54.82, tool_torque, -0.127, -0.526, 0.428, tool_momentum, -0.123, -0.531, 0.428, robot_mode, impedance, 
30/03/2022 11:54:05:529, robot_pos_w_timestamp, 1648633959882, 534.37, 171.77, 342.37, 2.07, -0.02, 3.08, tool_force, -0.45, 0.59, 5.64, actual_rep, 1, curr_step, 30, track_size, 67, robot_vel, 46.83, joints_pos, 48.94, 40.45, -46.36, -89.45, 34.95, 61.44, 55.03, tool_torque, -0.159, -0.347, 0.201, tool_momentum, -0.163, -0.365, 0.204, robot_mode, impedance, 
30/03/2022 11:54:05:679, robot_pos_w_timestamp, 1648633960032, 531.0, 177.06, 346.59, 2.08, -0.03, 3.07, tool_force, -0.06, 1.33, 5.32, actual_rep, 1, curr_step, 31, track_size, 67, robot_vel, 50.61, joints_pos, 49.41, 39.68, -46.1, -89.73, 34.96, 61.48, 55.18, tool_torque, 0.032, -0.335, 0.122, tool_momentum, 0.034, -0.332, 0.122, robot_mode, impedance, 
30/03/2022 11:54:05:834, robot_pos_w_timestamp, 1648633960183, 528.07, 178.75, 347.77, 2.09, -0.03, 3.07, tool_force, -0.86, 1.71, 5.92, actual_rep, 1, curr_step, 31, track_size, 67, robot_vel, 35.76, joints_pos, 49.71, 39.26, -45.99, -90.05, 34.77, 61.54, 54.86, tool_torque, 0.076, -0.318, 0.402, tool_momentum, 0.078, -0.336, 0.402, robot_mode, impedance, 
30/03/2022 11:54:06:074, robot_pos_w_timestamp, 1648633960338, 524.75, 182.7, 351.37, 2.1, -0.04, 3.07, tool_force, 0.39, 2.02, 6.01, actual_rep, 1, curr_step, 32, track_size, 67, robot_vel, 34.58, joints_pos, 50.1, 38.71, -45.86, -90.17, 34.54, 61.99, 54.88, tool_torque, 0.051, -0.402, 0.298, tool_momentum, 0.053, -0.407, 0.297, robot_mode, normal, 
