30/03/2022 16:16:04: File Created!
30/03/2022 16:16:04:569, robot_pos_w_timestamp, 1648649679267, 550.55, 317.38, 236.86, 2.34, 0.03, 3.05, tool_force, 0.04, -0.5, 0.05, actual_rep, 1, curr_step, 1, track_size, 96, robot_vel, 0.0, joints_pos, 62.73, 65.38, -59.53, -77.62, 60.27, 63.9, 42.99, tool_torque, 0.036, -0.417, 0.151, tool_momentum, 0.035, -0.417, 0.151, robot_mode, normal, 
30/03/2022 16:16:14:207, robot_pos_w_timestamp, 1648649688686, 591.16, 208.82, 251.18, 2.28, 0.08, 3.07, tool_force, -13.6, 7.57, 7.82, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 6.43, joints_pos, 55.06, 65.81, -63.89, -79.34, 60.59, 65.25, 35.1, tool_torque, -0.0080, 0.331, -0.683, tool_momentum, -0.0080, 0.334, -0.683, robot_mode, impedance, 
30/03/2022 16:16:14:265, robot_pos_w_timestamp, 1648649688835, 590.77, 208.8, 251.22, 2.28, 0.08, 3.07, tool_force, -14.54, 8.19, 8.27, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.41, joints_pos, 55.13, 65.79, -63.92, -79.43, 60.59, 65.18, 35.09, tool_torque, 0.046, 0.366, -0.68, tool_momentum, 0.046, 0.364, -0.68, robot_mode, impedance, 
30/03/2022 16:16:14:503, robot_pos_w_timestamp, 1648649688983, 590.8, 208.72, 251.24, 2.28, 0.08, 3.07, tool_force, -14.55, 8.07, 8.41, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.33, joints_pos, 55.13, 65.79, -63.92, -79.43, 60.59, 65.18, 35.08, tool_torque, 0.0040, 0.303, -0.669, tool_momentum, 0.0040, 0.302, -0.668, robot_mode, impedance, 
30/03/2022 16:16:14:537, robot_pos_w_timestamp, 1648649689132, 590.78, 208.74, 251.24, 2.28, 0.08, 3.07, tool_force, -14.29, 8.0, 8.25, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.34, joints_pos, 55.13, 65.79, -63.92, -79.43, 60.59, 65.18, 35.08, tool_torque, -0.0020, 0.305, -0.672, tool_momentum, -0.0030, 0.306, -0.672, robot_mode, impedance, 
30/03/2022 16:16:14:826, robot_pos_w_timestamp, 1648649689429, 590.74, 208.83, 251.33, 2.28, 0.08, 3.07, tool_force, -14.58, 8.13, 8.32, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.6, joints_pos, 55.13, 65.78, -63.92, -79.43, 60.59, 65.19, 35.08, tool_torque, -0.017, 0.289, -0.681, tool_momentum, -0.016, 0.287, -0.681, robot_mode, impedance, 
30/03/2022 16:16:15:080, robot_pos_w_timestamp, 1648649689580, 590.69, 208.84, 251.36, 2.28, 0.08, 3.07, tool_force, -14.63, 8.2, 8.43, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.64, joints_pos, 55.14, 65.77, -63.92, -79.44, 60.59, 65.2, 35.08, tool_torque, -0.012, 0.281, -0.675, tool_momentum, -0.012, 0.28, -0.675, robot_mode, impedance, 
30/03/2022 16:16:15:227, robot_pos_w_timestamp, 1648649689730, 590.6, 208.84, 251.38, 2.28, 0.08, 3.07, tool_force, -14.89, 8.36, 8.58, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.45, joints_pos, 55.15, 65.76, -63.92, -79.46, 60.59, 65.2, 35.08, tool_torque, 0.0040, 0.309, -0.672, tool_momentum, 0.0050, 0.309, -0.672, robot_mode, impedance, 
30/03/2022 16:16:15:349, robot_pos_w_timestamp, 1648649689878, 590.55, 208.85, 251.38, 2.28, 0.08, 3.07, tool_force, -14.91, 8.34, 8.52, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.43, joints_pos, 55.15, 65.76, -63.92, -79.47, 60.59, 65.2, 35.08, tool_torque, 0.0060, 0.313, -0.668, tool_momentum, 0.0060, 0.312, -0.668, robot_mode, impedance, 
30/03/2022 16:16:15:528, robot_pos_w_timestamp, 1648649690027, 590.47, 208.88, 251.42, 2.28, 0.08, 3.07, tool_force, -14.94, 8.38, 8.54, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.73, joints_pos, 55.16, 65.75, -63.92, -79.48, 60.59, 65.2, 35.08, tool_torque, 0.0020, 0.303, -0.669, tool_momentum, 0.0030, 0.304, -0.669, robot_mode, impedance, 
30/03/2022 16:16:15:630, robot_pos_w_timestamp, 1648649690176, 590.38, 208.91, 251.47, 2.28, 0.08, 3.07, tool_force, -15.03, 8.45, 8.67, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.02, joints_pos, 55.18, 65.74, -63.92, -79.49, 60.58, 65.2, 35.08, tool_torque, -0.0020, 0.315, -0.677, tool_momentum, -0.0030, 0.319, -0.677, robot_mode, impedance, 
30/03/2022 16:16:15:833, robot_pos_w_timestamp, 1648649690325, 590.24, 208.94, 251.53, 2.28, 0.08, 3.07, tool_force, -15.07, 8.43, 8.49, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.83, joints_pos, 55.19, 65.72, -63.92, -79.52, 60.57, 65.2, 35.08, tool_torque, 0.0020, 0.323, -0.679, tool_momentum, 0.0030, 0.32, -0.679, robot_mode, impedance, 
30/03/2022 16:16:15:935, robot_pos_w_timestamp, 1648649690475, 590.11, 209.01, 251.57, 2.28, 0.08, 3.07, tool_force, -15.09, 8.53, 8.58, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.04, joints_pos, 55.21, 65.71, -63.92, -79.54, 60.56, 65.2, 35.08, tool_torque, 0.016, 0.328, -0.683, tool_momentum, 0.015, 0.328, -0.683, robot_mode, impedance, 
30/03/2022 16:16:16:136, robot_pos_w_timestamp, 1648649690623, 589.95, 209.04, 251.61, 2.28, 0.08, 3.07, tool_force, -15.22, 8.54, 8.6, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.17, joints_pos, 55.23, 65.69, -63.92, -79.56, 60.55, 65.2, 35.08, tool_torque, 0.015, 0.335, -0.684, tool_momentum, 0.016, 0.334, -0.684, robot_mode, impedance, 
30/03/2022 16:16:16:316, robot_pos_w_timestamp, 1648649690776, 589.85, 209.09, 251.65, 2.28, 0.08, 3.07, tool_force, -15.36, 8.72, 8.63, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.74, joints_pos, 55.24, 65.68, -63.92, -79.58, 60.55, 65.2, 35.07, tool_torque, 0.018, 0.346, -0.69, tool_momentum, 0.017, 0.346, -0.69, robot_mode, impedance, 
30/03/2022 16:16:16:620, robot_pos_w_timestamp, 1648649691074, 589.78, 209.21, 251.69, 2.29, 0.08, 3.07, tool_force, -15.46, 8.77, 8.7, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.79, joints_pos, 55.26, 65.68, -63.92, -79.59, 60.55, 65.19, 35.07, tool_torque, 0.016, 0.363, -0.708, tool_momentum, 0.017, 0.363, -0.708, robot_mode, impedance, 
30/03/2022 16:16:16:706, robot_pos_w_timestamp, 1648649691224, 589.68, 209.25, 251.73, 2.29, 0.08, 3.07, tool_force, -15.5, 8.85, 8.75, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.01, joints_pos, 55.27, 65.66, -63.92, -79.6, 60.54, 65.19, 35.07, tool_torque, 0.025, 0.359, -0.704, tool_momentum, 0.024, 0.358, -0.703, robot_mode, impedance, 
30/03/2022 16:16:16:921, robot_pos_w_timestamp, 1648649691374, 589.54, 209.27, 251.75, 2.29, 0.08, 3.07, tool_force, -15.55, 8.81, 8.77, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 1.11, joints_pos, 55.29, 65.65, -63.92, -79.63, 60.53, 65.19, 35.07, tool_torque, 0.022, 0.36, -0.706, tool_momentum, 0.023, 0.36, -0.706, robot_mode, impedance, 
30/03/2022 16:16:16:979, robot_pos_w_timestamp, 1648649691523, 589.4, 209.29, 251.8, 2.29, 0.08, 3.07, tool_force, -15.63, 8.9, 8.71, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.7, joints_pos, 55.3, 65.64, -63.92, -79.65, 60.53, 65.19, 35.07, tool_torque, 0.032, 0.367, -0.704, tool_momentum, 0.032, 0.366, -0.704, robot_mode, impedance, 
30/03/2022 16:16:17:219, robot_pos_w_timestamp, 1648649691674, 589.3, 209.36, 251.82, 2.29, 0.08, 3.07, tool_force, -15.46, 8.74, 8.6, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 0.88, joints_pos, 55.32, 65.63, -63.92, -79.66, 60.52, 65.19, 35.07, tool_torque, 0.016, 0.36, -0.708, tool_momentum, 0.016, 0.361, -0.708, robot_mode, impedance, 
30/03/2022 16:16:17:249, robot_pos_w_timestamp, 1648649691823, 588.9, 209.47, 251.85, 2.29, 0.08, 3.07, tool_force, -14.87, 8.38, 8.46, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 3.2, joints_pos, 55.37, 65.6, -63.92, -79.73, 60.52, 65.19, 35.07, tool_torque, 0.016, 0.337, -0.686, tool_momentum, 0.015, 0.338, -0.686, robot_mode, impedance, 
30/03/2022 16:16:17:519, robot_pos_w_timestamp, 1648649691975, 588.14, 209.72, 251.9, 2.29, 0.08, 3.07, tool_force, -14.2, 8.01, 8.08, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 5.16, joints_pos, 55.47, 65.55, -63.93, -79.87, 60.51, 65.17, 35.07, tool_torque, 0.052, 0.353, -0.646, tool_momentum, 0.052, 0.351, -0.646, robot_mode, impedance, 
30/03/2022 16:16:17:652, robot_pos_w_timestamp, 1648649692123, 587.19, 210.08, 251.99, 2.28, 0.08, 3.07, tool_force, -13.0, 7.4, 7.45, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 7.36, joints_pos, 55.63, 65.5, -63.97, -80.04, 60.5, 65.15, 35.1, tool_torque, 0.054, 0.311, -0.634, tool_momentum, 0.054, 0.31, -0.633, robot_mode, impedance, 
30/03/2022 16:16:17:793, robot_pos_w_timestamp, 1648649692280, 585.74, 210.83, 252.09, 2.28, 0.08, 3.07, tool_force, -11.55, 6.42, 6.71, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 10.84, joints_pos, 55.86, 65.42, -64.01, -80.28, 60.5, 65.07, 35.13, tool_torque, 0.039, 0.251, -0.589, tool_momentum, 0.037, 0.256, -0.589, robot_mode, impedance, 
30/03/2022 16:16:17:953, robot_pos_w_timestamp, 1648649692428, 583.79, 211.5, 252.2, 2.28, 0.08, 3.07, tool_force, -9.33, 5.53, 5.57, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 13.41, joints_pos, 56.17, 65.33, -64.1, -80.63, 60.5, 64.99, 35.18, tool_torque, 0.042, 0.198, -0.511, tool_momentum, 0.039, 0.206, -0.511, robot_mode, impedance, 
30/03/2022 16:16:18:061, robot_pos_w_timestamp, 1648649692579, 581.8, 212.27, 252.36, 2.28, 0.08, 3.07, tool_force, -8.65, 5.11, 5.34, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 11.61, joints_pos, 56.5, 65.22, -64.17, -81.0, 60.5, 64.81, 35.22, tool_torque, 0.064, 0.131, -0.449, tool_momentum, 0.051, 0.131, -0.449, robot_mode, impedance, 
30/03/2022 16:16:18:261, robot_pos_w_timestamp, 1648649692729, 579.91, 212.89, 252.44, 2.28, 0.08, 3.07, tool_force, -7.45, 4.24, 4.44, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 10.83, joints_pos, 56.8, 65.12, -64.24, -81.36, 60.51, 64.67, 35.24, tool_torque, 0.058, 0.11, -0.388, tool_momentum, 0.066, 0.115, -0.388, robot_mode, impedance, 
30/03/2022 16:16:18:365, robot_pos_w_timestamp, 1648649692878, 578.27, 213.32, 252.58, 2.28, 0.08, 3.07, tool_force, -6.63, 3.6, 3.99, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 11.36, joints_pos, 57.05, 65.03, -64.31, -81.65, 60.51, 64.6, 35.27, tool_torque, 0.081, 0.079, -0.297, tool_momentum, 0.08, 0.072, -0.296, robot_mode, impedance, 
30/03/2022 16:16:18:566, robot_pos_w_timestamp, 1648649693028, 576.78, 213.83, 252.67, 2.28, 0.08, 3.07, tool_force, -5.17, 2.91, 3.11, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 10.21, joints_pos, 57.29, 64.94, -64.35, -81.93, 60.51, 64.48, 35.3, tool_torque, 0.101, -0.017, -0.229, tool_momentum, 0.103, -0.013, -0.229, robot_mode, impedance, 
30/03/2022 16:16:18:666, robot_pos_w_timestamp, 1648649693178, 575.39, 214.26, 252.84, 2.28, 0.08, 3.07, tool_force, -4.49, 2.54, 2.62, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 9.18, joints_pos, 57.51, 64.86, -64.41, -82.19, 60.51, 64.4, 35.33, tool_torque, 0.121, -0.036, -0.17, tool_momentum, 0.122, -0.036, -0.17, robot_mode, impedance, 
30/03/2022 16:16:18:871, robot_pos_w_timestamp, 1648649693330, 574.18, 214.72, 252.88, 2.28, 0.09, 3.07, tool_force, -3.89, 2.28, 2.15, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 7.84, joints_pos, 57.71, 64.81, -64.46, -82.4, 60.51, 64.31, 35.35, tool_torque, 0.127, -0.0030, -0.144, tool_momentum, 0.133, 0.0, -0.143, robot_mode, impedance, 
30/03/2022 16:16:19:036, robot_pos_w_timestamp, 1648649693481, 573.31, 215.03, 252.98, 2.28, 0.09, 3.07, tool_force, -2.99, 1.93, 1.85, actual_rep, 1, curr_step, 11, track_size, 96, robot_vel, 5.06, joints_pos, 57.85, 64.76, -64.49, -82.56, 60.5, 64.26, 35.37, tool_torque, 0.145, -0.099, -0.096, tool_momentum, 0.14, -0.099, -0.096, robot_mode, impedance, 
30/03/2022 16:16:19:142, robot_pos_w_timestamp, 1648649693630, 572.41, 215.27, 253.07, 2.28, 0.09, 3.07, tool_force, -2.05, 1.31, 1.27, actual_rep, 1, curr_step, 12, track_size, 96, robot_vel, 5.83, joints_pos, 57.98, 64.71, -64.53, -82.71, 60.48, 64.23, 35.4, tool_torque, 0.149, -0.16, -0.047, tool_momentum, 0.147, -0.164, -0.046, robot_mode, impedance, 
30/03/2022 16:16:19:341, robot_pos_w_timestamp, 1648649693781, 571.55, 215.56, 253.12, 2.28, 0.09, 3.07, tool_force, -1.77, 1.09, 0.91, actual_rep, 1, curr_step, 12, track_size, 96, robot_vel, 6.92, joints_pos, 58.12, 64.66, -64.55, -82.86, 60.47, 64.17, 35.43, tool_torque, 0.149, -0.157, -0.029, tool_momentum, 0.146, -0.156, -0.029, robot_mode, impedance, 
30/03/2022 16:16:19:417, robot_pos_w_timestamp, 1648649693934, 570.82, 213.71, 253.53, 2.28, 0.09, 3.07, tool_force, -0.13, 0.61, 0.58, actual_rep, 1, curr_step, 12, track_size, 96, robot_vel, 20.67, joints_pos, 58.17, 64.61, -64.71, -83.13, 60.41, 64.14, 35.37, tool_torque, 0.171, -0.276, 0.13, tool_momentum, 0.172, -0.275, 0.133, robot_mode, impedance, 
30/03/2022 16:16:19:643, robot_pos_w_timestamp, 1648649694083, 569.76, 208.18, 254.44, 2.27, 0.09, 3.07, tool_force, 0.39, 0.64, 0.55, actual_rep, 1, curr_step, 12, track_size, 96, robot_vel, 35.43, joints_pos, 58.09, 64.46, -64.98, -83.71, 60.4, 64.15, 34.73, tool_torque, 0.295, -0.464, 0.322, tool_momentum, 0.305, -0.467, 0.324, robot_mode, impedance, 
30/03/2022 16:16:19:687, robot_pos_w_timestamp, 1648649694231, 569.06, 203.99, 255.16, 2.27, 0.09, 3.07, tool_force, 0.34, 0.26, 0.07, actual_rep, 1, curr_step, 13, track_size, 96, robot_vel, 19.14, joints_pos, 57.95, 64.27, -65.09, -84.14, 60.51, 64.12, 34.15, tool_torque, 0.318, -0.434, 0.363, tool_momentum, 0.318, -0.431, 0.363, robot_mode, impedance, 
30/03/2022 16:16:19:945, robot_pos_w_timestamp, 1648649694382, 568.85, 204.27, 255.04, 2.28, 0.09, 3.07, tool_force, 0.54, 0.48, 0.08, actual_rep, 1, curr_step, 13, track_size, 96, robot_vel, 3.68, joints_pos, 57.97, 64.21, -65.01, -84.19, 60.55, 64.03, 34.08, tool_torque, 0.35, -0.497, 0.285, tool_momentum, 0.349, -0.488, 0.285, robot_mode, impedance, 
30/03/2022 16:16:19:979, robot_pos_w_timestamp, 1648649694530, 568.81, 202.89, 255.29, 2.28, 0.09, 3.07, tool_force, 1.29, 0.74, 0.2, actual_rep, 1, curr_step, 13, track_size, 96, robot_vel, 23.88, joints_pos, 57.94, 64.22, -65.12, -84.3, 60.49, 64.02, 33.99, tool_torque, 0.338, -0.6, 0.341, tool_momentum, 0.335, -0.595, 0.341, robot_mode, impedance, 
30/03/2022 16:16:20:228, robot_pos_w_timestamp, 1648649694681, 568.5, 197.08, 256.07, 2.28, 0.09, 3.07, tool_force, 1.46, 0.17, 0.3, actual_rep, 1, curr_step, 13, track_size, 96, robot_vel, 37.84, joints_pos, 57.73, 64.12, -65.37, -84.72, 60.5, 64.07, 33.28, tool_torque, 0.238, -0.708, 0.368, tool_momentum, 0.233, -0.704, 0.368, robot_mode, impedance, 
30/03/2022 16:16:20:385, robot_pos_w_timestamp, 1648649694834, 568.31, 192.41, 256.8, 2.28, 0.09, 3.07, tool_force, 0.24, 0.17, 0.44, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 22.28, joints_pos, 57.44, 63.9, -65.39, -85.08, 60.65, 64.07, 32.58, tool_torque, 0.268, -0.526, 0.342, tool_momentum, 0.251, -0.523, 0.34, robot_mode, impedance, 
30/03/2022 16:16:20:507, robot_pos_w_timestamp, 1648649694985, 568.26, 192.65, 256.73, 2.28, 0.09, 3.07, tool_force, 1.28, 0.01, -0.29, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 3.72, joints_pos, 57.4, 63.81, -65.26, -85.1, 60.66, 64.0, 32.52, tool_torque, 0.313, -0.668, 0.288, tool_momentum, 0.312, -0.669, 0.288, robot_mode, impedance, 
30/03/2022 16:16:20:687, robot_pos_w_timestamp, 1648649695134, 568.25, 191.98, 256.91, 2.28, 0.09, 3.07, tool_force, 1.29, -0.02, -0.22, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 13.52, joints_pos, 57.39, 63.81, -65.31, -85.14, 60.58, 63.99, 32.51, tool_torque, 0.282, -0.682, 0.305, tool_momentum, 0.291, -0.693, 0.305, robot_mode, impedance, 
30/03/2022 16:16:20:786, robot_pos_w_timestamp, 1648649695288, 567.96, 186.36, 257.76, 2.28, 0.09, 3.08, tool_force, 0.99, -0.05, -0.07, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 41.09, joints_pos, 57.18, 63.74, -65.6, -85.53, 60.57, 64.05, 31.84, tool_torque, 0.203, -0.626, 0.355, tool_momentum, 0.211, -0.639, 0.356, robot_mode, impedance, 
30/03/2022 16:16:20:990, robot_pos_w_timestamp, 1648649695438, 567.96, 181.39, 258.62, 2.28, 0.09, 3.07, tool_force, 1.0, -0.13, -0.3, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 24.91, joints_pos, 56.82, 63.49, -65.58, -85.86, 60.74, 64.05, 31.09, tool_torque, 0.225, -0.654, 0.328, tool_momentum, 0.217, -0.646, 0.327, robot_mode, impedance, 
30/03/2022 16:16:21:088, robot_pos_w_timestamp, 1648649695590, 568.05, 181.3, 258.55, 2.28, 0.08, 3.07, tool_force, 1.1, 0.1, 0.01, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 3.05, joints_pos, 56.72, 63.36, -65.4, -85.87, 60.73, 63.97, 31.01, tool_torque, 0.346, -0.673, 0.313, tool_momentum, 0.345, -0.673, 0.313, robot_mode, impedance, 
30/03/2022 16:16:21:290, robot_pos_w_timestamp, 1648649695742, 567.99, 181.19, 258.55, 2.28, 0.09, 3.07, tool_force, 1.06, -0.34, -0.22, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 0.44, joints_pos, 56.72, 63.36, -65.4, -85.86, 60.63, 63.97, 31.01, tool_torque, 0.23, -0.632, 0.251, tool_momentum, 0.229, -0.635, 0.251, robot_mode, impedance, 
30/03/2022 16:16:21:390, robot_pos_w_timestamp, 1648649695893, 567.97, 181.25, 258.55, 2.28, 0.09, 3.07, tool_force, 0.86, -0.35, -0.17, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 0.05, joints_pos, 56.73, 63.36, -65.4, -85.86, 60.63, 63.97, 31.02, tool_torque, 0.206, -0.579, 0.208, tool_momentum, 0.207, -0.579, 0.208, robot_mode, impedance, 
30/03/2022 16:16:21:589, robot_pos_w_timestamp, 1648649696046, 567.98, 181.25, 258.54, 2.28, 0.09, 3.07, tool_force, 0.77, -0.26, -0.08, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 0.1, joints_pos, 56.73, 63.37, -65.4, -85.86, 60.63, 63.97, 31.02, tool_torque, 0.212, -0.567, 0.207, tool_momentum, 0.211, -0.566, 0.207, robot_mode, impedance, 
30/03/2022 16:16:21:767, robot_pos_w_timestamp, 1648649696197, 567.2, 182.4, 261.14, 2.28, 0.08, 3.07, tool_force, -1.02, 0.46, 1.41, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 32.66, joints_pos, 56.92, 63.18, -65.64, -85.86, 60.63, 64.44, 31.22, tool_torque, 0.082, -0.426, 0.04, tool_momentum, 0.072, -0.482, 0.041, robot_mode, impedance, 
30/03/2022 16:16:21:859, robot_pos_w_timestamp, 1648649696347, 563.22, 185.3, 267.31, 2.28, 0.08, 3.07, tool_force, -1.35, 0.38, 1.55, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 51.35, joints_pos, 57.99, 62.2, -66.17, -86.67, 60.26, 64.89, 31.76, tool_torque, -0.033, -0.222, -0.058, tool_momentum, -0.011, -0.28, -0.055, robot_mode, impedance, 
30/03/2022 16:16:22:069, robot_pos_w_timestamp, 1648649696497, 557.85, 188.17, 273.04, 2.27, 0.07, 3.07, tool_force, -0.4, 0.1, 1.11, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 58.6, joints_pos, 58.58, 61.66, -66.4, -87.17, 60.12, 65.0, 32.01, tool_torque, -0.046, -0.362, -0.063, tool_momentum, -0.045, -0.357, -0.063, robot_mode, impedance, 
30/03/2022 16:16:22:138, robot_pos_w_timestamp, 1648649696650, 552.46, 191.01, 278.78, 2.27, 0.07, 3.06, tool_force, -0.82, -0.02, 1.13, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 62.1, joints_pos, 59.48, 60.87, -66.79, -87.91, 59.8, 65.25, 32.49, tool_torque, -0.068, -0.329, -0.051, tool_momentum, -0.073, -0.331, -0.051, robot_mode, impedance, 
30/03/2022 16:16:22:370, robot_pos_w_timestamp, 1648649696799, 547.61, 193.88, 284.56, 2.26, 0.07, 3.06, tool_force, 0.02, -0.07, 0.52, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 55.33, joints_pos, 60.35, 60.15, -67.24, -88.52, 59.5, 65.59, 32.99, tool_torque, -0.141, -0.336, -0.075, tool_momentum, -0.149, -0.319, -0.076, robot_mode, impedance, 
30/03/2022 16:16:22:409, robot_pos_w_timestamp, 1648649696949, 542.94, 196.84, 290.16, 2.26, 0.06, 3.06, tool_force, -0.69, 0.32, 1.51, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 53.71, joints_pos, 61.21, 59.5, -67.71, -89.05, 59.2, 65.94, 33.56, tool_torque, -0.097, -0.274, -0.064, tool_momentum, -0.088, -0.263, -0.064, robot_mode, impedance, 
30/03/2022 16:16:22:670, robot_pos_w_timestamp, 1648649697098, 538.35, 199.96, 295.9, 2.25, 0.06, 3.06, tool_force, -1.2, 0.08, 1.24, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 53.34, joints_pos, 62.1, 58.85, -68.2, -89.54, 58.92, 66.34, 34.14, tool_torque, -0.143, -0.241, -0.083, tool_momentum, -0.144, -0.254, -0.083, robot_mode, impedance, 
30/03/2022 16:16:22:703, robot_pos_w_timestamp, 1648649697248, 533.71, 202.89, 301.61, 2.25, 0.05, 3.06, tool_force, -0.39, 0.25, 1.09, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 55.02, joints_pos, 62.97, 58.22, -68.7, -90.02, 58.63, 66.74, 34.73, tool_torque, -0.078, -0.414, -0.035, tool_momentum, -0.078, -0.398, -0.035, robot_mode, impedance, 
30/03/2022 16:16:22:949, robot_pos_w_timestamp, 1648649697398, 529.06, 205.96, 307.33, 2.25, 0.05, 3.06, tool_force, -1.26, 0.34, 0.94, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 54.2, joints_pos, 63.87, 57.57, -69.21, -90.48, 58.3, 67.15, 35.36, tool_torque, -0.085, -0.252, -0.05, tool_momentum, -0.086, -0.251, -0.05, robot_mode, impedance, 
30/03/2022 16:16:23:114, robot_pos_w_timestamp, 1648649697547, 524.5, 208.93, 313.1, 2.24, 0.05, 3.06, tool_force, -0.91, 0.41, 0.96, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 52.4, joints_pos, 64.75, 56.93, -69.71, -90.9, 57.99, 67.55, 35.98, tool_torque, -0.076, -0.338, -0.035, tool_momentum, -0.075, -0.375, -0.033, robot_mode, impedance, 
30/03/2022 16:16:23:218, robot_pos_w_timestamp, 1648649697697, 519.8, 211.93, 318.83, 2.24, 0.04, 3.05, tool_force, -1.64, 0.56, 1.61, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 53.88, joints_pos, 65.66, 56.27, -70.22, -91.35, 57.66, 67.92, 36.64, tool_torque, -0.062, -0.332, -0.046, tool_momentum, -0.062, -0.337, -0.046, robot_mode, impedance, 
30/03/2022 16:16:23:523, robot_pos_w_timestamp, 1648649697999, 510.46, 218.0, 330.28, 2.23, 0.03, 3.05, tool_force, -0.56, 0.8, 1.51, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 50.96, joints_pos, 67.46, 54.95, -71.2, -92.12, 56.92, 68.69, 38.02, tool_torque, -0.036, -0.368, -0.026, tool_momentum, -0.035, -0.351, -0.026, robot_mode, impedance, 
30/03/2022 16:16:23:725, robot_pos_w_timestamp, 1648649698152, 505.65, 221.02, 336.28, 2.22, 0.03, 3.05, tool_force, -1.61, 0.66, 1.26, actual_rep, 1, curr_step, 14, track_size, 96, robot_vel, 52.85, joints_pos, 68.39, 54.24, -71.71, -92.5, 56.48, 69.06, 38.77, tool_torque, -0.0080, -0.338, -0.017, tool_momentum, 0.0, -0.345, -0.017, robot_mode, impedance, 
