26/04/2022 13:39:04: File Created!
26/04/2022 13:39:04:693, robot_pos_w_timestamp, 1650976643244, 536.68, 303.04, 194.88, 2.29, 0.04, 3.08, tool_force, 0.75, -0.19, 0.5, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 10.39, joints_pos, 52.21, 57.29, -35.95, -81.06, -142.13, -49.71, -125.05, tool_torque, 0.5, -0.495, 0.454, tool_momentum, 0.499, -0.495, 0.454, robot_mode, rotation_overlay, 
26/04/2022 13:39:14:020, robot_pos_w_timestamp, 1650976652419, 583.57, 145.48, 202.56, 2.25, 0.06, 3.14, tool_force, 1.9, 0.25, 0.01, actual_rep, 1, curr_step, 25, track_size, 95, robot_vel, 41.51, joints_pos, 40.78, 57.55, -41.46, -83.31, -140.02, -52.63, -139.39, tool_torque, 0.64, -0.802, 0.513, tool_momentum, 0.646, -0.801, 0.513, robot_mode, normal, 
26/04/2022 13:39:14:198, robot_pos_w_timestamp, 1650976652568, 581.96, 139.77, 205.38, 2.25, 0.06, 3.14, tool_force, 1.38, 0.45, 0.54, actual_rep, 1, curr_step, 26, track_size, 95, robot_vel, 44.24, joints_pos, 40.29, 56.91, -41.45, -83.92, -140.15, -52.99, -140.14, tool_torque, 0.614, -0.79, 0.531, tool_momentum, 0.616, -0.788, 0.531, robot_mode, normal, 
26/04/2022 13:39:14:320, robot_pos_w_timestamp, 1650976652715, 579.69, 133.9, 208.63, 2.25, 0.05, -3.14, tool_force, 1.47, 0.39, 0.74, actual_rep, 1, curr_step, 27, track_size, 95, robot_vel, 50.74, joints_pos, 40.02, 56.35, -41.45, -84.49, -140.48, -53.08, -140.52, tool_torque, 0.66, -0.753, 0.521, tool_momentum, 0.661, -0.745, 0.518, robot_mode, normal, 
26/04/2022 13:39:14:516, robot_pos_w_timestamp, 1650976652865, 576.33, 128.26, 213.01, 2.25, 0.05, -3.13, tool_force, 1.96, 0.01, -0.08, actual_rep, 1, curr_step, 28, track_size, 95, robot_vel, 55.15, joints_pos, 39.72, 55.55, -41.49, -85.19, -140.95, -53.75, -141.37, tool_torque, 0.532, -0.721, 0.507, tool_momentum, 0.536, -0.711, 0.507, robot_mode, normal, 
26/04/2022 13:39:14:624, robot_pos_w_timestamp, 1650976653014, 572.47, 122.53, 218.5, 2.26, 0.04, -3.13, tool_force, 1.33, 1.09, 0.76, actual_rep, 1, curr_step, 29, track_size, 95, robot_vel, 61.05, joints_pos, 39.51, 54.54, -41.53, -86.11, -141.47, -53.99, -141.91, tool_torque, 0.721, -0.524, 0.49, tool_momentum, 0.723, -0.514, 0.49, robot_mode, normal, 
26/04/2022 13:39:14:777, robot_pos_w_timestamp, 1650976653166, 567.91, 118.19, 224.51, 2.26, 0.03, -3.13, tool_force, 1.13, 0.32, 0.0, actual_rep, 1, curr_step, 30, track_size, 95, robot_vel, 61.04, joints_pos, 39.38, 53.35, -41.51, -87.16, -141.85, -54.16, -142.71, tool_torque, 0.649, -0.63, 0.52, tool_momentum, 0.668, -0.632, 0.518, robot_mode, normal, 
26/04/2022 13:39:14:939, robot_pos_w_timestamp, 1650976653312, 563.94, 114.73, 230.84, 2.27, 0.03, -3.13, tool_force, 1.0, 1.21, -0.58, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 50.52, joints_pos, 39.36, 52.1, -41.48, -88.24, -142.2, -53.98, -143.33, tool_torque, 1.075, -0.361, 0.562, tool_momentum, 1.043, -0.34, 0.558, robot_mode, sine_overlay, 
26/04/2022 13:39:15:096, robot_pos_w_timestamp, 1650976653455, 560.77, 113.11, 233.4, 2.27, 0.03, -3.14, tool_force, 1.56, -0.17, -1.37, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 25.71, joints_pos, 39.29, 51.37, -41.23, -88.96, -142.39, -53.44, -143.63, tool_torque, 1.074, -0.598, 0.515, tool_momentum, 1.081, -0.611, 0.515, robot_mode, sine_overlay, 
26/04/2022 13:39:15:231, robot_pos_w_timestamp, 1650976653590, 560.55, 112.72, 233.22, 2.27, 0.03, -3.14, tool_force, 1.73, 0.66, 0.5, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 13.79, joints_pos, 39.29, 51.43, -41.33, -88.91, -142.37, -53.76, -143.64, tool_torque, 0.751, -0.467, 0.406, tool_momentum, 0.738, -0.436, 0.404, robot_mode, sine_overlay, 
26/04/2022 13:39:15:401, robot_pos_w_timestamp, 1650976653759, 561.16, 113.74, 237.62, 2.27, 0.02, -3.14, tool_force, 1.1, -0.99, -0.31, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 17.08, joints_pos, 39.39, 51.15, -41.6, -88.74, -142.02, -54.41, -143.82, tool_torque, 0.363, -0.396, 0.322, tool_momentum, 0.368, -0.395, 0.322, robot_mode, sine_overlay, 
26/04/2022 13:39:15:530, robot_pos_w_timestamp, 1650976653886, 561.19, 114.41, 239.95, 2.27, 0.02, -3.14, tool_force, 0.02, -0.23, 1.44, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 36.66, joints_pos, 39.54, 50.98, -41.78, -88.64, -142.17, -54.8, -143.69, tool_torque, 0.26, -0.177, 0.144, tool_momentum, 0.256, -0.168, 0.144, robot_mode, sine_overlay, 
26/04/2022 13:39:15:678, robot_pos_w_timestamp, 1650976654035, 558.06, 111.3, 241.65, 2.27, 0.02, -3.13, tool_force, -1.43, 1.16, 1.43, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 44.55, joints_pos, 39.6, 50.59, -41.97, -89.25, -142.54, -54.9, -143.77, tool_torque, 0.62, 0.093, 0.29, tool_momentum, 0.658, 0.087, 0.297, robot_mode, sine_overlay, 
26/04/2022 13:39:15:831, robot_pos_w_timestamp, 1650976654185, 552.08, 105.5, 243.21, 2.27, 0.02, -3.13, tool_force, -1.33, 1.7, 1.17, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 63.94, joints_pos, 39.66, 49.78, -42.24, -90.64, -142.55, -54.57, -144.53, tool_torque, 0.882, 0.291, 0.401, tool_momentum, 0.871, 0.302, 0.402, robot_mode, sine_overlay, 
26/04/2022 13:39:15:978, robot_pos_w_timestamp, 1650976654334, 544.31, 101.26, 247.85, 2.27, 0.02, -3.14, tool_force, -0.63, 0.17, -0.38, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 59.67, joints_pos, 39.95, 48.36, -42.37, -92.44, -142.81, -53.71, -145.13, tool_torque, 0.782, 0.172, 0.416, tool_momentum, 0.818, 0.163, 0.419, robot_mode, sine_overlay, 
26/04/2022 13:39:16:131, robot_pos_w_timestamp, 1650976654482, 543.83, 103.59, 248.6, 2.27, 0.02, 3.14, tool_force, 0.08, 0.78, 0.58, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 38.6, joints_pos, 39.93, 48.04, -41.93, -92.52, -142.9, -53.27, -144.96, tool_torque, 0.914, -0.137, 0.296, tool_momentum, 0.899, -0.127, 0.296, robot_mode, sine_overlay, 
26/04/2022 13:39:16:282, robot_pos_w_timestamp, 1650976654631, 550.16, 110.14, 249.52, 2.27, 0.02, 3.13, tool_force, 0.39, -0.96, 0.79, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 70.05, joints_pos, 39.91, 48.61, -41.66, -91.01, -143.04, -53.91, -144.03, tool_torque, 0.36, -0.395, 0.138, tool_momentum, 0.354, -0.395, 0.138, robot_mode, sine_overlay, 
26/04/2022 13:39:16:430, robot_pos_w_timestamp, 1650976654781, 555.05, 115.59, 254.22, 2.27, 0.02, 3.14, tool_force, -0.61, -0.63, 0.92, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 56.59, joints_pos, 40.15, 48.83, -41.84, -89.74, -143.56, -55.05, -142.94, tool_torque, 0.106, -0.076, 0.031, tool_momentum, 0.088, -0.073, 0.031, robot_mode, sine_overlay, 
26/04/2022 13:39:16:595, robot_pos_w_timestamp, 1650976654930, 554.74, 114.52, 252.6, 2.27, 0.02, -3.14, tool_force, 0.52, -0.11, 0.82, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 22.21, joints_pos, 40.1, 49.02, -41.89, -89.79, -143.68, -55.14, -142.88, tool_torque, 0.408, -0.332, 0.24, tool_momentum, 0.404, -0.328, 0.241, robot_mode, sine_overlay, 
26/04/2022 13:39:16:742, robot_pos_w_timestamp, 1650976655082, 550.24, 108.92, 251.96, 2.27, 0.02, -3.13, tool_force, -0.14, 1.51, 0.59, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 56.81, joints_pos, 40.08, 48.67, -42.16, -90.78, -143.67, -54.94, -143.52, tool_torque, 0.948, -0.083, 0.46, tool_momentum, 0.968, -0.089, 0.46, robot_mode, sine_overlay, 
26/04/2022 13:39:16:883, robot_pos_w_timestamp, 1650976655227, 543.04, 103.76, 254.17, 2.27, 0.02, -3.14, tool_force, -2.04, 2.08, 1.46, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 61.44, joints_pos, 40.21, 47.53, -42.32, -92.51, -143.53, -54.2, -144.41, tool_torque, 0.995, 0.342, 0.397, tool_momentum, 1.018, 0.328, 0.402, robot_mode, sine_overlay, 
26/04/2022 13:39:16:949, robot_pos_w_timestamp, 1650976655238, 542.49, 103.51, 254.65, 2.27, 0.02, -3.14, tool_force, -2.05, 1.81, 1.57, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 61.44, joints_pos, 40.24, 47.4, -42.33, -92.65, -143.52, -54.13, -144.48, tool_torque, 0.946, 0.305, 0.396, tool_momentum, 0.968, 0.3, 0.397, robot_mode, sine_overlay, 
26/04/2022 13:39:17:035, robot_pos_w_timestamp, 1650976655377, 535.76, 101.62, 259.42, 2.27, 0.02, 3.13, tool_force, 0.08, -0.12, -1.43, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 44.81, joints_pos, 40.55, 46.01, -42.29, -94.15, -143.77, -53.22, -144.84, tool_torque, 0.703, 0.144, 0.377, tool_momentum, 0.724, 0.13, 0.377, robot_mode, sine_overlay, 
26/04/2022 13:39:17:183, robot_pos_w_timestamp, 1650976655527, 537.55, 105.58, 260.18, 2.27, 0.02, 3.12, tool_force, 0.22, -0.58, -0.18, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 51.5, joints_pos, 40.49, 45.92, -41.79, -93.78, -143.89, -52.95, -144.4, tool_torque, 0.658, -0.152, 0.201, tool_momentum, 0.661, -0.155, 0.201, robot_mode, sine_overlay, 
26/04/2022 13:39:17:338, robot_pos_w_timestamp, 1650976655674, 543.71, 113.3, 262.63, 2.27, 0.01, 3.13, tool_force, -0.85, -0.41, 1.51, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 74.08, joints_pos, 40.52, 46.46, -41.59, -92.09, -143.98, -54.35, -143.33, tool_torque, 0.331, -0.209, 0.109, tool_momentum, 0.34, -0.219, 0.109, robot_mode, sine_overlay, 
26/04/2022 13:39:17:487, robot_pos_w_timestamp, 1650976655823, 546.5, 116.69, 265.15, 2.27, 0.01, 3.13, tool_force, 0.03, -1.29, 0.39, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 11.92, joints_pos, 40.66, 46.68, -41.7, -91.27, -144.28, -55.2, -142.69, tool_torque, 0.091, -0.169, 0.039, tool_momentum, 0.101, -0.17, 0.039, robot_mode, sine_overlay, 
26/04/2022 13:39:17:641, robot_pos_w_timestamp, 1650976655973, 545.11, 113.97, 263.32, 2.27, 0.01, 3.14, tool_force, -0.06, 0.82, 0.77, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 30.16, joints_pos, 40.6, 46.79, -41.86, -91.59, -144.26, -55.21, -142.91, tool_torque, 0.544, -0.286, 0.329, tool_momentum, 0.55, -0.287, 0.329, robot_mode, sine_overlay, 
26/04/2022 13:39:17:796, robot_pos_w_timestamp, 1650976656127, 538.83, 107.36, 262.92, 2.27, 0.01, 3.14, tool_force, -0.3, 1.13, 0.25, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 60.78, joints_pos, 40.62, 46.16, -42.18, -93.02, -144.21, -54.8, -143.79, tool_torque, 0.915, 0.029, 0.443, tool_momentum, 0.914, 0.025, 0.443, robot_mode, sine_overlay, 
26/04/2022 13:39:17:939, robot_pos_w_timestamp, 1650976656271, 530.52, 104.39, 267.43, 2.27, 0.01, 3.14, tool_force, -0.59, 1.42, 0.21, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 82.8, joints_pos, 41.06, 44.73, -42.38, -94.72, -144.49, -54.3, -144.21, tool_torque, 0.792, 0.287, 0.347, tool_momentum, 0.781, 0.306, 0.342, robot_mode, sine_overlay, 
26/04/2022 13:39:18:090, robot_pos_w_timestamp, 1650976656419, 525.79, 104.56, 270.29, 2.27, 0.01, 3.13, tool_force, -1.36, 0.73, 0.6, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 20.38, joints_pos, 41.35, 43.78, -42.19, -95.66, -144.96, -53.51, -144.05, tool_torque, 0.761, 0.267, 0.2, tool_momentum, 0.759, 0.257, 0.202, robot_mode, sine_overlay, 
26/04/2022 13:39:18:240, robot_pos_w_timestamp, 1650976656569, 530.52, 110.37, 271.03, 2.27, 0.01, 3.12, tool_force, 0.68, -1.57, -0.31, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 62.53, joints_pos, 41.26, 44.12, -41.73, -94.57, -144.98, -53.8, -143.38, tool_torque, 0.35, -0.403, 0.167, tool_momentum, 0.348, -0.406, 0.167, robot_mode, sine_overlay, 
26/04/2022 13:39:18:432, robot_pos_w_timestamp, 1650976656724, 535.84, 119.39, 275.67, 2.28, 0.01, 3.13, tool_force, -1.36, -0.51, 1.07, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 77.63, joints_pos, 41.64, 44.41, -41.64, -93.03, -145.57, -54.99, -142.37, tool_torque, 0.181, -0.044, 0.045, tool_momentum, 0.186, -0.078, 0.047, robot_mode, sine_overlay, 
26/04/2022 13:39:18:540, robot_pos_w_timestamp, 1650976656869, 536.61, 119.75, 274.68, 2.28, 0.01, 3.13, tool_force, -0.18, -0.29, 1.18, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 19.05, joints_pos, 41.71, 44.7, -41.75, -92.82, -145.76, -55.17, -142.09, tool_torque, 0.294, -0.225, 0.149, tool_momentum, 0.294, -0.233, 0.149, robot_mode, sine_overlay, 
26/04/2022 13:39:18:694, robot_pos_w_timestamp, 1650976657019, 533.57, 115.35, 273.54, 2.28, 0.01, 3.14, tool_force, 0.88, 0.82, 0.19, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 51.56, joints_pos, 41.67, 44.56, -42.03, -93.51, -145.68, -55.17, -142.62, tool_torque, 0.698, -0.308, 0.416, tool_momentum, 0.703, -0.289, 0.414, robot_mode, sine_overlay, 
26/04/2022 13:39:18:866, robot_pos_w_timestamp, 1650976657167, 526.67, 109.62, 274.22, 2.28, 0.01, 3.14, tool_force, -1.71, 1.95, 0.64, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 65.84, joints_pos, 41.76, 43.66, -42.26, -95.06, -145.61, -54.58, -143.43, tool_torque, 0.964, 0.295, 0.408, tool_momentum, 0.971, 0.299, 0.408, robot_mode, sine_overlay, 
26/04/2022 13:39:18:995, robot_pos_w_timestamp, 1650976657316, 518.31, 109.06, 279.84, 2.28, 0.01, 3.12, tool_force, 0.35, 0.75, -0.99, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 63.76, joints_pos, 42.35, 41.9, -42.27, -96.87, -145.91, -53.48, -143.63, tool_torque, 0.784, 0.046, 0.37, tool_momentum, 0.781, 0.035, 0.37, robot_mode, sine_overlay, 
26/04/2022 13:39:19:143, robot_pos_w_timestamp, 1650976657466, 517.07, 110.74, 281.01, 2.28, 0.01, 3.12, tool_force, 0.21, -0.28, -0.32, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 30.71, joints_pos, 42.4, 41.51, -41.93, -97.06, -146.12, -53.07, -143.38, tool_torque, 0.781, -0.158, 0.257, tool_momentum, 0.795, -0.177, 0.257, robot_mode, sine_overlay, 
26/04/2022 13:39:19:298, robot_pos_w_timestamp, 1650976657613, 523.05, 118.63, 282.15, 2.28, 0.01, 3.12, tool_force, -1.59, -0.56, 2.02, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 71.43, joints_pos, 42.37, 42.11, -41.49, -95.5, -146.1, -54.02, -142.65, tool_torque, 0.362, -0.111, 0.111, tool_momentum, 0.371, -0.106, 0.11, robot_mode, sine_overlay, 
26/04/2022 13:39:19:441, robot_pos_w_timestamp, 1650976657764, 527.31, 126.7, 286.38, 2.29, 0.0, 3.12, tool_force, 1.18, -0.93, -0.25, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 57.25, joints_pos, 42.72, 42.39, -41.51, -94.21, -146.26, -55.2, -141.91, tool_torque, 0.12, -0.341, 0.06, tool_momentum, 0.117, -0.345, 0.06, robot_mode, sine_overlay, 
26/04/2022 13:39:19:668, robot_pos_w_timestamp, 1650976657916, 526.81, 125.01, 284.42, 2.29, 0.0, 3.13, tool_force, 0.08, -0.15, 0.72, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 18.48, joints_pos, 42.73, 42.66, -41.7, -94.28, -146.3, -55.37, -141.96, tool_torque, 0.373, -0.268, 0.257, tool_momentum, 0.38, -0.272, 0.257, robot_mode, sine_overlay, 
26/04/2022 13:39:19:747, robot_pos_w_timestamp, 1650976658063, 522.19, 119.21, 283.65, 2.29, 0.0, 3.13, tool_force, -0.23, 1.54, -0.17, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 66.34, joints_pos, 42.72, 42.27, -42.05, -95.33, -146.25, -55.19, -142.67, tool_torque, 0.892, -0.013, 0.419, tool_momentum, 0.913, -0.011, 0.419, robot_mode, sine_overlay, 
26/04/2022 13:39:19:943, robot_pos_w_timestamp, 1650976658203, 519.79, 118.4, 285.06, 2.29, 0.0, 3.12, tool_force, -0.23, 0.4, 0.02, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 26.3, joints_pos, 42.73, 41.67, -41.9, -95.94, -146.15, -54.65, -143.0, tool_torque, 0.684, -0.194, 0.361, tool_momentum, 0.669, -0.189, 0.358, robot_mode, sine_overlay, 
26/04/2022 13:39:20:047, robot_pos_w_timestamp, 1650976658343, 519.05, 119.73, 285.61, 2.29, 0.0, 3.12, tool_force, -3.05, 1.5, 2.18, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 33.94, joints_pos, 42.91, 41.55, -41.93, -96.01, -146.13, -54.69, -143.0, tool_torque, 0.814, 0.172, 0.335, tool_momentum, 0.824, 0.181, 0.334, robot_mode, normal, 
26/04/2022 13:39:20:206, robot_pos_w_timestamp, 1650976658492, 513.43, 123.0, 291.85, 2.3, 0.0, 3.11, tool_force, -3.09, 0.93, 0.87, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 71.9, joints_pos, 43.94, 40.34, -42.31, -96.94, -146.48, -54.54, -143.09, tool_torque, 0.622, 0.476, 0.27, tool_momentum, 0.626, 0.463, 0.27, robot_mode, normal, 
26/04/2022 13:39:20:350, robot_pos_w_timestamp, 1650976658642, 507.72, 128.47, 297.01, 2.31, 0.0, 3.11, tool_force, -0.94, 0.88, 0.36, actual_rep, 1, curr_step, 44, track_size, 95, robot_vel, 52.11, joints_pos, 44.97, 39.27, -42.44, -97.68, -146.93, -54.39, -142.6, tool_torque, 0.65, 0.288, 0.078, tool_momentum, 0.624, 0.31, 0.074, robot_mode, normal, 
26/04/2022 13:39:20:503, robot_pos_w_timestamp, 1650976658790, 501.77, 133.94, 301.76, 2.31, 0.0, 3.1, tool_force, -1.51, 0.85, 0.61, actual_rep, 1, curr_step, 45, track_size, 95, robot_vel, 60.7, joints_pos, 46.0, 38.2, -42.55, -98.48, -147.31, -54.14, -142.11, tool_torque, 0.617, 0.39, 0.065, tool_momentum, 0.628, 0.372, 0.066, robot_mode, normal, 
26/04/2022 13:39:20:656, robot_pos_w_timestamp, 1650976658941, 496.14, 139.81, 306.08, 2.32, 0.0, 3.1, tool_force, -2.19, 0.77, 0.67, actual_rep, 1, curr_step, 47, track_size, 95, robot_vel, 56.17, joints_pos, 47.03, 37.18, -42.58, -99.2, -147.75, -53.91, -141.43, tool_torque, 0.635, 0.437, 0.032, tool_momentum, 0.636, 0.427, 0.032, robot_mode, normal, 
26/04/2022 13:39:20:836, robot_pos_w_timestamp, 1650976659102, 489.8, 145.86, 310.23, 2.32, 0.0, 3.09, tool_force, -1.62, 0.93, 0.71, actual_rep, 1, curr_step, 48, track_size, 95, robot_vel, 65.94, joints_pos, 48.12, 36.15, -42.6, -99.94, -148.36, -53.69, -140.36, tool_torque, 0.617, 0.432, 0.0030, tool_momentum, 0.64, 0.421, 0.0080, robot_mode, normal, 
26/04/2022 13:39:20:966, robot_pos_w_timestamp, 1650976659254, 483.86, 151.66, 313.54, 2.32, -0.01, 3.09, tool_force, -0.93, 0.24, 0.65, actual_rep, 1, curr_step, 49, track_size, 95, robot_vel, 54.5, joints_pos, 49.03, 35.3, -42.58, -100.54, -148.59, -53.82, -139.44, tool_torque, 0.359, 0.0010, 0.031, tool_momentum, 0.356, 0.0, 0.031, robot_mode, normal, 
26/04/2022 13:39:21:117, robot_pos_w_timestamp, 1650976659402, 478.28, 157.49, 316.32, 2.31, -0.01, 3.09, tool_force, -0.97, 0.24, 0.98, actual_rep, 1, curr_step, 50, track_size, 95, robot_vel, 64.04, joints_pos, 49.99, 34.54, -42.53, -101.08, -149.13, -53.78, -137.95, tool_torque, 0.393, 0.111, 0.053, tool_momentum, 0.413, 0.1, 0.058, robot_mode, normal, 
26/04/2022 13:39:21:265, robot_pos_w_timestamp, 1650976659551, 472.53, 163.11, 318.6, 2.31, -0.01, 3.08, tool_force, -1.21, 0.71, 0.76, actual_rep, 1, curr_step, 51, track_size, 95, robot_vel, 53.21, joints_pos, 50.99, 33.74, -42.52, -101.79, -149.32, -53.38, -136.85, tool_torque, 0.655, 0.344, 0.062, tool_momentum, 0.643, 0.356, 0.06, robot_mode, normal, 
26/04/2022 13:39:21:421, robot_pos_w_timestamp, 1650976659700, 467.49, 168.99, 320.48, 2.3, -0.01, 3.08, tool_force, -0.99, 0.56, 0.19, actual_rep, 1, curr_step, 52, track_size, 95, robot_vel, 52.03, joints_pos, 52.01, 33.14, -42.52, -102.26, -149.81, -53.18, -135.42, tool_torque, 0.706, 0.195, 0.102, tool_momentum, 0.716, 0.186, 0.102, robot_mode, normal, 
26/04/2022 13:39:21:574, robot_pos_w_timestamp, 1650976659850, 462.99, 174.85, 321.6, 2.3, -0.01, 3.08, tool_force, -1.37, 0.73, 0.28, actual_rep, 1, curr_step, 54, track_size, 95, robot_vel, 51.57, joints_pos, 52.93, 32.73, -42.51, -102.63, -150.11, -53.01, -134.4, tool_torque, 0.698, 0.304, 0.08, tool_momentum, 0.714, 0.318, 0.081, robot_mode, normal, 
26/04/2022 13:39:21:721, robot_pos_w_timestamp, 1650976659999, 459.27, 180.6, 321.53, 2.29, -0.01, 3.08, tool_force, -1.39, 0.53, 0.05, actual_rep, 1, curr_step, 57, track_size, 95, robot_vel, 48.13, joints_pos, 53.77, 32.42, -42.41, -103.04, -150.17, -52.36, -133.22, tool_torque, 0.774, 0.215, 0.099, tool_momentum, 0.78, 0.196, 0.097, robot_mode, normal, 
26/04/2022 13:39:21:876, robot_pos_w_timestamp, 1650976660150, 456.48, 186.28, 320.25, 2.29, 0.0, 3.07, tool_force, -1.02, 0.88, -0.05, actual_rep, 1, curr_step, 59, track_size, 95, robot_vel, 41.25, joints_pos, 54.53, 32.42, -42.32, -103.25, -150.3, -51.87, -132.08, tool_torque, 0.793, 0.203, 0.099, tool_momentum, 0.786, 0.212, 0.099, robot_mode, normal, 
26/04/2022 13:39:22:021, robot_pos_w_timestamp, 1650976660300, 454.97, 192.17, 318.05, 2.28, 0.0, 3.07, tool_force, -0.91, 0.04, -0.19, actual_rep, 1, curr_step, 62, track_size, 95, robot_vel, 43.15, joints_pos, 55.22, 32.69, -42.23, -103.26, -150.4, -51.32, -131.08, tool_torque, 0.66, 0.191, 0.09, tool_momentum, 0.655, 0.197, 0.09, robot_mode, normal, 
26/04/2022 13:39:22:196, robot_pos_w_timestamp, 1650976660470, 454.45, 198.14, 316.82, 2.27, 0.01, 3.07, tool_force, -0.93, -0.39, -0.15, actual_rep, 1, curr_step, 65, track_size, 95, robot_vel, 30.85, joints_pos, 55.92, 33.04, -42.27, -103.03, -150.46, -51.04, -129.68, tool_torque, 0.574, 0.277, 0.083, tool_momentum, 0.574, 0.282, 0.082, robot_mode, normal, 
26/04/2022 13:39:22:332, robot_pos_w_timestamp, 1650976660603, 454.82, 199.49, 316.53, 2.27, 0.01, 3.07, tool_force, 1.33, 0.59, 0.49, actual_rep, 1, curr_step, 67, track_size, 95, robot_vel, 7.11, joints_pos, 56.23, 33.25, -42.51, -102.9, -150.53, -51.02, -129.23, tool_torque, 0.663, -0.134, 0.22, tool_momentum, 0.66, -0.121, 0.221, robot_mode, normal, 
26/04/2022 13:39:22:484, robot_pos_w_timestamp, 1650976660753, 454.81, 199.26, 316.54, 2.27, 0.01, 3.07, tool_force, 0.92, -0.38, -0.61, actual_rep, 1, curr_step, 70, track_size, 95, robot_vel, 4.35, joints_pos, 56.22, 33.25, -42.55, -102.93, -150.37, -51.04, -129.38, tool_torque, 0.647, -0.212, 0.365, tool_momentum, 0.663, -0.202, 0.365, robot_mode, normal, 
26/04/2022 13:39:22:635, robot_pos_w_timestamp, 1650976660906, 454.91, 199.61, 316.65, 2.27, 0.01, 3.07, tool_force, 0.4, 0.2, -0.02, actual_rep, 1, curr_step, 72, track_size, 95, robot_vel, 4.19, joints_pos, 56.23, 33.24, -42.51, -102.89, -150.41, -51.03, -129.33, tool_torque, 0.705, -0.146, 0.293, tool_momentum, 0.707, -0.146, 0.292, robot_mode, normal, 
26/04/2022 13:39:22:795, robot_pos_w_timestamp, 1650976661059, 454.87, 199.64, 316.63, 2.27, 0.01, 3.07, tool_force, 0.06, -0.02, 0.09, actual_rep, 1, curr_step, 75, track_size, 95, robot_vel, 1.83, joints_pos, 56.22, 33.24, -42.49, -102.89, -150.43, -51.03, -129.31, tool_torque, 0.646, -0.096, 0.261, tool_momentum, 0.645, -0.094, 0.26, robot_mode, normal, 
26/04/2022 13:39:22:933, robot_pos_w_timestamp, 1650976661204, 454.88, 199.65, 316.58, 2.27, 0.01, 3.07, tool_force, 0.22, -0.01, -0.05, actual_rep, 1, curr_step, 78, track_size, 95, robot_vel, 0.52, joints_pos, 56.22, 33.25, -42.49, -102.89, -150.43, -51.03, -129.31, tool_torque, 0.706, -0.128, 0.275, tool_momentum, 0.705, -0.128, 0.275, robot_mode, normal, 
26/04/2022 13:39:23:089, robot_pos_w_timestamp, 1650976661355, 454.93, 199.7, 316.55, 2.27, 0.01, 3.07, tool_force, 0.38, -0.21, -0.23, actual_rep, 1, curr_step, 81, track_size, 95, robot_vel, 0.4, joints_pos, 56.22, 33.26, -42.49, -102.88, -150.41, -51.03, -129.31, tool_torque, 0.678, -0.159, 0.283, tool_momentum, 0.679, -0.158, 0.284, robot_mode, normal, 
26/04/2022 13:39:23:238, robot_pos_w_timestamp, 1650976661504, 454.95, 199.71, 316.54, 2.27, 0.01, 3.07, tool_force, 0.38, -0.12, -0.15, actual_rep, 1, curr_step, 83, track_size, 95, robot_vel, 0.11, joints_pos, 56.22, 33.26, -42.49, -102.88, -150.41, -51.03, -129.31, tool_torque, 0.686, -0.165, 0.295, tool_momentum, 0.684, -0.164, 0.294, robot_mode, normal, 
