22/03/2022 15:02:50: File Created!
22/03/2022 15:02:50:640, robot_pos_w_timestamp, 1647957689193, 536.69, 303.06, 194.88, 2.29, 0.04, 3.08, tool_force, 0.15, 1.07, 5.93, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 0.0, joints_pos, 43.55, 53.38, -21.48, -81.07, 21.91, 45.64, 64.49, tool_torque, 0.125, -0.084, 0.133, tool_momentum, 0.125, -0.082, 0.132, robot_mode, normal, 
22/03/2022 15:03:00:125, robot_pos_w_timestamp, 1647957698522, 581.86, 138.98, 204.9, 2.25, 0.06, 3.14, tool_force, 1.11, 2.15, 6.25, actual_rep, 1, curr_step, 26, track_size, 95, robot_vel, 41.8, joints_pos, 29.56, 51.46, -23.61, -83.88, 21.01, 47.67, 51.38, tool_torque, 0.278, -0.7, 0.463, tool_momentum, 0.273, -0.695, 0.463, robot_mode, normal, 
22/03/2022 15:03:00:276, robot_pos_w_timestamp, 1647957698667, 579.56, 132.97, 208.21, 2.25, 0.05, -3.14, tool_force, 0.94, 2.01, 5.69, actual_rep, 1, curr_step, 27, track_size, 95, robot_vel, 46.72, joints_pos, 29.12, 50.78, -23.6, -84.58, 20.93, 47.81, 50.79, tool_torque, 0.281, -0.679, 0.506, tool_momentum, 0.29, -0.679, 0.505, robot_mode, normal, 
22/03/2022 15:03:00:426, robot_pos_w_timestamp, 1647957698819, 576.11, 127.79, 212.68, 2.26, 0.04, -3.13, tool_force, 0.81, 1.62, 5.31, actual_rep, 1, curr_step, 28, track_size, 95, robot_vel, 54.29, joints_pos, 28.76, 50.0, -23.61, -85.24, 20.69, 48.55, 49.93, tool_torque, 0.191, -0.631, 0.497, tool_momentum, 0.2, -0.636, 0.499, robot_mode, normal, 
22/03/2022 15:03:00:576, robot_pos_w_timestamp, 1647957698967, 572.48, 122.25, 217.95, 2.26, 0.04, -3.13, tool_force, 0.62, 2.19, 5.86, actual_rep, 1, curr_step, 29, track_size, 95, robot_vel, 57.32, joints_pos, 28.46, 49.0, -23.64, -86.17, 20.42, 48.77, 49.41, tool_torque, 0.296, -0.518, 0.483, tool_momentum, 0.302, -0.52, 0.483, robot_mode, normal, 
22/03/2022 15:03:00:729, robot_pos_w_timestamp, 1647957699116, 567.78, 118.11, 224.16, 2.26, 0.03, -3.13, tool_force, 0.44, 2.08, 5.96, actual_rep, 1, curr_step, 30, track_size, 95, robot_vel, 57.88, joints_pos, 28.19, 47.84, -23.58, -87.19, 20.46, 49.07, 48.53, tool_torque, 0.322, -0.601, 0.51, tool_momentum, 0.323, -0.607, 0.51, robot_mode, normal, 
22/03/2022 15:03:00:879, robot_pos_w_timestamp, 1647957699265, 563.93, 114.91, 229.9, 2.27, 0.03, -3.13, tool_force, 0.58, 2.62, 4.99, actual_rep, 1, curr_step, 31, track_size, 95, robot_vel, 47.64, joints_pos, 28.07, 46.72, -23.57, -88.2, 20.28, 48.92, 47.94, tool_torque, 0.617, -0.5, 0.508, tool_momentum, 0.611, -0.496, 0.508, robot_mode, normal, 
22/03/2022 15:03:01:086, robot_pos_w_timestamp, 1647957699414, 560.6, 113.07, 232.85, 2.27, 0.03, -3.14, tool_force, 1.24, 2.18, 5.01, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 36.38, joints_pos, 27.95, 45.98, -23.41, -89.04, 20.27, 48.41, 47.67, tool_torque, 0.693, -0.485, 0.48, tool_momentum, 0.763, -0.393, 0.473, robot_mode, sine_overlay, 
22/03/2022 15:03:01:181, robot_pos_w_timestamp, 1647957699545, 560.59, 112.88, 232.15, 2.27, 0.03, -3.14, tool_force, -0.47, 2.77, 7.19, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 8.49, joints_pos, 27.94, 46.07, -23.45, -88.98, 20.27, 48.54, 47.68, tool_torque, 0.352, -0.211, 0.302, tool_momentum, 0.341, -0.211, 0.302, robot_mode, sine_overlay, 
22/03/2022 15:03:01:329, robot_pos_w_timestamp, 1647957699695, 561.53, 114.5, 237.6, 2.27, 0.02, -3.14, tool_force, 1.0, 1.1, 5.44, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 40.91, joints_pos, 27.94, 45.68, -23.47, -88.65, 20.55, 49.37, 47.54, tool_torque, 0.112, -0.592, 0.393, tool_momentum, 0.102, -0.591, 0.39, robot_mode, sine_overlay, 
22/03/2022 15:03:01:481, robot_pos_w_timestamp, 1647957699846, 562.26, 115.09, 236.53, 2.27, 0.02, -3.14, tool_force, 0.85, 0.74, 5.69, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 14.72, joints_pos, 27.96, 45.88, -23.45, -88.48, 20.55, 49.37, 47.59, tool_torque, 0.057, -0.432, 0.223, tool_momentum, 0.064, -0.426, 0.221, robot_mode, sine_overlay, 
22/03/2022 15:03:01:631, robot_pos_w_timestamp, 1647957699993, 561.18, 112.76, 235.47, 2.27, 0.02, -3.13, tool_force, -0.12, 2.0, 6.35, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 25.55, joints_pos, 27.95, 45.95, -23.68, -88.67, 20.54, 49.55, 47.45, tool_torque, 0.192, -0.292, 0.331, tool_momentum, 0.205, -0.29, 0.331, robot_mode, sine_overlay, 
22/03/2022 15:03:01:781, robot_pos_w_timestamp, 1647957700144, 555.22, 107.27, 237.27, 2.27, 0.02, -3.13, tool_force, -0.27, 3.13, 6.86, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 60.74, joints_pos, 27.93, 45.12, -23.99, -90.0, 20.55, 49.34, 46.88, tool_torque, 0.589, -0.142, 0.387, tool_momentum, 0.578, -0.139, 0.387, robot_mode, sine_overlay, 
22/03/2022 15:03:01:931, robot_pos_w_timestamp, 1647957700293, 547.6, 102.74, 242.26, 2.27, 0.02, -3.14, tool_force, 0.75, 1.37, 4.78, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 66.61, joints_pos, 27.95, 43.67, -24.07, -91.79, 20.42, 48.5, 46.38, tool_torque, 0.482, -0.284, 0.45, tool_momentum, 0.503, -0.285, 0.45, robot_mode, sine_overlay, 
22/03/2022 15:03:02:080, robot_pos_w_timestamp, 1647957700442, 547.51, 104.95, 242.99, 2.27, 0.02, 3.14, tool_force, -0.09, 1.92, 6.27, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 27.27, joints_pos, 27.93, 43.5, -23.74, -91.83, 20.4, 48.17, 46.5, tool_torque, 0.425, -0.257, 0.284, tool_momentum, 0.406, -0.259, 0.281, robot_mode, sine_overlay, 
22/03/2022 15:03:02:233, robot_pos_w_timestamp, 1647957700591, 554.15, 111.24, 244.23, 2.27, 0.02, 3.14, tool_force, -0.35, 1.19, 7.22, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 65.89, joints_pos, 27.99, 44.13, -23.48, -90.25, 20.4, 49.02, 47.13, tool_torque, -0.044, -0.223, 0.041, tool_momentum, -0.065, -0.209, 0.038, robot_mode, sine_overlay, 
22/03/2022 15:03:02:381, robot_pos_w_timestamp, 1647957700740, 558.69, 115.52, 248.58, 2.27, 0.02, 3.14, tool_force, -0.4, 0.32, 5.79, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 30.8, joints_pos, 28.21, 44.3, -23.56, -89.14, 20.13, 50.02, 47.76, tool_torque, -0.395, 0.016, -0.095, tool_momentum, -0.414, 0.019, -0.096, robot_mode, sine_overlay, 
22/03/2022 15:03:02:534, robot_pos_w_timestamp, 1647957700890, 558.24, 114.25, 246.65, 2.27, 0.02, -3.14, tool_force, -0.39, 1.48, 6.66, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 22.69, joints_pos, 28.17, 44.49, -23.63, -89.2, 20.03, 50.09, 47.85, tool_torque, -0.082, -0.062, 0.078, tool_momentum, -0.081, -0.059, 0.079, robot_mode, sine_overlay, 
22/03/2022 15:03:02:685, robot_pos_w_timestamp, 1647957701038, 553.77, 108.98, 245.93, 2.27, 0.02, -3.13, tool_force, -0.18, 2.61, 5.92, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 58.69, joints_pos, 28.05, 44.08, -23.84, -90.2, 19.98, 49.83, 47.37, tool_torque, 0.444, -0.111, 0.365, tool_momentum, 0.448, -0.112, 0.365, robot_mode, sine_overlay, 
22/03/2022 15:03:02:876, robot_pos_w_timestamp, 1647957701188, 545.87, 103.66, 248.43, 2.27, 0.02, -3.14, tool_force, -0.66, 3.24, 7.1, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 73.12, joints_pos, 28.01, 42.84, -23.96, -91.99, 19.94, 49.2, 46.77, tool_torque, 0.586, -0.054, 0.388, tool_momentum, 0.569, -0.052, 0.386, robot_mode, sine_overlay, 
22/03/2022 15:03:02:985, robot_pos_w_timestamp, 1647957701336, 539.31, 101.59, 254.03, 2.27, 0.02, 3.14, tool_force, 0.13, 1.27, 4.68, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 52.49, joints_pos, 28.09, 41.48, -23.87, -93.41, 19.54, 48.56, 46.71, tool_torque, 0.307, -0.081, 0.303, tool_momentum, 0.32, -0.071, 0.303, robot_mode, sine_overlay, 
22/03/2022 15:03:03:135, robot_pos_w_timestamp, 1647957701486, 541.53, 105.47, 254.42, 2.27, 0.02, 3.13, tool_force, -0.27, 0.71, 5.94, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 43.47, joints_pos, 28.07, 41.62, -23.48, -92.92, 19.54, 48.46, 47.04, tool_torque, 0.116, -0.18, 0.107, tool_momentum, 0.112, -0.182, 0.107, robot_mode, sine_overlay, 
22/03/2022 15:03:03:289, robot_pos_w_timestamp, 1647957701636, 548.95, 112.8, 256.83, 2.27, 0.02, 3.13, tool_force, -1.3, 1.01, 7.03, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 76.47, joints_pos, 28.18, 42.23, -23.22, -91.19, 19.62, 49.43, 47.73, tool_torque, -0.114, -0.065, -0.041, tool_momentum, -0.13, -0.065, -0.042, robot_mode, sine_overlay, 
22/03/2022 15:03:03:437, robot_pos_w_timestamp, 1647957701788, 551.0, 115.56, 259.43, 2.27, 0.02, 3.13, tool_force, -0.36, 0.41, 6.31, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 7.62, joints_pos, 28.44, 42.28, -23.37, -90.69, 19.5, 49.93, 48.1, tool_torque, -0.31, 0.03, -0.084, tool_momentum, -0.316, 0.041, -0.086, robot_mode, sine_overlay, 
22/03/2022 15:03:03:588, robot_pos_w_timestamp, 1647957701936, 548.95, 112.54, 257.62, 2.27, 0.02, 3.14, tool_force, -0.32, 2.33, 6.46, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 29.33, joints_pos, 28.42, 42.28, -23.59, -91.13, 19.48, 49.87, 47.93, tool_torque, 0.177, -0.053, 0.207, tool_momentum, 0.194, -0.053, 0.21, robot_mode, sine_overlay, 
22/03/2022 15:03:03:739, robot_pos_w_timestamp, 1647957702086, 542.89, 106.57, 257.27, 2.27, 0.02, 3.14, tool_force, -0.09, 2.38, 5.33, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 64.52, joints_pos, 28.31, 41.61, -23.81, -92.51, 19.48, 49.36, 47.34, tool_torque, 0.457, -0.082, 0.363, tool_momentum, 0.465, -0.085, 0.363, robot_mode, sine_overlay, 
22/03/2022 15:03:03:891, robot_pos_w_timestamp, 1647957702234, 533.9, 103.62, 262.71, 2.27, 0.01, 3.13, tool_force, -0.1, 2.55, 5.37, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 78.57, joints_pos, 28.29, 40.0, -23.76, -94.26, 19.63, 49.26, 46.76, tool_torque, 0.592, -0.202, 0.384, tool_momentum, 0.603, -0.203, 0.384, robot_mode, sine_overlay, 
22/03/2022 15:03:04:040, robot_pos_w_timestamp, 1647957702385, 530.19, 103.06, 264.84, 2.27, 0.01, 3.13, tool_force, -0.85, 1.33, 5.6, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 16.77, joints_pos, 28.29, 39.31, -23.58, -95.06, 19.52, 48.61, 46.66, tool_torque, 0.344, -0.029, 0.304, tool_momentum, 0.351, -0.06, 0.305, robot_mode, sine_overlay, 
22/03/2022 15:03:04:192, robot_pos_w_timestamp, 1647957702535, 535.65, 109.12, 265.64, 2.27, 0.01, 3.12, tool_force, 0.02, -0.12, 5.71, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 63.61, joints_pos, 28.34, 39.84, -23.22, -93.81, 19.55, 49.08, 47.25, tool_torque, -0.163, -0.194, 0.017, tool_momentum, -0.153, -0.191, 0.017, robot_mode, sine_overlay, 
22/03/2022 15:03:04:343, robot_pos_w_timestamp, 1647957702683, 540.61, 116.91, 270.02, 2.27, 0.01, 3.13, tool_force, -1.04, 1.03, 6.91, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 57.0, joints_pos, 28.79, 40.15, -23.17, -92.38, 19.27, 50.37, 48.29, tool_torque, -0.247, 0.05, -0.068, tool_momentum, -0.246, 0.042, -0.066, robot_mode, sine_overlay, 
22/03/2022 15:03:04:493, robot_pos_w_timestamp, 1647957702834, 541.22, 117.16, 268.99, 2.27, 0.01, 3.13, tool_force, -0.33, 0.59, 6.37, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 22.64, joints_pos, 29.01, 40.43, -23.41, -92.2, 19.03, 50.55, 48.62, tool_torque, -0.282, -0.058, 0.029, tool_momentum, -0.279, -0.066, 0.031, robot_mode, sine_overlay, 
22/03/2022 15:03:04:646, robot_pos_w_timestamp, 1647957702982, 537.89, 112.92, 267.91, 2.27, 0.01, 3.14, tool_force, -0.62, 2.59, 6.63, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 50.65, joints_pos, 28.92, 40.18, -23.65, -92.93, 19.07, 50.47, 48.2, tool_torque, 0.272, -0.054, 0.297, tool_momentum, 0.279, -0.057, 0.297, robot_mode, sine_overlay, 
22/03/2022 15:03:04:810, robot_pos_w_timestamp, 1647957703133, 530.42, 107.45, 268.8, 2.27, 0.01, 3.14, tool_force, -1.45, 2.92, 6.97, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 66.19, joints_pos, 28.84, 39.19, -23.77, -94.58, 19.07, 49.89, 47.36, tool_torque, 0.562, 0.029, 0.377, tool_momentum, 0.595, 0.018, 0.377, robot_mode, sine_overlay, 
22/03/2022 15:03:04:947, robot_pos_w_timestamp, 1647957703282, 522.07, 105.92, 274.83, 2.28, 0.01, 3.13, tool_force, 0.25, 0.89, 4.08, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 59.48, joints_pos, 29.07, 37.54, -23.72, -96.24, 18.59, 49.28, 47.1, tool_torque, 0.201, -0.013, 0.238, tool_momentum, 0.193, -0.016, 0.236, robot_mode, sine_overlay, 
22/03/2022 15:03:05:100, robot_pos_w_timestamp, 1647957703429, 521.77, 108.01, 275.64, 2.28, 0.01, 3.12, tool_force, -1.06, 1.06, 5.74, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 32.34, joints_pos, 29.08, 37.38, -23.44, -96.27, 18.57, 48.95, 47.29, tool_torque, 0.149, 0.08, 0.082, tool_momentum, 0.159, 0.058, 0.083, robot_mode, sine_overlay, 
22/03/2022 15:03:05:247, robot_pos_w_timestamp, 1647957703580, 528.67, 115.64, 277.05, 2.28, 0.01, 3.12, tool_force, -2.26, 1.02, 7.61, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 85.44, joints_pos, 29.17, 38.06, -23.02, -94.65, 18.7, 49.68, 47.98, tool_torque, -0.158, 0.152, -0.061, tool_momentum, -0.147, 0.143, -0.061, robot_mode, sine_overlay, 
22/03/2022 15:03:05:401, robot_pos_w_timestamp, 1647957703730, 531.91, 122.8, 280.85, 2.28, 0.01, 3.12, tool_force, 0.17, -0.01, 5.48, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 45.73, joints_pos, 29.67, 38.16, -23.02, -93.77, 18.54, 50.34, 48.81, tool_torque, -0.353, -0.203, -0.057, tool_momentum, -0.354, -0.208, -0.057, robot_mode, sine_overlay, 
22/03/2022 15:03:05:549, robot_pos_w_timestamp, 1647957703880, 530.94, 120.83, 278.99, 2.28, 0.01, 3.12, tool_force, -0.74, 1.58, 6.42, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 21.32, joints_pos, 29.8, 38.32, -23.35, -93.96, 18.52, 50.39, 48.76, tool_torque, -0.078, -0.015, 0.141, tool_momentum, -0.078, -0.019, 0.141, robot_mode, sine_overlay, 
22/03/2022 15:03:05:702, robot_pos_w_timestamp, 1647957704028, 526.02, 115.31, 278.33, 2.28, 0.01, 3.13, tool_force, -0.4, 2.67, 5.68, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 58.75, joints_pos, 29.73, 37.81, -23.66, -95.09, 18.54, 50.08, 48.21, tool_torque, 0.413, -0.033, 0.338, tool_momentum, 0.418, -0.04, 0.338, robot_mode, sine_overlay, 
22/03/2022 15:03:05:856, robot_pos_w_timestamp, 1647957704182, 516.95, 112.84, 281.9, 2.29, 0.0, 3.13, tool_force, 0.0, 2.28, 5.79, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 70.54, joints_pos, 29.76, 36.41, -23.58, -96.76, 18.72, 49.89, 47.28, tool_torque, 0.465, -0.155, 0.376, tool_momentum, 0.428, -0.155, 0.374, robot_mode, sine_overlay, 
22/03/2022 15:03:06:003, robot_pos_w_timestamp, 1647957704329, 511.14, 111.71, 285.46, 2.29, 0.0, 3.12, tool_force, -2.01, 2.6, 6.24, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 33.99, joints_pos, 29.89, 35.34, -23.54, -97.89, 18.5, 49.39, 47.17, tool_torque, 0.428, 0.293, 0.263, tool_momentum, 0.425, 0.298, 0.262, robot_mode, sine_overlay, 
22/03/2022 15:03:06:160, robot_pos_w_timestamp, 1647957704484, 514.78, 116.56, 285.96, 2.29, 0.0, 3.11, tool_force, -0.12, -0.18, 4.92, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 54.9, joints_pos, 29.9, 35.71, -23.17, -97.06, 18.64, 49.63, 47.5, tool_torque, -0.146, -0.131, 0.013, tool_momentum, -0.151, -0.137, 0.013, robot_mode, sine_overlay, 
22/03/2022 15:03:06:307, robot_pos_w_timestamp, 1647957704616, 518.08, 117.72, 284.46, 2.29, 0.0, 3.12, tool_force, -0.82, 0.86, 6.81, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 37.26, joints_pos, 29.93, 36.31, -23.26, -96.36, 18.62, 49.97, 47.66, tool_torque, -0.039, 0.0060, 0.034, tool_momentum, -0.027, 0.115, 0.027, robot_mode, sine_overlay, 
22/03/2022 15:03:06:462, robot_pos_w_timestamp, 1647957704766, 517.19, 120.37, 286.21, 2.29, 0.0, 3.11, tool_force, -1.39, 2.03, 6.52, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 44.99, joints_pos, 30.12, 35.98, -23.12, -96.47, 18.68, 49.99, 47.65, tool_torque, 0.195, -0.183, 0.175, tool_momentum, 0.187, -0.195, 0.175, robot_mode, normal, 
22/03/2022 15:03:06:653, robot_pos_w_timestamp, 1647957704914, 513.77, 122.46, 291.18, 2.3, 0.0, 3.11, tool_force, -0.2, 0.84, 5.21, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 34.41, joints_pos, 30.52, 35.15, -23.16, -96.99, 18.42, 49.93, 47.77, tool_torque, -0.023, -0.031, 0.017, tool_momentum, 0.032, 0.196, 0.01, robot_mode, normal, 
22/03/2022 15:03:06:759, robot_pos_w_timestamp, 1647957705065, 512.82, 124.3, 290.95, 2.3, 0.0, 3.11, tool_force, -3.2, 0.89, 6.59, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 22.93, joints_pos, 30.67, 35.1, -23.06, -97.08, 18.49, 49.93, 47.99, tool_torque, -0.034, 0.352, -0.048, tool_momentum, -0.022, 0.349, -0.048, robot_mode, normal, 
22/03/2022 15:03:06:912, robot_pos_w_timestamp, 1647957705212, 508.76, 130.25, 292.89, 2.3, 0.0, 3.11, tool_force, -2.07, 1.93, 6.28, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 53.76, joints_pos, 31.4, 34.56, -22.94, -97.58, 18.18, 49.69, 49.02, tool_torque, 0.195, 0.324, -0.037, tool_momentum, 0.206, 0.307, -0.037, robot_mode, normal, 
22/03/2022 15:03:07:065, robot_pos_w_timestamp, 1647957705364, 503.83, 136.18, 295.03, 2.29, 0.0, 3.1, tool_force, -1.33, 2.07, 6.01, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 48.41, joints_pos, 32.3, 33.93, -22.97, -98.21, 18.02, 49.43, 49.97, tool_torque, 0.236, 0.335, -0.05, tool_momentum, 0.214, 0.339, -0.049, robot_mode, normal, 
22/03/2022 15:03:07:210, robot_pos_w_timestamp, 1647957705512, 499.6, 142.05, 296.87, 2.29, 0.0, 3.1, tool_force, -2.17, 2.03, 6.19, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 46.52, joints_pos, 33.13, 33.44, -23.01, -98.7, 17.88, 49.25, 50.87, tool_torque, 0.212, 0.402, -0.058, tool_momentum, 0.231, 0.372, -0.056, robot_mode, normal, 
22/03/2022 15:03:07:366, robot_pos_w_timestamp, 1647957705663, 495.15, 147.93, 298.73, 2.29, 0.0, 3.1, tool_force, -1.66, 1.81, 5.93, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 51.26, joints_pos, 34.0, 32.9, -23.02, -99.21, 17.72, 49.04, 51.84, tool_torque, 0.162, 0.438, -0.092, tool_momentum, 0.156, 0.444, -0.093, robot_mode, normal, 
22/03/2022 15:03:07:514, robot_pos_w_timestamp, 1647957705811, 490.86, 153.67, 300.56, 2.29, 0.0, 3.09, tool_force, -1.36, 2.34, 6.07, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 50.95, joints_pos, 34.82, 32.4, -23.02, -99.68, 17.56, 48.82, 52.8, tool_torque, 0.211, 0.337, -0.067, tool_momentum, 0.209, 0.338, -0.067, robot_mode, normal, 
22/03/2022 15:03:07:690, robot_pos_w_timestamp, 1647957705964, 486.31, 159.55, 302.5, 2.29, 0.0, 3.09, tool_force, -1.4, 1.96, 5.89, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 48.59, joints_pos, 35.67, 31.88, -23.01, -100.16, 17.35, 48.61, 53.81, tool_torque, 0.217, 0.341, -0.057, tool_momentum, 0.213, 0.349, -0.058, robot_mode, normal, 
22/03/2022 15:03:07:818, robot_pos_w_timestamp, 1647957706114, 481.84, 165.39, 304.36, 2.28, 0.0, 3.09, tool_force, -2.01, 2.41, 6.11, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 50.26, joints_pos, 36.52, 31.39, -23.01, -100.59, 17.15, 48.46, 54.83, tool_torque, 0.263, 0.375, -0.035, tool_momentum, 0.279, 0.366, -0.034, robot_mode, normal, 
22/03/2022 15:03:07:967, robot_pos_w_timestamp, 1647957706262, 477.46, 171.19, 306.28, 2.28, 0.01, 3.09, tool_force, -1.38, 1.77, 5.57, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 50.33, joints_pos, 37.38, 30.89, -23.01, -101.02, 16.93, 48.29, 55.86, tool_torque, 0.22, 0.369, -0.052, tool_momentum, 0.235, 0.361, -0.05, robot_mode, normal, 
22/03/2022 15:03:08:116, robot_pos_w_timestamp, 1647957706414, 473.0, 176.99, 308.13, 2.28, 0.01, 3.08, tool_force, -1.4, 2.45, 6.02, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 48.34, joints_pos, 38.25, 30.41, -23.01, -101.43, 16.72, 48.1, 56.9, tool_torque, 0.296, 0.397, -0.052, tool_momentum, 0.287, 0.406, -0.052, robot_mode, normal, 
22/03/2022 15:03:08:306, robot_pos_w_timestamp, 1647957706563, 468.43, 182.78, 310.09, 2.28, 0.01, 3.08, tool_force, -1.48, 2.04, 5.65, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 51.05, joints_pos, 39.13, 29.91, -23.01, -101.84, 16.49, 47.96, 57.99, tool_torque, 0.235, 0.4, -0.054, tool_momentum, 0.236, 0.386, -0.054, robot_mode, normal, 
22/03/2022 15:03:08:417, robot_pos_w_timestamp, 1647957706713, 463.97, 188.47, 311.82, 2.27, 0.01, 3.08, tool_force, -1.58, 2.44, 5.92, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 47.5, joints_pos, 39.99, 29.47, -23.01, -102.21, 16.26, 47.79, 59.02, tool_torque, 0.292, 0.403, -0.058, tool_momentum, 0.285, 0.386, -0.054, robot_mode, normal, 
22/03/2022 15:03:08:608, robot_pos_w_timestamp, 1647957706864, 459.02, 194.42, 313.24, 2.28, 0.01, 3.07, tool_force, -1.46, 2.56, 5.74, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 49.96, joints_pos, 40.98, 28.96, -22.98, -102.7, 16.01, 47.58, 59.95, tool_torque, 0.348, 0.392, -0.045, tool_momentum, 0.343, 0.407, -0.045, robot_mode, normal, 
22/03/2022 15:03:08:720, robot_pos_w_timestamp, 1647957707015, 453.59, 196.37, 314.83, 2.28, 0.01, 3.07, tool_force, -1.12, 3.12, 6.99, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 37.08, joints_pos, 41.64, 28.35, -23.2, -103.41, 15.84, 47.32, 60.31, tool_torque, 0.383, 0.34, -0.031, tool_momentum, 0.354, 0.301, -0.019, robot_mode, normal, 
22/03/2022 15:03:08:871, robot_pos_w_timestamp, 1647957707165, 453.51, 191.5, 318.34, 2.28, 0.0, 3.07, tool_force, 0.74, 0.95, 4.82, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 48.64, joints_pos, 41.4, 27.85, -23.67, -103.62, 16.45, 47.76, 58.89, tool_torque, 0.063, -0.461, 0.381, tool_momentum, 0.077, -0.475, 0.381, robot_mode, normal, 
22/03/2022 15:03:09:024, robot_pos_w_timestamp, 1647957707317, 455.65, 186.01, 319.73, 2.29, 0.0, 3.07, tool_force, 1.09, 0.89, 5.89, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 40.14, joints_pos, 40.69, 27.76, -23.73, -103.51, 16.71, 48.22, 57.75, tool_torque, 0.0090, -0.524, 0.423, tool_momentum, 0.0050, -0.51, 0.423, robot_mode, normal, 
22/03/2022 15:03:09:223, robot_pos_w_timestamp, 1647957707470, 459.25, 179.8, 320.17, 2.29, -0.01, 3.08, tool_force, 1.06, 0.94, 6.15, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 38.98, joints_pos, 39.75, 27.92, -23.68, -103.17, 16.82, 48.73, 56.61, tool_torque, 0.06, -0.654, 0.486, tool_momentum, 0.061, -0.699, 0.494, robot_mode, normal, 
22/03/2022 15:03:09:325, robot_pos_w_timestamp, 1647957707617, 463.02, 174.07, 320.55, 2.3, -0.01, 3.08, tool_force, 1.54, 0.26, 5.36, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 47.77, joints_pos, 38.9, 28.1, -23.67, -102.81, 16.91, 49.13, 55.6, tool_torque, 0.02, -0.71, 0.5, tool_momentum, 0.028, -0.717, 0.5, robot_mode, normal, 
22/03/2022 15:03:09:511, robot_pos_w_timestamp, 1647957707769, 467.55, 168.23, 319.6, 2.3, -0.01, 3.08, tool_force, 1.12, 0.57, 6.02, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 50.81, joints_pos, 37.98, 28.49, -23.65, -102.4, 17.1, 49.31, 54.39, tool_torque, 0.109, -0.701, 0.507, tool_momentum, 0.139, -0.744, 0.514, robot_mode, normal, 
