21/03/2022 15:44:59: File Created!
21/03/2022 15:44:59:714, robot_pos_with_timestamp, 1647873819819, 536.62, 303.01, 194.86, 2.29, 0.04, 3.08, tool_force, -0.39, 1.08, 6.34, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 0.0, joints_pos, 39.73, 52.36, -15.43, -81.07, 15.13, 44.64, 68.78, tool_torque, -0.079, 0.148, 0.014, tool_momentum, -0.078, 0.15, 0.014, robot_mode, normal, 
21/03/2022 15:45:09:182, robot_pos_with_timestamp, 1647873829074, 583.12, 142.87, 202.85, 2.25, 0.06, 3.14, tool_force, 0.85, 2.02, 6.36, actual_rep, 1, curr_step, 25, track_size, 95, robot_vel, 41.43, joints_pos, 25.38, 50.58, -16.61, -83.48, 13.36, 46.37, 56.79, tool_torque, 0.168, -0.566, 0.506, tool_momentum, 0.158, -0.547, 0.506, robot_mode, normal, 
21/03/2022 15:45:09:337, robot_pos_with_timestamp, 1647873829224, 581.22, 136.78, 205.93, 2.25, 0.05, 3.14, tool_force, 0.14, 1.71, 6.42, actual_rep, 1, curr_step, 26, track_size, 95, robot_vel, 46.93, joints_pos, 24.78, 49.95, -16.5, -84.1, 13.53, 46.62, 56.02, tool_torque, 0.208, -0.509, 0.48, tool_momentum, 0.208, -0.504, 0.483, robot_mode, normal, 
21/03/2022 15:45:09:484, robot_pos_with_timestamp, 1647873829371, 578.57, 131.23, 209.45, 2.25, 0.05, -3.14, tool_force, 0.49, 2.07, 6.0, actual_rep, 1, curr_step, 27, track_size, 95, robot_vel, 43.19, joints_pos, 24.39, 49.24, -16.5, -84.83, 13.41, 46.78, 55.47, tool_torque, 0.212, -0.491, 0.501, tool_momentum, 0.208, -0.487, 0.501, robot_mode, normal, 
21/03/2022 15:45:09:652, robot_pos_with_timestamp, 1647873829534, 574.85, 125.22, 214.8, 2.26, 0.04, -3.13, tool_force, 0.43, 2.39, 6.57, actual_rep, 1, curr_step, 28, track_size, 95, robot_vel, 54.03, joints_pos, 23.92, 48.35, -16.5, -85.55, 13.38, 47.65, 54.47, tool_torque, 0.228, -0.448, 0.469, tool_momentum, 0.228, -0.445, 0.469, robot_mode, normal, 
21/03/2022 15:45:09:784, robot_pos_with_timestamp, 1647873829668, 570.68, 120.7, 220.03, 2.26, 0.04, -3.13, tool_force, 0.23, 1.98, 5.94, actual_rep, 1, curr_step, 29, track_size, 95, robot_vel, 62.32, joints_pos, 23.65, 47.32, -16.5, -86.55, 13.31, 47.79, 53.91, tool_torque, 0.164, -0.463, 0.47, tool_momentum, 0.159, -0.465, 0.47, robot_mode, normal, 
21/03/2022 15:45:09:939, robot_pos_with_timestamp, 1647873829820, 566.41, 116.79, 225.73, 2.27, 0.03, -3.13, tool_force, 0.5, 1.97, 5.63, actual_rep, 1, curr_step, 31, track_size, 95, robot_vel, 53.66, joints_pos, 23.33, 46.24, -16.42, -87.52, 13.39, 47.98, 52.94, tool_torque, 0.204, -0.454, 0.461, tool_momentum, 0.165, -0.444, 0.459, robot_mode, normal, 
21/03/2022 15:45:10:088, robot_pos_with_timestamp, 1647873829967, 562.51, 113.93, 231.74, 2.27, 0.03, -3.14, tool_force, 0.42, 2.86, 5.93, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 31.17, joints_pos, 23.2, 45.09, -16.42, -88.57, 13.36, 47.71, 52.53, tool_torque, 0.593, -0.318, 0.461, tool_momentum, 0.608, -0.318, 0.461, robot_mode, sine_overlay, 
21/03/2022 15:45:10:244, robot_pos_with_timestamp, 1647873830100, 560.25, 112.97, 232.67, 2.27, 0.03, -3.14, tool_force, 0.17, 2.39, 6.07, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 8.5, joints_pos, 23.11, 44.72, -16.3, -89.11, 13.42, 47.35, 52.34, tool_torque, 0.602, -0.18, 0.29, tool_momentum, 0.592, -0.171, 0.29, robot_mode, sine_overlay, 
21/03/2022 15:45:10:392, robot_pos_with_timestamp, 1647873830247, 560.02, 113.18, 234.83, 2.27, 0.02, -3.14, tool_force, 0.95, 1.46, 6.34, actual_rep, 1, curr_step, 32, track_size, 95, robot_vel, 34.23, joints_pos, 23.08, 44.5, -16.32, -89.04, 13.68, 47.81, 52.17, tool_torque, 0.289, -0.558, 0.435, tool_momentum, 0.291, -0.564, 0.435, robot_mode, sine_overlay, 
21/03/2022 15:45:10:541, robot_pos_with_timestamp, 1647873830397, 560.28, 113.82, 240.0, 2.27, 0.02, 3.14, tool_force, -0.18, 0.82, 6.29, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 29.62, joints_pos, 23.1, 44.06, -16.35, -88.92, 13.78, 48.46, 52.08, tool_torque, 0.027, -0.249, 0.325, tool_momentum, 0.035, -0.244, 0.325, robot_mode, sine_overlay, 
21/03/2022 15:45:10:693, robot_pos_with_timestamp, 1647873830548, 558.44, 112.02, 242.21, 2.27, 0.02, -3.14, tool_force, -1.22, -0.44, 5.89, actual_rep, 1, curr_step, 33, track_size, 95, robot_vel, 31.33, joints_pos, 23.11, 43.69, -16.48, -89.25, 13.53, 48.71, 52.13, tool_torque, 0.033, -0.076, 0.286, tool_momentum, 0.044, -0.081, 0.286, robot_mode, sine_overlay, 
21/03/2022 15:45:10:846, robot_pos_with_timestamp, 1647873830699, 554.01, 106.72, 242.0, 2.27, 0.02, -3.13, tool_force, -3.73, 1.37, 8.48, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 50.44, joints_pos, 22.96, 43.18, -16.71, -90.28, 13.48, 48.47, 51.76, tool_torque, 0.605, -0.01, 0.643, tool_momentum, 0.592, -0.0080, 0.644, robot_mode, sine_overlay, 
21/03/2022 15:45:10:989, robot_pos_with_timestamp, 1647873830845, 546.66, 101.84, 247.14, 2.27, 0.02, -3.14, tool_force, -1.98, 4.1, 4.68, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 64.38, joints_pos, 22.82, 41.76, -16.79, -91.98, 13.51, 47.81, 51.19, tool_torque, 0.377, -0.158, 0.723, tool_momentum, 0.361, -0.154, 0.721, robot_mode, sine_overlay, 
21/03/2022 15:45:11:143, robot_pos_with_timestamp, 1647873830996, 544.19, 105.43, 249.08, 2.27, 0.02, 3.13, tool_force, 5.45, 9.2, 2.66, actual_rep, 1, curr_step, 34, track_size, 95, robot_vel, 37.88, joints_pos, 22.81, 41.24, -16.23, -92.42, 13.63, 47.36, 51.15, tool_torque, -0.066, 0.135, -0.035, tool_momentum, -0.074, 0.142, -0.035, robot_mode, sine_overlay, 
21/03/2022 15:45:11:297, robot_pos_with_timestamp, 1647873831148, 547.9, 113.22, 251.38, 2.27, 0.02, 3.13, tool_force, 7.93, 7.6, 3.39, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 74.0, joints_pos, 23.12, 41.49, -15.88, -91.41, 13.46, 47.98, 51.89, tool_torque, -0.582, 0.54, -0.684, tool_momentum, -0.585, 0.516, -0.68, robot_mode, sine_overlay, 
21/03/2022 15:45:11:451, robot_pos_with_timestamp, 1647873831299, 552.2, 119.11, 256.53, 2.27, 0.02, 3.13, tool_force, 8.21, 2.49, 0.72, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 58.89, joints_pos, 23.64, 41.6, -15.99, -90.24, 12.99, 49.03, 52.84, tool_torque, -0.857, 0.294, -0.644, tool_momentum, -0.855, 0.283, -0.646, robot_mode, sine_overlay, 
21/03/2022 15:45:11:598, robot_pos_with_timestamp, 1647873831448, 553.72, 119.23, 254.37, 2.27, 0.02, 3.14, tool_force, 6.93, 0.69, 3.62, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 23.47, joints_pos, 23.73, 42.07, -16.17, -89.84, 12.96, 49.33, 52.95, tool_torque, -0.607, 0.408, -0.651, tool_momentum, -0.598, 0.411, -0.651, robot_mode, sine_overlay, 
21/03/2022 15:45:11:745, robot_pos_with_timestamp, 1647873831597, 552.04, 116.76, 253.84, 2.27, 0.02, -3.14, tool_force, 8.23, 4.41, 1.72, actual_rep, 1, curr_step, 35, track_size, 95, robot_vel, 26.28, joints_pos, 23.64, 41.95, -16.28, -90.2, 12.97, 49.37, 52.76, tool_torque, -0.389, 0.148, -0.386, tool_momentum, -0.388, 0.141, -0.383, robot_mode, sine_overlay, 
21/03/2022 15:45:11:898, robot_pos_with_timestamp, 1647873831748, 545.93, 111.22, 253.8, 2.27, 0.02, -3.14, tool_force, 8.55, 5.23, 1.13, actual_rep, 1, curr_step, 36, track_size, 95, robot_vel, 62.62, joints_pos, 23.49, 41.21, -16.47, -91.64, 12.97, 48.76, 52.26, tool_torque, -0.027, 0.132, -0.237, tool_momentum, -0.033, 0.126, -0.234, robot_mode, sine_overlay, 
21/03/2022 15:45:12:054, robot_pos_with_timestamp, 1647873831898, 538.88, 107.61, 258.06, 2.27, 0.02, 3.13, tool_force, 6.65, 6.06, 2.06, actual_rep, 1, curr_step, 37, track_size, 95, robot_vel, 60.51, joints_pos, 23.4, 39.81, -16.46, -93.34, 13.16, 47.83, 51.78, tool_torque, 0.115, 0.03, -0.023, tool_momentum, 0.115, 0.034, -0.023, robot_mode, sine_overlay, 
21/03/2022 15:45:12:202, robot_pos_with_timestamp, 1647873832048, 533.69, 109.36, 265.6, 2.27, 0.01, 3.12, tool_force, 4.47, 8.17, 4.07, actual_rep, 1, curr_step, 38, track_size, 95, robot_vel, 54.51, joints_pos, 23.46, 38.47, -16.18, -94.23, 13.37, 47.94, 51.68, tool_torque, -0.13, 0.229, -0.036, tool_momentum, -0.134, 0.223, -0.036, robot_mode, sine_overlay, 
21/03/2022 15:45:12:351, robot_pos_with_timestamp, 1647873832197, 535.18, 117.04, 271.66, 2.28, 0.01, 3.12, tool_force, 4.93, 8.67, 3.76, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 73.6, joints_pos, 23.86, 38.17, -15.85, -93.54, 13.23, 48.72, 52.35, tool_torque, -0.558, 0.377, -0.262, tool_momentum, -0.56, 0.386, -0.262, robot_mode, sine_overlay, 
21/03/2022 15:45:12:503, robot_pos_with_timestamp, 1647873832348, 538.26, 125.14, 276.84, 2.28, 0.01, 3.12, tool_force, 3.35, 8.7, 5.32, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 61.81, joints_pos, 24.51, 38.27, -15.82, -92.37, 12.79, 50.03, 53.12, tool_torque, -0.486, 0.489, -0.258, tool_momentum, -0.476, 0.482, -0.258, robot_mode, sine_overlay, 
21/03/2022 15:45:12:653, robot_pos_with_timestamp, 1647873832497, 538.7, 125.52, 275.57, 2.28, 0.01, 3.13, tool_force, 6.44, 6.14, 3.74, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 21.01, joints_pos, 24.76, 38.56, -16.1, -92.18, 12.7, 50.29, 53.28, tool_torque, -0.627, 0.323, -0.418, tool_momentum, -0.638, 0.322, -0.417, robot_mode, sine_overlay, 
21/03/2022 15:45:12:801, robot_pos_with_timestamp, 1647873832648, 535.21, 120.77, 274.71, 2.28, 0.01, 3.14, tool_force, 5.19, 7.48, 3.05, actual_rep, 1, curr_step, 39, track_size, 95, robot_vel, 48.53, joints_pos, 24.66, 38.23, -16.38, -92.99, 12.7, 50.15, 52.91, tool_torque, -0.039, 0.282, -0.026, tool_momentum, -0.015, 0.281, -0.024, robot_mode, sine_overlay, 
21/03/2022 15:45:12:955, robot_pos_with_timestamp, 1647873832797, 527.98, 114.01, 274.96, 2.28, 0.01, 3.14, tool_force, 5.11, 6.66, 2.5, actual_rep, 1, curr_step, 40, track_size, 95, robot_vel, 68.07, joints_pos, 24.41, 37.25, -16.54, -94.71, 12.7, 49.32, 52.26, tool_torque, 0.041, 0.095, 0.115, tool_momentum, 0.039, 0.09, 0.116, robot_mode, sine_overlay, 
21/03/2022 15:45:13:101, robot_pos_with_timestamp, 1647873832947, 520.51, 113.81, 280.54, 2.28, 0.01, 3.12, tool_force, 1.91, 6.44, 3.07, actual_rep, 1, curr_step, 41, track_size, 95, robot_vel, 77.89, joints_pos, 24.43, 35.7, -16.26, -96.27, 12.87, 48.55, 52.14, tool_torque, 0.218, -0.052, 0.398, tool_momentum, 0.234, -0.055, 0.401, robot_mode, sine_overlay, 
21/03/2022 15:45:13:255, robot_pos_with_timestamp, 1647873833097, 515.8, 118.68, 286.56, 2.29, 0.0, 3.11, tool_force, -1.55, 3.3, 5.27, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 61.91, joints_pos, 24.71, 34.7, -15.87, -96.77, 12.93, 48.96, 52.02, tool_torque, 0.0090, -0.061, 0.267, tool_momentum, 0.03, -0.079, 0.267, robot_mode, sine_overlay, 
21/03/2022 15:45:13:423, robot_pos_with_timestamp, 1647873833239, 516.22, 119.83, 285.35, 2.29, 0.0, 3.12, tool_force, -0.29, 0.46, 4.95, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 12.09, joints_pos, 24.93, 34.96, -16.02, -96.6, 12.87, 48.98, 52.18, tool_torque, -0.333, 0.157, 0.014, tool_momentum, -0.355, 0.215, 0.0090, robot_mode, sine_overlay, 
21/03/2022 15:45:13:557, robot_pos_with_timestamp, 1647873833380, 516.47, 121.35, 285.83, 2.29, 0.0, 3.12, tool_force, -1.74, 3.12, 8.04, actual_rep, 1, curr_step, 42, track_size, 95, robot_vel, 24.87, joints_pos, 24.98, 34.91, -15.9, -96.54, 12.92, 48.98, 52.06, tool_torque, 0.157, 0.132, 0.164, tool_momentum, 0.144, 0.134, 0.164, robot_mode, normal, 
21/03/2022 15:45:13:708, robot_pos_with_timestamp, 1647873833530, 512.87, 123.78, 291.87, 2.3, 0.0, 3.11, tool_force, -1.87, 1.46, 6.8, actual_rep, 1, curr_step, 43, track_size, 95, robot_vel, 57.83, joints_pos, 25.22, 33.95, -15.74, -97.01, 12.77, 49.32, 51.87, tool_torque, -0.016, 0.083, 0.239, tool_momentum, -0.0080, 0.075, 0.239, robot_mode, normal, 
21/03/2022 15:45:13:863, robot_pos_with_timestamp, 1647873833683, 506.8, 129.5, 297.33, 2.31, 0.0, 3.11, tool_force, -1.6, 1.77, 6.04, actual_rep, 1, curr_step, 44, track_size, 95, robot_vel, 61.88, joints_pos, 25.93, 32.81, -15.56, -97.87, 12.48, 49.16, 52.46, tool_torque, 0.118, 0.226, 0.021, tool_momentum, 0.112, 0.24, 0.021, robot_mode, normal, 
21/03/2022 15:45:14:010, robot_pos_with_timestamp, 1647873833831, 500.58, 135.08, 301.8, 2.32, 0.0, 3.1, tool_force, -1.06, 1.49, 6.28, actual_rep, 1, curr_step, 46, track_size, 95, robot_vel, 64.77, joints_pos, 26.72, 31.8, -15.54, -98.7, 12.41, 49.05, 52.79, tool_torque, -0.0070, 0.172, 0.011, tool_momentum, 0.0030, 0.171, 0.01, robot_mode, normal, 
21/03/2022 15:45:14:161, robot_pos_with_timestamp, 1647873833981, 495.19, 140.92, 306.09, 2.32, 0.0, 3.09, tool_force, -1.54, 1.51, 6.09, actual_rep, 1, curr_step, 47, track_size, 95, robot_vel, 60.8, joints_pos, 27.58, 30.91, -15.55, -99.37, 12.32, 48.91, 53.43, tool_torque, 0.074, 0.286, -0.038, tool_momentum, 0.095, 0.312, -0.042, robot_mode, normal, 
21/03/2022 15:45:14:315, robot_pos_with_timestamp, 1647873834135, 489.03, 146.62, 309.87, 2.32, 0.0, 3.09, tool_force, -1.26, 1.29, 5.72, actual_rep, 1, curr_step, 48, track_size, 95, robot_vel, 57.9, joints_pos, 28.47, 30.03, -15.58, -100.1, 12.21, 48.84, 54.24, tool_torque, -0.053, 0.336, -0.057, tool_momentum, -0.06, 0.354, -0.059, robot_mode, normal, 
21/03/2022 15:45:14:465, robot_pos_with_timestamp, 1647873834281, 483.24, 152.34, 312.99, 2.32, -0.01, 3.09, tool_force, -1.15, 1.57, 6.51, actual_rep, 1, curr_step, 49, track_size, 95, robot_vel, 62.06, joints_pos, 29.21, 29.32, -15.54, -100.65, 12.4, 49.14, 54.95, tool_torque, -0.038, 0.081, -0.03, tool_momentum, -0.068, 0.117, -0.032, robot_mode, normal, 
21/03/2022 15:45:14:613, robot_pos_with_timestamp, 1647873834431, 477.78, 157.95, 315.69, 2.31, -0.01, 3.09, tool_force, -1.29, 1.24, 6.13, actual_rep, 1, curr_step, 50, track_size, 95, robot_vel, 50.37, joints_pos, 30.08, 28.64, -15.55, -101.22, 12.29, 49.16, 56.19, tool_torque, -0.06, 0.229, -0.036, tool_momentum, -0.06, 0.238, -0.036, robot_mode, normal, 
21/03/2022 15:45:14:764, robot_pos_with_timestamp, 1647873834581, 472.13, 163.75, 318.07, 2.31, -0.01, 3.08, tool_force, -1.28, 1.53, 5.75, actual_rep, 1, curr_step, 51, track_size, 95, robot_vel, 50.71, joints_pos, 30.93, 27.94, -15.55, -101.9, 12.32, 48.81, 57.22, tool_torque, 0.102, 0.214, -0.028, tool_momentum, 0.097, 0.21, -0.028, robot_mode, normal, 
21/03/2022 15:45:14:915, robot_pos_with_timestamp, 1647873834731, 467.02, 169.59, 319.77, 2.3, -0.01, 3.08, tool_force, -1.59, 1.3, 5.74, actual_rep, 1, curr_step, 52, track_size, 95, robot_vel, 51.96, joints_pos, 31.85, 27.42, -15.57, -102.39, 12.14, 48.72, 58.44, tool_torque, 0.012, 0.451, -0.073, tool_momentum, 0.01, 0.458, -0.073, robot_mode, normal, 
21/03/2022 15:45:15:065, robot_pos_with_timestamp, 1647873834882, 462.68, 175.44, 320.85, 2.3, -0.01, 3.08, tool_force, -1.49, 1.69, 5.82, actual_rep, 1, curr_step, 54, track_size, 95, robot_vel, 47.69, joints_pos, 32.7, 27.09, -15.57, -102.71, 11.98, 48.67, 59.43, tool_torque, 0.084, 0.398, -0.063, tool_momentum, 0.079, 0.398, -0.063, robot_mode, normal, 
21/03/2022 15:45:15:214, robot_pos_with_timestamp, 1647873835034, 459.02, 181.24, 320.82, 2.29, -0.01, 3.07, tool_force, -1.96, 1.5, 5.89, actual_rep, 1, curr_step, 56, track_size, 95, robot_vel, 52.32, joints_pos, 33.51, 26.83, -15.55, -103.13, 11.98, 48.03, 60.7, tool_torque, 0.149, 0.373, -0.049, tool_momentum, 0.148, 0.365, -0.049, robot_mode, normal, 
21/03/2022 15:45:15:398, robot_pos_with_timestamp, 1647873835182, 456.08, 186.71, 319.4, 2.29, -0.01, 3.07, tool_force, -1.35, 1.63, 5.65, actual_rep, 1, curr_step, 59, track_size, 95, robot_vel, 39.83, joints_pos, 34.31, 26.84, -15.57, -103.38, 11.75, 47.54, 61.8, tool_torque, 0.122, 0.445, -0.067, tool_momentum, 0.124, 0.453, -0.067, robot_mode, normal, 
21/03/2022 15:45:15:512, robot_pos_with_timestamp, 1647873835334, 454.51, 192.63, 316.99, 2.28, 0.0, 3.07, tool_force, -1.23, 1.28, 5.96, actual_rep, 1, curr_step, 62, track_size, 95, robot_vel, 36.62, joints_pos, 35.12, 27.12, -15.57, -103.4, 11.37, 47.0, 63.02, tool_torque, 0.112, 0.443, -0.058, tool_momentum, 0.106, 0.438, -0.058, robot_mode, normal, 
21/03/2022 15:45:15:666, robot_pos_with_timestamp, 1647873835483, 454.16, 197.85, 315.92, 2.28, 0.01, 3.07, tool_force, -0.55, 0.83, 5.64, actual_rep, 1, curr_step, 64, track_size, 95, robot_vel, 28.83, joints_pos, 35.8, 27.41, -15.66, -103.15, 11.1, 46.84, 64.23, tool_torque, 0.021, 0.352, -0.074, tool_momentum, 0.026, 0.342, -0.074, robot_mode, normal, 
21/03/2022 15:45:15:843, robot_pos_with_timestamp, 1647873835635, 454.83, 199.79, 315.6, 2.27, 0.01, 3.07, tool_force, -0.49, 1.13, 6.08, actual_rep, 1, curr_step, 67, track_size, 95, robot_vel, 13.07, joints_pos, 36.2, 27.61, -15.88, -102.95, 10.9, 46.8, 64.98, tool_torque, 0.022, 0.296, -0.053, tool_momentum, 0.017, 0.282, -0.053, robot_mode, normal, 
21/03/2022 15:45:15:969, robot_pos_with_timestamp, 1647873835784, 454.99, 199.22, 315.63, 2.27, 0.01, 3.07, tool_force, 0.08, 0.86, 5.57, actual_rep, 1, curr_step, 70, track_size, 95, robot_vel, 5.65, joints_pos, 36.19, 27.6, -15.96, -102.97, 11.02, 46.8, 64.89, tool_torque, 0.095, -0.063, 0.189, tool_momentum, 0.096, -0.061, 0.189, robot_mode, normal, 
21/03/2022 15:45:16:120, robot_pos_with_timestamp, 1647873835937, 454.93, 199.57, 315.72, 2.27, 0.01, 3.07, tool_force, -0.12, 1.19, 5.92, actual_rep, 1, curr_step, 72, track_size, 95, robot_vel, 2.15, joints_pos, 36.19, 27.59, -15.93, -102.96, 11.03, 46.8, 64.89, tool_torque, 0.199, -0.034, 0.168, tool_momentum, 0.197, -0.033, 0.168, robot_mode, normal, 
21/03/2022 15:45:16:269, robot_pos_with_timestamp, 1647873836085, 454.98, 199.58, 315.76, 2.27, 0.01, 3.07, tool_force, -0.29, 0.94, 5.82, actual_rep, 1, curr_step, 75, track_size, 95, robot_vel, 0.19, joints_pos, 36.19, 27.59, -15.93, -102.95, 11.02, 46.8, 64.9, tool_torque, 0.099, -0.011, 0.143, tool_momentum, 0.099, -0.011, 0.143, robot_mode, normal, 
21/03/2022 15:45:16:466, robot_pos_with_timestamp, 1647873836237, 454.97, 199.62, 315.67, 2.27, 0.01, 3.07, tool_force, -0.36, 0.99, 5.8, actual_rep, 1, curr_step, 77, track_size, 95, robot_vel, 0.61, joints_pos, 36.19, 27.61, -15.92, -102.95, 11.02, 46.8, 64.9, tool_torque, 0.141, 0.02, 0.133, tool_momentum, 0.142, 0.018, 0.134, robot_mode, normal, 
21/03/2022 15:45:16:570, robot_pos_with_timestamp, 1647873836384, 455.03, 199.66, 315.64, 2.27, 0.01, 3.07, tool_force, -0.31, 0.78, 5.65, actual_rep, 1, curr_step, 80, track_size, 95, robot_vel, 0.53, joints_pos, 36.19, 27.62, -15.92, -102.94, 11.02, 46.8, 64.9, tool_torque, 0.108, 0.015, 0.13, tool_momentum, 0.11, 0.015, 0.13, robot_mode, normal, 
21/03/2022 15:45:16:767, robot_pos_with_timestamp, 1647873836539, 455.05, 199.67, 315.64, 2.27, 0.01, 3.07, tool_force, -0.3, 0.89, 5.77, actual_rep, 1, curr_step, 83, track_size, 95, robot_vel, 0.05, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.115, 0.018, 0.13, tool_momentum, 0.114, 0.018, 0.13, robot_mode, normal, 
21/03/2022 15:45:16:876, robot_pos_with_timestamp, 1647873836688, 455.05, 199.67, 315.64, 2.27, 0.01, 3.07, tool_force, -0.33, 0.83, 5.72, actual_rep, 1, curr_step, 85, track_size, 95, robot_vel, 0.04, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.111, 0.021, 0.131, tool_momentum, 0.113, 0.02, 0.131, robot_mode, normal, 
21/03/2022 15:45:17:061, robot_pos_with_timestamp, 1647873836839, 455.06, 199.67, 315.64, 2.27, 0.01, 3.07, tool_force, -0.33, 0.92, 5.77, actual_rep, 1, curr_step, 88, track_size, 95, robot_vel, 0.02, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.116, 0.018, 0.132, tool_momentum, 0.116, 0.017, 0.132, robot_mode, normal, 
21/03/2022 15:45:17:171, robot_pos_with_timestamp, 1647873836986, 455.06, 199.67, 315.63, 2.27, 0.01, 3.07, tool_force, -0.33, 0.89, 5.74, actual_rep, 1, curr_step, 90, track_size, 95, robot_vel, 0.14, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.115, 0.021, 0.132, tool_momentum, 0.114, 0.02, 0.132, robot_mode, normal, 
21/03/2022 15:45:17:320, robot_pos_with_timestamp, 1647873837137, 455.07, 199.67, 315.63, 2.27, 0.01, 3.07, tool_force, -0.3, 0.87, 5.73, actual_rep, 1, curr_step, 93, track_size, 95, robot_vel, 0.06, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.115, 0.017, 0.132, tool_momentum, 0.114, 0.017, 0.132, robot_mode, normal, 
21/03/2022 15:45:17:487, robot_pos_with_timestamp, 1647873837288, 455.07, 199.68, 315.63, 2.27, 0.01, 3.07, tool_force, -0.31, 0.89, 5.74, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.02, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.118, 0.016, 0.133, tool_momentum, 0.117, 0.015, 0.133, robot_mode, normal, 
21/03/2022 15:45:17:622, robot_pos_with_timestamp, 1647873837437, 455.07, 199.68, 315.63, 2.27, 0.01, 3.07, tool_force, -0.31, 0.89, 5.75, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.117, 0.015, 0.134, tool_momentum, 0.117, 0.014, 0.134, robot_mode, normal, 
21/03/2022 15:45:17:774, robot_pos_with_timestamp, 1647873837587, 455.07, 199.68, 315.63, 2.27, 0.01, 3.07, tool_force, -0.3, 0.84, 5.74, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.02, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.111, 0.0090, 0.134, tool_momentum, 0.112, 0.0080, 0.134, robot_mode, normal, 
21/03/2022 15:45:17:924, robot_pos_with_timestamp, 1647873837741, 455.07, 199.68, 315.63, 2.27, 0.01, 3.07, tool_force, -0.3, 0.88, 5.72, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.02, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.112, 0.011, 0.133, tool_momentum, 0.111, 0.01, 0.133, robot_mode, normal, 
21/03/2022 15:45:18:077, robot_pos_with_timestamp, 1647873837890, 455.07, 199.68, 315.63, 2.27, 0.01, 3.07, tool_force, -0.31, 0.9, 5.73, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.114, 0.013, 0.133, tool_momentum, 0.114, 0.013, 0.133, robot_mode, normal, 
21/03/2022 15:45:18:247, robot_pos_with_timestamp, 1647873838043, 455.07, 199.68, 315.63, 2.27, 0.01, 3.07, tool_force, -0.38, 0.89, 5.78, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.05, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.109, 0.025, 0.131, tool_momentum, 0.108, 0.025, 0.131, robot_mode, normal, 
21/03/2022 15:45:18:418, robot_pos_with_timestamp, 1647873838192, 455.07, 199.68, 315.63, 2.27, 0.01, 3.07, tool_force, -0.34, 0.94, 5.76, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.12, 0.015, 0.133, tool_momentum, 0.119, 0.015, 0.133, robot_mode, normal, 
21/03/2022 15:45:18:529, robot_pos_with_timestamp, 1647873838343, 455.07, 199.68, 315.64, 2.27, 0.01, 3.07, tool_force, -0.31, 0.92, 5.79, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.07, joints_pos, 36.19, 27.62, -15.92, -102.93, 11.02, 46.8, 64.91, tool_torque, 0.098, 0.0030, 0.134, tool_momentum, 0.096, 0.0040, 0.135, robot_mode, normal, 
