30/03/2022 11:59:04: File Created!
30/03/2022 11:59:04:260, robot_pos_w_timestamp, 1648634258765, 568.97, 342.48, 194.09, 2.29, 0.02, 3.07, tool_force, -0.47, 0.56, 5.89, actual_rep, 1, curr_step, 1, track_size, 67, robot_vel, 46.93, joints_pos, 56.14, 66.58, -47.43, -70.06, 50.81, 59.39, 53.32, tool_torque, -0.092, -0.216, 0.163, tool_momentum, -0.092, -0.216, 0.163, robot_mode, normal, 
30/03/2022 11:59:13:850, robot_pos_w_timestamp, 1648634268344, 586.86, 145.96, 298.91, 2.04, 0.06, 3.07, tool_force, -2.31, 1.55, -13.41, actual_rep, 1, curr_step, 22, track_size, 67, robot_vel, 44.79, joints_pos, 44.34, 50.27, -48.26, -82.85, 39.53, 59.25, 52.41, tool_torque, -1.563, -0.066, 0.271, tool_momentum, -1.567, -0.059, 0.271, robot_mode, impedance, 
30/03/2022 11:59:14:004, robot_pos_w_timestamp, 1648634268494, 582.35, 148.53, 292.61, 2.04, 0.06, 3.08, tool_force, 0.91, -0.9, -6.16, actual_rep, 1, curr_step, 22, track_size, 67, robot_vel, 56.17, joints_pos, 44.83, 50.51, -48.09, -83.58, 39.43, 58.92, 52.53, tool_torque, -0.654, -0.116, 0.074, tool_momentum, -0.647, -0.118, 0.074, robot_mode, impedance, 
30/03/2022 11:59:14:153, robot_pos_w_timestamp, 1648634268643, 577.0, 151.79, 287.28, 2.04, 0.06, 3.08, tool_force, 1.74, -1.9, -0.56, actual_rep, 1, curr_step, 23, track_size, 67, robot_vel, 52.45, joints_pos, 45.51, 50.53, -47.97, -84.53, 39.46, 58.26, 52.65, tool_torque, -0.27, -0.095, -0.09, tool_momentum, -0.24, -0.13, -0.09, robot_mode, impedance, 
30/03/2022 11:59:14:304, robot_pos_w_timestamp, 1648634268793, 573.03, 153.53, 289.32, 2.04, 0.06, 3.08, tool_force, -0.31, 1.28, 4.45, actual_rep, 1, curr_step, 23, track_size, 67, robot_vel, 33.59, joints_pos, 46.16, 50.07, -48.32, -85.21, 39.55, 58.19, 52.85, tool_torque, 0.096, -0.147, 0.088, tool_momentum, 0.099, -0.141, 0.088, robot_mode, impedance, 
30/03/2022 11:59:14:456, robot_pos_w_timestamp, 1648634268943, 569.17, 153.6, 292.87, 2.04, 0.05, 3.08, tool_force, -0.8, 2.25, 6.84, actual_rep, 1, curr_step, 24, track_size, 67, robot_vel, 39.74, joints_pos, 46.47, 49.43, -48.47, -85.73, 39.42, 58.72, 52.87, tool_torque, 0.015, -0.176, 0.144, tool_momentum, 0.011, -0.182, 0.146, robot_mode, impedance, 
30/03/2022 11:59:14:608, robot_pos_w_timestamp, 1648634269095, 566.33, 154.13, 298.28, 2.04, 0.04, 3.09, tool_force, -0.49, 2.08, 6.65, actual_rep, 1, curr_step, 24, track_size, 67, robot_vel, 38.93, joints_pos, 46.55, 48.69, -48.44, -85.91, 39.2, 59.62, 52.92, tool_torque, -0.023, -0.279, 0.107, tool_momentum, -0.025, -0.276, 0.107, robot_mode, impedance, 
30/03/2022 11:59:14:761, robot_pos_w_timestamp, 1648634269245, 564.26, 154.26, 301.11, 2.04, 0.03, 3.09, tool_force, -0.54, 2.48, 7.07, actual_rep, 1, curr_step, 25, track_size, 67, robot_vel, 18.55, joints_pos, 46.55, 48.1, -48.22, -86.19, 38.88, 59.77, 52.93, tool_torque, 0.127, -0.364, 0.249, tool_momentum, 0.132, -0.366, 0.249, robot_mode, impedance, 
30/03/2022 11:59:14:912, robot_pos_w_timestamp, 1648634269395, 562.62, 155.12, 306.66, 2.05, 0.02, 3.09, tool_force, -0.63, 2.21, 6.28, actual_rep, 1, curr_step, 25, track_size, 67, robot_vel, 43.53, joints_pos, 46.65, 47.41, -48.19, -86.24, 38.53, 60.37, 52.88, tool_torque, 0.082, -0.326, 0.258, tool_momentum, 0.08, -0.326, 0.258, robot_mode, impedance, 
30/03/2022 11:59:15:062, robot_pos_w_timestamp, 1648634269544, 560.65, 155.56, 309.89, 2.05, 0.02, 3.09, tool_force, -0.5, 1.83, 5.87, actual_rep, 1, curr_step, 26, track_size, 67, robot_vel, 16.11, joints_pos, 46.76, 46.87, -48.09, -86.46, 38.18, 60.55, 52.96, tool_torque, 0.113, -0.287, 0.177, tool_momentum, 0.116, -0.275, 0.177, robot_mode, impedance, 
30/03/2022 11:59:15:210, robot_pos_w_timestamp, 1648634269694, 559.51, 157.0, 314.3, 2.05, 0.02, 3.08, tool_force, -1.31, 2.65, 6.81, actual_rep, 1, curr_step, 26, track_size, 67, robot_vel, 42.44, joints_pos, 46.91, 46.25, -48.06, -86.61, 38.22, 60.65, 53.02, tool_torque, 0.128, -0.185, 0.108, tool_momentum, 0.127, -0.179, 0.108, robot_mode, impedance, 
30/03/2022 11:59:15:363, robot_pos_w_timestamp, 1648634269843, 556.85, 157.54, 318.52, 2.05, 0.01, 3.08, tool_force, -0.63, 1.46, 5.74, actual_rep, 1, curr_step, 27, track_size, 67, robot_vel, 25.06, joints_pos, 47.14, 45.55, -48.07, -87.0, 38.05, 60.77, 53.08, tool_torque, 0.017, -0.218, 0.117, tool_momentum, 0.03, -0.225, 0.12, robot_mode, impedance, 
30/03/2022 11:59:15:514, robot_pos_w_timestamp, 1648634269994, 554.53, 158.61, 320.8, 2.05, 0.01, 3.08, tool_force, -1.0, 1.94, 6.3, actual_rep, 1, curr_step, 27, track_size, 67, robot_vel, 41.56, joints_pos, 47.35, 45.07, -48.02, -87.26, 37.87, 60.96, 53.06, tool_torque, 0.064, -0.24, 0.239, tool_momentum, 0.064, -0.24, 0.24, robot_mode, impedance, 
30/03/2022 11:59:15:666, robot_pos_w_timestamp, 1648634270143, 551.86, 160.98, 326.63, 2.06, 0.0, 3.08, tool_force, -0.49, 2.03, 5.69, actual_rep, 1, curr_step, 27, track_size, 67, robot_vel, 40.11, joints_pos, 47.71, 44.31, -48.03, -87.41, 37.46, 61.41, 53.18, tool_torque, -0.0050, -0.21, 0.123, tool_momentum, -0.021, -0.201, 0.122, robot_mode, impedance, 
30/03/2022 11:59:15:815, robot_pos_w_timestamp, 1648634270294, 547.54, 162.11, 329.99, 2.06, -0.01, 3.08, tool_force, -1.4, 2.85, 6.91, actual_rep, 1, curr_step, 28, track_size, 67, robot_vel, 48.66, joints_pos, 48.11, 43.55, -48.04, -88.0, 37.24, 61.68, 53.12, tool_torque, 0.129, -0.185, 0.272, tool_momentum, 0.135, -0.194, 0.272, robot_mode, normal, 
